index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	233	989	1011	1000	1020	1031	1000	1027	989	0	4253
5	989	1011	1000	1020	1031	1000	1027	989	968	0	5284
6	1011	1000	1020	1031	1000	1027	989	968	981	0	6284
7	1000	1020	1031	1000	1027	989	968	981	537	0	7311
8	1020	1031	1000	1027	989	968	981	537	1183	0	8300
9	1031	1000	1027	989	968	981	537	1183	973	0	9268
10	1000	1027	989	968	981	537	1183	973	953	0	10249
11	1027	989	968	981	537	1183	973	953	957	1	10786
12	989	968	981	537	1183	973	953	957	965	0	11969
13	968	981	537	1183	973	953	957	965	1051	0	12942
14	981	537	1183	973	953	957	965	1051	1101	0	13895
15	537	1183	973	953	957	965	1051	1101	1074	0	14852
16	1183	973	953	957	965	1051	1101	1074	1097	0	15817
17	973	953	957	965	1051	1101	1074	1097	1035	0	16868
18	953	957	965	1051	1101	1074	1097	1035	1008	0	17969
19	957	965	1051	1101	1074	1097	1035	1008	1008	0	19043
20	965	1051	1101	1074	1097	1035	1008	1008	984	0	20140
21	1051	1101	1074	1097	1035	1008	1008	984	957	0	21175
22	1101	1074	1097	1035	1008	1008	984	957	1000	0	22183
23	1074	1097	1035	1008	1008	984	957	1000	1004	0	23191
24	1097	1035	1008	1008	984	957	1000	1004	537	0	24175
25	1035	1008	1008	984	957	1000	1004	537	1218	0	25132
26	1008	1008	984	957	1000	1004	537	1218	1000	0	26132
27	1008	984	957	1000	1004	537	1218	1000	965	0	27136
28	984	957	1000	1004	537	1218	1000	965	957	1	27673
29	957	1000	1004	537	1218	1000	965	957	1020	0	28891
30	1000	1004	537	1218	1000	965	957	1020	1101	0	29891
31	1004	537	1218	1000	965	957	1020	1101	1124	0	30856
32	537	1218	1000	965	957	1020	1101	1124	1175	0	31813
33	1218	1000	965	957	1020	1101	1124	1175	1098	0	32833
34	1000	965	957	1020	1101	1124	1175	1098	1023	0	33934
35	965	957	1020	1101	1124	1175	1098	1023	1043	0	35058
36	957	1020	1101	1124	1175	1098	1023	1043	1012	0	36233
37	1020	1101	1124	1175	1098	1023	1043	1012	992	0	37331
38	1101	1124	1175	1098	1023	1043	1012	992	556	0	38354
39	1124	1175	1098	1023	1043	1012	992	556	1273	0	39397
40	1175	1098	1023	1043	1012	992	556	1273	1027	0	40409
41	1098	1023	1043	1012	992	556	1273	1027	984	0	41401
42	1023	1043	1012	992	556	1273	1027	984	533	1	41957
43	1043	1012	992	556	1273	1027	984	533	1222	0	43230
44	1012	992	556	1273	1027	984	533	1222	973	0	44257
45	992	556	1273	1027	984	533	1222	973	957	0	45241
46	556	1273	1027	984	533	1222	973	957	1023	1	45774
