index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	237	747	709	696	693	688	685	673	666	0	3082
5	747	709	696	693	688	685	673	666	646	0	3770
6	709	696	693	688	685	673	666	646	634	0	4455
7	696	693	688	685	673	666	646	634	634	0	5128
8	693	688	685	673	666	646	634	634	483	0	5794
9	688	685	673	666	646	634	634	483	782	0	6440
10	685	673	666	646	634	634	483	782	743	0	7074
11	673	666	646	634	634	483	782	743	724	0	7708
12	666	646	634	634	483	782	743	724	720	1	8191
13	646	634	634	483	782	743	724	720	727	0	8973
14	634	634	483	782	743	724	720	727	736	0	9716
15	634	483	782	743	724	720	727	736	719	0	10440
16	483	782	743	724	720	727	736	719	724	0	11160
17	782	743	724	720	727	736	719	724	736	0	11887
18	743	724	720	727	736	719	724	736	735	0	12623
19	724	720	727	736	719	724	736	735	724	0	13342
20	720	727	736	719	724	736	735	724	727	0	14066
21	727	736	719	724	736	735	724	727	724	0	14802
22	736	719	724	736	735	724	727	724	708	0	15537
23	719	724	736	735	724	727	724	708	666	0	16261
24	724	736	735	724	727	724	708	666	649	0	16988
25	736	735	724	727	724	708	666	649	646	0	17712
26	735	724	727	724	708	666	649	646	923	0	18420
27	724	727	724	708	666	649	646	923	859	0	19086
28	727	724	708	666	649	646	923	859	748	0	19735
29	724	708	666	649	646	923	859	748	743	0	20381
30	708	666	649	646	923	859	748	743	723	0	21304
31	666	649	646	923	859	748	743	723	716	0	22163
32	649	646	923	859	748	743	723	716	709	0	22911
33	646	923	859	748	743	723	716	709	696	0	23654
34	923	859	748	743	723	716	709	696	685	0	24377
35	859	748	743	723	716	709	696	685	669	0	25093
36	748	743	723	716	709	696	685	669	658	0	25802
37	743	723	716	709	696	685	669	658	650	0	26498
38	723	716	709	696	685	669	658	650	980	0	27183
39	716	709	696	685	669	658	650	980	802	0	27852
40	709	696	685	669	658	650	980	802	700	0	28510
41	696	685	669	658	650	980	802	700	669	0	29160
