index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	848	712	494	946	724	478	957	709	486	0	3763
5	712	494	946	724	478	957	709	486	938	1	4241
6	494	946	724	478	957	709	486	938	700	0	5198
7	946	724	478	957	709	486	938	700	498	0	5907
8	724	478	957	709	486	938	700	498	903	1	6393
9	478	957	709	486	938	700	498	903	696	0	7331
10	957	709	486	938	700	498	903	696	530	0	8031
11	709	486	938	700	498	903	696	530	898	1	8529
12	486	938	700	498	903	696	530	898	705	0	9432
13	938	700	498	903	696	530	898	705	525	0	10128
14	700	498	903	696	530	898	705	525	914	1	10658
15	498	903	696	530	898	705	525	914	720	0	11556
16	903	696	530	898	705	525	914	720	491	0	12261
17	696	530	898	705	525	914	720	491	949	1	12786
18	530	898	705	525	914	720	491	949	704	0	13700
19	898	705	525	914	720	491	949	704	490	0	14420
20	705	525	914	720	491	949	704	490	954	1	14911
21	525	914	720	491	949	704	490	954	724	0	15860
22	914	720	491	949	704	490	954	724	478	0	16564
23	720	491	949	704	490	954	724	478	957	1	17054
24	491	949	704	490	954	724	478	957	712	0	18008
25	949	704	490	954	724	478	957	712	483	0	18732
26	704	490	954	724	478	957	712	483	961	1	19210
27	490	954	724	478	957	712	483	961	712	0	20167
28	954	724	478	957	712	483	961	712	724	0	20879
29	724	478	957	712	483	961	712	724	653	1	21362
30	478	957	712	483	961	712	724	653	779	0	22323
31	957	712	483	961	712	724	653	779	727	0	23035
32	712	483	961	712	724	653	779	727	533	0	23759
33	483	961	712	724	653	779	727	533	946	1	24412
34	961	712	724	653	779	727	533	946	739	0	25191
35	712	724	653	779	727	533	946	739	475	0	25918
36	724	653	779	727	533	946	739	475	984	1	26451
37	653	779	727	533	946	739	475	984	736	0	27397
38	779	727	533	946	739	475	984	736	731	0	28136
39	727	533	946	739	475	984	736	731	588	1	28611
40	533	946	739	475	984	736	731	588	883	0	29595
41	946	739	475	984	736	731	588	883	732	0	30331
42	739	475	984	736	731	588	883	732	490	0	31062
43	475	984	736	731	588	883	732	490	969	1	31650
44	984	736	731	588	883	732	490	969	731	0	32533
45	736	731	588	883	732	490	969	731	471	0	33265
46	731	588	883	732	490	969	731	471	981	1	33755
