index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	763	732	766	732	770	739	767	739	763	0	3821
5	732	766	732	770	739	767	739	763	724	0	4560
6	766	732	770	739	767	739	763	724	778	0	5327
7	732	770	739	767	739	763	724	778	708	0	6066
8	770	739	767	739	763	724	778	708	774	0	6829
9	739	767	739	763	724	778	708	774	747	0	7553
10	767	739	763	724	778	708	774	747	763	0	8331
11	739	763	724	778	708	774	747	763	739	0	9039
12	763	724	778	708	774	747	763	739	759	0	9813
13	724	778	708	774	747	763	739	759	751	0	10560
14	778	708	774	747	763	739	759	751	735	0	11323
15	708	774	747	763	739	759	751	735	697	0	12062
16	774	747	763	739	759	751	735	697	735	0	12821
17	747	763	739	759	751	735	697	735	705	0	13572
18	763	739	759	751	735	697	735	705	716	0	14307
19	739	759	751	735	697	735	705	716	704	0	15004
20	759	751	735	697	735	705	716	704	700	0	15739
21	751	735	697	735	705	716	704	700	716	0	16444
22	735	697	735	705	716	704	700	716	716	0	17160
23	697	735	705	716	704	700	716	716	708	0	17864
24	735	705	716	704	700	716	716	708	712	0	18564
25	705	716	704	700	716	716	708	712	705	0	19280
26	716	704	700	716	716	708	712	705	723	0	19996
27	704	700	716	716	708	712	705	723	701	0	20704
28	700	716	716	708	712	705	723	701	720	0	21416
29	716	716	708	712	705	723	701	720	731	0	22121
30	716	708	712	705	723	701	720	731	704	0	22844
31	708	712	705	723	701	720	731	704	716	0	23545
32	712	705	723	701	720	731	704	716	685	0	24265
33	705	723	701	720	731	704	716	685	716	0	24996
34	723	701	720	731	704	716	685	716	704	0	25700
35	701	720	731	704	716	685	716	704	724	0	26416
36	720	731	704	716	685	716	704	724	716	0	27101
37	731	704	716	685	716	704	724	716	677	0	27817
38	704	716	685	716	704	724	716	677	701	0	28521
39	716	685	716	704	724	716	677	701	688	0	29245
40	685	716	704	724	716	677	701	688	712	0	29961
41	716	704	724	716	677	701	688	712	724	0	30638
42	704	724	716	677	701	688	712	724	716	0	31339
43	724	716	677	701	688	712	724	716	693	0	32027
44	716	677	701	688	712	724	716	693	716	0	32739
45	677	701	688	712	724	716	693	716	704	0	33463
46	701	688	712	724	716	693	716	704	692	0	34179
47	688	712	724	716	693	716	704	692	627	0	34872
