i-2	i-1	i+0	i+1	i+2	Filter
553	611	634	591	545	0
611	634	591	545	685	0
634	591	545	685	618	1
591	545	685	618	623	2
545	685	618	623	623	0
685	618	623	623	626	0
618	623	623	626	650	0
623	623	626	650	642	0
623	626	650	642	642	0
626	650	642	642	642	0
650	642	642	642	642	0
642	642	642	642	638	0
642	642	642	638	638	0
642	642	638	638	619	0
642	638	638	619	607	0
638	638	619	607	622	0
638	619	607	622	623	0
619	607	622	623	642	0
607	622	623	642	654	0
622	623	642	654	653	0
623	642	654	653	662	0
642	654	653	662	665	0
654	653	662	665	666	0
653	662	665	666	661	0
662	665	666	661	654	0
665	666	661	654	657	0
666	661	654	657	642	0
661	654	657	642	631	0
654	657	642	631	634	0
657	642	631	634	556	0
642	631	634	556	666	0
631	634	556	666	615	1
634	556	666	615	622	2
556	666	615	622	627	0
666	615	622	627	622	0
615	622	627	622	646	0
622	627	622	646	631	0
627	622	646	631	630	0
622	646	631	630	626	0
646	631	630	626	627	0
631	630	626	627	580	0
630	626	627	580	688	0
626	627	580	688	631	1
627	580	688	631	638	2
580	688	631	638	622	0
688	631	638	622	635	0
631	638	622	635	634	0
638	622	635	634	638	0
622	635	634	638	638	0
635	634	638	638	642	0
634	638	638	642	650	0
638	638	642	650	654	0
638	642	650	654	657	0
642	650	654	657	654	0
650	654	657	654	642	0
654	657	654	642	642	0
657	654	642	642	642	0
654	642	642	642	626	0
642	642	642	626	615	0
642	642	626	615	603	0
642	626	615	603	607	0
626	615	603	607	596	0
615	603	607	596	607	0
603	607	596	607	599	0
607	596	607	599	615	0
596	607	599	615	626	0
607	599	615	626	627	0
599	615	626	627	645	0
615	626	627	645	654	0
626	627	645	654	654	0
627	645	654	654	642	0
645	654	654	642	638	0
654	654	642	638	634	0
654	642	638	634	631	0
642	638	634	631	614	0
638	634	631	614	619	0
634	631	614	619	619	0
631	614	619	619	603	0
614	619	619	603	619	0
619	619	603	619	618	0
619	603	619	618	619	0
603	619	618	619	619	0
619	618	619	619	634	0
618	619	619	634	634	0
619	619	634	634	638	0
619	634	634	638	642	0
634	634	638	642	650	0
634	638	642	650	658	0
638	642	650	658	649	0
642	650	658	649	639	0
650	658	649	639	638	0
658	649	639	638	634	0
649	639	638	634	630	0
639	638	634	630	627	0
638	634	630	627	618	0
634	630	627	618	619	0
630	627	618	619	611	0
627	618	619	611	615	0
618	619	611	615	626	0
619	611	615	626	623	0
611	615	626	623	622	0
615	626	623	622	638	0
626	623	622	638	639	0
623	622	638	639	638	0
622	638	639	638	642	0
638	639	638	642	653	0
639	638	642	653	650	0
638	642	653	650	631	0
642	653	650	631	630	0
653	650	631	630	634	0
650	631	630	634	631	0
631	630	634	631	630	0
630	634	631	630	611	0
634	631	630	611	626	0
631	630	611	626	619	0
630	611	626	619	615	0
611	626	619	615	618	0
626	619	615	618	615	0
619	615	618	615	623	0
615	618	615	623	615	0
618	615	623	615	618	0
615	623	615	618	619	0
623	615	618	619	626	0
615	618	619	626	623	0
618	619	626	623	626	0
619	626	623	626	627	0
626	623	626	627	626	0
623	626	627	626	619	0
626	627	626	619	615	0
627	626	619	615	626	0
626	619	615	626	627	0
619	615	626	627	638	0
615	626	627	638	657	0
626	627	638	657	646	0
627	638	657	646	654	0
638	657	646	654	650	0
657	646	654	650	510	0
646	654	650	510	879	0
654	650	510	879	681	1
650	510	879	681	657	2
510	879	681	657	642	0
879	681	657	642	584	0
681	657	642	584	658	0
657	642	584	658	607	1
642	584	658	607	591	2
584	658	607	591	580	0
658	607	591	580	568	0
607	591	580	568	564	0
591	580	568	564	557	0
580	568	564	557	541	0
568	564	557	541	564	0
564	557	541	564	556	0
557	541	564	556	557	0
541	564	556	557	564	0
564	556	557	564	580	0
556	557	564	580	556	0
557	564	580	556	552	0
564	580	556	552	561	0
580	556	552	561	564	0
556	552	561	564	560	0
552	561	564	560	557	0
561	564	560	557	556	0
564	560	557	556	564	0
560	557	556	564	549	0
557	556	564	549	556	0
556	564	549	556	549	0
564	549	556	549	564	0
549	556	549	564	553	0
556	549	564	553	548	0
549	564	553	548	549	0
564	553	548	549	556	0
553	548	549	556	537	0
548	549	556	537	553	0
549	556	537	553	545	0
556	537	553	545	560	0
