i-2	i-1	i+0	i+1	i+2	Filter
782	440	883	456	755	2
440	883	456	755	564	1
883	456	755	564	595	2
456	755	564	595	576	1
755	564	595	576	615	2
564	595	576	615	653	0
595	576	615	653	759	0
576	615	653	759	837	0
615	653	759	837	552	0
653	759	837	552	1101	0
759	837	552	1101	386	1
837	552	1101	386	1039	2
552	1101	386	1039	404	1
1101	386	1039	404	899	2
386	1039	404	899	440	1
1039	404	899	440	786	2
404	899	440	786	509	1
899	440	786	509	662	2
440	786	509	662	568	1
786	509	662	568	611	2
509	662	568	611	704	0
662	568	611	704	475	0
568	611	704	475	1148	0
611	704	475	1148	393	1
704	475	1148	393	1113	2
475	1148	393	1113	393	1
1148	393	1113	393	984	2
393	1113	393	984	409	1
1113	393	984	409	867	2
393	984	409	867	456	1
984	409	867	456	754	2
409	867	456	754	530	1
867	456	754	530	669	2
456	754	530	669	599	1
754	530	669	599	506	2
530	669	599	506	938	0
669	599	506	938	463	1
599	506	938	463	930	2
506	938	463	930	435	1
938	463	930	435	927	2
463	930	435	927	435	1
930	435	927	435	845	2
435	927	435	845	486	1
927	435	845	486	755	2
435	845	486	755	537	1
845	486	755	537	665	2
486	755	537	665	603	1
755	537	665	603	693	2
537	665	603	693	685	0
665	603	693	685	731	0
603	693	685	731	755	0
693	685	731	755	782	0
685	731	755	782	701	0
731	755	782	701	727	0
755	782	701	727	724	0
782	701	727	724	708	0
701	727	724	708	432	0
727	724	708	432	907	0
724	708	432	907	443	1
708	432	907	443	790	2
432	907	443	790	561	1
907	443	790	561	572	2
443	790	561	572	540	1
790	561	572	540	561	2
561	572	540	561	404	0
572	540	561	404	845	0
540	561	404	845	548	1
561	404	845	548	685	2
404	845	548	685	638	1
845	548	685	638	475	2
548	685	638	475	946	0
685	638	475	946	443	1
638	475	946	443	829	2
475	946	443	829	506	1
946	443	829	506	724	2
443	829	506	724	579	1
829	506	724	579	459	2
506	724	579	459	790	0
724	579	459	790	564	1
579	459	790	564	444	2
459	790	564	444	728	0
790	564	444	728	560	1
564	444	728	560	521	2
444	728	560	521	596	0
728	560	521	596	576	1
560	521	596	576	630	2
521	596	576	630	638	0
596	576	630	638	708	0
576	630	638	708	401	0
630	638	708	401	1012	0
638	708	401	1012	412	1
708	401	1012	412	852	2
401	1012	412	852	479	1
1012	412	852	479	708	2
412	852	479	708	564	1
852	479	708	564	440	2
479	708	564	440	720	0
708	564	440	720	564	1
564	440	720	564	409	2
440	720	564	409	758	0
720	564	409	758	565	1
564	409	758	565	560	2
409	758	565	560	580	0
758	565	560	580	607	0
565	560	580	607	443	0
560	580	607	443	728	0
580	607	443	728	548	1
607	443	728	548	417	2
443	728	548	417	696	0
728	548	417	696	584	1
548	417	696	584	486	2
417	696	584	486	728	0
696	584	486	728	576	1
584	486	728	576	463	2
486	728	576	463	759	0
728	576	463	759	576	1
576	463	759	576	443	2
463	759	576	443	794	0
759	576	443	794	521	1
576	443	794	521	662	2
443	794	521	662	568	1
794	521	662	568	455	2
521	662	568	455	837	0
662	568	455	837	470	1
568	455	837	470	767	2
455	837	470	767	510	1
837	470	767	510	735	2
470	767	510	735	541	1
767	510	735	541	603	2
510	735	541	603	580	1
735	541	603	580	517	2
541	603	580	517	674	0
603	580	517	674	548	1
580	517	674	548	479	2
517	674	548	479	708	0
674	548	479	708	564	1
548	479	708	564	537	2
