i-2	i-1	i+0	i+1	i+2	Filter
249	1175	1175	1175	1175	0
1175	1175	1175	1175	1164	0
1175	1175	1175	1164	1163	0
1175	1175	1164	1163	1199	0
1175	1164	1163	1199	1202	0
1164	1163	1199	1202	1183	0
1163	1199	1202	1183	1195	0
1199	1202	1183	1195	1206	0
1202	1183	1195	1206	1210	0
1183	1195	1206	1210	1179	0
1195	1206	1210	1179	1191	0
1206	1210	1179	1191	1194	0
1210	1179	1191	1194	1187	0
1179	1191	1194	1187	1163	0
1191	1194	1187	1163	1187	0
1194	1187	1163	1187	1202	0
1187	1163	1187	1202	1203	0
1163	1187	1202	1203	1190	0
1187	1202	1203	1190	1203	0
1202	1203	1190	1203	1210	0
1203	1190	1203	1210	1183	0
1190	1203	1210	1183	1155	0
1203	1210	1183	1155	1168	0
1210	1183	1155	1168	1151	0
1183	1155	1168	1151	1144	0
1155	1168	1151	1144	1152	0
1168	1151	1144	1152	1164	0
1151	1144	1152	1164	1179	0
1144	1152	1164	1179	1171	0
1152	1164	1179	1171	517	0
1164	1179	1171	517	1354	0
1179	1171	517	1354	1199	1
1171	517	1354	1199	1183	2
517	1354	1199	1183	1171	0
1354	1199	1183	1171	1187	0
1199	1183	1171	1187	1194	0
1183	1171	1187	1194	1203	0
1171	1187	1194	1203	1179	0
1187	1194	1203	1179	1182	0
1194	1203	1179	1182	1191	0
1203	1179	1182	1191	1175	0
1179	1182	1191	1175	1167	0
1182	1191	1175	1167	1152	0
1191	1175	1167	1152	1160	0
1175	1167	1152	1160	1155	0
1167	1152	1160	1155	1137	0
1152	1160	1155	1137	1144	0
1160	1155	1137	1144	1163	0
1155	1137	1144	1163	1175	0
1137	1144	1163	1175	1156	0
1144	1163	1175	1156	1159	0
1163	1175	1156	1159	1171	0
1175	1156	1159	1171	1183	0
1156	1159	1171	1183	1156	0
1159	1171	1183	1156	1160	0
1171	1183	1156	1160	1175	0
1183	1156	1160	1175	1183	0
1156	1160	1175	1183	1155	0
1160	1175	1183	1155	1160	0
1175	1183	1155	1160	1179	0
1183	1155	1160	1179	1194	0
1155	1160	1179	1194	1183	0
1160	1179	1194	1183	1179	0
1179	1194	1183	1179	1183	0
1194	1183	1179	1183	1206	0
1183	1179	1183	1206	1183	0
1179	1183	1206	1183	1175	0
1183	1206	1183	1175	1183	0
1206	1183	1175	1183	1175	0
1183	1175	1183	1175	1187	0
1175	1183	1175	1187	1175	0
1183	1175	1187	1175	1175	0
1175	1187	1175	1175	1187	0
1187	1175	1175	1187	1191	0
1175	1175	1187	1191	1186	0
1175	1187	1191	1186	1199	0
1187	1191	1186	1199	1233	0
1191	1186	1199	1233	1214	0
1186	1199	1233	1214	522	0
1199	1233	1214	522	1323	0
1233	1214	522	1323	1225	1
1214	522	1323	1225	1191	2
522	1323	1225	1191	1179	0
1323	1225	1191	1179	1156	0
1225	1191	1179	1156	1159	0
1191	1179	1156	1159	1167	0
1179	1156	1159	1167	1172	0
1156	1159	1167	1172	1151	0
1159	1167	1172	1151	1160	0
1167	1172	1151	1160	1179	0
1172	1151	1160	1179	1179	0
1151	1160	1179	1179	1171	0
1160	1179	1179	1171	1179	0
1179	1179	1171	1179	1206	0
1179	1171	1179	1206	1195	0
1171	1179	1206	1195	1171	0
1179	1206	1195	1171	1202	0
1206	1195	1171	1202	1203	0
1195	1171	1202	1203	1198	0
1171	1202	1203	1198	1171	0
1202	1203	1198	1171	1183	0
1203	1198	1171	1183	1164	0
1198	1171	1183	1164	1159	0
