i-2	i-1	i+0	i+1	i+2	Filter
634	708	522	1015	674	1
708	522	1015	674	638	2
522	1015	674	638	529	0
1015	674	638	529	825	0
674	638	529	825	638	1
638	529	825	638	630	2
529	825	638	630	541	0
825	638	630	541	852	0
638	630	541	852	658	1
630	541	852	658	681	2
541	852	658	681	587	0
852	658	681	587	833	0
658	681	587	833	677	1
681	587	833	677	700	2
587	833	677	700	483	0
833	677	700	483	918	0
677	700	483	918	650	1
700	483	918	650	623	2
483	918	650	623	614	0
918	650	623	614	440	0
650	623	614	440	786	0
623	614	440	786	603	1
614	440	786	603	634	2
440	786	603	634	553	0
786	603	634	553	759	0
603	634	553	759	630	1
634	553	759	630	658	2
553	759	630	658	525	0
759	630	658	525	879	0
630	658	525	879	673	1
658	525	879	673	681	2
525	879	673	681	638	0
879	673	681	638	390	0
673	681	638	390	926	0
681	638	390	926	634	1
638	390	926	634	638	2
390	926	634	638	506	0
926	634	638	506	728	0
634	638	506	728	599	1
638	506	728	599	622	2
506	728	599	622	533	0
728	599	622	533	740	0
599	622	533	740	591	1
622	533	740	591	607	2
533	740	591	607	572	0
740	591	607	572	646	0
591	607	572	646	584	1
607	572	646	584	611	2
572	646	584	611	661	0
646	584	611	661	658	0
584	611	661	658	673	0
611	661	658	673	653	0
661	658	673	653	639	0
658	673	653	639	630	0
673	653	639	630	611	0
653	639	630	611	599	0
639	630	611	599	580	0
630	611	599	580	584	0
611	599	580	584	591	0
599	580	584	591	521	0
580	584	591	521	736	0
584	591	521	736	599	1
591	521	736	599	611	2
521	736	599	611	494	0
736	599	611	494	669	0
599	611	494	669	561	1
611	494	669	561	556	2
494	669	561	556	572	0
669	561	556	572	661	0
561	556	572	661	705	0
556	572	661	705	720	0
572	661	705	720	766	0
661	705	720	766	518	0
705	720	766	518	984	0
720	766	518	984	642	1
766	518	984	642	646	2
518	984	642	646	611	0
984	642	646	611	615	0
642	646	611	615	595	0
646	611	615	595	588	0
611	615	595	588	591	0
615	595	588	591	494	0
595	588	591	494	810	0
588	591	494	810	634	1
591	494	810	634	615	2
494	810	634	615	505	0
810	634	615	505	705	0
634	615	505	705	591	1
615	505	705	591	611	2
505	705	591	611	630	0
705	591	611	630	498	0
591	611	630	498	860	0
611	630	498	860	666	1
630	498	860	666	716	2
498	860	666	716	552	0
860	666	716	552	895	0
666	716	552	895	638	1
716	552	895	638	638	2
552	895	638	638	498	0
895	638	638	498	783	0
638	638	498	783	610	1
638	498	783	610	600	2
498	783	610	600	867	0
783	610	600	867	872	1
610	600	867	872	502	2
600	867	872	502	1237	0
867	872	502	1237	498	1
872	502	1237	498	1129	2
502	1237	498	1129	572	1
1237	498	1129	572	1058	2
498	1129	572	1058	584	1
1129	572	1058	584	972	2
572	1058	584	972	705	1
1058	584	972	705	696	2
584	972	705	696	662	0
972	705	696	662	739	0
705	696	662	739	700	1
696	662	739	700	635	2
662	739	700	635	739	0
739	700	635	739	673	1
700	635	739	673	658	2
635	739	673	658	509	0
739	673	658	509	775	0
673	658	509	775	618	1
658	509	775	618	600	2
509	775	618	600	579	0
775	618	600	579	518	0
618	600	579	518	615	0
600	579	518	615	552	1
579	518	615	552	549	2
518	615	552	549	545	0
615	552	549	545	544	0
552	549	545	544	417	0
549	545	544	417	685	0
545	544	417	685	537	1
544	417	685	537	533	2
417	685	537	533	533	0
685	537	533	533	541	0
537	533	533	541	463	0
533	533	541	463	657	0
533	541	463	657	545	1
541	463	657	545	560	2
463	657	545	560	561	0
657	545	560	561	525	0
545	560	561	525	762	0
560	561	525	762	580	1
561	525	762	580	599	2
525	762	580	599	510	0
762	580	599	510	689	0
580	599	510	689	572	1
599	510	689	572	576	2
510	689	572	576	544	0
689	572	576	544	592	0
572	576	544	592	552	0
576	544	592	552	557	0
544	592	552	557	549	0
592	552	557	549	564	0
552	557	549	564	568	0
557	549	564	568	572	0
549	564	568	572	583	0
564	568	572	583	588	0
568	572	583	588	584	0
572	583	588	584	502	0
583	588	584	502	684	0
588	584	502	684	588	1
584	502	684	588	603	2
502	684	588	603	553	0
684	588	603	553	626	0
588	603	553	626	580	1
603	553	626	580	595	2
553	626	580	595	596	0
626	580	595	596	529	0
580	595	596	529	630	0
595	596	529	630	595	1
596	529	630	595	576	2
529	630	595	576	568	0
630	595	576	568	600	0
595	576	568	600	564	1
576	568	600	564	545	2
568	600	564	545	548	0
600	564	545	548	545	0
564	545	548	545	549	0
545	548	545	549	552	0
548	545	549	552	564	0
545	549	552	564	541	0
549	552	564	541	572	0
552	564	541	572	436	0
564	541	572	436	794	0
541	572	436	794	579	1
572	436	794	579	604	2
436	794	579	604	517	0
794	579	604	517	689	0
579	604	517	689	576	1
604	517	689	576	576	2
517	689	576	576	583	0
689	576	576	583	568	0
576	576	583	568	561	0
576	583	568	561	575	0
583	568	561	575	534	0
568	561	575	534	622	0
561	575	534	622	553	1
575	534	622	553	556	2
534	622	553	556	564	0
622	553	556	564	545	0
553	556	564	545	626	0
556	564	545	626	600	0
564	545	626	600	556	0
545	626	600	556	564	0
626	600	556	564	557	0
600	556	564	557	560	0
556	564	557	560	580	0
564	557	560	580	572	0
557	560	580	572	564	0
560	580	572	564	560	0
580	572	564	560	572	0
572	564	560	572	576	0
564	560	572	576	564	0
560	572	576	564	561	0
572	576	564	561	544	0
576	564	561	544	561	0
564	561	544	561	572	0
561	544	561	572	572	0
544	561	572	572	572	0
561	572	572	572	568	0
572	572	572	568	560	0
572	572	568	560	557	0
572	568	560	557	400	0
568	560	557	400	720	0
560	557	400	720	545	1
557	400	720	545	545	2
400	720	545	545	529	0
720	545	545	529	541	0
545	545	529	541	525	0
545	529	541	525	537	0
529	541	525	537	537	0
541	525	537	537	533	0
525	537	537	533	525	0
537	537	533	525	537	0
537	533	525	537	557	0
533	525	537	557	607	0
525	537	557	607	517	0
537	557	607	517	810	0
557	607	517	810	583	1
607	517	810	583	564	2
517	810	583	564	568	0
810	583	564	568	557	0
583	564	568	557	545	0
564	568	557	545	533	0
568	557	545	533	537	0
557	545	533	537	529	0
545	533	537	529	525	0
533	537	529	525	522	0
537	529	525	522	533	0
529	525	522	533	556	0
525	522	533	556	603	0
522	533	556	603	599	0
533	556	603	599	607	0
556	603	599	607	561	1
603	599	607	561	583	2
599	607	561	583	588	0
607	561	583	588	498	0
561	583	588	498	665	0
583	588	498	665	557	1
588	498	665	557	552	2
498	665	557	552	529	0
665	557	552	529	549	0
557	552	529	549	518	0
552	529	549	518	521	0
529	549	518	521	537	0
549	518	521	537	560	0
518	521	537	560	409	0
521	537	560	409	809	0
537	560	409	809	576	1
560	409	809	576	595	2
409	809	576	595	592	0
809	576	595	592	389	0
576	595	592	389	821	0
595	592	389	821	572	1
592	389	821	572	595	2
389	821	572	595	502	0
821	572	595	502	751	0
572	595	502	751	584	1
595	502	751	584	599	2
502	751	584	599	607	0
751	584	599	607	405	0
584	599	607	405	902	0
