i-2	i-1	i+0	i+1	i+2	Filter
241	327	697	700	696	0
327	697	700	696	697	0
697	700	696	697	700	0
700	696	697	700	689	0
696	697	700	689	693	0
697	700	689	693	696	0
700	689	693	696	697	0
689	693	696	697	696	0
693	696	697	696	708	0
696	697	696	708	697	0
697	696	708	697	700	0
696	708	697	700	705	0
708	697	700	705	700	0
697	700	705	700	716	0
700	705	700	716	708	0
705	700	716	708	720	0
700	716	708	720	735	0
716	708	720	735	728	0
708	720	735	728	735	0
720	735	728	735	724	0
735	728	735	724	732	0
728	735	724	732	719	0
735	724	732	719	716	0
724	732	719	716	712	0
732	719	716	712	712	0
719	716	712	712	720	0
716	712	712	720	720	0
712	712	720	720	716	0
712	720	720	716	708	0
720	720	716	708	708	0
720	716	708	708	701	0
716	708	708	701	704	0
708	708	701	704	689	0
708	701	704	689	685	0
701	704	689	685	688	0
704	689	685	688	506	0
689	685	688	506	876	0
685	688	506	876	681	1
688	506	876	681	681	2
506	876	681	681	681	0
876	681	681	681	677	0
681	681	681	677	677	0
681	681	677	677	681	0
681	677	677	681	680	0
677	677	681	680	681	0
677	681	680	681	685	0
681	680	681	685	693	0
680	681	685	693	708	0
681	685	693	708	498	0
685	693	708	498	942	0
693	708	498	942	708	1
708	498	942	708	704	2
498	942	708	704	701	0
942	708	704	701	696	0
708	704	701	696	697	0
704	701	696	697	700	0
701	696	697	700	708	0
696	697	700	708	708	0
697	700	708	708	697	0
700	708	708	697	708	0
708	708	697	708	704	0
708	697	708	704	708	0
697	708	704	708	709	0
708	704	708	709	700	0
704	708	709	700	700	0
708	709	700	700	693	0
709	700	700	693	704	0
700	700	693	704	693	0
700	693	704	693	696	0
693	704	693	696	697	0
704	693	696	697	696	0
693	696	697	696	689	0
696	697	696	689	498	0
697	696	689	498	883	0
696	689	498	883	689	1
689	498	883	689	685	2
498	883	689	685	689	0
883	689	685	689	684	0
689	685	689	684	685	0
685	689	684	685	689	0
689	684	685	689	685	0
684	685	689	685	685	0
685	689	685	685	688	0
689	685	685	688	693	0
685	685	688	693	704	0
685	688	693	704	705	0
688	693	704	705	708	0
693	704	705	708	723	0
704	705	708	723	716	0
705	708	723	716	709	0
708	723	716	709	712	0
723	716	709	712	712	0
716	709	712	712	708	0
709	712	712	708	712	0
712	712	708	712	720	0
712	708	712	720	716	0
708	712	720	716	723	0
712	720	716	723	716	0
720	716	723	716	716	0
716	723	716	716	705	0
723	716	716	705	700	0
716	716	705	700	693	0
716	705	700	693	696	0
705	700	693	696	689	0
700	693	696	689	677	0
693	696	689	677	677	0
696	689	677	677	510	0
689	677	677	510	856	0
677	677	510	856	681	1
677	510	856	681	684	2
510	856	681	684	674	0
856	681	684	674	673	0
681	684	674	673	673	0
684	674	673	673	685	0
674	673	673	685	677	0
673	673	685	677	692	0
673	685	677	692	685	0
685	677	692	685	510	0
677	692	685	510	868	0
692	685	510	868	684	1
685	510	868	684	678	2
510	868	684	678	673	0
868	684	678	673	669	0
684	678	673	669	673	0
678	673	669	673	669	0
673	669	673	669	681	0
669	673	669	681	673	0
673	669	681	673	681	0
669	681	673	681	685	0
681	673	681	685	689	0
673	681	685	689	689	0
681	685	689	689	688	0
685	689	689	688	522	0
689	689	688	522	856	0
689	688	522	856	681	1
688	522	856	681	685	2
522	856	681	685	677	0
856	681	685	677	684	0
681	685	677	684	510	0
685	677	684	510	872	0
677	684	510	872	681	1
684	510	872	681	681	2
510	872	681	681	681	0
872	681	681	681	680	0
681	681	681	680	674	0
681	681	680	674	684	0
681	680	674	684	681	0
680	674	684	681	685	0
674	684	681	685	685	0
684	681	685	685	681	0
681	685	685	681	677	0
685	685	681	677	685	0
685	681	677	685	677	0
681	677	685	677	506	0
677	685	677	506	863	0
685	677	506	863	685	1
677	506	863	685	697	2
506	863	685	697	689	0
863	685	697	689	684	0
685	697	689	684	681	0
697	689	684	681	685	0
689	684	681	685	677	0
684	681	685	677	681	0
681	685	677	681	681	0
685	677	681	681	689	0
677	681	681	689	692	0
681	681	689	692	693	0
681	689	692	693	693	0
689	692	693	693	684	0
692	693	693	684	689	0
693	693	684	689	681	0
693	684	689	681	689	0
684	689	681	689	677	0
689	681	689	677	529	0
681	689	677	529	825	0
689	677	529	825	681	1
677	529	825	681	677	2
529	825	681	677	677	0
825	681	677	677	673	0
681	677	677	673	669	0
677	677	673	669	670	0
677	673	669	670	673	0
673	669	670	673	688	0
669	670	673	688	693	0
670	673	688	693	700	0
673	688	693	700	701	0
688	693	700	701	700	0
693	700	701	700	701	0
700	701	700	701	708	0
701	700	701	708	696	0
700	701	708	696	693	0
701	708	696	693	685	0
708	696	693	685	692	0
696	693	685	692	681	0
693	685	692	681	689	0
685	692	681	689	696	0
692	681	689	696	689	0
681	689	696	689	693	0
689	696	689	693	692	0
696	689	693	692	685	0
689	693	692	685	693	0
693	692	685	693	685	0
692	685	693	685	677	0
685	693	685	677	677	0
693	685	677	677	685	0
685	677	677	685	677	0
677	677	685	677	681	0
677	685	677	681	673	0
685	677	681	673	490	0
677	681	673	490	868	0
681	673	490	868	681	1
673	490	868	681	677	2
490	868	681	677	677	0
868	681	677	677	669	0
681	677	677	669	673	0
677	677	669	673	669	0
677	669	673	669	670	0
669	673	669	670	673	0
673	669	670	673	665	0
669	670	673	665	494	0
670	673	665	494	852	0
673	665	494	852	670	1
665	494	852	670	661	2
494	852	670	661	669	0
852	670	661	669	674	0
670	661	669	674	665	0
661	669	674	665	665	0
669	674	665	665	670	0
674	665	665	670	677	0
665	665	670	677	669	0
665	670	677	669	677	0
670	677	669	677	506	0
677	669	677	506	871	0
669	677	506	871	685	1
677	506	871	685	685	2
506	871	685	685	716	0
871	685	685	716	704	0
685	685	716	704	708	0
685	716	704	708	701	0
716	704	708	701	700	0
704	708	701	700	701	0
708	701	700	701	716	0
701	700	701	716	739	0
700	701	716	739	735	0
701	716	739	735	740	0
716	739	735	740	731	0
739	735	740	731	771	0
735	740	731	771	739	0
740	731	771	739	735	0
731	771	739	735	712	0
771	739	735	712	708	0
739	735	712	708	701	0
735	712	708	701	696	0
712	708	701	696	697	0
708	701	696	697	700	0
701	696	697	700	697	0
696	697	700	697	692	0
697	700	697	692	697	0
700	697	692	697	700	0
697	692	697	700	712	0
692	697	700	712	712	0
697	700	712	712	709	0
700	712	712	709	708	0
712	712	709	708	708	0
712	709	708	708	700	0
709	708	708	700	693	0
708	708	700	693	692	0
708	700	693	692	502	0
700	693	692	502	868	0
693	692	502	868	693	1
692	502	868	693	677	2
502	868	693	677	681	0
868	693	677	681	665	0
693	677	681	665	673	0
677	681	665	673	673	0
681	665	673	673	666	0
665	673	673	666	665	0
673	673	666	665	662	0
673	666	665	662	498	0
666	665	662	498	828	0
665	662	498	828	662	1
662	498	828	662	657	2
498	828	662	657	662	0
828	662	657	662	654	0
662	657	662	654	653	0
657	662	654	653	662	0
662	654	653	662	657	0
654	653	662	657	463	0
653	662	657	463	860	0
662	657	463	860	662	1
657	463	860	662	661	2
463	860	662	661	666	0
860	662	661	666	669	0
662	661	666	669	681	0
661	666	669	681	685	0
666	669	681	685	688	0
669	681	685	688	499	0
681	685	688	499	918	0
685	688	499	918	696	1
688	499	918	696	705	2
499	918	696	705	712	0
918	696	705	712	708	0
696	705	712	708	704	0
705	712	708	704	708	0
712	708	704	708	705	0
708	704	708	705	704	0
704	708	705	704	700	0
708	705	704	700	701	0
705	704	700	701	700	0
704	700	701	700	704	0
700	701	700	704	701	0
701	700	704	701	716	0
700	704	701	716	719	0
704	701	716	719	732	0
701	716	719	732	728	0
716	719	732	728	719	0
719	732	728	719	720	0
732	728	719	720	720	0
728	719	720	720	708	0
719	720	720	708	708	0
720	720	708	708	705	0
720	708	708	705	704	0
708	708	705	704	700	0
708	705	704	700	701	0
705	704	700	701	700	0
704	700	701	700	704	0
700	701	700	704	709	0
701	700	704	709	700	0
700	704	709	700	700	0
704	709	700	700	701	0
709	700	700	701	696	0
700	700	701	696	502	0
700	701	696	502	887	0
701	696	502	887	689	1
696	502	887	689	677	2
502	887	689	677	677	0
887	689	677	677	666	0
689	677	677	666	673	0
677	677	666	673	681	0
677	666	673	681	688	0
666	673	681	688	685	0
673	681	688	685	689	0
681	688	685	689	696	0
688	685	689	696	697	0
685	689	696	697	704	0
689	696	697	704	708	0
696	697	704	708	720	0
697	704	708	720	720	0
704	708	720	720	720	0
708	720	720	720	712	0
720	720	720	712	712	0
720	720	712	712	728	0
720	712	712	728	727	0
712	712	728	727	732	0
712	728	727	732	735	0
728	727	732	735	642	0
727	732	735	642	841	0
732	735	642	841	455	1
735	642	841	455	1039	2
642	841	455	1039	735	1
841	455	1039	735	740	2
455	1039	735	740	727	0
1039	735	740	727	728	0
735	740	727	728	731	0
740	727	728	731	740	0
727	728	731	740	735	0
728	731	740	735	743	0
731	740	735	743	740	0
740	735	743	740	747	0
735	743	740	747	735	0
743	740	747	735	743	0
740	747	735	743	751	0
747	735	743	751	747	0
735	743	751	747	747	0
743	751	747	747	740	0
751	747	747	740	747	0
747	747	740	747	743	0
747	740	747	743	747	0
740	747	743	747	743	0
747	743	747	743	747	0
743	747	743	747	740	0
747	743	747	740	735	0
743	747	740	735	735	0
747	740	735	735	732	0
740	735	735	732	724	0
735	735	732	724	723	0
735	732	724	723	712	0
732	724	723	712	716	0
724	723	712	716	709	0
723	712	716	709	708	0
712	716	709	708	498	0
716	709	708	498	906	0
709	708	498	906	701	1
708	498	906	701	696	2
498	906	701	696	693	0
906	701	696	693	693	0
701	696	693	693	692	0
696	693	693	692	697	0
693	693	692	697	700	0
693	692	697	700	700	0
692	697	700	700	712	0
697	700	700	712	487	0
700	700	712	487	938	0
700	712	487	938	708	1
712	487	938	708	708	2
487	938	708	708	708	0
938	708	708	708	700	0
708	708	708	700	693	0
708	708	700	693	700	0
708	700	693	700	705	0
700	693	700	705	696	0
693	700	705	696	705	0
700	705	696	705	708	0
705	696	705	708	704	0
696	705	708	704	712	0
705	708	704	712	490	0
708	704	712	490	930	0
704	712	490	930	705	1
712	490	930	705	704	2
490	930	705	704	689	0
930	705	704	689	684	0
705	704	689	684	677	0
704	689	684	677	670	0
689	684	677	670	669	0
684	677	670	669	673	0
677	670	669	673	677	0
670	669	673	677	677	0
669	673	677	677	494	0
673	677	677	494	907	0
677	677	494	907	693	1
677	494	907	693	692	2
494	907	693	692	693	0
907	693	692	693	696	0
693	692	693	696	693	0
692	693	696	693	693	0
693	696	693	693	692	0
696	693	693	692	693	0
693	693	692	693	700	0
693	692	693	700	490	0
692	693	700	490	911	0
693	700	490	911	689	1
700	490	911	689	692	2
490	911	689	692	689	0
911	689	692	689	689	0
689	692	689	689	700	0
692	689	689	700	697	0
689	689	700	697	704	0
689	700	697	704	704	0
700	697	704	704	700	0
697	704	704	700	697	0
704	704	700	697	689	0
704	700	697	689	681	0
700	697	689	681	673	0
697	689	681	673	673	0
689	681	673	673	669	0
681	673	673	669	494	0
673	673	669	494	864	0
673	669	494	864	685	1
669	494	864	685	689	2
494	864	685	689	688	0
864	685	689	688	693	0
685	689	688	693	689	0
689	688	693	689	688	0
688	693	689	688	678	0
693	689	688	678	509	0
689	688	678	509	860	0
688	678	509	860	685	1
678	509	860	685	689	2
509	860	685	689	685	0
860	685	689	685	680	0
685	689	685	680	685	0
689	685	680	685	685	0
