i-2	i-1	i+0	i+1	i+2	Filter
669	670	680	697	700	0
670	680	697	700	705	0
680	697	700	705	716	0
697	700	705	716	727	0
700	705	716	727	720	0
705	716	727	720	704	0
716	727	720	704	697	0
727	720	704	697	704	0
720	704	697	704	720	0
704	697	704	720	724	0
697	704	720	724	739	0
704	720	724	739	724	0
720	724	739	724	723	0
724	739	724	723	720	0
739	724	723	720	708	0
724	723	720	708	713	0
723	720	708	713	715	0
720	708	713	715	705	0
708	713	715	705	685	0
713	715	705	685	669	0
715	705	685	669	650	0
705	685	669	650	677	0
685	669	650	677	681	0
669	650	677	681	692	0
650	677	681	692	705	0
677	681	692	705	708	0
681	692	705	708	716	0
692	705	708	716	696	0
705	708	716	696	708	0
708	716	696	708	701	0
716	696	708	701	696	0
696	708	701	696	697	0
708	701	696	697	704	0
701	696	697	704	716	0
696	697	704	716	708	0
697	704	716	708	708	0
704	716	708	708	728	0
716	708	708	728	739	0
708	708	728	739	732	0
708	728	739	732	723	0
728	739	732	723	720	0
739	732	723	720	736	0
732	723	720	736	716	0
723	720	736	716	708	0
720	736	716	708	704	0
736	716	708	704	712	0
716	708	704	712	716	0
708	704	712	716	712	0
704	712	716	712	701	0
712	716	712	701	708	0
716	712	701	708	712	0
712	701	708	712	700	0
701	708	712	700	697	0
708	712	700	697	688	0
712	700	697	688	693	0
700	697	688	693	700	0
697	688	693	700	701	0
688	693	700	701	716	0
693	700	701	716	723	0
700	701	716	723	724	0
701	716	723	724	712	0
716	723	724	712	712	0
723	724	712	712	720	0
724	712	712	720	720	0
712	712	720	720	704	0
712	720	720	704	705	0
720	720	704	705	712	0
720	704	705	712	712	0
704	705	712	712	704	0
705	712	712	704	700	0
712	712	704	700	712	0
712	704	700	712	716	0
704	700	712	716	709	0
700	712	716	709	716	0
712	716	709	716	723	0
716	709	716	723	712	0
709	716	723	712	712	0
716	723	712	712	709	0
723	712	712	709	719	0
712	712	709	719	712	0
712	709	719	712	705	0
709	719	712	705	700	0
719	712	705	700	704	0
712	705	700	704	693	0
705	700	704	693	681	0
700	704	693	681	677	0
704	693	681	677	685	0
693	681	677	685	689	0
681	677	685	689	692	0
677	685	689	692	704	0
685	689	692	704	724	0
689	692	704	724	720	0
692	704	724	720	724	0
704	724	720	724	720	0
724	720	724	720	712	0
720	724	720	712	712	0
724	720	712	712	704	0
720	712	712	704	689	0
712	712	704	689	673	0
712	704	689	673	689	0
704	689	673	689	688	0
689	673	689	688	681	0
673	689	688	681	681	0
689	688	681	681	685	0
688	681	681	685	696	0
681	681	685	696	693	0
681	685	696	693	700	0
685	696	693	700	701	0
696	693	700	701	712	0
693	700	701	712	728	0
700	701	712	728	716	0
701	712	728	716	712	0
712	728	716	712	704	0
728	716	712	704	696	0
716	712	704	696	701	0
712	704	696	701	692	0
704	696	701	692	697	0
696	701	692	697	708	0
701	692	697	708	724	0
692	697	708	724	727	0
697	708	724	727	724	0
708	724	727	724	720	0
724	727	724	720	735	0
727	724	720	735	740	0
724	720	735	740	731	0
720	735	740	731	716	0
735	740	731	716	728	0
740	731	716	728	735	0
731	716	728	735	728	0
716	728	735	728	724	0
728	735	728	724	743	0
735	728	724	743	758	0
728	724	743	758	748	0
724	743	758	748	723	0
743	758	748	723	708	0
758	748	723	708	713	0
748	723	708	713	696	0
723	708	713	696	700	0
708	713	696	700	428	0
713	696	700	428	942	0
696	700	428	942	440	1
700	428	942	440	934	2
428	942	440	934	459	1
942	440	934	459	891	2
440	934	459	891	459	1
934	459	891	459	879	2
459	891	459	879	444	1
891	459	879	444	879	2
459	879	444	879	444	1
879	444	879	444	875	2
444	879	444	875	444	1
879	444	875	444	856	2
444	875	444	856	447	1
875	444	856	447	849	2
