i-2	i-1	i+0	i+1	i+2	Filter
280	790	794	801	806	0
790	794	801	806	813	0
794	801	806	813	825	0
801	806	813	825	833	0
806	813	825	833	840	0
813	825	833	840	852	0
825	833	840	852	864	0
833	840	852	864	856	0
840	852	864	856	860	0
852	864	856	860	864	0
864	856	860	864	844	0
856	860	864	844	848	0
860	864	844	848	837	0
864	844	848	837	829	0
844	848	837	829	817	0
848	837	829	817	809	0
837	829	817	809	798	0
829	817	809	798	794	0
817	809	798	794	797	0
809	798	794	797	786	0
798	794	797	786	786	0
794	797	786	786	786	0
797	786	786	786	786	0
786	786	786	786	775	0
786	786	786	775	782	0
786	786	775	782	774	0
786	775	782	774	774	0
775	782	774	774	767	0
782	774	774	767	766	0
774	774	767	766	771	0
774	767	766	771	790	0
767	766	771	790	770	0
766	771	790	770	518	0
771	790	770	518	1062	0
790	770	518	1062	767	1
770	518	1062	767	774	2
518	1062	767	774	766	0
1062	767	774	766	736	0
767	774	766	736	786	0
774	766	736	786	762	0
766	736	786	762	786	0
736	786	762	786	783	0
786	762	786	783	789	0
762	786	783	789	806	0
786	783	789	806	801	0
783	789	806	801	818	0
789	806	801	818	778	0
806	801	818	778	786	0
801	818	778	786	793	0
818	778	786	793	794	0
778	786	793	794	790	0
786	793	794	790	806	0
793	794	790	806	797	0
794	790	806	797	802	0
790	806	797	802	801	0
806	797	802	801	802	0
797	802	801	802	805	0
802	801	802	805	810	0
801	802	805	810	817	0
802	805	810	817	829	0
805	810	817	829	817	0
810	817	829	817	832	0
817	829	817	832	829	0
829	817	832	829	825	0
817	832	829	825	841	0
832	829	825	841	828	0
829	825	841	828	829	0
825	841	828	829	825	0
841	828	829	825	809	0
828	829	825	809	821	0
829	825	809	821	821	0
825	809	821	821	825	0
809	821	821	825	821	0
821	821	825	821	817	0
821	825	821	817	810	0
825	821	817	810	840	0
821	817	810	840	821	0
817	810	840	821	829	0
810	840	821	829	825	0
840	821	829	825	805	0
821	829	825	805	802	0
829	825	805	802	802	0
825	805	802	802	805	0
805	802	802	805	817	0
802	802	805	817	817	0
802	805	817	817	821	0
805	817	817	821	821	0
817	817	821	821	817	0
817	821	821	817	810	0
821	821	817	810	809	0
821	817	810	809	809	0
817	810	809	809	821	0
810	809	809	821	814	0
809	809	821	814	809	0
809	821	814	809	821	0
821	814	809	821	790	0
814	809	821	790	801	0
809	821	790	801	814	0
821	790	801	814	813	0
790	801	814	813	829	0
801	814	813	829	821	0
814	813	829	821	817	0
813	829	821	817	825	0
829	821	817	825	809	0
821	817	825	809	790	0
817	825	809	790	778	0
825	809	790	778	782	0
809	790	778	782	810	0
790	778	782	810	786	0
778	782	810	786	813	0
782	810	786	813	809	0
810	786	813	809	809	0
786	813	809	809	810	0
813	809	809	810	805	0
809	809	810	805	786	0
809	810	805	786	790	0
810	805	786	790	774	0
805	786	790	774	779	0
786	790	774	779	774	0
790	774	779	774	774	0
774	779	774	774	767	0
779	774	774	767	766	0
774	774	767	766	767	0
774	767	766	767	782	0
767	766	767	782	794	0
766	767	782	794	801	0
767	782	794	801	806	0
782	794	801	806	797	0
794	801	806	797	810	0
801	806	797	810	805	0
806	797	810	805	778	0
797	810	805	778	771	0
810	805	778	771	763	0
805	778	771	763	782	0
778	771	763	782	797	0
771	763	782	797	782	0
763	782	797	782	798	0
782	797	782	798	767	0
797	782	798	767	766	0
782	798	767	766	763	0
798	767	766	763	751	0
767	766	763	751	778	0
766	763	751	778	767	0
763	751	778	767	797	0
751	778	767	797	825	0
778	767	797	825	813	0
767	797	825	813	817	0
797	825	813	817	810	0
825	813	817	810	790	0
813	817	810	790	797	0
817	810	790	797	779	0
810	790	797	779	786	0
790	797	779	786	793	0
797	779	786	793	782	0
779	786	793	782	783	0
786	793	782	783	778	0
793	782	783	778	766	0
782	783	778	766	767	0
783	778	766	767	774	0
778	766	767	774	771	0
766	767	774	771	770	0
767	774	771	770	763	0
774	771	770	763	758	0
771	770	763	758	751	0
770	763	758	751	736	0
763	758	751	736	731	0
758	751	736	731	720	0
751	736	731	720	716	0
736	731	720	716	724	0
731	720	716	724	735	0
720	716	724	735	751	0
716	724	735	751	771	0
724	735	751	771	782	0
735	751	771	782	793	0
751	771	782	793	790	0
771	782	793	790	771	0
782	793	790	771	759	0
793	790	771	759	778	0
790	771	759	778	790	0
771	759	778	790	778	0
759	778	790	778	778	0
778	790	778	778	778	0
790	778	778	778	794	0
778	778	778	794	778	0
778	778	794	778	786	0
778	794	778	786	763	0
794	778	786	763	763	0
778	786	763	763	743	0
786	763	763	743	755	0
763	763	743	755	743	0
763	743	755	743	735	0
743	755	743	735	739	0
755	743	735	739	748	0
743	735	739	748	743	0
735	739	748	743	747	0
739	748	743	747	739	0
748	743	747	739	759	0
743	747	739	759	755	0
747	739	759	755	774	0
739	759	755	774	790	0
759	755	774	790	778	0
755	774	790	778	771	0
774	790	778	771	786	0
790	778	771	786	789	0
778	771	786	789	786	0
771	786	789	786	783	0
786	789	786	783	774	0
789	786	783	774	778	0
786	783	774	778	782	0
783	774	778	782	806	0
774	778	782	806	521	0
778	782	806	521	1132	0
782	806	521	1132	821	1
806	521	1132	821	790	2
521	1132	821	790	806	0
1132	821	790	806	793	0
821	790	806	793	786	0
790	806	793	786	798	0
806	793	786	798	774	0
793	786	798	774	779	0
786	798	774	779	774	0
798	774	779	774	763	0
774	779	774	763	762	0
779	774	763	762	759	0
774	763	762	759	739	0
763	762	759	739	736	0
762	759	739	736	743	0
759	739	736	743	724	0
739	736	743	724	719	0
736	743	724	719	724	0
743	724	719	724	732	0
724	719	724	732	731	0
719	724	732	731	736	0
724	732	731	736	751	0
732	731	736	751	770	0
731	736	751	770	767	0
736	751	770	767	786	0
751	770	767	786	813	0
770	767	786	813	798	0
767	786	813	798	797	0
786	813	798	797	813	0
813	798	797	813	794	0
798	797	813	794	794	0
797	813	794	794	774	0
813	794	794	774	775	0
794	794	774	775	786	0
794	774	775	786	782	0
774	775	786	782	790	0
775	786	782	790	801	0
786	782	790	801	802	0
782	790	801	802	786	0
790	801	802	786	786	0
801	802	786	786	778	0
802	786	786	778	782	0
786	786	778	782	798	0
786	778	782	798	809	0
778	782	798	809	817	0
782	798	809	817	825	0
798	809	817	825	848	0
809	817	825	848	852	0
817	825	848	852	829	0
825	848	852	829	845	0
848	852	829	845	844	0
852	829	845	844	817	0
829	845	844	817	825	0
845	844	817	825	798	0
844	817	825	798	782	0
817	825	798	782	778	0
825	798	782	778	782	0
798	782	778	782	798	0
782	778	782	798	813	0
778	782	798	813	848	0
782	798	813	848	833	0
798	813	848	833	852	0
813	848	833	852	868	0
848	833	852	868	836	0
833	852	868	836	868	0
852	868	836	868	864	0
868	836	868	864	829	0
836	868	864	829	840	0
868	864	829	840	825	0
864	829	840	825	829	0
829	840	825	829	821	0
840	825	829	821	809	0
825	829	821	809	833	0
829	821	809	833	797	0
821	809	833	797	779	0
809	833	797	779	774	0
833	797	779	774	778	0
797	779	774	778	774	0
