i-2	i-1	i+0	i+1	i+2	Filter
280	1171	1234	1268	1183	0
1171	1234	1268	1183	1218	0
1234	1268	1183	1218	1226	0
1268	1183	1218	1226	1171	0
1183	1218	1226	1171	1362	0
1218	1226	1171	1362	1280	0
1226	1171	1362	1280	1311	0
1171	1362	1280	1311	1187	0
1362	1280	1311	1187	1125	0
1280	1311	1187	1125	1206	0
1311	1187	1125	1206	1311	0
1187	1125	1206	1311	1265	0
1125	1206	1311	1265	1439	0
1206	1311	1265	1439	1374	0
1311	1265	1439	1374	1276	0
1265	1439	1374	1276	1296	0
1439	1374	1276	1296	1272	0
1374	1276	1296	1272	1168	0
1276	1296	1272	1168	1245	0
1296	1272	1168	1245	1268	0
1272	1168	1245	1268	1222	0
1168	1245	1268	1222	1253	0
1245	1268	1222	1253	1210	0
1268	1222	1253	1210	1222	0
1222	1253	1210	1222	1253	0
1253	1210	1222	1253	1225	0
1210	1222	1253	1225	1109	0
1222	1253	1225	1109	1133	0
1253	1225	1109	1133	1175	0
1225	1109	1133	1175	1120	0
1109	1133	1175	1120	1117	0
1133	1175	1120	1117	1129	0
1175	1120	1117	1129	1116	0
1120	1117	1129	1116	1370	0
1117	1129	1116	1370	1335	0
1129	1116	1370	1335	1307	0
1116	1370	1335	1307	1323	0
1370	1335	1307	1323	1327	0
1335	1307	1323	1327	1315	0
1307	1323	1327	1315	1303	0
1323	1327	1315	1303	1246	0
1327	1315	1303	1246	1206	0
1315	1303	1246	1206	1206	0
1303	1246	1206	1206	1179	0
1246	1206	1206	1179	1202	0
1206	1206	1179	1202	1374	0
1206	1179	1202	1374	1331	0
1179	1202	1374	1331	1350	0
1202	1374	1331	1350	1369	0
1374	1331	1350	1369	1292	0
1331	1350	1369	1292	1269	0
1350	1369	1292	1269	1323	0
1369	1292	1269	1323	1225	0
1292	1269	1323	1225	1102	0
1269	1323	1225	1102	1108	0
1323	1225	1102	1108	1082	0
1225	1102	1108	1082	1109	0
1102	1108	1082	1109	1226	0
1108	1082	1109	1226	1272	0
1082	1109	1226	1272	1358	0
1109	1226	1272	1358	1397	0
1226	1272	1358	1397	1269	0
1272	1358	1397	1269	1315	0
1358	1397	1269	1315	1288	0
1397	1269	1315	1288	1186	0
1269	1315	1288	1186	1249	0
1315	1288	1186	1249	1292	0
1288	1186	1249	1292	1296	0
1186	1249	1292	1296	1370	0
1249	1292	1296	1370	1299	0
1292	1296	1370	1299	1199	0
1296	1370	1299	1199	1245	0
1370	1299	1199	1245	1276	0
1299	1199	1245	1276	1179	0
1199	1245	1276	1179	1315	0
1245	1276	1179	1315	1253	0
1276	1179	1315	1253	1168	0
1179	1315	1253	1168	1307	0
1315	1253	1168	1307	1377	0
1253	1168	1307	1377	1277	0
1168	1307	1377	1277	1253	0
1307	1377	1277	1253	1093	0
1377	1277	1253	1093	992	0
1277	1253	1093	992	973	0
1253	1093	992	973	1019	0
1093	992	973	1019	1059	0
992	973	1019	1059	544	0
973	1019	1059	544	611	0
1019	1059	544	611	537	1
1059	544	611	537	1335	2
544	611	537	1335	587	1
611	537	1335	587	1335	2
537	1335	587	1335	564	1
1335	587	1335	564	1401	2
587	1335	564	1401	572	1
1335	564	1401	572	677	2
564	1401	572	677	809	1
1401	572	677	809	1421	2
572	677	809	1421	1443	0
677	809	1421	1443	1362	0
809	1421	1443	1362	1405	0
1421	1443	1362	1405	1338	0
1443	1362	1405	1338	1245	0
1362	1405	1338	1245	1214	0
1405	1338	1245	1214	1183	0
1338	1245	1214	1183	1172	0
1245	1214	1183	1172	1291	0
1214	1183	1172	1291	1288	0
1183	1172	1291	1288	1218	0
1172	1291	1288	1218	1292	0
1291	1288	1218	1292	1237	0
1288	1218	1292	1237	1140	0
1218	1292	1237	1140	1121	0
1292	1237	1140	1121	1097	0
1237	1140	1121	1097	1055	0
1140	1121	1097	1055	1268	0
1121	1097	1055	1268	1183	0
1097	1055	1268	1183	1140	0
1055	1268	1183	1140	1257	0
1268	1183	1140	1257	1226	0
1183	1140	1257	1226	1171	0
1140	1257	1226	1171	1187	0
1257	1226	1171	1187	1183	0
1226	1171	1187	1183	1140	0
1171	1187	1183	1140	1253	0
1187	1183	1140	1253	1315	0
1183	1140	1253	1315	1245	0
1140	1253	1315	1245	1233	0
1253	1315	1245	1233	1234	0
1315	1245	1233	1234	1222	0
1245	1233	1234	1222	1264	0
1233	1234	1222	1264	1242	0
1234	1222	1264	1242	1186	0
1222	1264	1242	1186	1245	0
1264	1242	1186	1245	1238	0
1242	1186	1245	1238	1233	0
1186	1245	1238	1233	1249	0
1245	1238	1233	1249	1284	0
1238	1233	1249	1284	1257	0
1233	1249	1284	1257	1311	0
1249	1284	1257	1311	1308	0
1284	1257	1311	1308	1315	0
1257	1311	1308	1315	1331	0
1311	1308	1315	1331	1311	0
1308	1315	1331	1311	1288	0
1315	1331	1311	1288	1226	0
1331	1311	1288	1226	1175	0
1311	1288	1226	1175	1144	0
1288	1226	1175	1144	1202	0
1226	1175	1144	1202	1253	0
1175	1144	1202	1253	1202	0
1144	1202	1253	1202	1296	0
1202	1253	1202	1296	1167	0
1253	1202	1296	1167	1117	0
1202	1296	1167	1117	1163	0
1296	1167	1117	1163	1183	0
1167	1117	1163	1183	1156	0
1117	1163	1183	1156	1292	0
1163	1183	1156	1292	1358	0
1183	1156	1292	1358	1299	0
1156	1292	1358	1299	1343	0
1292	1358	1299	1343	1210	0
1358	1299	1343	1210	1144	0
1299	1343	1210	1144	1159	0
1343	1210	1144	1159	1160	0
1210	1144	1159	1160	1218	0
1144	1159	1160	1218	1334	0
1159	1160	1218	1334	1148	0
1160	1218	1334	1148	1074	0
1218	1334	1148	1074	1086	0
1334	1148	1074	1086	1202	0
1148	1074	1086	1202	1152	0
1074	1086	1202	1152	1230	0
1086	1202	1152	1230	1299	0
1202	1152	1230	1299	1304	0
1152	1230	1299	1304	1237	0
1230	1299	1304	1237	1206	0
1299	1304	1237	1206	1261	0
1304	1237	1206	1261	1284	0
1237	1206	1261	1284	1210	0
1206	1261	1284	1210	1319	0
1261	1284	1210	1319	1222	0
1284	1210	1319	1222	1253	0
1210	1319	1222	1253	1163	0
1319	1222	1253	1163	1133	0
1222	1253	1163	1133	1132	0
1253	1163	1133	1132	1226	0
1163	1133	1132	1226	1147	0
1133	1132	1226	1147	1164	0
1132	1226	1147	1164	1179	0
1226	1147	1164	1179	1117	0
1147	1164	1179	1117	1159	0
1164	1179	1117	1159	1269	0
1179	1117	1159	1269	1253	0
1117	1159	1269	1253	1210	0
1159	1269	1253	1210	1151	0
1269	1253	1210	1151	1156	0
1253	1210	1151	1156	1167	0
1210	1151	1156	1167	1288	0
1151	1156	1167	1288	1234	0
1156	1167	1288	1234	1151	0
1167	1288	1234	1151	1137	0
1288	1234	1151	1137	1074	0
1234	1151	1137	1074	1101	0
1151	1137	1074	1101	1070	0
1137	1074	1101	1070	1054	0
1074	1101	1070	1054	1055	0
1101	1070	1054	1055	1043	0
1070	1054	1055	1043	1011	0
1054	1055	1043	1011	1024	0
1055	1043	1011	1024	1003	0
1043	1011	1024	1003	1000	0
1011	1024	1003	1000	1035	0
1024	1003	1000	1035	1051	0
1003	1000	1035	1051	1055	0
1000	1035	1051	1055	1050	0
1035	1051	1055	1050	1090	0
1051	1055	1050	1090	1074	0
1055	1050	1090	1074	1070	0
1050	1090	1074	1070	1089	0
1090	1074	1070	1089	1082	0
1074	1070	1089	1082	1082	0
1070	1089	1082	1082	1147	0
1089	1082	1082	1147	1175	0
1082	1082	1147	1175	1063	0
1082	1147	1175	1063	1070	0
1147	1175	1063	1070	1074	0
1175	1063	1070	1074	1050	0
1063	1070	1074	1050	1121	0
1070	1074	1050	1121	1183	0
1074	1050	1121	1183	1128	0
1050	1121	1183	1128	1203	0
1121	1183	1128	1203	1260	0
1183	1128	1203	1260	1156	0
1128	1203	1260	1156	1167	0
1203	1260	1156	1167	1175	0
1260	1156	1167	1175	1171	0
1156	1167	1175	1171	1187	0
1167	1175	1171	1187	1269	0
1175	1171	1187	1269	1280	0
1171	1187	1269	1280	1416	0
1187	1269	1280	1416	1296	0
1269	1280	1416	1296	1350	0
1280	1416	1296	1350	1308	0
1416	1296	1350	1308	1346	0
