i-2	i-1	i+0	i+1	i+2	Filter
1019	841	868	786	778	0
841	868	786	778	568	0
868	786	778	568	1175	0
786	778	568	1175	848	1
778	568	1175	848	860	2
568	1175	848	860	868	0
1175	848	860	868	829	0
848	860	868	829	544	0
860	868	829	544	1176	0
868	829	544	1176	887	1
829	544	1176	887	579	2
544	1176	887	579	1172	0
1176	887	579	1172	828	1
887	579	1172	828	853	2
579	1172	828	853	867	0
1172	828	853	867	837	0
828	853	867	837	525	0
853	867	837	525	1226	0
867	837	525	1226	860	1
837	525	1226	860	630	2
525	1226	860	630	1051	0
1226	860	630	1051	836	1
860	630	1051	836	872	2
630	1051	836	872	875	0
1051	836	872	875	853	0
836	872	875	853	509	0
872	875	853	509	1288	0
875	853	509	1288	926	1
853	509	1288	926	549	2
509	1288	926	549	1222	0
1288	926	549	1222	891	1
926	549	1222	891	591	2
549	1222	891	591	1152	0
1222	891	591	1152	798	1
891	591	1152	798	797	2
591	1152	798	797	782	0
1152	798	797	782	771	0
798	797	782	771	595	0
797	782	771	595	1066	0
782	771	595	1066	810	1
771	595	1066	810	809	2
595	1066	810	809	770	0
1066	810	809	770	771	0
810	809	770	771	591	0
809	770	771	591	915	0
770	771	591	915	758	1
771	591	915	758	825	2
591	915	758	825	537	0
915	758	825	537	1191	0
758	825	537	1191	813	1
825	537	1191	813	841	2
537	1191	813	841	910	0
1191	813	841	910	930	0
813	841	910	930	907	0
841	910	930	907	646	0
910	930	907	646	1194	0
930	907	646	1194	1008	1
907	646	1194	1008	545	2
646	1194	1008	545	1307	0
1194	1008	545	1307	946	1
1008	545	1307	946	540	2
545	1307	946	540	1242	0
1307	946	540	1242	856	1
946	540	1242	856	622	2
540	1242	856	622	1129	0
1242	856	622	1129	832	1
856	622	1129	832	794	2
622	1129	832	794	806	0
1129	832	794	806	805	0
832	794	806	805	588	0
794	806	805	588	1066	0
806	805	588	1066	778	1
805	588	1066	778	794	2
588	1066	778	794	809	0
1066	778	794	809	841	0
778	794	809	841	505	0
794	809	841	505	1172	0
809	841	505	1172	797	1
841	505	1172	797	825	2
505	1172	797	825	860	0
1172	797	825	860	899	0
797	825	860	899	479	0
825	860	899	479	1256	0
860	899	479	1256	825	1
899	479	1256	825	627	2
479	1256	825	627	1105	0
1256	825	627	1105	848	1
825	627	1105	848	809	2
627	1105	848	809	814	0
1105	848	809	814	801	0
848	809	814	801	545	0
809	814	801	545	988	0
814	801	545	988	728	1
801	545	988	728	704	2
545	988	728	704	603	0
988	728	704	603	868	0
728	704	603	868	778	1
704	603	868	778	794	2
603	868	778	794	860	0
868	778	794	860	875	0
778	794	860	875	852	0
794	860	875	852	553	0
860	875	852	553	1183	0
875	852	553	1183	825	1
852	553	1183	825	778	2
553	1183	825	778	743	0
1183	825	778	743	720	0
825	778	743	720	704	0
778	743	720	704	693	0
743	720	704	693	685	0
720	704	693	685	685	0
704	693	685	685	680	0
693	685	685	680	681	0
685	685	680	681	693	0
685	680	681	693	689	0
680	681	693	689	696	0
681	693	689	696	701	0
693	689	696	701	688	0
689	696	701	688	712	0
696	701	688	712	755	0
701	688	712	755	790	0
688	712	755	790	774	0
712	755	790	774	806	0
755	790	774	806	852	0
790	774	806	852	833	0
774	806	852	833	509	0
806	852	833	509	1152	0
852	833	509	1152	778	1
833	509	1152	778	794	2
509	1152	778	794	813	0
1152	778	794	813	837	0
778	794	813	837	518	0
794	813	837	518	1151	0
813	837	518	1151	759	1
837	518	1151	759	770	2
518	1151	759	770	794	0
1151	759	770	794	825	0
759	770	794	825	541	0
770	794	825	541	1191	0
794	825	541	1191	797	1
825	541	1191	797	825	2
541	1191	797	825	837	0
1191	797	825	837	832	0
797	825	837	832	534	0
825	837	832	534	1163	0
837	832	534	1163	821	1
832	534	1163	821	825	2
534	1163	821	825	821	0
1163	821	825	821	790	0
821	825	821	790	572	0
825	821	790	572	1050	0
821	790	572	1050	821	1
790	572	1050	821	829	2
572	1050	821	829	860	0
1050	821	829	860	864	0
821	829	860	864	498	0
829	860	864	498	1171	0
860	864	498	1171	786	1
864	498	1171	786	790	2
498	1171	786	790	774	0
1171	786	790	774	755	0
786	790	774	755	584	0
790	774	755	584	899	0
774	755	584	899	786	1
755	584	899	786	910	2
584	899	786	910	506	0
899	786	910	506	1292	0
786	910	506	1292	813	1
910	506	1292	813	662	2
506	1292	813	662	1085	0
1292	813	662	1085	852	1
813	662	1085	852	790	2
662	1085	852	790	782	0
1085	852	790	782	802	0
852	790	782	802	626	0
790	782	802	626	981	0
782	802	626	981	778	1
802	626	981	778	837	2
626	981	778	837	513	0
981	778	837	513	1230	0
