i-2	i-1	i+0	i+1	i+2	Filter
724	591	607	596	603	0
591	607	596	603	607	0
607	596	603	607	618	0
596	603	607	618	428	0
603	607	618	428	759	0
607	618	428	759	494	1
618	428	759	494	794	2
428	759	494	794	630	1
759	494	794	630	619	2
494	794	630	619	591	0
794	630	619	591	588	0
630	619	591	588	576	0
619	591	588	576	595	0
591	588	576	595	599	0
588	576	595	599	604	0
576	595	599	604	610	0
595	599	604	610	557	0
599	604	610	557	677	0
604	610	557	677	607	1
610	557	677	607	611	2
557	677	607	611	603	0
677	607	611	603	416	0
607	611	603	416	654	0
611	603	416	654	700	1
603	416	654	700	611	2
416	654	700	611	627	0
654	700	611	627	622	0
700	611	627	622	627	0
611	627	622	627	657	0
627	622	627	657	662	0
622	627	657	662	669	0
627	657	662	669	665	0
657	662	669	665	674	0
662	669	665	674	688	0
669	665	674	688	681	0
665	674	688	681	693	0
674	688	681	693	692	0
688	681	693	692	697	0
681	693	692	697	696	0
693	692	697	696	693	0
692	697	696	693	700	0
697	696	693	700	685	0
696	693	700	685	693	0
693	700	685	693	677	0
700	685	693	677	677	0
685	693	677	677	673	0
693	677	677	673	654	0
677	677	673	654	657	0
677	673	654	657	662	0
673	654	657	662	661	0
654	657	662	661	658	0
657	662	661	658	646	0
662	661	658	646	654	0
661	658	646	654	680	0
658	646	654	680	685	0
646	654	680	685	673	0
654	680	685	673	689	0
680	685	673	689	685	0
685	673	689	685	685	0
673	689	685	685	685	0
689	685	685	685	677	0
685	685	685	677	669	0
685	685	677	669	661	0
685	677	669	661	674	0
677	669	661	674	681	0
669	661	674	681	677	0
661	674	681	677	665	0
674	681	677	665	665	0
681	677	665	665	654	0
677	665	665	654	650	0
665	665	654	650	654	0
665	654	650	654	638	0
654	650	654	638	638	0
650	654	638	638	634	0
654	638	638	634	623	0
638	638	634	623	638	0
638	634	623	638	642	0
634	623	638	642	650	0
623	638	642	650	653	0
638	642	650	653	631	0
642	650	653	631	638	0
650	653	631	638	626	0
653	631	638	626	522	0
631	638	626	522	521	0
638	626	522	521	825	0
626	522	521	825	611	1
522	521	825	611	599	2
521	825	611	599	607	0
825	611	599	607	603	0
611	599	607	603	603	0
599	607	603	603	615	0
607	603	603	615	603	0
603	603	615	603	525	0
603	615	603	525	701	0
615	603	525	701	618	0
603	525	701	618	518	0
525	701	618	518	716	0
701	618	518	716	623	0
618	518	716	623	618	0
518	716	623	618	623	0
716	623	618	623	615	0
623	618	623	615	614	0
618	623	615	614	600	0
623	615	614	600	614	0
615	614	600	614	631	0
614	600	614	631	622	0
600	614	631	622	642	0
614	631	622	642	642	0
631	622	642	642	642	0
622	642	642	642	646	0
642	642	642	646	514	0
642	642	646	514	790	0
642	646	514	790	451	1
646	514	790	451	778	2
514	790	451	778	494	1
790	451	778	494	806	2
451	778	494	806	619	1
778	494	806	619	622	2
494	806	619	622	642	0
806	619	622	642	623	0
619	622	642	623	634	0
622	642	623	634	638	0
642	623	634	638	642	0
623	634	638	642	1206	0
634	638	642	1206	670	0
638	642	1206	670	408	0
642	1206	670	408	810	0
1206	670	408	810	677	1
670	408	810	677	649	2
408	810	677	649	666	0
810	677	649	666	653	0
677	649	666	653	658	0
