i-2	i-1	i+0	i+1	i+2	Filter
1063	463	1412	584	1338	2
463	1412	584	1338	938	1
1412	584	1338	938	1058	2
584	1338	938	1058	506	0
1338	938	1058	506	1362	0
938	1058	506	1362	502	1
1058	506	1362	502	1156	2
506	1362	502	1156	770	1
1362	502	1156	770	848	2
502	1156	770	848	510	0
1156	770	848	510	1307	0
770	848	510	1307	860	1
848	510	1307	860	915	2
510	1307	860	915	836	0
1307	860	915	836	938	0
860	915	836	938	1125	0
915	836	938	1125	1097	0
836	938	1125	1097	1120	0
938	1125	1097	1120	1070	0
1125	1097	1120	1070	1047	0
1097	1120	1070	1047	1078	0
1120	1070	1047	1078	1047	0
1070	1047	1078	1047	1074	0
1047	1078	1047	1074	1023	0
1078	1047	1074	1023	1035	0
1047	1074	1023	1035	973	0
1074	1023	1035	973	976	0
1023	1035	973	976	946	0
1035	973	976	946	934	0
973	976	946	934	973	0
976	946	934	973	926	0
946	934	973	926	988	0
934	973	926	988	973	0
973	926	988	973	965	0
926	988	973	965	957	0
988	973	965	957	938	0
973	965	957	938	968	0
965	957	938	968	973	0
957	938	968	973	938	0
938	968	973	938	949	0
968	973	938	949	950	0
973	938	949	950	976	0
938	949	950	976	930	0
949	950	976	930	907	0
950	976	930	907	957	0
976	930	907	957	965	0
930	907	957	965	977	0
907	957	965	977	969	0
957	965	977	969	1015	0
965	977	969	1015	954	0
977	969	1015	954	957	0
969	1015	954	957	910	0
1015	954	957	910	950	0
954	957	910	950	949	0
957	910	950	949	487	0
910	950	949	487	1311	0
950	949	487	1311	506	1
949	487	1311	506	1272	2
487	1311	506	1272	514	1
1311	506	1272	514	1159	2
506	1272	514	1159	806	1
1272	514	1159	806	1066	2
514	1159	806	1066	1140	0
1159	806	1066	1140	502	0
806	1066	1140	502	447	0
1066	1140	502	447	961	1
1140	502	447	961	522	2
502	447	961	522	1354	0
447	961	522	1354	945	1
961	522	1354	945	1086	2
522	1354	945	1086	471	0
1354	945	1086	471	475	0
945	1086	471	475	906	1
1086	471	475	906	1175	2
471	475	906	1175	1187	0
475	906	1175	1187	486	0
906	1175	1187	486	1401	0
1175	1187	486	1401	537	1
1187	486	1401	537	1378	2
486	1401	537	1378	1023	1
1401	537	1378	1023	1089	2
537	1378	1023	1089	479	0
1378	1023	1089	479	1358	0
1023	1089	479	1358	984	1
1089	479	1358	984	1028	2
479	1358	984	1028	1058	0
1358	984	1028	1058	1093	0
984	1028	1058	1093	487	0
1028	1058	1093	487	1366	0
1058	1093	487	1366	552	1
1093	487	1366	552	1257	2
487	1366	552	1257	533	1
1366	552	1257	533	1117	2
552	1257	533	1117	735	1
1257	533	1117	735	1004	2
533	1117	735	1004	471	1
1117	735	1004	471	490	2
735	1004	471	490	483	1
1004	471	490	483	1245	2
471	490	483	1245	583	1
490	483	1245	583	1152	2
483	1245	583	1152	860	1
1245	583	1152	860	483	2
583	1152	860	483	1381	0
1152	860	483	1381	953	1
860	483	1381	953	1094	2
483	1381	953	1094	478	0
1381	953	1094	478	1366	0
953	1094	478	1366	1008	1
1094	478	1366	1008	976	2
478	1366	1008	976	475	0
1366	1008	976	475	1319	0
1008	976	475	1319	521	1
976	475	1319	521	1226	2
475	1319	521	1226	560	1
1319	521	1226	560	1141	2
521	1226	560	1141	793	1
1226	560	1141	793	1063	2
560	1141	793	1063	502	0
1141	793	1063	502	1330	0
793	1063	502	1330	1020	1
1063	502	1330	1020	482	2
502	1330	1020	482	1366	0
1330	1020	482	1366	1023	1
1020	482	1366	1023	1059	2
482	1366	1023	1059	482	0
1366	1023	1059	482	1382	0
1023	1059	482	1382	1015	1
1059	482	1382	1015	1082	2
482	1382	1015	1082	474	0
1382	1015	1082	474	1331	0
1015	1082	474	1331	1008	1
1082	474	1331	1008	1016	2
474	1331	1008	1016	1105	0
1331	1008	1016	1105	486	0
1008	1016	1105	486	1381	0
1016	1105	486	1381	530	1
1105	486	1381	530	1354	2
486	1381	530	1354	1027	1
1381	530	1354	1027	478	2
530	1354	1027	478	1386	0
1354	1027	478	1386	1035	1
1027	478	1386	1035	1179	2
478	1386	1035	1179	478	0
1386	1035	1179	478	1401	0
1035	1179	478	1401	1031	1
1179	478	1401	1031	1152	2
478	1401	1031	1152	1152	0
1401	1031	1152	1152	502	0
1031	1152	1152	502	1365	0
1152	1152	502	1365	584	1
1152	502	1365	584	1331	2
502	1365	584	1331	891	1
1365	584	1331	891	1113	2
584	1331	891	1113	478	0
1331	891	1113	478	1370	0
891	1113	478	1370	969	1
1113	478	1370	969	1140	2
478	1370	969	1140	498	0
1370	969	1140	498	1393	0
969	1140	498	1393	1004	1
1140	498	1393	1004	1117	2
498	1393	1004	1117	490	0
1393	1004	1117	490	1366	0
1004	1117	490	1366	1054	1
1117	490	1366	1054	1066	2
490	1366	1054	1066	479	0
1366	1054	1066	479	1366	0
1054	1066	479	1366	540	1
1066	479	1366	540	1319	2
479	1366	540	1319	576	1
1366	540	1319	576	1152	2
540	1319	576	1152	817	1
1319	576	1152	817	954	2
576	1152	817	954	509	0
1152	817	954	509	1335	0
817	954	509	1335	587	1
954	509	1335	587	1284	2
509	1335	587	1284	860	1
1335	587	1284	860	1090	2
587	1284	860	1090	510	0
1284	860	1090	510	1303	0
860	1090	510	1303	950	1
1090	510	1303	950	490	2
510	1303	950	490	1303	0
1303	950	490	1303	891	1
950	490	1303	891	965	2
490	1303	891	965	495	0
1303	891	965	495	1342	0
891	965	495	1342	560	1
965	495	1342	560	1280	2
495	1342	560	1280	849	1
1342	560	1280	849	976	2
560	1280	849	976	494	0
1280	849	976	494	1285	0
849	976	494	1285	575	1
976	494	1285	575	1253	2
494	1285	575	1253	821	1
1285	575	1253	821	1035	2
575	1253	821	1035	498	0
1253	821	1035	498	1351	0
821	1035	498	1351	1062	1
1035	498	1351	1062	1082	2
498	1351	1062	1082	486	0
1351	1062	1082	486	1346	0
1062	1082	486	1346	1000	1
1082	486	1346	1000	483	2
486	1346	1000	483	1299	0
1346	1000	483	1299	506	1
1000	483	1299	506	1222	2
483	1299	506	1222	552	1
1299	506	1222	552	1156	2
506	1222	552	1156	553	1
1222	552	1156	553	1105	2
552	1156	553	1105	770	1
1156	553	1105	770	915	2
553	1105	770	915	478	0
1105	770	915	478	1308	0
770	915	478	1308	918	1
915	478	1308	918	1039	2
478	1308	918	1039	474	0
1308	918	1039	474	1335	0
918	1039	474	1335	872	1
1039	474	1335	872	1023	2
474	1335	872	1023	486	0
1335	872	1023	486	1300	0
872	1023	486	1300	549	1
1023	486	1300	549	1151	2
486	1300	549	1151	782	1
1300	549	1151	782	911	2
549	1151	782	911	486	0
1151	782	911	486	1335	0
782	911	486	1335	595	1
911	486	1335	595	1253	2
486	1335	595	1253	911	1
1335	595	1253	911	1241	2
595	1253	911	1241	506	0
1253	911	1241	506	1366	0
911	1241	506	1366	937	1
1241	506	1366	937	491	2
506	1366	937	491	1323	0
1366	937	491	1323	517	1
937	491	1323	517	1288	2
491	1323	517	1288	899	1
1323	517	1288	899	1284	2
517	1288	899	1284	479	0
1288	899	1284	479	1404	0
899	1284	479	1404	1206	1
1284	479	1404	1206	1105	2
479	1404	1206	1105	1249	0
1404	1206	1105	1249	495	0
1206	1105	1249	495	1373	0
1105	1249	495	1373	1043	1
1249	495	1373	1043	1019	2
495	1373	1043	1019	1043	0
1373	1043	1019	1043	1047	0
1043	1019	1043	1047	1105	0
1019	1043	1047	1105	1086	0
1043	1047	1105	1086	1109	0
1047	1105	1086	1109	1089	0
1105	1086	1109	1089	1140	0
1086	1109	1089	1140	1125	0
1109	1089	1140	1125	1124	0
1089	1140	1125	1124	1129	0
1140	1125	1124	1129	1112	0
1125	1124	1129	1112	1070	0
1124	1129	1112	1070	985	0
1129	1112	1070	985	938	0
1112	1070	985	938	844	0
1070	985	938	844	786	0
985	938	844	786	825	0
938	844	786	825	930	0
844	786	825	930	883	0
786	825	930	883	988	0
825	930	883	988	946	0
930	883	988	946	1027	0
883	988	946	1027	1008	0
988	946	1027	1008	533	0
946	1027	1008	533	1276	0
1027	1008	533	1276	514	1
1008	533	1276	514	1163	2
533	1276	514	1163	514	1
1276	514	1163	514	1093	2
514	1163	514	1093	502	1
1163	514	1093	502	1105	2
514	1093	502	1105	475	1
1093	502	1105	475	1113	2
502	1105	475	1113	490	1
1105	475	1113	490	1113	2
475	1113	490	1113	537	1
1113	490	1113	537	1124	2
490	1113	537	1124	818	1
1113	537	1124	818	1027	2
537	1124	818	1027	467	0
1124	818	1027	467	1385	0
818	1027	467	1385	1125	1
1027	467	1385	1125	1182	2
467	1385	1125	1182	502	0
1385	1125	1182	502	1386	0
1125	1182	502	1386	1167	1
1182	502	1386	1167	1113	2
502	1386	1167	1113	486	0
1386	1167	1113	486	1354	0
1167	1113	486	1354	1117	1
1113	486	1354	1117	1082	2
486	1354	1117	1082	1218	0
1354	1117	1082	1218	482	0
1117	1082	1218	482	1409	0
1082	1218	482	1409	1003	1
1218	482	1409	1003	1086	2
482	1409	1003	1086	1082	0
1409	1003	1086	1082	498	0
1003	1086	1082	498	1354	0
1086	1082	498	1354	868	1
1082	498	1354	868	972	2
498	1354	868	972	487	0
1354	868	972	487	1280	0
868	972	487	1280	836	1
972	487	1280	836	1067	2
487	1280	836	1067	521	0
1280	836	1067	521	409	0
836	1067	521	409	949	1
1067	521	409	949	977	2
521	409	949	977	1120	0
409	949	977	1120	487	0
949	977	1120	487	1354	0
977	1120	487	1354	930	1
1120	487	1354	930	953	2
487	1354	930	953	918	0
1354	930	953	918	942	0
930	953	918	942	510	0
953	918	942	510	1280	0
918	942	510	1280	914	1
942	510	1280	914	934	2
510	1280	914	934	957	0
1280	914	934	957	887	0
914	934	957	887	514	0
934	957	887	514	1311	0
957	887	514	1311	533	1
887	514	1311	533	1261	2
514	1311	533	1261	821	1
1311	533	1261	821	973	2
533	1261	821	973	478	0
1261	821	973	478	1327	0
821	973	478	1327	876	1
973	478	1327	876	1085	2
478	1327	876	1085	487	0
1327	876	1085	487	439	0
876	1085	487	439	825	1
1085	487	439	825	794	2
487	439	825	794	448	0
439	825	794	448	455	0
825	794	448	455	751	1
794	448	455	751	529	2
448	455	751	529	1066	0
455	751	529	1066	747	1
751	529	1066	747	732	2
529	1066	747	732	490	0
1066	747	732	490	988	0
747	732	490	988	705	1
732	490	988	705	688	2
490	988	705	688	732	0
988	705	688	732	739	0
705	688	732	739	778	0
688	732	739	778	837	0
732	739	778	837	829	0
739	778	837	829	883	0
778	837	829	883	934	0
837	829	883	934	860	0
829	883	934	860	860	0
883	934	860	860	836	0
934	860	860	836	872	0
860	860	836	872	945	0
860	836	872	945	892	0
836	872	945	892	929	0
872	945	892	929	938	0
945	892	929	938	856	0
892	929	938	856	880	0
929	938	856	880	910	0
938	856	880	910	844	0
856	880	910	844	825	0
880	910	844	825	880	0
910	844	825	880	899	0
844	825	880	899	887	0
825	880	899	887	945	0
880	899	887	945	911	0
899	887	945	911	856	0
887	945	911	856	860	0
945	911	856	860	914	0
911	856	860	914	926	0
856	860	914	926	876	0
860	914	926	876	883	0
914	926	876	883	910	0
926	876	883	910	895	0
876	883	910	895	907	0
883	910	895	907	879	0
910	895	907	879	860	0
895	907	879	860	868	0
907	879	860	868	911	0
879	860	868	911	501	0
860	868	911	501	1253	0
868	911	501	1253	533	1
911	501	1253	533	1109	2
501	1253	533	1109	522	1
1253	533	1109	522	1050	2
533	1109	522	1050	483	1
1109	522	1050	483	1027	2
522	1050	483	1027	487	1
1050	483	1027	487	1019	2
483	1027	487	1019	510	1
1027	487	1019	510	976	2
487	1019	510	976	705	1
1019	510	976	705	751	2
510	976	705	751	860	0
976	705	751	860	509	0
705	751	860	509	1179	0
751	860	509	1179	771	1
860	509	1179	771	836	2
509	1179	771	836	868	0
1179	771	836	868	953	0
771	836	868	953	868	0
836	868	953	868	829	0
868	953	868	829	829	0
953	868	829	829	821	0
868	829	829	821	805	0
829	829	821	805	786	0
829	821	805	786	759	0
821	805	786	759	759	0
805	786	759	759	743	0
786	759	759	743	723	0
759	759	743	723	748	0
759	743	723	748	750	0
743	723	748	750	724	0
723	748	750	724	708	0
748	750	724	708	705	0
750	724	708	705	708	0
724	708	705	708	716	0
708	705	708	716	700	0
705	708	716	700	701	0
708	716	700	701	731	0
716	700	701	731	677	0
700	701	731	677	677	0
701	731	677	677	693	0
731	677	677	693	669	0
677	677	693	669	697	0
677	693	669	697	653	0
693	669	697	653	670	0
669	697	653	670	649	0
697	653	670	649	654	0
653	670	649	654	638	0
670	649	654	638	630	0
649	654	638	630	639	0
654	638	630	639	603	0
638	630	639	603	595	0
630	639	603	595	611	0
639	603	595	611	580	0
603	595	611	580	607	0
595	611	580	607	579	0
611	580	607	579	592	0
580	607	579	592	584	0
607	579	592	584	610	0
579	592	584	610	596	0
592	584	610	596	599	0
584	610	596	599	603	0
610	596	599	603	615	0
596	599	603	615	630	0
599	603	615	630	642	0
603	615	630	642	631	0
615	630	642	631	638	0
630	642	631	638	634	0
642	631	638	634	626	0
631	638	634	626	631	0
638	634	626	631	630	0
634	626	631	630	607	0
626	631	630	607	619	0
631	630	607	619	603	0
630	607	619	603	611	0
607	619	603	611	595	0
619	603	611	595	572	0
603	611	595	572	607	0
611	595	572	607	588	0
595	572	607	588	583	0
572	607	588	583	572	0
607	588	583	572	576	0
588	583	572	576	580	0
583	572	576	580	580	0
572	576	580	580	548	0
576	580	580	548	576	0
580	580	548	576	553	0
580	548	576	553	568	0
548	576	553	568	584	0
576	553	568	584	564	0
553	568	584	564	537	0
568	584	564	537	552	0
584	564	537	552	572	0
564	537	552	572	541	0
537	552	572	541	553	0
552	572	541	553	564	0
572	541	553	564	552	0
541	553	564	552	549	0
553	564	552	549	549	0
564	552	549	549	552	0
552	549	549	552	561	0
549	549	552	561	536	0
549	552	561	536	565	0
552	561	536	565	521	0
561	536	565	521	545	0
536	565	521	545	541	0
565	521	545	541	544	0
521	545	541	544	537	0
545	541	544	537	545	0
541	544	537	545	553	0
544	537	545	553	533	0
537	545	553	533	537	0
545	553	533	537	541	0
553	533	537	541	568	0
533	537	541	568	537	0
537	541	568	537	548	0
541	568	537	548	553	0
568	537	548	553	556	0
537	548	553	556	561	0
548	553	556	561	548	0
553	556	561	548	564	0
556	561	548	564	557	0
561	548	564	557	556	0
548	564	557	556	549	0
564	557	556	549	568	0
557	556	549	568	545	0
556	549	568	545	548	0
549	568	545	548	561	0
568	545	548	561	556	0
545	548	561	556	553	0
548	561	556	553	560	0
561	556	553	560	568	0
556	553	560	568	572	0
553	560	568	572	568	0
560	568	572	568	580	0
568	572	568	580	587	0
572	568	580	587	584	0
568	580	587	584	568	0
580	587	584	568	568	0
587	584	568	568	584	0
