i-2	i-1	i+0	i+1	i+2	Filter
677	463	1097	759	743	2
463	1097	759	743	739	0
1097	759	743	739	743	0
759	743	739	743	740	0
743	739	743	740	510	0
739	743	740	510	972	0
743	740	510	972	732	1
740	510	972	732	739	2
510	972	732	739	592	0
972	732	739	592	879	0
732	739	592	879	607	1
739	592	879	607	872	2
592	879	607	872	428	1
879	607	872	428	1042	2
607	872	428	1042	728	1
872	428	1042	728	728	2
428	1042	728	728	723	0
1042	728	728	723	736	0
728	728	723	736	471	0
728	723	736	471	1031	0
723	736	471	1031	751	1
736	471	1031	751	758	2
471	1031	751	758	767	0
1031	751	758	767	770	0
751	758	767	770	790	0
758	767	770	790	794	0
767	770	790	794	798	0
770	790	794	798	498	0
790	794	798	498	1109	0
794	798	498	1109	778	1
798	498	1109	778	786	2
498	1109	778	786	782	0
1109	778	786	782	794	0
778	786	782	794	463	0
786	782	794	463	1148	0
782	794	463	1148	801	1
794	463	1148	801	802	2
463	1148	801	802	794	0
1148	801	802	794	801	0
801	802	794	801	798	0
802	794	801	798	790	0
794	801	798	790	478	0
801	798	790	478	1113	0
798	790	478	1113	782	1
790	478	1113	782	778	2
478	1113	782	778	786	0
1113	782	778	786	798	0
782	778	786	798	521	0
778	786	798	521	1086	0
786	798	521	1086	778	1
798	521	1086	778	782	2
521	1086	778	782	779	0
1086	778	782	779	770	0
778	782	779	770	494	0
782	779	770	494	1066	0
779	770	494	1066	779	1
770	494	1066	779	789	2
494	1066	779	789	798	0
1066	779	789	798	809	0
779	789	798	809	475	0
789	798	809	475	1164	0
798	809	475	1164	797	1
809	475	1164	797	802	2
475	1164	797	802	805	0
1164	797	802	805	794	0
797	802	805	794	798	0
802	805	794	798	801	0
805	794	798	801	436	0
794	798	801	436	1167	0
798	801	436	1167	786	1
801	436	1167	786	790	2
436	1167	786	790	778	0
1167	786	790	778	783	0
786	790	778	783	789	0
790	778	783	789	646	0
778	783	789	646	926	0
783	789	646	926	779	1
789	646	926	779	778	2
646	926	779	778	560	0
926	779	778	560	969	0
