i-2	i-1	i+0	i+1	i+2	Filter
401	1128	1179	1097	1012	0
1128	1179	1097	1012	1175	0
1179	1097	1012	1175	1105	0
1097	1012	1175	1105	1047	0
1012	1175	1105	1047	1233	0
1175	1105	1047	1233	1199	0
1105	1047	1233	1199	1054	0
1047	1233	1199	1054	1148	0
1233	1199	1054	1148	1175	0
1199	1054	1148	1175	1031	0
1054	1148	1175	1031	1059	0
1148	1175	1031	1059	1128	0
1175	1031	1059	1128	1066	0
1031	1059	1128	1066	1039	0
1059	1128	1066	1039	1156	0
1128	1066	1039	1156	1191	0
1066	1039	1156	1191	1070	0
1039	1156	1191	1070	1171	0
1156	1191	1070	1171	1241	0
1191	1070	1171	1241	1132	0
1070	1171	1241	1132	1156	0
1171	1241	1132	1156	1175	0
1241	1132	1156	1175	1125	0
1132	1156	1175	1125	1190	0
1156	1175	1125	1190	1269	0
1175	1125	1190	1269	1093	0
1125	1190	1269	1093	1148	0
1190	1269	1093	1148	1218	0
1269	1093	1148	1218	1082	0
1093	1148	1218	1082	1105	0
1148	1218	1082	1105	1175	0
1218	1082	1105	1175	1097	0
1082	1105	1175	1097	1047	0
1105	1175	1097	1047	1202	0
1175	1097	1047	1202	1128	0
1097	1047	1202	1128	1004	0
1047	1202	1128	1004	1109	0
1202	1128	1004	1109	1094	0
1128	1004	1109	1094	1035	0
1004	1109	1094	1035	1190	0
1109	1094	1035	1190	1105	0
1094	1035	1190	1105	1016	0
1035	1190	1105	1016	1109	0
1190	1105	1016	1109	1167	0
1105	1016	1109	1167	1051	0
1016	1109	1167	1051	1148	0
1109	1167	1051	1148	1202	0
1167	1051	1148	1202	1128	0
1051	1148	1202	1128	1137	0
1148	1202	1128	1137	1186	0
1202	1128	1137	1186	1113	0
1128	1137	1186	1113	1082	0
1137	1186	1113	1082	1128	0
1186	1113	1082	1128	1094	0
1113	1082	1128	1094	1039	0
1082	1128	1094	1039	1171	0
1128	1094	1039	1171	1152	0
1094	1039	1171	1152	1070	0
1039	1171	1152	1070	1183	0
1171	1152	1070	1183	1179	0
1152	1070	1183	1179	1077	0
1070	1183	1179	1077	1094	0
1183	1179	1077	1094	1233	0
1179	1077	1094	1233	1144	0
1077	1094	1233	1144	1078	0
1094	1233	1144	1078	1198	0
1233	1144	1078	1198	1172	0
1144	1078	1198	1172	1062	0
1078	1198	1172	1062	1206	0
1198	1172	1062	1206	1210	0
1172	1062	1206	1210	1094	0
1062	1206	1210	1094	1198	0
1206	1210	1094	1198	1249	0
1210	1094	1198	1249	1121	0
1094	1198	1249	1121	1218	0
1198	1249	1121	1218	1237	0
1249	1121	1218	1237	1128	0
1121	1218	1237	1128	1160	0
1218	1237	1128	1160	1222	0
1237	1128	1160	1222	1116	0
1128	1160	1222	1116	1039	0
1160	1222	1116	1039	1191	0
1222	1116	1039	1191	1121	0
1116	1039	1191	1121	1023	0
1039	1191	1121	1023	1183	0
1191	1121	1023	1183	1191	0
1121	1023	1183	1191	1035	0
1023	1183	1191	1035	1163	0
1183	1191	1035	1163	1202	0
1191	1035	1163	1202	1086	0
1035	1163	1202	1086	1175	0
1163	1202	1086	1175	1222	0
1202	1086	1175	1222	1113	0
1086	1175	1222	1113	1128	0
1175	1222	1113	1128	1113	0
1222	1113	1128	1113	1043	0
1113	1128	1113	1043	1074	0
1128	1113	1043	1074	1175	0
1113	1043	1074	1175	1031	0
1043	1074	1175	1031	1167	0
1074	1175	1031	1167	1195	0
1175	1031	1167	1195	1089	0
1031	1167	1195	1089	1210	0
1167	1195	1089	1210	1171	0
1195	1089	1210	1171	1008	0
1089	1210	1171	1008	1101	0
1210	1171	1008	1101	1144	0
1171	1008	1101	1144	1051	0
1008	1101	1144	1051	1058	0
1101	1144	1051	1058	1172	0
1144	1051	1058	1172	1050	0
1051	1058	1172	1050	1004	0
1058	1172	1050	1004	1097	0
1172	1050	1004	1097	1144	0
1050	1004	1097	1144	996	0
1004	1097	1144	996	1078	0
1097	1144	996	1078	1113	0
1144	996	1078	1113	1008	0
996	1078	1113	1008	1101	0
1078	1113	1008	1101	1109	0
1113	1008	1101	1109	1047	0
1008	1101	1109	1047	1019	0
1101	1109	1047	1019	1074	0
1109	1047	1019	1074	1035	0
1047	1019	1074	1035	1023	0
1019	1074	1035	1023	1129	0
1074	1035	1023	1129	1097	0
1035	1023	1129	1097	1051	0
1023	1129	1097	1051	1186	0
1129	1097	1051	1186	1148	0
1097	1051	1186	1148	1059	0
1051	1186	1148	1059	1155	0
1186	1148	1059	1155	1195	0
1148	1059	1155	1195	1109	0
1059	1155	1195	1109	1066	0
1155	1195	1109	1066	1179	0
1195	1109	1066	1179	1086	0
1109	1066	1179	1086	1144	0
1066	1179	1086	1144	1260	0
1179	1086	1144	1260	1203	0
1086	1144	1260	1203	1155	0
1144	1260	1203	1155	1269	0
1260	1203	1155	1269	1206	0
1203	1155	1269	1206	1097	0
1155	1269	1206	1097	1175	0
1269	1206	1097	1175	1133	0
1206	1097	1175	1133	1031	0
1097	1175	1133	1031	1113	0
1175	1133	1031	1113	1155	0
1133	1031	1113	1155	1039	0
1031	1113	1155	1039	1171	0
1113	1155	1039	1171	1047	0
1155	1039	1171	1047	1043	0
1039	1171	1047	1043	1171	0
1171	1047	1043	1171	1089	0
1047	1043	1171	1089	1078	0
1043	1171	1089	1078	1175	0
1171	1089	1078	1175	1125	0
1089	1078	1175	1125	1004	0
1078	1175	1125	1004	1194	0
1175	1125	1004	1194	1125	0
1125	1004	1194	1125	1031	0
1004	1194	1125	1031	1035	0
1194	1125	1031	1035	1191	0
1125	1031	1035	1191	1116	0
1031	1035	1191	1116	1063	0
1035	1191	1116	1063	1175	0
1191	1116	1063	1175	1124	0
1116	1063	1175	1124	1039	0
1063	1175	1124	1039	1125	0
1175	1124	1039	1125	1140	0
1124	1039	1125	1140	1050	0
1039	1125	1140	1050	1168	0
1125	1140	1050	1168	1151	0
1140	1050	1168	1151	1078	0
1050	1168	1151	1078	1175	0
1168	1151	1078	1175	1133	0
1151	1078	1175	1133	1019	0
1078	1175	1133	1019	1148	0
1175	1133	1019	1148	1206	0
1133	1019	1148	1206	1043	0
1019	1148	1206	1043	1101	0
1148	1206	1043	1101	1094	0
1206	1043	1101	1094	1031	0
1043	1101	1094	1031	1000	0
1101	1094	1031	1000	1151	0
1094	1031	1000	1151	1183	0
1031	1000	1151	1183	1008	0
1000	1151	1183	1008	1179	0
1151	1183	1008	1179	1148	0
1183	1008	1179	1148	1043	0
1008	1179	1148	1043	1074	0
1179	1148	1043	1074	1194	0
1148	1043	1074	1194	1078	0
1043	1074	1194	1078	1167	0
1074	1194	1078	1167	1187	0
1194	1078	1167	1187	1078	0
1078	1167	1187	1078	1031	0
1167	1187	1078	1031	1167	0
1187	1078	1031	1167	1055	0
1078	1031	1167	1055	1117	0
