i-2	i-1	i+0	i+1	i+2	Filter
167	424	670	541	544	2
424	670	541	544	421	0
670	541	544	421	373	0
541	544	421	373	385	1
544	421	373	385	922	2
421	373	385	922	401	1
373	385	922	401	716	2
385	922	401	716	413	1
922	401	716	413	653	2
401	716	413	653	530	1
716	413	653	530	529	2
413	653	530	529	408	0
653	530	529	408	374	0
530	529	408	374	875	1
529	408	374	875	541	2
408	374	875	541	541	0
374	875	541	541	412	0
875	541	541	412	386	0
541	541	412	386	902	1
541	412	386	902	409	2
412	386	902	409	720	0
386	902	409	720	548	1
902	409	720	548	549	2
409	720	548	549	409	0
720	548	549	409	362	0
548	549	409	362	894	1
549	409	362	894	428	2
409	362	894	428	646	0
362	894	428	646	545	1
894	428	646	545	537	2
428	646	545	537	420	0
646	545	537	420	673	0
545	537	420	673	534	1
537	420	673	534	548	2
420	673	534	548	444	0
673	534	548	444	346	0
534	548	444	346	953	1
548	444	346	953	440	2
444	346	953	440	704	0
346	953	440	704	572	1
953	440	704	572	549	2
440	704	572	549	424	0
704	572	549	424	782	0
572	549	424	782	409	1
549	424	782	409	727	2
424	782	409	727	592	1
782	409	727	592	552	2
409	727	592	552	397	0
727	592	552	397	366	0
592	552	397	366	852	1
552	397	366	852	576	2
397	366	852	576	514	0
366	852	576	514	529	0
852	576	514	529	525	0
576	514	529	525	518	0
514	529	525	518	525	0
529	525	518	525	514	0
525	518	525	514	517	0
518	525	514	517	529	0
525	514	517	529	545	0
514	517	529	545	440	0
517	529	545	440	346	0
529	545	440	346	856	1
545	440	346	856	545	2
440	346	856	545	544	0
346	856	545	544	417	0
856	545	544	417	677	0
545	544	417	677	412	1
544	417	677	412	670	2
417	677	412	670	521	1
677	412	670	521	529	2
412	670	521	529	405	0
670	521	529	405	350	0
521	529	405	350	817	1
529	405	350	817	455	2
405	350	817	455	588	0
350	817	455	588	517	1
817	455	588	517	518	2
455	588	517	518	377	0
588	517	518	377	685	0
517	518	377	685	409	1
518	377	685	409	650	2
377	685	409	650	432	1
685	409	650	432	630	2
409	650	432	630	424	1
650	432	630	424	642	2
432	630	424	642	428	1
630	424	642	428	654	2
424	642	428	654	397	1
642	428	654	397	681	2
428	654	397	681	431	1
654	397	681	431	658	2
397	681	431	658	397	1
681	431	658	397	681	2
431	658	397	681	377	1
658	397	681	377	681	2
397	681	377	681	420	1
681	377	681	420	619	2
377	681	420	619	518	1
681	420	619	518	389	2
420	619	518	389	362	0
619	518	389	362	817	1
518	389	362	817	471	2
389	362	817	471	560	0
362	817	471	560	373	1
817	471	560	373	343	2
471	560	373	343	821	1
560	373	343	821	404	2
373	343	821	404	627	0
343	821	404	627	510	1
821	404	627	510	498	2
404	627	510	498	498	0
627	510	498	498	498	0
510	498	498	498	494	0
498	498	498	494	498	0
498	498	494	498	486	0
498	494	498	486	491	0
494	498	486	491	397	0
498	486	491	397	338	0
486	491	397	338	759	1
491	397	338	759	393	2
397	338	759	393	603	0
338	759	393	603	486	1
759	393	603	486	483	2
393	603	486	483	486	0
603	486	483	486	479	0
486	483	486	479	455	0
483	486	479	455	510	0
486	479	455	510	385	0
479	455	510	385	584	0
455	510	385	584	459	1
510	385	584	459	517	2
385	584	459	517	370	1
584	459	517	370	335	2
459	517	370	335	774	1
517	370	335	774	486	2
370	335	774	486	487	0
335	774	486	487	474	0
774	486	487	474	483	0
486	487	474	483	479	0
487	474	483	479	470	0
474	483	479	470	397	0
483	479	470	397	564	0
479	470	397	564	475	1
470	397	564	475	479	2
397	564	475	479	471	0
564	475	479	471	474	0
475	479	471	474	382	0
479	471	474	382	334	0
471	474	382	334	739	1
474	382	334	739	374	2
382	334	739	374	607	0
334	739	374	607	393	1
739	374	607	393	572	2
374	607	393	572	444	1
607	393	572	444	517	2
393	572	444	517	432	1
572	444	517	432	506	2
444	517	432	506	467	1
517	432	506	467	463	2
432	506	467	463	459	0
506	467	463	459	479	0
467	463	459	479	482	0
463	459	479	482	467	0
459	479	482	467	471	0
479	482	467	471	471	0
482	467	471	471	474	0
467	471	471	474	479	0
471	471	474	479	381	0
471	474	479	381	549	0
474	479	381	549	366	1
479	381	549	366	607	2
381	549	366	607	354	1
549	366	607	354	576	2
366	607	354	576	400	1
607	354	576	400	541	2
354	576	400	541	362	1
576	400	541	362	572	2
400	541	362	572	451	1
541	362	572	451	456	2
362	572	451	456	420	0
572	451	456	420	486	0
451	456	420	486	409	1
456	420	486	409	490	2
420	486	409	490	393	1
486	409	490	393	510	2
409	490	393	510	401	1
490	393	510	401	470	2
393	510	401	470	444	1
510	401	470	444	440	2
401	470	444	440	358	0
470	444	440	358	311	0
444	440	358	311	661	1
440	358	311	661	343	2
358	311	661	343	525	0
311	661	343	525	432	1
661	343	525	432	436	2
343	525	432	436	428	0
525	432	436	428	432	0
432	436	428	432	377	0
436	428	432	377	494	0
428	432	377	494	390	1
432	377	494	390	470	2
377	494	390	470	436	1
494	390	470	436	432	2
390	470	436	432	432	0
470	436	432	432	432	0
436	432	432	432	362	0
432	432	432	362	311	0
432	432	362	311	623	1
432	362	311	623	393	2
362	311	623	393	478	0
311	623	393	478	432	1
623	393	478	432	432	2
393	478	432	432	377	0
478	432	432	377	483	0
432	432	377	483	443	1
432	377	483	443	413	2
377	483	443	413	389	0
483	443	413	389	471	0
443	413	389	471	432	1
413	389	471	432	428	2
389	471	432	428	439	0
471	432	428	439	405	0
432	428	439	405	424	0
428	439	405	424	424	0
439	405	424	424	347	0
405	424	424	347	498	0
424	424	347	498	420	1
424	347	498	420	424	2
347	498	420	424	420	0
498	420	424	420	424	0
420	424	420	424	366	0
424	420	424	366	483	0
420	424	366	483	420	1
424	366	483	420	416	2
366	483	420	416	421	0
483	420	416	421	428	0
420	416	421	428	330	0
416	421	428	330	522	0
421	428	330	522	424	1
428	330	522	424	428	2
330	522	424	428	424	0
522	424	428	424	428	0
424	428	424	428	319	0
428	424	428	319	533	0
424	428	319	533	428	1
428	319	533	428	428	2
319	533	428	428	428	0
533	428	428	428	428	0
