i-2	i-1	i+0	i+1	i+2	Filter
455	1171	459	1168	459	1
1171	459	1168	459	1144	2
459	1168	459	1144	455	1
1168	459	1144	455	1082	2
459	1144	455	1082	463	1
1144	455	1082	463	1046	2
455	1082	463	1046	463	1
1082	463	1046	463	1032	2
463	1046	463	1032	463	1
1046	463	1032	463	1112	2
463	1032	463	1112	456	1
1032	463	1112	456	1163	2
463	1112	456	1163	455	1
1112	456	1163	455	1164	2
456	1163	455	1164	459	1
1163	455	1164	459	1237	2
455	1164	459	1237	456	1
1164	459	1237	456	1194	2
459	1237	456	1194	459	1
1237	456	1194	459	1222	2
456	1194	459	1222	455	1
1194	459	1222	455	1207	2
459	1222	455	1207	455	1
1222	455	1207	455	1194	2
455	1207	455	1194	459	1
1207	455	1194	459	1234	2
455	1194	459	1234	455	1
1194	459	1234	455	1179	2
459	1234	455	1179	459	1
1234	455	1179	459	1226	2
455	1179	459	1226	455	1
1179	459	1226	455	1203	2
459	1226	455	1203	455	1
1226	455	1203	455	1128	2
455	1203	455	1128	459	1
1203	455	1128	459	1105	2
455	1128	459	1105	460	1
1128	459	1105	460	1062	2
459	1105	460	1062	463	1
1105	460	1062	463	1097	2
460	1062	463	1097	459	1
1062	463	1097	459	1070	2
463	1097	459	1070	463	1
1097	459	1070	463	1098	2
459	1070	463	1098	459	1
1070	463	1098	459	1070	2
463	1098	459	1070	459	1
1098	459	1070	459	1058	2
459	1070	459	1058	467	1
1070	459	1058	467	1047	2
459	1058	467	1047	463	1
1058	467	1047	463	1023	2
467	1047	463	1023	467	1
1047	463	1023	467	1070	2
463	1023	467	1070	459	1
1023	467	1070	459	1032	2
467	1070	459	1032	463	1
1070	459	1032	463	1070	2
459	1032	463	1070	459	1
1032	463	1070	459	1082	2
463	1070	459	1082	459	1
1070	459	1082	459	1194	2
459	1082	459	1194	455	1
1082	459	1194	455	1191	2
459	1194	455	1191	455	1
1194	455	1191	455	1214	2
455	1191	455	1214	456	1
1191	455	1214	456	1190	2
455	1214	456	1190	456	1
1214	456	1190	456	1159	2
456	1190	456	1159	459	1
1190	456	1159	459	1269	2
456	1159	459	1269	451	1
1159	459	1269	451	1257	2
459	1269	451	1257	455	1
1269	451	1257	455	1335	2
451	1257	455	1335	451	1
1257	455	1335	451	1265	2
455	1335	451	1265	451	1
1335	451	1265	451	1210	2
451	1265	451	1210	452	1
1265	451	1210	452	1241	2
451	1210	452	1241	451	1
1210	452	1241	451	1238	2
452	1241	451	1238	455	1
1241	451	1238	455	1295	2
451	1238	455	1295	452	1
1238	455	1295	452	1292	2
455	1295	452	1292	455	1
1295	452	1292	455	1381	2
452	1292	455	1381	452	1
1292	455	1381	452	1249	2
455	1381	452	1249	451	1
1381	452	1249	451	1097	2
452	1249	451	1097	459	1
1249	451	1097	459	1141	2
451	1097	459	1141	455	1
1097	459	1141	455	1163	2
459	1141	455	1163	455	1
1141	455	1163	455	1257	2
455	1163	455	1257	452	1
1163	455	1257	452	1229	2
455	1257	452	1229	455	1
1257	452	1229	455	1137	2
452	1229	455	1137	451	1
1229	455	1137	451	996	2
455	1137	451	996	459	1
1137	451	996	459	1000	2
451	996	459	1000	455	1
996	459	1000	455	1016	2
459	1000	455	1016	455	1
1000	455	1016	455	1164	2
455	1016	455	1164	447	1
1016	455	1164	447	1226	2
455	1164	447	1226	447	1
1164	447	1226	447	1273	2
447	1226	447	1273	451	1
1226	447	1273	451	1187	2
447	1273	451	1187	451	1
1273	451	1187	451	1098	2
451	1187	451	1098	451	1
1187	451	1098	451	1132	2
451	1098	451	1132	452	1
1098	451	1132	452	1073	2
451	1132	452	1073	452	1
1132	452	1073	452	401	2
452	1073	452	401	439	1
1073	452	401	439	942	2
452	401	439	942	447	0
401	439	942	447	1187	0
439	942	447	1187	448	1
942	447	1187	448	1159	2
447	1187	448	1159	448	1
1187	448	1159	448	1085	2
448	1159	448	1085	452	1
1159	448	1085	452	1206	2
448	1085	452	1206	447	1
1085	452	1206	447	1195	2
452	1206	447	1195	451	1
1206	447	1195	451	1245	2
447	1195	451	1245	452	1
1195	451	1245	452	1210	2
451	1245	452	1210	447	1
1245	452	1210	447	1113	2
452	1210	447	1113	451	1
1210	447	1113	451	343	2
447	1113	451	343	510	1
1113	451	343	510	478	2
451	343	510	478	1175	0
343	510	478	1175	448	1
510	478	1175	448	1233	2
478	1175	448	1233	452	1
1175	448	1233	452	1221	2
448	1233	452	1221	448	1
1233	452	1221	448	1171	2
452	1221	448	1171	455	1
1221	448	1171	455	1175	2
448	1171	455	1175	452	1
1171	455	1175	452	1155	2
455	1175	452	1155	456	1
1175	452	1155	456	1221	2
452	1155	456	1221	452	1
1155	456	1221	452	1191	2
456	1221	452	1191	455	1
1221	452	1191	455	1144	2
452	1191	455	1144	455	1
1191	455	1144	455	1035	2
455	1144	455	1035	459	1
1144	455	1035	459	1070	2
455	1035	459	1070	455	1
1035	459	1070	455	1156	2
459	1070	455	1156	455	1
1070	455	1156	455	1152	2
455	1156	455	1152	459	1
1156	455	1152	459	1273	2
455	1152	459	1273	455	1
1152	459	1273	455	1253	2
459	1273	455	1253	451	1
1273	455	1253	451	1210	2
455	1253	451	1210	459	1
1253	451	1210	459	347	2
451	1210	459	347	513	1
1210	459	347	513	483	2
459	347	513	483	1249	0
347	513	483	1249	451	1
513	483	1249	451	1175	2
483	1249	451	1175	456	1
1249	451	1175	456	1124	2
451	1175	456	1124	459	1
1175	456	1124	459	1160	2
456	1124	459	1160	455	1
1124	459	1160	455	1152	2
459	1160	455	1152	451	1
1160	455	1152	451	1210	2
455	1152	451	1210	455	1
1152	451	1210	455	405	2
451	1210	455	405	845	1
1210	455	405	845	466	2
455	405	845	466	1292	0
405	845	466	1292	456	1
845	466	1292	456	1315	2
466	1292	456	1315	455	1
1292	456	1315	455	1268	2
456	1315	455	1268	460	1
1315	455	1268	460	1206	2
455	1268	460	1206	455	1
1268	460	1206	455	1043	2
460	1206	455	1043	463	1
1206	455	1043	463	1019	2
455	1043	463	1019	463	1
1043	463	1019	463	1102	2
463	1019	463	1102	451	1
