i-2	i-1	i+0	i+1	i+2	Filter
868	852	845	832	1269	0
852	845	832	1269	1194	0
845	832	1269	1194	1187	0
832	1269	1194	1187	1109	0
1269	1194	1187	1109	907	0
1194	1187	1109	907	867	0
1187	1109	907	867	864	0
1109	907	867	864	864	0
907	867	864	864	840	0
867	864	864	840	849	0
864	864	840	849	891	0
864	840	849	891	899	0
840	849	891	899	863	0
849	891	899	863	841	0
891	899	863	841	1074	0
899	863	841	1074	1152	0
863	841	1074	1152	1089	0
841	1074	1152	1089	961	0
1074	1152	1089	961	903	0
1152	1089	961	903	879	0
1089	961	903	879	845	0
961	903	879	845	1011	0
903	879	845	1011	1136	0
879	845	1011	1136	1105	0
845	1011	1136	1105	1008	0
1011	1136	1105	1008	1020	0
1136	1105	1008	1020	972	0
1105	1008	1020	972	911	0
1008	1020	972	911	879	0
1020	972	911	879	841	0
972	911	879	841	817	0
911	879	841	817	856	0
879	841	817	856	875	0
841	817	856	875	884	0
817	856	875	884	860	0
856	875	884	860	863	0
875	884	860	863	845	0
884	860	863	845	821	0
860	863	845	821	801	0
863	845	821	801	794	0
845	821	801	794	790	0
821	801	794	790	774	0
801	794	790	774	763	0
794	790	774	763	770	0
790	774	763	770	775	0
774	763	770	775	759	0
763	770	775	759	782	0
770	775	759	782	1054	0
775	759	782	1054	1000	0
759	782	1054	1000	996	0
782	1054	1000	996	922	0
1054	1000	996	922	845	0
1000	996	922	845	817	0
996	922	845	817	798	0
922	845	817	798	778	0
845	817	798	778	805	0
817	798	778	805	810	0
798	778	805	810	821	0
778	805	810	821	813	0
805	810	821	813	809	0
810	821	813	809	813	0
821	813	809	813	856	0
813	809	813	856	860	0
809	813	856	860	856	0
813	856	860	856	845	0
856	860	856	845	817	0
860	856	845	817	848	0
856	845	817	848	1004	0
845	817	848	1004	1047	0
817	848	1004	1047	1000	0
848	1004	1047	1000	945	0
1004	1047	1000	945	891	0
1047	1000	945	891	856	0
1000	945	891	856	817	0
945	891	856	817	794	0
891	856	817	794	778	0
856	817	794	778	759	0
817	794	778	759	771	0
794	778	759	771	789	0
778	759	771	789	833	0
759	771	789	833	829	0
771	789	833	829	821	0
789	833	829	821	1144	0
833	829	821	1144	1136	0
829	821	1144	1136	1082	0
821	1144	1136	1082	1004	0
1144	1136	1082	1004	906	0
1136	1082	1004	906	833	0
1082	1004	906	833	829	0
1004	906	833	829	809	0
906	833	829	809	829	0
833	829	809	829	883	0
829	809	829	883	887	0
809	829	883	887	872	0
829	883	887	872	852	0
883	887	872	852	1183	0
887	872	852	1183	1159	0
872	852	1183	1159	1168	0
852	1183	1159	1168	1132	0
1183	1159	1168	1132	1055	0
1159	1168	1132	1055	941	0
1168	1132	1055	941	852	0
1132	1055	941	852	821	0
1055	941	852	821	798	0
941	852	821	798	786	0
852	821	798	786	778	0
821	798	786	778	794	0
798	786	778	794	829	0
786	778	794	829	844	0
778	794	829	844	837	0
794	829	844	837	852	0
829	844	837	852	1284	0
844	837	852	1284	1152	0
837	852	1284	1152	1132	0
852	1284	1152	1132	1109	0
1284	1152	1132	1109	1082	0
1152	1132	1109	1082	941	0
1132	1109	1082	941	852	0
1109	1082	941	852	810	0
1082	941	852	810	790	0
941	852	810	790	813	0
852	810	790	813	836	0
810	790	813	836	856	0
790	813	836	856	849	0
813	836	856	849	836	0
836	856	849	836	1222	0
856	849	836	1222	1047	0
849	836	1222	1047	1062	0
836	1222	1047	1062	1027	0
1222	1047	1062	1027	1043	0
1047	1062	1027	1043	1012	0
1062	1027	1043	1012	887	0
1027	1043	1012	887	891	0
1043	1012	887	891	1206	0
1012	887	891	1206	1086	0
