i-2	i-1	i+0	i+1	i+2	Filter
401	459	1008	467	1019	2
459	1008	467	1019	463	1
1008	467	1019	463	1008	2
467	1019	463	1008	467	1
1019	463	1008	467	1023	2
463	1008	467	1023	463	1
1008	467	1023	463	1024	2
467	1023	463	1024	455	1
1023	463	1024	455	1011	2
463	1024	455	1011	467	1
1024	455	1011	467	1028	2
455	1011	467	1028	463	1
1011	467	1028	463	957	2
467	1028	463	957	463	1
1028	463	957	463	914	2
463	957	463	914	475	1
957	463	914	475	992	2
463	914	475	992	467	1
914	475	992	467	1070	2
475	992	467	1070	463	1
992	467	1070	463	1156	2
467	1070	463	1156	455	1
1070	463	1156	455	1160	2
463	1156	455	1160	459	1
1156	455	1160	459	1113	2
455	1160	459	1113	459	1
1160	459	1113	459	1050	2
459	1113	459	1050	460	1
1113	459	1050	460	1054	2
459	1050	460	1054	459	1
1050	460	1054	459	1066	2
460	1054	459	1066	452	1
1054	459	1066	452	1004	2
459	1066	452	1004	459	1
1066	452	1004	459	980	2
452	1004	459	980	459	1
1004	459	980	459	973	2
459	980	459	973	463	1
980	459	973	463	1059	2
459	973	463	1059	455	1
973	463	1059	455	1089	2
463	1059	455	1089	452	1
1059	455	1089	452	1120	2
455	1089	452	1120	459	1
1089	452	1120	459	1140	2
452	1120	459	1140	452	1
1120	459	1140	452	1070	2
459	1140	452	1070	455	1
1140	452	1070	455	1051	2
452	1070	455	1051	455	1
1070	455	1051	455	1051	2
455	1051	455	1051	451	1
1051	455	1051	451	1035	2
455	1051	451	1035	459	1
1051	451	1035	459	1020	2
451	1035	459	1020	455	1
1035	459	1020	455	965	2
459	1020	455	965	463	1
1020	455	965	463	941	2
455	965	463	941	460	1
965	463	941	460	914	2
463	941	460	914	463	1
941	460	914	463	973	2
460	914	463	973	463	1
914	463	973	463	1000	2
463	973	463	1000	455	1
973	463	1000	455	981	2
463	1000	455	981	463	1
1000	455	981	463	949	2
455	981	463	949	459	1
981	463	949	459	915	2
463	949	459	915	463	1
949	459	915	463	910	2
459	915	463	910	459	1
915	463	910	459	864	2
463	910	459	864	467	1
910	459	864	467	802	2
459	864	467	802	478	1
864	467	802	478	771	2
467	802	478	771	470	1
802	478	771	470	755	2
478	771	470	755	479	1
771	470	755	479	766	2
470	755	479	766	471	1
755	479	766	471	778	2
479	766	471	778	471	1
766	471	778	471	814	2
471	778	471	814	466	1
778	471	814	466	880	2
471	814	466	880	459	1
814	466	880	459	887	2
466	880	459	887	463	1
880	459	887	463	887	2
459	887	463	887	463	1
887	463	887	463	860	2
463	887	463	860	467	1
887	463	860	467	880	2
463	860	467	880	463	1
860	467	880	463	902	2
467	880	463	902	463	1
880	463	902	463	934	2
463	902	463	934	467	1
902	463	934	467	988	2
463	934	467	988	460	1
934	467	988	460	1000	2
467	988	460	1000	463	1
988	460	1000	463	1023	2
460	1000	463	1023	459	1
1000	463	1023	459	1023	2
463	1023	459	1023	460	1
1023	459	1023	460	988	2
459	1023	460	988	471	1
1023	460	988	471	965	2
460	988	471	965	471	1
988	471	965	471	933	2
471	965	471	933	467	1
965	471	933	467	923	2
471	933	467	923	474	1
933	467	923	474	911	2
467	923	474	911	471	1
923	474	911	471	926	2
474	911	471	926	478	1
911	471	926	478	992	2
471	926	478	992	467	1
926	478	992	467	996	2
478	992	467	996	471	1
992	467	996	471	1004	2
467	996	471	1004	467	1
996	471	1004	467	996	2
471	1004	467	996	467	1
1004	467	996	467	988	2
467	996	467	988	471	1
996	467	988	471	985	2
467	988	471	985	463	1
988	471	985	463	969	2
471	985	463	969	470	1
985	463	969	470	981	2
463	969	470	981	467	1
969	470	981	467	992	2
470	981	467	992	463	1
981	467	992	463	969	2
467	992	463	969	471	1
992	463	969	471	1004	2
463	969	471	1004	463	1
969	471	1004	463	1035	2
471	1004	463	1035	467	1
1004	463	1035	467	1066	2
463	1035	467	1066	459	1
1035	467	1066	459	1008	2
467	1066	459	1008	459	1
1066	459	1008	459	942	2
459	1008	459	942	470	1
1008	459	942	470	965	2
459	942	470	965	460	1
942	470	965	460	988	2
470	965	460	988	463	1
965	460	988	463	1039	2
460	988	463	1039	459	1
988	463	1039	459	1035	2
463	1039	459	1035	455	1
1039	459	1035	455	1020	2
459	1035	455	1020	455	1
1035	455	1020	455	1008	2
455	1020	455	1008	455	1
1020	455	1008	455	1008	2
455	1008	455	1008	459	1
1008	455	1008	459	1062	2
455	1008	459	1062	455	1
1008	459	1062	455	1067	2
459	1062	455	1067	455	1
1062	455	1067	455	1078	2
455	1067	455	1078	455	1
1067	455	1078	455	1062	2
455	1078	455	1062	451	1
1078	455	1062	451	1032	2
455	1062	451	1032	455	1
1062	451	1032	455	1015	2
451	1032	455	1015	456	1
1032	455	1015	456	1004	2
455	1015	456	1004	455	1
1015	456	1004	455	1019	2
456	1004	455	1019	456	1
1004	455	1019	456	1015	2
455	1019	456	1015	451	1
1019	456	1015	451	1004	2
456	1015	451	1004	460	1
1015	451	1004	460	1007	2
451	1004	460	1007	452	1
1004	460	1007	452	1004	2
460	1007	452	1004	459	1
1007	452	1004	459	1015	2
452	1004	459	1015	456	1
1004	459	1015	456	1015	2
459	1015	456	1015	455	1
1015	456	1015	455	1059	2
456	1015	455	1059	455	1
1015	455	1059	455	1093	2
455	1059	455	1093	452	1
1059	455	1093	452	1109	2
455	1093	452	1109	451	1
1093	452	1109	451	1039	2
452	1109	451	1039	455	1
1109	451	1039	455	1004	2
451	1039	455	1004	463	1
1039	455	1004	463	1055	2
455	1004	463	1055	455	1
1004	463	1055	455	1101	2
463	1055	455	1101	455	1
1055	455	1101	455	1140	2
455	1101	455	1140	452	1
1101	455	1140	452	1085	2
455	1140	452	1085	459	1
1140	452	1085	459	1117	2
452	1085	459	1117	455	1
1085	459	1117	455	1070	2
459	1117	455	1070	452	1
1117	455	1070	452	1043	2
455	1070	452	1043	459	1
1070	452	1043	459	1043	2
452	1043	459	1043	455	1
1043	459	1043	455	1062	2
459	1043	455	1062	463	1
1043	455	1062	463	1035	2
455	1062	463	1035	455	1
1062	463	1035	455	981	2
463	1035	455	981	471	1
1035	455	981	471	992	2
455	981	471	992	459	1
981	471	992	459	981	2
471	992	459	981	463	1
992	459	981	463	1023	2
459	981	463	1023	459	1
981	463	1023	459	1027	2
463	1023	459	1027	463	1
1023	459	1027	463	1070	2
459	1027	463	1070	460	1
1027	463	1070	460	1132	2
463	1070	460	1132	451	1
1070	460	1132	451	1063	2
460	1132	451	1063	463	1
1132	451	1063	463	1019	2
451	1063	463	1019	459	1
1063	463	1019	459	1004	2
463	1019	459	1004	467	1
1019	459	1004	467	1058	2
459	1004	467	1058	456	1
1004	467	1058	456	1085	2
467	1058	456	1085	459	1
1058	456	1085	459	1074	2
456	1085	459	1074	459	1
1085	459	1074	459	1028	2
459	1074	459	1028	459	1
1074	459	1028	459	1023	2
459	1028	459	1023	463	1
1028	459	1023	463	1039	2
459	1023	463	1039	459	1
1023	463	1039	459	1000	2
463	1039	459	1000	467	1
1039	459	1000	467	1016	2
459	1000	467	1016	459	1
1000	467	1016	459	1031	2
467	1016	459	1031	463	1
1016	459	1031	463	1051	2
459	1031	463	1051	463	1
1031	463	1051	463	1031	2
463	1051	463	1031	463	1
1051	463	1031	463	1050	2
463	1031	463	1050	463	1
1031	463	1050	463	1055	2
463	1050	463	1055	455	1
1050	463	1055	455	1016	2
463	1055	455	1016	463	1
1055	455	1016	463	1015	2
455	1016	463	1015	463	1
1016	463	1015	463	985	2
463	1015	463	985	463	1
1015	463	985	463	996	2
463	985	463	996	463	1
985	463	996	463	1012	2
463	996	463	1012	455	1
996	463	1012	455	980	2
463	1012	455	980	463	1
1012	455	980	463	1012	2
455	980	463	1012	459	1
980	463	1012	459	981	2
463	1012	459	981	459	1
1012	459	981	459	1004	2
459	981	459	1004	459	1
981	459	1004	459	1027	2
459	1004	459	1027	452	1
1004	459	1027	452	1062	2
459	1027	452	1062	455	1
1027	452	1062	455	1129	2
452	1062	455	1129	451	1
1062	455	1129	451	1101	2
455	1129	451	1101	451	1
1129	451	1101	451	1137	2
451	1101	451	1137	447	1
1101	451	1137	447	1093	2
451	1137	447	1093	452	1
1137	447	1093	452	1113	2
447	1093	452	1113	447	1
1093	452	1113	447	1086	2
452	1113	447	1086	443	1
1113	447	1086	443	1035	2
447	1086	443	1035	456	1
1086	443	1035	456	1046	2
443	1035	456	1046	452	1
1035	456	1046	452	1050	2
456	1046	452	1050	452	1
1046	452	1050	452	1070	2
452	1050	452	1070	451	1
1050	452	1070	451	1070	2
452	1070	451	1070	448	1
1070	451	1070	448	1050	2
451	1070	448	1050	451	1
1070	448	1050	451	1109	2
448	1050	451	1109	448	1
1050	451	1109	448	1105	2
451	1109	448	1105	451	1
1109	448	1105	451	1125	2
448	1105	451	1125	447	1
1105	451	1125	447	1109	2
451	1125	447	1109	444	1
1125	447	1109	444	1082	2
447	1109	444	1082	451	1
1109	444	1082	451	1074	2
444	1082	451	1074	443	1
1082	451	1074	443	1051	2
451	1074	443	1051	447	1
1074	443	1051	447	1035	2
443	1051	447	1035	448	1
1051	447	1035	448	1016	2
447	1035	448	1016	443	1
1035	448	1016	443	1008	2
448	1016	443	1008	451	1
1016	443	1008	451	1055	2
443	1008	451	1055	447	1
1008	451	1055	447	1090	2
451	1055	447	1090	443	1
1055	447	1090	443	1047	2
447	1090	443	1047	451	1
1090	443	1047	451	1035	2
443	1047	451	1035	452	1
1047	451	1035	452	1004	2
451	1035	452	1004	455	1
1035	452	1004	455	1039	2
452	1004	455	1039	447	1
1004	455	1039	447	1039	2
455	1039	447	1039	451	1
1039	447	1039	451	1109	2
447	1039	451	1109	444	1
1039	451	1109	444	1113	2
451	1109	444	1113	443	1
1109	444	1113	443	1098	2
444	1113	443	1098	443	1
1113	443	1098	443	1086	2
443	1098	443	1086	447	1
1098	443	1086	447	1125	2
443	1086	447	1125	443	1
1086	447	1125	443	1121	2
447	1125	443	1121	440	1
1125	443	1121	440	389	2
443	1121	440	389	727	1
1121	440	389	727	464	2
440	389	727	464	1151	0
389	727	464	1151	444	1
727	464	1151	444	1163	2
464	1151	444	1163	444	1
1151	444	1163	444	334	2
444	1163	444	334	810	1
1163	444	334	810	447	2
444	334	810	447	1074	0
334	810	447	1074	452	1
810	447	1074	452	1101	2
447	1074	452	1101	447	1
1074	452	1101	447	1113	2
452	1101	447	1113	444	1
1101	447	1113	444	1089	2
447	1113	444	1089	452	1
1113	444	1089	452	1136	2
444	1089	452	1136	447	1
1089	452	1136	447	1101	2
452	1136	447	1101	448	1
1136	447	1101	448	1093	2
447	1101	448	1093	452	1
1101	448	1093	452	1062	2
448	1093	452	1062	447	1
1093	452	1062	447	1059	2
452	1062	447	1059	455	1
1062	447	1059	455	1202	2
447	1059	455	1202	448	1
1059	455	1202	448	338	2
455	1202	448	338	786	1
1202	448	338	786	455	2
448	338	786	455	1129	0
338	786	455	1129	447	1
786	455	1129	447	1121	2
455	1129	447	1121	444	1
1129	447	1121	444	1144	2
447	1121	444	1144	451	1
1121	444	1144	451	1167	2
444	1144	451	1167	444	1
1144	451	1167	444	1136	2
451	1167	444	1136	447	1
1167	444	1136	447	1125	2
444	1136	447	1125	451	1
1136	447	1125	451	1028	2
447	1125	451	1028	455	1
1125	451	1028	455	1035	2
451	1028	455	1035	455	1
1028	455	1035	455	1058	2
455	1035	455	1058	452	1
1035	455	1058	452	1113	2
455	1058	452	1113	447	1
1058	452	1113	447	1097	2
452	1113	447	1097	448	1
1113	447	1097	448	1089	2
447	1097	448	1089	452	1
1097	448	1089	452	1155	2
448	1089	452	1155	448	1
1089	452	1155	448	1105	2
452	1155	448	1105	451	1
1155	448	1105	451	1082	2
448	1105	451	1082	451	1
1105	451	1082	451	1086	2
451	1082	451	1086	447	1
1082	451	1086	447	1094	2
451	1086	447	1094	451	1
1086	447	1094	451	1125	2
447	1094	451	1125	447	1
1094	451	1125	447	1078	2
451	1125	447	1078	451	1
1125	447	1078	451	1074	2
447	1078	451	1074	455	1
1078	451	1074	455	1051	2
451	1074	455	1051	448	1
1074	455	1051	448	1058	2
455	1051	448	1058	455	1
1051	448	1058	455	1074	2
448	1058	455	1074	448	1
1058	455	1074	448	1058	2
455	1074	448	1058	455	1
1074	448	1058	455	1078	2
448	1058	455	1078	451	1
1058	455	1078	451	1047	2
455	1078	451	1047	448	1
1078	451	1047	448	1027	2
451	1047	448	1027	455	1
1047	448	1027	455	1054	2
448	1027	455	1054	448	1
1027	455	1054	448	1054	2
455	1054	448	1054	456	1
1054	448	1054	456	1066	2
448	1054	456	1066	447	1
1054	456	1066	447	1055	2
456	1066	447	1055	451	1
1066	447	1055	451	1047	2
447	1055	451	1047	451	1
1055	451	1047	451	985	2
451	1047	451	985	451	1
1047	451	985	451	949	2
451	985	451	949	456	1
985	451	949	456	961	2
451	949	456	961	455	1
949	456	961	455	1027	2
456	961	455	1027	448	1
961	455	1027	448	1066	2
455	1027	448	1066	451	1
1027	448	1066	451	1101	2
448	1066	451	1101	448	1
1066	451	1101	448	335	2
451	1101	448	335	770	1
1101	448	335	770	455	2
448	335	770	455	1245	0
335	770	455	1245	444	1
770	455	1245	444	1222	2
455	1245	444	1222	443	1
1245	444	1222	443	1230	2
444	1222	443	1230	443	1
1222	443	1230	443	1152	2
443	1230	443	1152	444	1
1230	443	1152	444	1105	2
443	1152	444	1105	443	1
1152	444	1105	443	1059	2
444	1105	443	1059	451	1
1105	443	1059	451	1074	2
443	1059	451	1074	444	1
1059	451	1074	444	1046	2
451	1074	444	1046	448	1
1074	444	1046	448	1043	2
444	1046	448	1043	447	1
1046	448	1043	447	1023	2
448	1043	447	1023	448	1
1043	447	1023	448	1000	2
447	1023	448	1000	451	1
1023	448	1000	451	1051	2
448	1000	451	1051	447	1
1000	451	1051	447	1039	2
451	1051	447	1039	448	1
1051	447	1039	448	1007	2
447	1039	448	1007	452	1
1039	448	1007	452	1015	2
448	1007	452	1015	452	1
1007	452	1015	452	980	2
452	1015	452	980	452	1
1015	452	980	452	996	2
452	980	452	996	455	1
980	452	996	455	1051	2
452	996	455	1051	447	1
996	455	1051	447	1035	2
455	1051	447	1035	448	1
1051	447	1035	448	1046	2
447	1035	448	1046	452	1
1035	448	1046	452	1066	2
448	1046	452	1066	443	1
1046	452	1066	443	1031	2
452	1066	443	1031	452	1
1066	443	1031	452	1043	2
443	1031	452	1043	451	1
1031	452	1043	451	1047	2
452	1043	451	1047	447	1
1043	451	1047	447	1024	2
451	1047	447	1024	451	1
1047	447	1024	451	1039	2
447	1024	451	1039	455	1
1024	451	1039	455	988	2
451	1039	455	988	452	1
1039	455	988	452	930	2
455	988	452	930	459	1
988	452	930	459	1078	2
452	930	459	1078	447	1
930	459	1078	447	1074	2
459	1078	447	1074	451	1
1078	447	1074	451	1195	2
447	1074	451	1195	447	1
1074	451	1195	447	1164	2
451	1195	447	1164	443	1
1195	447	1164	443	1078	2
447	1164	443	1078	456	1
1164	443	1078	456	1116	2
443	1078	456	1116	448	1
1078	456	1116	448	1167	2
456	1116	448	1167	444	1
1116	448	1167	444	1101	2
448	1167	444	1101	451	1
1167	444	1101	451	1144	2
444	1101	451	1144	448	1
1101	451	1144	448	1109	2
451	1144	448	1109	447	1
1144	448	1109	447	1160	2
448	1109	447	1160	447	1
1109	447	1160	447	1167	2
447	1160	447	1167	444	1
1160	447	1167	444	1140	2
447	1167	444	1140	447	1
1167	444	1140	447	1156	2
444	1140	447	1156	444	1
1140	447	1156	444	1136	2
447	1156	444	1136	440	1
1156	444	1136	440	1066	2
444	1136	440	1066	451	1
1136	440	1066	451	1051	2
440	1066	451	1051	447	1
1066	451	1051	447	1012	2
451	1051	447	1012	451	1
1051	447	1012	451	1031	2
447	1012	451	1031	452	1
1012	451	1031	452	1050	2
451	1031	452	1050	452	1
1031	452	1050	452	1003	2
452	1050	452	1003	456	1
1050	452	1003	456	1000	2
452	1003	456	1000	451	1
1003	456	1000	451	930	2
456	1000	451	930	448	1
1000	451	930	448	758	2
451	930	448	758	459	1
930	448	758	459	670	2
448	758	459	670	470	1
758	459	670	470	670	2
459	670	470	670	463	1
670	470	670	463	782	2
470	670	463	782	447	1
670	463	782	447	779	2
463	782	447	779	431	1
782	447	779	431	740	2
447	779	431	740	432	1
779	431	740	432	692	2
431	740	432	692	428	1
740	432	692	428	658	2
432	692	428	658	432	1
692	428	658	432	630	2
428	658	432	630	428	1
658	432	630	428	611	2
432	630	428	611	420	1
630	428	611	420	607	2
428	611	420	607	417	1
611	420	607	417	595	2
420	607	417	595	416	1
607	417	595	416	588	2
417	595	416	588	541	1
595	416	588	541	436	2
416	588	541	436	505	0
588	541	436	505	487	0
541	436	505	487	463	0
436	505	487	463	509	0
505	487	463	509	405	1
487	463	509	405	560	2
463	509	405	560	483	1
509	405	560	483	459	2
405	560	483	459	483	0
560	483	459	483	400	0
483	459	483	400	533	0
459	483	400	533	409	1
483	400	533	409	514	2
400	533	409	514	408	1
533	409	514	408	510	2
409	514	408	510	405	1
514	408	510	405	502	2
408	510	405	502	455	1
510	405	502	455	447	2
405	502	455	447	420	0
502	455	447	420	471	0
455	447	420	471	444	1
447	420	471	444	443	2
420	471	444	443	405	0
471	444	443	405	471	0
444	443	405	471	440	1
443	405	471	440	435	2
405	471	440	435	401	0
471	440	435	401	479	0
440	435	401	479	440	1
435	401	479	440	443	2
401	479	440	443	401	0
479	440	443	401	486	0
440	443	401	486	452	1
443	401	486	452	451	2
401	486	452	451	409	0
486	452	451	409	505	0
452	451	409	505	463	1
451	409	505	463	463	2
409	505	463	463	456	0
505	463	463	456	397	0
463	463	456	397	529	0
463	456	397	529	463	1
456	397	529	463	443	2
397	529	463	443	479	0
529	463	443	479	397	0
463	443	479	397	521	0
443	479	397	521	459	1
479	397	521	459	460	2
397	521	459	460	455	0
521	459	460	455	393	0
459	460	455	393	377	0
460	455	393	377	378	1
455	393	377	378	381	2
393	377	378	381	377	1
377	378	381	377	386	2
378	381	377	386	381	1
381	377	386	381	385	2
377	386	381	385	381	1
386	381	385	381	382	2
381	385	381	382	389	1
385	381	382	389	385	2
381	382	389	385	381	1
382	389	385	381	386	2
389	385	381	386	389	1
385	381	386	389	377	2
381	386	389	377	382	1
386	389	377	382	385	2
389	377	382	385	381	1
377	382	385	381	381	2
382	385	381	381	378	1
385	381	381	378	381	2
381	381	378	381	378	1
381	378	381	378	373	2
378	381	378	373	374	1
381	378	373	374	369	2
378	373	374	369	370	1
373	374	369	370	370	2
374	369	370	370	361	1
369	370	370	361	366	2
370	370	361	366	366	1
370	361	366	366	358	2
361	366	366	358	366	1
366	366	358	366	350	2
366	358	366	350	354	1
358	366	350	354	354	2
366	350	354	354	350	1
350	354	354	350	350	2
354	354	350	350	351	1
354	350	350	351	346	2
350	350	351	346	350	1
350	351	346	350	350	2
351	346	350	350	343	1
346	350	350	343	346	2
350	350	343	346	339	1
350	343	346	339	342	2
343	346	339	342	339	1
346	339	342	339	346	2
339	342	339	346	338	1
342	339	346	338	339	2
339	346	338	339	338	1
346	338	339	338	331	2
338	339	338	331	335	1
339	338	331	335	334	2
338	331	335	334	339	1
331	335	334	339	338	2
335	334	339	338	335	1
334	339	338	335	331	2
339	338	335	331	338	1
338	335	331	338	331	2
335	331	338	331	331	1
331	338	331	331	338	2
338	331	331	338	335	1
331	331	338	335	338	2
331	338	335	338	331	1
338	335	338	331	339	2
335	338	331	339	330	1
338	331	339	330	335	2
331	339	330	335	331	1
339	330	335	331	334	2
330	335	331	334	331	1
335	331	334	331	335	2
331	334	331	335	331	1
334	331	335	331	330	2
331	335	331	330	331	1
335	331	330	331	331	2
331	330	331	331	334	1
330	331	331	334	327	2
331	331	334	327	327	1
331	334	327	327	331	2
334	327	327	331	327	1
327	327	331	327	323	2
327	331	327	323	323	1
331	327	323	323	330	2
327	323	323	330	331	1
323	323	330	331	315	2
323	330	331	315	327	1
330	331	315	327	327	2
331	315	327	327	331	1
315	327	327	331	327	2
327	327	331	327	323	1
327	331	327	323	326	2
331	327	323	326	323	1
327	323	326	323	327	2
323	326	323	327	319	1
326	323	327	319	327	2
323	327	319	327	327	1
327	319	327	327	327	2
319	327	327	327	327	1
327	327	327	327	327	2
327	327	327	327	326	1
327	327	327	326	331	2
327	327	326	331	323	1
327	326	331	323	331	2
326	331	323	331	323	1
331	323	331	323	323	2
323	331	323	323	323	1
331	323	323	323	319	2
323	323	323	319	327	1
323	323	319	327	323	2
323	319	327	323	322	1
319	327	323	322	327	2
327	323	322	327	323	1
323	322	327	323	327	2
322	327	323	327	323	1
327	323	327	323	327	2
323	327	323	327	331	1
327	323	327	331	330	2
323	327	331	330	327	1
327	331	330	327	327	2
331	330	327	327	331	1
330	327	327	331	323	2
327	327	331	323	327	1
327	331	323	327	327	2
331	323	327	327	334	1
323	327	327	334	327	2
327	327	334	327	323	1
327	334	327	323	331	2
334	327	323	331	327	1
327	323	331	327	330	2
323	331	327	330	327	1
331	327	330	327	331	2
327	330	327	331	331	1
330	327	331	331	330	2
327	331	331	330	331	1
331	331	330	331	335	2
331	330	331	335	327	1
330	331	335	327	334	2
331	335	327	334	331	1
335	327	334	331	335	2
327	334	331	335	334	1
334	331	335	334	335	2
331	335	334	335	334	1
335	334	335	334	335	2
334	335	334	335	339	1
335	334	335	339	334	2
334	335	339	334	339	1
335	339	334	339	342	2
339	334	339	342	343	1
334	339	342	343	334	2
339	342	343	334	335	1
342	343	334	335	338	2
343	334	335	338	335	1
334	335	338	335	339	2
335	338	335	339	338	1
338	335	339	338	342	2
335	339	338	342	339	1
339	338	342	339	342	2
338	342	339	342	343	1
342	339	342	343	338	2
339	342	343	338	343	1
342	343	338	343	346	2
343	338	343	346	339	1
338	343	346	339	338	2
343	346	339	338	339	1
346	339	338	339	342	2
339	338	339	342	339	1
338	339	342	339	342	2
339	342	339	342	350	1
342	339	342	350	343	2
339	342	350	343	342	1
342	350	343	342	350	2
350	343	342	350	343	1
343	342	350	343	342	2
342	350	343	342	335	1
350	343	342	335	595	2
343	342	335	595	366	1
342	335	595	366	502	2
335	595	366	502	369	1
595	366	502	369	421	2
366	502	369	421	389	0
502	369	421	389	428	0
369	421	389	428	389	0
421	389	428	389	552	0
389	428	389	552	374	1
428	389	552	374	650	2
389	552	374	650	362	1
552	374	650	362	603	2
374	650	362	603	361	1
650	362	603	361	576	2
362	603	361	576	362	1
603	361	576	362	561	2
361	576	362	561	365	1
576	362	561	365	553	2
362	561	365	553	366	1
561	365	553	366	529	2
365	553	366	529	377	1
553	366	529	377	510	2
366	529	377	510	385	1
529	377	510	385	490	2
377	510	385	490	409	1
510	385	490	409	463	2
385	490	409	463	405	1
490	409	463	405	467	2
409	463	405	467	428	1
463	405	467	428	428	2
405	467	428	428	439	0
467	428	428	439	471	0
428	428	439	471	416	0
428	439	471	416	744	0
439	471	416	744	400	1
471	416	744	400	794	2
416	744	400	794	397	1
744	400	794	397	673	2
400	794	397	673	424	1
794	397	673	424	580	2
397	673	424	580	490	1
673	424	580	490	495	2
424	580	490	495	509	0
580	490	495	509	530	0
490	495	509	530	564	0
495	509	530	564	638	0
509	530	564	638	657	0
530	564	638	657	584	0
564	638	657	584	545	0
638	657	584	545	556	0
657	584	545	556	576	0
584	545	556	576	436	0
545	556	576	436	930	0
556	576	436	930	599	1
576	436	930	599	413	2
436	930	599	413	747	0
930	599	413	747	537	1
599	413	747	537	533	2
413	747	537	533	420	0
747	537	533	420	619	0
537	533	420	619	505	1
533	420	619	505	510	2
420	619	505	510	522	0
619	505	510	522	548	0
505	510	522	548	611	0
510	522	548	611	432	0
522	548	611	432	953	0
548	611	432	953	448	1
611	432	953	448	681	2
432	953	448	681	525	1
953	448	681	525	556	2
448	681	525	556	584	0
