index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	409	1217	1172	1077	1082	1129	1046	969	1055	1097	1101	0	6086
6	1217	1172	1077	1082	1129	1046	969	1055	1097	1101	1027	0	7132
7	1172	1077	1082	1129	1046	969	1055	1097	1101	1027	1035	0	8101
8	1077	1082	1129	1046	969	1055	1097	1101	1027	1035	1082	0	9156
9	1082	1129	1046	969	1055	1097	1101	1027	1035	1082	988	0	10253
10	1129	1046	969	1055	1097	1101	1027	1035	1082	988	1067	0	11354
11	1046	969	1055	1097	1101	1027	1035	1082	988	1067	1132	0	12381
12	969	1055	1097	1101	1027	1035	1082	988	1067	1132	1035	0	13416
13	1055	1097	1101	1027	1035	1082	988	1067	1132	1035	930	0	14498
14	1097	1101	1027	1035	1082	988	1067	1132	1035	930	988	0	15486
15	1101	1027	1035	1082	988	1067	1132	1035	930	988	1070	0	16553
16	1027	1035	1082	988	1067	1132	1035	930	988	1070	1008	0	17685
17	1035	1082	988	1067	1132	1035	930	988	1070	1008	1082	0	18720
18	1082	988	1067	1132	1035	930	988	1070	1008	1082	1214	0	19650
19	988	1067	1132	1035	930	988	1070	1008	1082	1214	1035	0	20638
20	1067	1132	1035	930	988	1070	1008	1082	1214	1035	996	0	21708
21	1132	1035	930	988	1070	1008	1082	1214	1035	996	1011	0	22716
22	1035	930	988	1070	1008	1082	1214	1035	996	1011	958	0	23798
23	930	988	1070	1008	1082	1214	1035	996	1011	958	910	0	25012
24	988	1070	1008	1082	1214	1035	996	1011	958	910	1000	0	26047
25	1070	1008	1082	1214	1035	996	1011	958	910	1000	1140	0	27043
26	1008	1082	1214	1035	996	1011	958	910	1000	1140	1117	0	28054
27	1082	1214	1035	996	1011	958	910	1000	1140	1117	996	0	29012
28	1214	1035	996	1011	958	910	1000	1140	1117	996	1070	0	29922
29	1035	996	1011	958	910	1000	1140	1117	996	1070	1156	0	30922
30	996	1011	958	910	1000	1140	1117	996	1070	1156	1101	0	32062
31	1011	958	910	1000	1140	1117	996	1070	1156	1101	1117	0	33179
32	958	910	1000	1140	1117	996	1070	1156	1101	1117	1175	0	34175
33	910	1000	1140	1117	996	1070	1156	1101	1117	1175	1163	0	35245
34	1000	1140	1117	996	1070	1156	1101	1117	1175	1163	1179	0	36401
35	1140	1117	996	1070	1156	1101	1117	1175	1163	1179	1175	0	37502
36	1117	996	1070	1156	1101	1117	1175	1163	1179	1175	1148	0	38619
37	996	1070	1156	1101	1117	1175	1163	1179	1175	1148	1199	0	39794
38	1070	1156	1101	1117	1175	1163	1179	1175	1148	1199	1003	0	40957
39	1156	1101	1117	1175	1163	1179	1175	1148	1199	1003	1160	0	42136
40	1101	1117	1175	1163	1179	1175	1148	1199	1003	1160	1167	0	43311
41	1117	1175	1163	1179	1175	1148	1199	1003	1160	1167	1094	0	44459
42	1175	1163	1179	1175	1148	1199	1003	1160	1167	1094	1007	0	45658
43	1163	1179	1175	1148	1199	1003	1160	1167	1094	1007	1036	0	46661
44	1179	1175	1148	1199	1003	1160	1167	1094	1007	1036	1093	0	47821
45	1175	1148	1199	1003	1160	1167	1094	1007	1036	1093	988	0	48988
46	1148	1199	1003	1160	1167	1094	1007	1036	1093	988	973	0	50082
