index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	420	1136	1125	1156	1124	1132	1156	1144	1156	1186	1179	0	6093
6	1136	1125	1156	1124	1132	1156	1144	1156	1186	1179	1179	0	7249
7	1125	1156	1124	1132	1156	1144	1156	1186	1179	1179	1203	0	8393
8	1156	1124	1132	1156	1144	1156	1186	1179	1179	1203	1171	0	9549
9	1124	1132	1156	1144	1156	1186	1179	1179	1203	1171	1171	0	10735
10	1132	1156	1144	1156	1186	1179	1179	1203	1171	1171	1187	0	11914
11	1156	1144	1156	1186	1179	1179	1203	1171	1171	1187	1163	0	13093
12	1144	1156	1186	1179	1179	1203	1171	1171	1187	1163	1137	0	14296
13	1156	1186	1179	1179	1203	1171	1171	1187	1163	1137	1143	0	15467
14	1186	1179	1179	1203	1171	1171	1187	1163	1137	1143	1129	0	16638
15	1179	1179	1203	1171	1171	1187	1163	1137	1143	1129	1128	0	17825
16	1179	1203	1171	1171	1187	1163	1137	1143	1129	1128	1133	0	18988
17	1203	1171	1171	1187	1163	1137	1143	1129	1128	1133	1116	0	20125
18	1171	1171	1187	1163	1137	1143	1129	1128	1133	1116	1121	0	21268
19	1171	1187	1163	1137	1143	1129	1128	1133	1116	1121	1156	0	22397
20	1187	1163	1137	1143	1129	1128	1133	1116	1121	1156	1155	0	23525
21	1163	1137	1143	1129	1128	1133	1116	1121	1156	1155	1156	0	24658
22	1137	1143	1129	1128	1133	1116	1121	1156	1155	1156	1187	0	25774
23	1143	1129	1128	1133	1116	1121	1156	1155	1156	1187	1171	0	26895
24	1129	1128	1133	1116	1121	1156	1155	1156	1187	1171	1159	0	28051
25	1128	1133	1116	1121	1156	1155	1156	1187	1171	1159	1179	0	29206
26	1133	1116	1121	1156	1155	1156	1187	1171	1159	1179	1140	0	30362
27	1116	1121	1156	1155	1156	1187	1171	1159	1179	1140	1106	0	31549
28	1121	1156	1155	1156	1187	1171	1159	1179	1140	1106	1116	0	32720
29	1156	1155	1156	1187	1171	1159	1179	1140	1106	1116	1113	0	33879
30	1155	1156	1187	1171	1159	1179	1140	1106	1116	1113	1093	0	35058
31	1156	1187	1171	1159	1179	1140	1106	1116	1113	1093	1020	0	36198
32	1187	1171	1159	1179	1140	1106	1116	1113	1093	1020	879	0	37304
33	1171	1159	1179	1140	1106	1116	1113	1093	1020	879	849	0	38420
34	1159	1179	1140	1106	1116	1113	1093	1020	879	849	844	0	39533
35	1179	1140	1106	1116	1113	1093	1020	879	849	844	848	0	40626
36	1140	1106	1116	1113	1093	1020	879	849	844	848	802	0	41646
37	1106	1116	1113	1093	1020	879	849	844	848	802	821	0	42525
38	1116	1113	1093	1020	879	849	844	848	802	821	844	0	43374
39	1113	1093	1020	879	849	844	848	802	821	844	864	0	44218
40	1093	1020	879	849	844	848	802	821	844	864	844	0	45066
41	1020	879	849	844	848	802	821	844	864	844	833	0	45868
42	879	849	844	848	802	821	844	864	844	833	852	0	46689
43	849	844	848	802	821	844	864	844	833	852	829	0	47533
44	844	848	802	821	844	864	844	833	852	829	813	0	48397
45	848	802	821	844	864	844	833	852	829	813	837	0	49241
46	802	821	844	864	844	833	852	829	813	837	863	0	50074
47	821	844	864	844	833	852	829	813	837	863	837	0	50926
48	844	864	844	833	852	829	813	837	863	837	813	0	51755
49	864	844	833	852	829	813	837	863	837	813	860	0	52568
50	844	833	852	829	813	837	863	837	813	860	876	0	53405
51	833	852	829	813	837	863	837	813	860	876	844	0	54268
52	852	829	813	837	863	837	813	860	876	844	872	0	55105
53	829	813	837	863	837	813	860	876	844	872	941	0	55918
54	813	837	863	837	813	860	876	844	872	941	919	0	56778
55	837	863	837	813	860	876	844	872	941	919	910	0	57654
56	863	837	813	860	876	844	872	941	919	910	922	0	58498
57	837	813	860	876	844	872	941	919	910	922	942	0	59370
58	813	860	876	844	872	941	919	910	922	942	922	0	60311
59	860	876	844	872	941	919	910	922	942	922	922	0	61230
60	876	844	872	941	919	910	922	942	922	922	942	0	62140
61	844	872	941	919	910	922	942	922	922	942	942	0	63062
62	872	941	919	910	922	942	922	922	942	942	879	0	64004
63	941	919	910	922	942	922	922	942	942	879	868	0	64926
64	919	910	922	942	922	922	942	942	879	868	906	0	65848
65	910	922	942	922	922	942	942	879	868	906	926	0	66790
66	922	942	922	922	942	942	879	868	906	926	880	0	67732
67	942	922	922	942	942	879	868	906	926	880	860	0	68611
68	922	922	942	942	879	868	906	926	880	860	875	0	69479
69	922	942	942	879	868	906	926	880	860	875	899	0	70385
70	942	942	879	868	906	926	880	860	875	899	856	0	71311
71	942	879	868	906	926	880	860	875	899	856	840	0	72191
72	879	868	906	926	880	860	875	899	856	840	833	0	73051
73	868	906	926	880	860	875	899	856	840	833	848	0	73926
74	906	926	880	860	875	899	856	840	833	848	829	0	74825
75	926	880	860	875	899	856	840	833	848	829	798	0	75681
76	880	860	875	899	856	840	833	848	829	798	809	0	76521
77	860	875	899	856	840	833	848	829	798	809	852	0	77354
78	875	899	856	840	833	848	829	798	809	852	829	0	78202
79	899	856	840	833	848	829	798	809	852	829	821	0	79031
80	856	840	833	848	829	798	809	852	829	821	844	0	79829
81	840	833	848	829	798	809	852	829	821	844	891	0	80638
82	833	848	829	798	809	852	829	821	844	891	849	0	81490
83	848	829	798	809	852	829	821	844	891	849	852	0	82319
84	829	798	809	852	829	821	844	891	849	852	895	0	83140
85	798	809	852	829	821	844	891	849	852	895	922	0	83984
86	809	852	829	821	844	891	849	852	895	922	891	0	84875
87	852	829	821	844	891	849	852	895	922	891	883	0	85724
88	829	821	844	891	849	852	895	922	891	883	911	0	86576
89	821	844	891	849	852	895	922	891	883	911	930	0	87471
90	844	891	849	852	895	922	891	883	911	930	848	0	88393
91	891	849	852	895	922	891	883	911	930	848	891	0	89284
92	849	852	895	922	891	883	911	930	848	891	911	0	90167
93	852	895	922	891	883	911	930	848	891	911	914	0	91078
94	895	922	891	883	911	930	848	891	911	914	852	0	92008
95	922	891	883	911	930	848	891	911	914	852	876	0	92856
96	891	883	911	930	848	891	911	914	852	876	937	0	93747
97	883	911	930	848	891	911	914	852	876	937	903	0	94658
98	911	930	848	891	911	914	852	876	937	903	887	0	95572
99	930	848	891	911	914	852	876	937	903	887	907	0	96424
100	848	891	911	914	852	876	937	903	887	907	938	0	97300
101	891	911	914	852	876	937	903	887	907	938	922	0	98237
102	911	914	852	876	937	903	887	907	938	922	902	0	99140
103	914	852	876	937	903	887	907	938	922	902	899	0	100027
104	852	876	937	903	887	907	938	922	902	899	915	0	100934
105	876	937	903	887	907	938	922	902	899	915	934	0	101872
106	937	903	887	907	938	922	902	899	915	934	898	0	102794
107	903	887	907	938	922	902	899	915	934	898	923	0	103696
108	887	907	938	922	902	899	915	934	898	923	949	0	104595
109	907	938	922	902	899	915	934	898	923	949	965	0	105510
110	938	922	902	899	915	934	898	923	949	965	918	0	106444
111	922	902	899	915	934	898	923	949	965	918	911	0	107342
112	902	899	915	934	898	923	949	965	918	911	918	0	108265
113	899	915	934	898	923	949	965	918	911	918	961	0	109214
114	915	934	898	923	949	965	918	911	918	961	918	0	110179
115	934	898	923	949	965	918	911	918	961	918	1032	0	111097
116	898	923	949	965	918	911	918	961	918	1032	1350	0	112008
117	923	949	965	918	911	918	961	918	1032	1350	1233	0	112926
118	949	965	918	911	918	961	918	1032	1350	1233	1214	0	113887
119	965	918	911	918	961	918	1032	1350	1233	1214	1168	0	114805
120	918	911	918	961	918	1032	1350	1233	1214	1168	1151	0	115837
121	911	918	961	918	1032	1350	1233	1214	1168	1151	1148	0	117187
122	918	961	918	1032	1350	1233	1214	1168	1151	1148	1125	0	118420
123	961	918	1032	1350	1233	1214	1168	1151	1148	1125	1101	0	119634
124	918	1032	1350	1233	1214	1168	1151	1148	1125	1101	1117	0	120802
125	1032	1350	1233	1214	1168	1151	1148	1125	1101	1117	1097	0	121953
126	1350	1233	1214	1168	1151	1148	1125	1101	1117	1097	1089	0	123101
127	1233	1214	1168	1151	1148	1125	1101	1117	1097	1089	1117	0	124226
128	1214	1168	1151	1148	1125	1101	1117	1097	1089	1117	1086	0	125327
129	1168	1151	1148	1125	1101	1117	1097	1089	1117	1086	1074	0	126444
130	1151	1148	1125	1101	1117	1097	1089	1117	1086	1074	1085	0	127541
131	1148	1125	1101	1117	1097	1089	1117	1086	1074	1085	895	0	128630
132	1125	1101	1117	1097	1089	1117	1086	1074	1085	895	883	0	129747
133	1101	1117	1097	1089	1117	1086	1074	1085	895	883	853	0	130833
134	1117	1097	1089	1117	1086	1074	1085	895	883	853	840	0	131907
135	1097	1089	1117	1086	1074	1085	895	883	853	840	848	0	132992
136	1089	1117	1086	1074	1085	895	883	853	840	848	872	0	133887
137	1117	1086	1074	1085	895	883	853	840	848	872	852	0	134770
138	1086	1074	1085	895	883	853	840	848	872	852	840	0	135623
139	1074	1085	895	883	853	840	848	872	852	840	876	0	136463
140	1085	895	883	853	840	848	872	852	840	876	891	0	137311
141	895	883	853	840	848	872	852	840	876	891	911	0	138183
142	883	853	840	848	872	852	840	876	891	911	852	0	139035
143	853	840	848	872	852	840	876	891	911	852	860	0	139875
144	840	848	872	852	840	876	891	911	852	860	902	0	140751
145	848	872	852	840	876	891	911	852	860	902	884	0	141642
146	872	852	840	876	891	911	852	860	902	884	844	0	142553
147	852	840	876	891	911	852	860	902	884	844	864	0	143405
148	840	876	891	911	852	860	902	884	844	864	899	0	144265
149	876	891	911	852	860	902	884	844	864	899	895	0	145167
150	891	911	852	860	902	884	844	864	899	895	879	0	146051
151	911	852	860	902	884	844	864	899	895	879	879	0	146895
152	852	860	902	884	844	864	899	895	879	879	895	0	147759
153	860	902	884	844	864	899	895	879	879	895	883	0	148658
154	902	884	844	864	899	895	879	879	895	883	822	0	149553
155	884	844	864	899	895	879	879	895	883	822	852	0	150432
156	844	864	899	895	879	879	895	883	822	852	867	0	151311
157	864	899	895	879	879	895	883	822	852	867	891	0	152206
158	899	895	879	879	895	883	822	852	867	891	818	0	153089
