index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	226	338	829	899	821	914	767	910	786	895	798	0	4027
6	338	829	899	821	914	767	910	786	895	798	1214	0	4794
7	829	899	821	914	767	910	786	895	798	1214	1047	0	5704
8	899	821	914	767	910	786	895	798	1214	1047	797	0	6490
9	821	914	767	910	786	895	798	1214	1047	797	662	0	7385
10	914	767	910	786	895	798	1214	1047	797	662	638	0	8183
11	767	910	786	895	798	1214	1047	797	662	638	638	0	9397
12	910	786	895	798	1214	1047	797	662	638	638	630	0	10444
13	786	895	798	1214	1047	797	662	638	638	630	623	0	11241
14	895	798	1214	1047	797	662	638	638	630	623	630	0	11903
15	798	1214	1047	797	662	638	638	630	623	630	627	0	12541
16	1214	1047	797	662	638	638	630	623	630	627	700	0	13179
17	1047	797	662	638	638	630	623	630	627	700	634	0	13809
18	797	662	638	638	630	623	630	627	700	634	689	0	14432
19	662	638	638	630	623	630	627	700	634	689	611	0	15062
20	638	638	630	623	630	627	700	634	689	611	829	0	15689
21	638	630	623	630	627	700	634	689	611	829	821	0	16389
22	630	623	630	627	700	634	689	611	829	821	871	0	17023
23	623	630	627	700	634	689	611	829	821	871	825	0	17712
24	630	627	700	634	689	611	829	821	871	825	868	0	18323
25	627	700	634	689	611	829	821	871	825	868	821	0	19152
26	700	634	689	611	829	821	871	825	868	821	922	0	19973
27	634	689	611	829	821	871	825	868	821	922	798	0	20844
28	689	611	829	821	871	825	868	821	922	798	891	0	21669
29	611	829	821	871	825	868	821	922	798	891	840	0	22537
30	829	821	871	825	868	821	922	798	891	840	856	0	23358
31	821	871	825	868	821	922	798	891	840	856	872	0	24280
32	871	825	868	821	922	798	891	840	856	872	844	0	25078
33	825	868	821	922	798	891	840	856	872	844	849	0	25969
34	868	821	922	798	891	840	856	872	844	849	859	0	26809
35	821	922	798	891	840	856	872	844	849	859	806	0	27665
36	922	798	891	840	856	872	844	849	859	806	1249	0	28537
37	798	891	840	856	872	844	849	859	806	1249	751	0	29381
38	891	840	856	872	844	849	859	806	1249	751	673	0	30230
39	840	856	872	844	849	859	806	1249	751	673	603	0	31089
40	856	872	844	849	859	806	1249	751	673	603	623	0	31895
41	872	844	849	859	806	1249	751	673	603	623	622	0	33144
42	844	849	859	806	1249	751	673	603	623	622	646	0	33895
43	849	859	806	1249	751	673	603	623	622	646	689	0	34568
44	859	806	1249	751	673	603	623	622	646	689	677	0	35171
45	806	1249	751	673	603	623	622	646	689	677	611	0	35794
46	1249	751	673	603	623	622	646	689	677	611	665	0	36416
47	751	673	603	623	622	646	689	677	611	665	619	0	37062
48	673	603	623	622	646	689	677	611	665	619	658	0	37751
49	603	623	622	646	689	677	611	665	619	658	622	0	38428
50	623	622	646	689	677	611	665	619	658	622	654	0	39039
51	622	646	689	677	611	665	619	658	622	654	626	0	39704
52	646	689	677	611	665	619	658	622	654	626	666	0	40323
53	689	677	611	665	619	658	622	654	626	666	622	0	40981
54	677	611	665	619	658	622	654	626	666	622	654	0	41603
55	611	665	619	658	622	654	626	666	622	654	622	0	42257
56	665	619	658	622	654	626	666	622	654	622	635	0	42883
