index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	249	1035	1140	1132	1059	1109	1155	1168	1109	1097	1124	0	5724
6	1035	1140	1132	1059	1109	1155	1168	1109	1097	1124	1074	0	6879
7	1140	1132	1059	1109	1155	1168	1109	1097	1124	1074	1020	0	8047
8	1132	1059	1109	1155	1168	1109	1097	1124	1074	1020	1101	0	9156
9	1059	1109	1155	1168	1109	1097	1124	1074	1020	1101	1097	0	10253
10	1109	1155	1168	1109	1097	1124	1074	1020	1101	1097	1066	0	11377
11	1155	1168	1109	1097	1124	1074	1020	1101	1097	1066	1105	0	12451
12	1168	1109	1097	1124	1074	1020	1101	1097	1066	1105	1121	0	13471
13	1109	1097	1124	1074	1020	1101	1097	1066	1105	1121	1090	0	14572
14	1097	1124	1074	1020	1101	1097	1066	1105	1121	1090	1070	0	15669
15	1124	1074	1020	1101	1097	1066	1105	1121	1090	1070	1093	0	16735
16	1074	1020	1101	1097	1066	1105	1121	1090	1070	1093	1109	0	17840
17	1020	1101	1097	1066	1105	1121	1090	1070	1093	1109	1074	0	18961
18	1101	1097	1066	1105	1121	1090	1070	1093	1109	1074	1054	0	20051
19	1097	1066	1105	1121	1090	1070	1093	1109	1074	1054	1074	0	21121
20	1066	1105	1121	1090	1070	1093	1109	1074	1054	1074	1105	0	22214
21	1105	1121	1090	1070	1093	1109	1074	1054	1074	1105	1059	0	23323
22	1121	1090	1070	1093	1109	1074	1054	1074	1105	1059	1011	0	24397
23	1090	1070	1093	1109	1074	1054	1074	1105	1059	1011	1055	0	25451
24	1070	1093	1109	1074	1054	1074	1105	1059	1011	1055	1105	0	26525
25	1093	1109	1074	1054	1074	1105	1059	1011	1055	1105	1066	0	27630
26	1109	1074	1054	1074	1105	1059	1011	1055	1105	1066	1035	0	28689
27	1074	1054	1074	1105	1059	1011	1055	1105	1066	1035	1082	0	29700
28	1054	1074	1105	1059	1011	1055	1105	1066	1035	1082	1097	0	30755
29	1074	1105	1059	1011	1055	1105	1066	1035	1082	1097	1043	0	31860
30	1105	1059	1011	1055	1105	1066	1035	1082	1097	1043	1031	0	32926
31	1059	1011	1055	1105	1066	1035	1082	1097	1043	1031	1066	0	33961
32	1011	1055	1105	1066	1035	1082	1097	1043	1031	1066	1066	0	35043
33	1055	1105	1066	1035	1082	1097	1043	1031	1066	1066	1000	0	36140
34	1105	1066	1035	1082	1097	1043	1031	1066	1066	1000	985	0	37183
35	1066	1035	1082	1097	1043	1031	1066	1066	1000	985	517	0	38214
36	1035	1082	1097	1043	1031	1066	1066	1000	985	517	580	0	39280
37	1082	1097	1043	1031	1066	1066	1000	985	517	580	969	0	40346
