index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	401	459	1008	467	1019	463	1008	467	1023	463	1024	1	3817
6	459	1008	467	1019	463	1008	467	1023	463	1024	455	0	4825
7	1008	467	1019	463	1008	467	1023	463	1024	455	1011	1	5292
8	467	1019	463	1008	467	1023	463	1024	455	1011	467	0	6315
9	1019	463	1008	467	1023	463	1024	455	1011	467	1028	1	6778
10	463	1008	467	1023	463	1024	455	1011	467	1028	463	0	7802
11	1008	467	1023	463	1024	455	1011	467	1028	463	957	1	8257
12	467	1023	463	1024	455	1011	467	1028	463	957	463	0	9268
13	1023	463	1024	455	1011	467	1028	463	957	463	914	1	9735
14	463	1024	455	1011	467	1028	463	957	463	914	475	0	10763
15	1024	455	1011	467	1028	463	957	463	914	475	992	1	11226
16	455	1011	467	1028	463	957	463	914	475	992	467	0	12183
17	1011	467	1028	463	957	463	914	475	992	467	1070	1	12646
18	467	1028	463	957	463	914	475	992	467	1070	463	0	13560
19	1028	463	957	463	914	475	992	467	1070	463	1156	1	14035
20	463	957	463	914	475	992	467	1070	463	1156	455	0	15027
21	957	463	914	475	992	467	1070	463	1156	455	1160	1	15494
22	463	914	475	992	467	1070	463	1156	455	1160	459	0	16564
23	914	475	992	467	1070	463	1156	455	1160	459	1113	1	17027
24	475	992	467	1070	463	1156	455	1160	459	1113	459	0	18183
25	992	467	1070	463	1156	455	1160	459	1113	459	1050	1	18638
26	467	1070	463	1156	455	1160	459	1113	459	1050	460	0	19798
27	1070	463	1156	455	1160	459	1113	459	1050	460	1054	1	20257
28	463	1156	455	1160	459	1113	459	1050	460	1054	459	0	21370
29	1156	455	1160	459	1113	459	1050	460	1054	459	1066	1	21829
30	455	1160	459	1113	459	1050	460	1054	459	1066	452	0	22879
31	1160	459	1113	459	1050	460	1054	459	1066	452	1004	1	23339
32	459	1113	459	1050	460	1054	459	1066	452	1004	459	0	24393
33	1113	459	1050	460	1054	459	1066	452	1004	459	980	1	24852
34	459	1050	460	1054	459	1066	452	1004	459	980	459	0	25918
35	1050	460	1054	459	1066	452	1004	459	980	459	973	1	26370
36	460	1054	459	1066	452	1004	459	980	459	973	463	0	27374
37	1054	459	1066	452	1004	459	980	459	973	463	1059	1	27833
38	459	1066	452	1004	459	980	459	973	463	1059	455	0	28813
39	1066	452	1004	459	980	459	973	463	1059	455	1089	1	29272
40	452	1004	459	980	459	973	463	1059	455	1089	452	0	30245
41	1004	459	980	459	973	463	1059	455	1089	452	1120	1	30708
42	459	980	459	973	463	1059	455	1089	452	1120	459	0	31767
43	980	459	973	463	1059	455	1089	452	1120	459	1140	1	32222
