index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	848	712	494	946	724	478	957	709	486	938	700	1	4241
6	712	494	946	724	478	957	709	486	938	700	498	0	5198
7	494	946	724	478	957	709	486	938	700	498	903	0	5907
8	946	724	478	957	709	486	938	700	498	903	696	1	6393
9	724	478	957	709	486	938	700	498	903	696	530	0	7331
10	478	957	709	486	938	700	498	903	696	530	898	0	8031
11	957	709	486	938	700	498	903	696	530	898	705	1	8529
12	709	486	938	700	498	903	696	530	898	705	525	0	9432
13	486	938	700	498	903	696	530	898	705	525	914	0	10128
14	938	700	498	903	696	530	898	705	525	914	720	1	10658
15	700	498	903	696	530	898	705	525	914	720	491	0	11556
16	498	903	696	530	898	705	525	914	720	491	949	0	12261
17	903	696	530	898	705	525	914	720	491	949	704	1	12786
18	696	530	898	705	525	914	720	491	949	704	490	0	13700
19	530	898	705	525	914	720	491	949	704	490	954	0	14420
20	898	705	525	914	720	491	949	704	490	954	724	1	14911
21	705	525	914	720	491	949	704	490	954	724	478	0	15860
22	525	914	720	491	949	704	490	954	724	478	957	0	16564
23	914	720	491	949	704	490	954	724	478	957	712	1	17054
24	720	491	949	704	490	954	724	478	957	712	483	0	18008
25	491	949	704	490	954	724	478	957	712	483	961	0	18732
26	949	704	490	954	724	478	957	712	483	961	712	1	19210
27	704	490	954	724	478	957	712	483	961	712	724	0	20167
28	490	954	724	478	957	712	483	961	712	724	653	0	20879
29	954	724	478	957	712	483	961	712	724	653	779	1	21362
30	724	478	957	712	483	961	712	724	653	779	727	0	22323
31	478	957	712	483	961	712	724	653	779	727	533	0	23035
32	957	712	483	961	712	724	653	779	727	533	946	0	23759
33	712	483	961	712	724	653	779	727	533	946	739	1	24412
34	483	961	712	724	653	779	727	533	946	739	475	0	25191
35	961	712	724	653	779	727	533	946	739	475	984	0	25918
36	712	724	653	779	727	533	946	739	475	984	736	1	26451
37	724	653	779	727	533	946	739	475	984	736	731	0	27397
38	653	779	727	533	946	739	475	984	736	731	588	0	28136
39	779	727	533	946	739	475	984	736	731	588	883	1	28611
40	727	533	946	739	475	984	736	731	588	883	732	0	29595
41	533	946	739	475	984	736	731	588	883	732	490	0	30331
42	946	739	475	984	736	731	588	883	732	490	969	0	31062
43	739	475	984	736	731	588	883	732	490	969	731	1	31650
44	475	984	736	731	588	883	732	490	969	731	471	0	32533
45	984	736	731	588	883	732	490	969	731	471	981	0	33265
46	736	731	588	883	732	490	969	731	471	981	716	1	33755
47	731	588	883	732	490	969	731	471	981	716	474	0	34724
48	588	883	732	490	969	731	471	981	716	474	969	0	35455
49	883	732	490	969	731	471	981	716	474	969	716	1	35926
50	732	490	969	731	471	981	716	474	969	716	479	0	36907
51	490	969	731	471	981	716	474	969	716	479	949	0	37623
52	969	731	471	981	716	474	969	716	479	949	716	1	38097
53	731	471	981	716	474	969	716	479	949	716	479	0	39066
54	471	981	716	474	969	716	479	949	716	479	949	0	39782
55	981	716	474	969	716	479	949	716	479	949	704	1	40261
56	716	474	969	716	479	949	716	479	949	704	479	0	41210
57	474	969	716	479	949	716	479	949	704	479	930	0	41926
58	969	716	479	949	716	479	949	704	479	930	704	1	42405
59	716	479	949	716	479	949	704	479	930	704	494	0	43354
60	479	949	716	479	949	704	479	930	704	494	923	0	44058
61	949	716	479	949	704	479	930	704	494	923	688	1	44537
62	716	479	949	704	479	930	704	494	923	688	518	0	45467
63	479	949	704	479	930	704	494	923	688	518	891	0	46171
64	949	704	479	930	704	494	923	688	518	891	704	1	46665
65	704	479	930	704	494	923	688	518	891	704	525	0	47588
66	479	930	704	494	923	688	518	891	704	525	884	0	48276
67	930	704	494	923	688	518	891	704	525	884	704	1	48794
68	704	494	923	688	518	891	704	525	884	704	514	0	49685
69	494	923	688	518	891	704	525	884	704	514	910	0	50389
70	923	688	518	891	704	525	884	704	514	910	700	1	50914
71	688	518	891	704	525	884	704	514	910	700	514	0	51798
72	518	891	704	525	884	704	514	910	700	514	907	0	52502
73	891	704	525	884	704	514	910	700	514	907	708	1	53016
74	704	525	884	704	514	910	700	514	907	708	513	0	53926
75	525	884	704	514	910	700	514	907	708	513	899	0	54626
76	884	704	514	910	700	514	907	708	513	899	697	1	55140
77	704	514	910	700	514	907	708	513	899	697	541	0	56047
78	514	910	700	514	907	708	513	899	697	541	883	0	56755
79	910	700	514	907	708	513	899	697	541	883	704	1	57268
80	700	514	907	708	513	899	697	541	883	704	533	0	58167
81	514	907	708	513	899	697	541	883	704	533	891	0	58864
82	907	708	513	899	697	541	883	704	533	891	712	1	59405
83	708	513	899	697	541	883	704	533	891	712	498	0	60288
84	513	899	697	541	883	704	533	891	712	498	946	0	60992
85	899	697	541	883	704	533	891	712	498	946	708	1	61525
86	697	541	883	704	533	891	712	498	946	708	490	0	62416
87	541	883	704	533	891	712	498	946	708	490	938	0	63128
88	883	704	533	891	712	498	946	708	490	938	716	1	63626
89	704	533	891	712	498	946	708	490	938	716	487	0	64572
90	533	891	712	498	946	708	490	938	716	487	941	0	65280
91	891	712	498	946	708	490	938	716	487	941	693	1	65770
92	712	498	946	708	490	938	716	487	941	693	509	0	66708
93	498	946	708	490	938	716	487	941	693	509	895	0	67424
94	946	708	490	938	716	487	941	693	509	895	697	1	67911
95	708	490	938	716	487	941	693	509	895	697	545	0	68852
96	490	938	716	487	941	693	509	895	697	545	856	0	69545
97	938	716	487	941	693	509	895	697	545	856	692	1	70054
98	716	487	941	693	509	895	697	545	856	692	557	0	70949
99	487	941	693	509	895	697	545	856	692	557	852	0	71646
100	941	693	509	895	697	545	856	692	557	852	692	1	72191
101	693	509	895	697	545	856	692	557	852	692	596	0	73047
102	509	895	697	545	856	692	557	852	692	596	805	0	73739
103	895	697	545	856	692	557	852	692	596	805	697	1	74296
104	697	545	856	692	557	852	692	596	805	697	716	0	75148
105	545	856	692	557	852	692	596	805	697	716	704	0	75840
106	856	692	557	852	692	596	805	697	716	704	720	1	76436
107	692	557	852	692	596	805	697	716	704	720	727	0	77241
108	557	852	692	596	805	697	716	704	720	727	456	0	77938
109	852	692	596	805	697	716	704	720	727	456	1004	0	78654
110	692	596	805	697	716	704	720	727	456	1004	723	0	79358
111	596	805	697	716	704	720	727	456	1004	723	467	0	80078
112	805	697	716	704	720	727	456	1004	723	467	992	0	80805
113	697	716	704	720	727	456	1004	723	467	992	724	1	81261
114	716	704	720	727	456	1004	723	467	992	724	467	0	82265
115	704	720	727	456	1004	723	467	992	724	467	977	0	82988
116	720	727	456	1004	723	467	992	724	467	977	704	1	83455
117	727	456	1004	723	467	992	724	467	977	704	479	0	84447
118	456	1004	723	467	992	724	467	977	704	479	961	0	85171
119	1004	723	467	992	724	467	977	704	479	961	712	1	85638
120	723	467	992	724	467	977	704	479	961	712	475	0	86615
121	467	992	724	467	977	704	479	961	712	475	937	0	87319
122	992	724	467	977	704	479	961	712	475	937	705	1	87798
123	724	467	977	704	479	961	712	475	937	705	482	0	88759
124	467	977	704	479	961	712	475	937	705	482	930	0	89471
125	977	704	479	961	712	475	937	705	482	930	700	1	89946
126	704	479	961	712	475	937	705	482	930	700	487	0	90883
127	479	961	712	475	937	705	482	930	700	487	934	0	91588
128	961	712	475	937	705	482	930	700	487	934	708	1	92070
129	712	475	937	705	482	930	700	487	934	708	486	0	93000
130	475	937	705	482	930	700	487	934	708	486	926	0	93700
131	937	705	482	930	700	487	934	708	486	926	697	1	94187
132	705	482	930	700	487	934	708	486	926	697	502	0	95121
133	482	930	700	487	934	708	486	926	697	502	895	0	95829
134	930	700	487	934	708	486	926	697	502	895	696	1	96315
135	700	487	934	708	486	926	697	502	895	696	522	0	97241
136	487	934	708	486	926	697	502	895	696	522	887	0	97938
137	934	708	486	926	697	502	895	696	522	887	692	1	98440
138	708	486	926	697	502	895	696	522	887	692	502	0	99335
139	486	926	697	502	895	696	522	887	692	502	919	0	100031
140	926	697	502	895	696	522	887	692	502	919	708	1	100553
141	697	502	895	696	522	887	692	502	919	708	494	0	101440
142	502	895	696	522	887	692	502	919	708	494	926	0	102132
143	895	696	522	887	692	502	919	708	494	926	712	1	102634
144	696	522	887	692	502	919	708	494	926	712	486	0	103553
145	522	887	692	502	919	708	494	926	712	486	930	0	104261
146	887	692	502	919	708	494	926	712	486	930	701	1	104755
147	692	502	919	708	494	926	712	486	930	701	498	0	105681
148	502	919	708	494	926	712	486	930	701	498	914	0	106393
149	919	708	494	926	712	486	930	701	498	914	704	1	106879
150	708	494	926	712	486	930	701	498	914	704	506	0	107809
151	494	926	712	486	930	701	498	914	704	506	899	0	108510
152	926	712	486	930	701	498	914	704	506	899	704	1	109008
153	712	486	930	701	498	914	704	506	899	704	491	0	109922
154	486	930	701	498	914	704	506	899	704	491	918	0	110626
155	930	701	498	914	704	506	899	704	491	918	696	1	111132
156	701	498	914	704	506	899	704	491	918	696	506	0	112031
157	498	914	704	506	899	704	491	918	696	506	907	0	112735
158	914	704	506	899	704	491	918	696	506	907	704	1	113226
159	704	506	899	704	491	918	696	506	907	704	506	0	114144
160	506	899	704	491	918	696	506	907	704	506	911	0	114840
161	899	704	491	918	696	506	907	704	506	911	696	1	115346
162	704	491	918	696	506	907	704	506	911	696	490	0	116253
163	491	918	696	506	907	704	506	911	696	490	930	0	116957
164	918	696	506	907	704	506	911	696	490	930	705	1	117463
165	696	506	907	704	506	911	696	490	930	705	490	0	118374
166	506	907	704	506	911	696	490	930	705	490	918	0	119070
167	907	704	506	911	696	490	930	705	490	918	697	1	119560
168	704	506	911	696	490	930	705	490	918	697	513	0	120490
169	506	911	696	490	930	705	490	918	697	513	883	0	121195
170	911	696	490	930	705	490	918	697	513	883	685	1	121685
171	696	490	930	705	490	918	697	513	883	685	530	0	122603
172	490	930	705	490	918	697	513	883	685	530	856	0	123300
173	930	705	490	918	697	513	883	685	530	856	700	1	123813
174	705	490	918	697	513	883	685	530	856	700	560	0	124696
175	490	918	697	513	883	685	530	856	700	560	876	0	125381
176	918	697	513	883	685	530	856	700	560	876	700	1	125911
177	697	513	883	685	530	856	700	560	876	700	557	0	126767
178	513	883	685	530	856	700	560	876	700	557	902	0	127467
179	883	685	530	856	700	560	876	700	557	902	728	1	128027
180	685	530	856	700	560	876	700	557	902	728	498	0	128903
181	530	856	700	560	876	700	557	902	728	498	945	0	129603
182	856	700	560	876	700	557	902	728	498	945	716	1	130160
183	700	560	876	700	557	902	728	498	945	716	483	0	131062
184	560	876	700	557	902	728	498	945	716	483	957	0	131790
185	876	700	557	902	728	498	945	716	483	957	720	1	132288
186	700	557	902	728	498	945	716	483	957	720	704	0	133233
187	557	902	728	498	945	716	483	957	720	704	728	0	133949
188	902	728	498	945	716	483	957	720	704	728	724	1	134432
189	728	498	945	716	483	957	720	704	728	724	505	0	135389
190	498	945	716	483	957	720	704	728	724	505	946	0	136109
191	945	716	483	957	720	704	728	724	505	946	720	0	136813
192	716	483	957	720	704	728	724	505	946	720	478	0	137541
193	483	957	720	704	728	724	505	946	720	478	965	0	138265
194	957	720	704	728	724	505	946	720	478	965	716	1	138770
195	720	704	728	724	505	946	720	478	965	716	483	0	139716
196	704	728	724	505	946	720	478	965	716	483	969	0	140436
197	728	724	505	946	720	478	965	716	483	969	720	1	140914
198	724	505	946	720	478	965	716	483	969	720	474	0	141879
199	505	946	720	478	965	716	483	969	720	474	965	0	142595
200	946	720	478	965	716	483	969	720	474	965	716	1	143078
201	720	478	965	716	483	969	720	474	965	716	479	0	144047
202	478	965	716	483	969	720	474	965	716	479	961	0	144767
203	965	716	483	969	720	474	965	716	479	961	720	1	145241
204	716	483	969	720	474	965	716	479	961	720	474	0	146206
205	483	969	720	474	965	716	479	961	720	474	973	0	146922
206	969	720	474	965	716	479	961	720	474	973	720	1	147401
207	720	474	965	716	479	961	720	474	973	720	728	0	148362
208	474	965	716	479	961	720	474	973	720	728	572	0	149082
209	965	716	479	961	720	474	973	720	728	572	875	1	149556
210	716	479	961	720	474	973	720	728	572	875	724	0	150529
211	479	961	720	474	973	720	728	572	875	724	494	0	151249
212	961	720	474	973	720	728	572	875	724	494	969	0	151977
213	720	474	973	720	728	572	875	724	494	969	716	1	152549
214	474	973	720	728	572	875	724	494	969	716	475	0	153424
215	973	720	728	572	875	724	494	969	716	475	972	0	154148
216	720	728	572	875	724	494	969	716	475	972	724	1	154642
217	728	572	875	724	494	969	716	475	972	724	471	0	155611
218	572	875	724	494	969	716	475	972	724	471	980	0	156327
219	875	724	494	969	716	475	972	724	471	980	720	1	156802
220	724	494	969	716	475	972	724	471	980	720	724	0	157774
221	494	969	716	475	972	724	471	980	720	724	619	0	158498
222	969	716	475	972	724	471	980	720	724	619	832	1	158969
223	716	475	972	724	471	980	720	724	619	832	720	0	159949
224	475	972	724	471	980	720	724	619	832	720	545	0	160669
225	972	724	471	980	720	724	619	832	720	545	918	0	161393
226	724	471	980	720	724	619	832	720	545	918	740	1	162012
227	471	980	720	724	619	832	720	545	918	740	478	0	162844
228	980	720	724	619	832	720	545	918	740	478	988	0	163564
229	720	724	619	832	720	545	918	740	478	988	724	1	164109
230	724	619	832	720	545	918	740	478	988	724	739	0	165027
231	619	832	720	545	918	740	478	988	724	739	623	0	165767
232	832	720	545	918	740	478	988	724	739	623	852	1	166245
233	720	545	918	740	478	988	724	739	623	852	720	0	167233
234	545	918	740	478	988	724	739	623	852	720	537	0	167957
235	918	740	478	988	724	739	623	852	720	537	938	0	168696
236	740	478	988	724	739	623	852	720	537	938	739	1	169319
237	478	988	724	739	623	852	720	537	938	739	479	0	170171
238	988	724	739	623	852	720	537	938	739	479	996	0	170891
239	724	739	623	852	720	537	938	739	479	996	731	1	171428
240	739	623	852	720	537	938	739	479	996	731	736	0	172366
241	623	852	720	537	938	739	479	996	731	736	614	0	173105
242	852	720	537	938	739	479	996	731	736	614	849	1	173584
243	720	537	938	739	479	996	731	736	614	849	723	0	174580
244	537	938	739	479	996	731	736	614	849	723	526	0	175311
245	938	739	479	996	731	736	614	849	723	526	941	0	176047
246	739	479	996	731	736	614	849	723	526	941	724	1	176661
247	479	996	731	736	614	849	723	526	941	724	483	0	177510
248	996	731	736	614	849	723	526	941	724	483	968	0	178233
249	731	736	614	849	723	526	941	724	483	968	724	1	178759
250	736	614	849	723	526	941	724	483	968	724	475	0	179700
251	614	849	723	526	941	724	483	968	724	475	961	0	180424
252	849	723	526	941	724	483	968	724	475	961	716	1	180907
253	723	526	941	724	483	968	724	475	961	716	479	0	181875
254	526	941	724	483	968	724	475	961	716	479	949	0	182599
255	941	724	483	968	724	475	961	716	479	949	700	1	183074
256	724	483	968	724	475	961	716	479	949	700	483	0	184035
257	483	968	724	475	961	716	479	949	700	483	922	0	184751
258	968	724	475	961	716	479	949	700	483	922	704	1	185230
259	724	475	961	716	479	949	700	483	922	704	510	0	186179
260	475	961	716	479	949	700	483	922	704	510	926	0	186879
261	961	716	479	949	700	483	922	704	510	926	701	1	187362
262	716	479	949	700	483	922	704	510	926	701	498	0	188284
263	479	949	700	483	922	704	510	926	701	498	941	0	188988
264	949	700	483	922	704	510	926	701	498	941	716	1	189498
265	700	483	922	704	510	926	701	498	941	716	483	0	190424
266	483	922	704	510	926	701	498	941	716	483	945	0	191125
267	922	704	510	926	701	498	941	716	483	945	716	1	191623
268	704	510	926	701	498	941	716	483	945	716	483	0	192564
269	510	926	701	498	941	716	483	945	716	483	945	0	193280
270	926	701	498	941	716	483	945	716	483	945	704	1	193763
271	701	498	941	716	483	945	716	483	945	704	483	0	194708
272	498	941	716	483	945	716	483	945	704	483	934	0	195424
273	941	716	483	945	716	483	945	704	483	934	708	1	195907
274	716	483	945	716	483	945	704	483	934	708	486	0	196852
275	483	945	716	483	945	704	483	934	708	486	926	0	197556
276	945	716	483	945	704	483	934	708	486	926	705	1	198039
277	716	483	945	704	483	934	708	486	926	705	498	0	198973
278	483	945	704	483	934	708	486	926	705	498	926	0	199681
279	945	704	483	934	708	486	926	705	498	926	696	1	200167
280	704	483	934	708	486	926	705	498	926	696	498	0	201093
281	483	934	708	486	926	705	498	926	696	498	915	0	201798
282	934	708	486	926	705	498	926	696	498	915	708	1	202296
283	708	486	926	705	498	926	696	498	915	708	510	0	203222
284	486	926	705	498	926	696	498	915	708	510	910	0	203918
285	926	705	498	926	696	498	915	708	510	910	697	1	204416
286	705	498	926	696	498	915	708	510	910	697	490	0	205331
287	498	926	696	498	915	708	510	910	697	490	922	0	206039
288	926	696	498	915	708	510	910	697	490	922	708	1	206549
289	696	498	915	708	510	910	697	490	922	708	502	0	207459
290	498	915	708	510	910	697	490	922	708	502	915	0	208156
291	915	708	510	910	697	490	922	708	502	915	704	1	208646
292	708	510	910	697	490	922	708	502	915	704	506	0	209568
293	510	910	697	490	922	708	502	915	704	506	918	0	210276
294	910	697	490	922	708	502	915	704	506	918	704	1	210778
295	697	490	922	708	502	915	704	506	918	704	506	0	211693
296	490	922	708	502	915	704	506	918	704	506	922	0	212397
297	922	708	502	915	704	506	918	704	506	922	701	1	212903
298	708	502	915	704	506	918	704	506	922	701	502	0	213821
299	502	915	704	506	918	704	506	922	701	502	941	0	214525
300	915	704	506	918	704	506	922	701	502	941	724	1	215031
301	704	506	918	704	506	922	701	502	941	724	483	0	215953
302	506	918	704	506	922	701	502	941	724	483	961	0	216654
303	918	704	506	922	701	502	941	724	483	961	704	1	217156
304	704	506	922	701	502	941	724	483	961	704	486	0	218097
305	506	922	701	502	941	724	483	961	704	486	942	0	218821
306	922	701	502	941	724	483	961	704	486	942	708	1	219304
307	701	502	941	724	483	961	704	486	942	708	486	0	220265
308	502	941	724	483	961	704	486	942	708	486	930	0	220969
309	941	724	483	961	704	486	942	708	486	930	709	1	221455
310	724	483	961	704	486	942	708	486	930	709	494	0	222397
311	483	961	704	486	942	708	486	930	709	494	934	0	223105
312	961	704	486	942	708	486	930	709	494	934	704	1	223591
313	704	486	942	708	486	930	709	494	934	704	490	0	224521
314	486	942	708	486	930	709	494	934	704	490	950	0	225230
315	942	708	486	930	709	494	934	704	490	950	688	1	225724
316	708	486	930	709	494	934	704	490	950	688	510	0	226658
317	486	930	709	494	934	704	490	950	688	510	895	0	227362
318	930	709	494	934	704	490	950	688	510	895	696	1	227852
319	709	494	934	704	490	950	688	510	895	696	530	0	228802
320	494	934	704	490	950	688	510	895	696	530	867	0	229490
321	934	704	490	950	688	510	895	696	530	867	681	1	230000
322	704	490	950	688	510	895	696	530	867	681	572	0	230895
323	490	950	688	510	895	696	530	867	681	572	813	0	231591
324	950	688	510	895	696	530	867	681	572	813	709	1	232121
325	688	510	895	696	530	867	681	572	813	709	548	0	232988
326	510	895	696	530	867	681	572	813	709	548	884	0	233669
327	895	696	530	867	681	572	813	709	548	884	712	1	234241
328	696	530	867	681	572	813	709	548	884	712	533	0	235054
329	530	867	681	572	813	709	548	884	712	533	887	0	235763
330	867	681	572	813	709	548	884	712	533	887	704	1	236311
331	681	572	813	709	548	884	712	533	887	704	522	0	237195
332	572	813	709	548	884	712	533	887	704	522	902	0	237907
333	813	709	548	884	712	533	887	704	522	902	712	1	238440
334	709	548	884	712	533	887	704	522	902	712	522	0	239327
335	548	884	712	533	887	704	522	902	712	522	914	0	240031
336	884	712	533	887	704	522	902	712	522	914	712	1	240553
337	712	533	887	704	522	902	712	522	914	712	510	0	241455
338	533	887	704	522	902	712	522	914	712	510	907	0	242167
339	887	704	522	902	712	522	914	712	510	907	712	1	242689
340	704	522	902	712	522	914	712	510	907	712	505	0	243603
341	522	902	712	522	914	712	510	907	712	505	926	0	244315
342	902	712	522	914	712	510	907	712	505	926	713	1	244825
343	712	522	914	712	510	907	712	505	926	713	490	0	245732
344	522	914	712	510	907	712	505	926	713	490	938	0	246444
345	914	712	510	907	712	505	926	713	490	938	708	1	246949
346	712	510	907	712	505	926	713	490	938	708	490	0	247875
347	510	907	712	505	926	713	490	938	708	490	926	0	248588
348	907	712	505	926	713	490	938	708	490	926	712	1	249078
349	712	505	926	713	490	938	708	490	926	712	490	0	250016
350	505	926	713	490	938	708	490	926	712	490	930	0	250724
351	926	713	490	938	708	490	926	712	490	930	705	1	251214
352	713	490	938	708	490	926	712	490	930	705	502	0	252140
353	490	938	708	490	926	712	490	930	705	502	902	0	252852
354	938	708	490	926	712	490	930	705	502	902	705	1	253342
355	708	490	926	712	490	930	705	502	902	705	517	0	254272
356	490	926	712	490	930	705	502	902	705	517	899	0	254977
357	926	712	490	930	705	502	902	705	517	899	696	1	255479
358	712	490	930	705	502	902	705	517	899	696	530	0	256381
359	490	930	705	502	902	705	517	899	696	530	895	0	257086
360	930	705	502	902	705	517	899	696	530	895	696	1	257603
361	705	502	902	705	517	899	696	530	895	696	533	0	258502
362	502	902	705	517	899	696	530	895	696	533	872	0	259198
363	902	705	517	899	696	530	895	696	533	872	704	1	259728
