index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	327	1078	455	1058	456	1027	459	1000	447	985	451	0	4401
6	1078	455	1058	456	1027	459	1000	447	985	451	973	1	4860
7	455	1058	456	1027	459	1000	447	985	451	973	455	0	5860
8	1058	456	1027	459	1000	447	985	451	973	455	954	1	6307
9	456	1027	459	1000	447	985	451	973	455	954	451	0	7292
10	1027	459	1000	447	985	451	973	455	954	451	957	1	7743
11	459	1000	447	985	451	973	455	954	451	957	455	0	8716
12	1000	447	985	451	973	455	954	451	957	455	985	1	9171
13	447	985	451	973	455	954	451	957	455	985	459	0	10125
14	985	451	973	455	954	451	957	455	985	459	1015	1	10576
15	451	973	455	954	451	957	455	985	459	1015	456	0	11533
16	973	455	954	451	957	455	985	459	1015	456	1031	1	11988
17	455	954	451	957	455	985	459	1015	456	1031	459	0	12973
18	954	451	957	455	985	459	1015	456	1031	459	1031	1	13432
19	451	957	455	985	459	1015	456	1031	459	1031	451	0	14447
20	957	455	985	459	1015	456	1031	459	1031	451	1028	1	14903
21	455	985	459	1015	456	1031	459	1031	451	1028	451	0	15934
22	985	459	1015	456	1031	459	1031	451	1028	451	1062	1	16393
23	459	1015	456	1031	459	1031	451	1028	451	1062	452	0	17424
24	1015	456	1031	459	1031	451	1028	451	1062	452	1031	1	17875
25	456	1031	459	1031	451	1028	451	1062	452	1031	447	0	18903
26	1031	459	1031	451	1028	451	1062	452	1031	447	1028	1	19354
27	459	1031	451	1028	451	1062	452	1031	447	1028	447	0	20416
28	1031	451	1028	451	1062	452	1031	447	1028	447	1027	1	20868
29	451	1028	451	1062	452	1031	447	1028	447	1027	456	0	21899
30	1028	451	1062	452	1031	447	1028	447	1027	456	1027	1	22346
31	451	1062	452	1031	447	1028	447	1027	456	1027	463	0	23374
32	1062	452	1031	447	1028	447	1027	456	1027	463	1000	1	23821
33	452	1031	447	1028	447	1027	456	1027	463	1000	478	0	24848
34	1031	447	1028	447	1027	456	1027	463	1000	478	993	1	25304
35	447	1028	447	1027	456	1027	463	1000	478	993	459	0	26331
36	1028	447	1027	456	1027	463	1000	478	993	459	1015	1	26794
37	447	1027	456	1027	463	1000	478	993	459	1015	448	0	27794
38	1027	456	1027	463	1000	478	993	459	1015	448	1027	1	28272
39	456	1027	463	1000	478	993	459	1015	448	1027	455	0	29265
40	1027	463	1000	478	993	459	1015	448	1027	455	1012	1	29724
41	463	1000	478	993	459	1015	448	1027	455	1012	455	0	30739
42	1000	478	993	459	1015	448	1027	455	1012	455	1074	1	31187
43	478	993	459	1015	448	1027	455	1012	455	1074	459	0	32214
44	993	459	1015	448	1027	455	1012	455	1074	459	1086	1	32669
45	459	1015	448	1027	455	1012	455	1074	459	1086	463	0	33681
46	1015	448	1027	455	1012	455	1074	459	1086	463	1082	1	34136
47	448	1027	455	1012	455	1074	459	1086	463	1082	447	0	35210
48	1027	455	1012	455	1074	459	1086	463	1082	447	1082	1	35669
49	455	1012	455	1074	459	1086	463	1082	447	1082	455	0	36755
50	1012	455	1074	459	1086	463	1082	447	1082	455	1078	1	37218
51	455	1074	459	1086	463	1082	447	1082	455	1078	459	0	38300
52	1074	459	1086	463	1082	447	1082	455	1078	459	1051	1	38747
53	459	1086	463	1082	447	1082	455	1078	459	1051	455	0	39829
54	1086	463	1082	447	1082	455	1078	459	1051	455	1000	1	40284
55	463	1082	447	1082	455	1078	459	1051	455	1000	455	0	41362
56	1082	447	1082	455	1078	459	1051	455	1000	455	1043	1	41821
57	447	1082	455	1078	459	1051	455	1000	455	1043	455	0	42872
58	1082	455	1078	459	1051	455	1000	455	1043	455	1012	1	43327
59	455	1078	459	1051	455	1000	455	1043	455	1012	463	0	44327
60	1078	459	1051	455	1000	455	1043	455	1012	463	988	1	44782
61	459	1051	455	1000	455	1043	455	1012	463	988	455	0	45825
62	1051	455	1000	455	1043	455	1012	463	988	455	969	1	46280
63	455	1000	455	1043	455	1012	463	988	455	969	456	0	47292
64	1000	455	1043	455	1012	463	988	455	969	456	965	1	47755
65	455	1043	455	1012	463	988	455	969	456	965	451	0	48743
66	1043	455	1012	463	988	455	969	456	965	451	969	1	49198
67	455	1012	463	988	455	969	456	965	451	969	447	0	50167
68	1012	463	988	455	969	456	965	451	969	447	992	1	50623
69	463	988	455	969	456	965	451	969	447	992	448	0	51588
70	988	455	969	456	965	451	969	447	992	448	1000	1	52039
