index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	233	989	1011	1000	1020	1031	1000	1027	989	968	981	0	5284
6	989	1011	1000	1020	1031	1000	1027	989	968	981	537	0	6284
7	1011	1000	1020	1031	1000	1027	989	968	981	537	1183	0	7311
8	1000	1020	1031	1000	1027	989	968	981	537	1183	973	0	8300
9	1020	1031	1000	1027	989	968	981	537	1183	973	953	0	9268
10	1031	1000	1027	989	968	981	537	1183	973	953	957	0	10249
11	1000	1027	989	968	981	537	1183	973	953	957	965	1	10786
12	1027	989	968	981	537	1183	973	953	957	965	1051	0	11969
13	989	968	981	537	1183	973	953	957	965	1051	1101	0	12942
14	968	981	537	1183	973	953	957	965	1051	1101	1074	0	13895
15	981	537	1183	973	953	957	965	1051	1101	1074	1097	0	14852
16	537	1183	973	953	957	965	1051	1101	1074	1097	1035	0	15817
17	1183	973	953	957	965	1051	1101	1074	1097	1035	1008	0	16868
18	973	953	957	965	1051	1101	1074	1097	1035	1008	1008	0	17969
19	953	957	965	1051	1101	1074	1097	1035	1008	1008	984	0	19043
20	957	965	1051	1101	1074	1097	1035	1008	1008	984	957	0	20140
21	965	1051	1101	1074	1097	1035	1008	1008	984	957	1000	0	21175
22	1051	1101	1074	1097	1035	1008	1008	984	957	1000	1004	0	22183
23	1101	1074	1097	1035	1008	1008	984	957	1000	1004	537	0	23191
24	1074	1097	1035	1008	1008	984	957	1000	1004	537	1218	0	24175
25	1097	1035	1008	1008	984	957	1000	1004	537	1218	1000	0	25132
26	1035	1008	1008	984	957	1000	1004	537	1218	1000	965	0	26132
27	1008	1008	984	957	1000	1004	537	1218	1000	965	957	0	27136
28	1008	984	957	1000	1004	537	1218	1000	965	957	1020	1	27673
29	984	957	1000	1004	537	1218	1000	965	957	1020	1101	0	28891
30	957	1000	1004	537	1218	1000	965	957	1020	1101	1124	0	29891
31	1000	1004	537	1218	1000	965	957	1020	1101	1124	1175	0	30856
32	1004	537	1218	1000	965	957	1020	1101	1124	1175	1098	0	31813
33	537	1218	1000	965	957	1020	1101	1124	1175	1098	1023	0	32833
34	1218	1000	965	957	1020	1101	1124	1175	1098	1023	1043	0	33934
35	1000	965	957	1020	1101	1124	1175	1098	1023	1043	1012	0	35058
36	965	957	1020	1101	1124	1175	1098	1023	1043	1012	992	0	36233
37	957	1020	1101	1124	1175	1098	1023	1043	1012	992	556	0	37331
38	1020	1101	1124	1175	1098	1023	1043	1012	992	556	1273	0	38354
39	1101	1124	1175	1098	1023	1043	1012	992	556	1273	1027	0	39397
40	1124	1175	1098	1023	1043	1012	992	556	1273	1027	984	0	40409
41	1175	1098	1023	1043	1012	992	556	1273	1027	984	533	0	41401
42	1098	1023	1043	1012	992	556	1273	1027	984	533	1222	1	41957
43	1023	1043	1012	992	556	1273	1027	984	533	1222	973	0	43230
44	1043	1012	992	556	1273	1027	984	533	1222	973	957	0	44257
45	1012	992	556	1273	1027	984	533	1222	973	957	1023	0	45241
46	992	556	1273	1027	984	533	1222	973	957	1023	1094	1	45774
47	556	1273	1027	984	533	1222	973	957	1023	1094	1198	0	46996
48	1273	1027	984	533	1222	973	957	1023	1094	1198	1288	0	47969
49	1027	984	533	1222	973	957	1023	1094	1198	1288	1187	0	48926
50	984	533	1222	973	957	1023	1094	1198	1288	1187	1082	0	49949
51	533	1222	973	957	1023	1094	1198	1288	1187	1082	1035	0	51043
52	1222	973	957	1023	1094	1198	1288	1187	1082	1035	988	0	52241
53	973	957	1023	1094	1198	1288	1187	1082	1035	988	984	0	53529
54	957	1023	1094	1198	1288	1187	1082	1035	988	984	1032	0	54716
55	1023	1094	1198	1288	1187	1082	1035	988	984	1032	1054	0	55798
56	1094	1198	1288	1187	1082	1035	988	984	1032	1054	1039	0	56833
57	1198	1288	1187	1082	1035	988	984	1032	1054	1039	1078	0	57821
58	1288	1187	1082	1035	988	984	1032	1054	1039	1078	1046	0	58805
59	1187	1082	1035	988	984	1032	1054	1039	1078	1046	1032	0	59837
60	1082	1035	988	984	1032	1054	1039	1078	1046	1032	1062	0	60891
61	1035	988	984	1032	1054	1039	1078	1046	1032	1062	1023	0	61930
62	988	984	1032	1054	1039	1078	1046	1032	1062	1023	996	0	63008
63	984	1032	1054	1039	1078	1046	1032	1062	1023	996	537	0	64054
64	1032	1054	1039	1078	1046	1032	1062	1023	996	537	1230	0	65086
65	1054	1039	1078	1046	1032	1062	1023	996	537	1230	1004	0	66148
66	1039	1078	1046	1032	1062	1023	996	537	1230	1004	969	0	67171
67	1078	1046	1032	1062	1023	996	537	1230	1004	969	1023	0	68167
68	1046	1032	1062	1023	996	537	1230	1004	969	1023	1070	1	68704
69	1032	1062	1023	996	537	1230	1004	969	1023	1070	1086	0	69934
70	1062	1023	996	537	1230	1004	969	1023	1070	1086	1140	0	70938
71	1023	996	537	1230	1004	969	1023	1070	1086	1140	1136	0	71907
72	996	537	1230	1004	969	1023	1070	1086	1140	1136	1082	0	72930
73	537	1230	1004	969	1023	1070	1086	1140	1136	1082	1097	0	74000
74	1230	1004	969	1023	1070	1086	1140	1136	1082	1097	1058	0	75086
75	1004	969	1023	1070	1086	1140	1136	1082	1097	1058	1016	0	76226
76	969	1023	1070	1086	1140	1136	1082	1097	1058	1016	1050	0	77362
77	1023	1070	1086	1140	1136	1082	1097	1058	1016	1050	1047	0	78444
78	1070	1086	1140	1136	1082	1097	1058	1016	1050	1047	1051	0	79541
