index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	724	591	607	596	603	607	618	428	759	494	794	0	3728
6	591	607	596	603	607	618	428	759	494	794	630	0	4346
7	607	596	603	607	618	428	759	494	794	630	619	1	4774
8	596	603	607	618	428	759	494	794	630	619	591	0	5533
9	603	607	618	428	759	494	794	630	619	591	588	1	6027
10	607	618	428	759	494	794	630	619	591	588	576	0	6821
11	618	428	759	494	794	630	619	591	588	576	595	0	7451
12	428	759	494	794	630	619	591	588	576	595	599	0	8070
13	759	494	794	630	619	591	588	576	595	599	604	0	8661
14	494	794	630	619	591	588	576	595	599	604	610	0	9249
15	794	630	619	591	588	576	595	599	604	610	557	0	9825
16	630	619	591	588	576	595	599	604	610	557	677	0	10420
17	619	591	588	576	595	599	604	610	557	677	607	0	11019
18	591	588	576	595	599	604	610	557	677	607	611	0	11623
19	588	576	595	599	604	610	557	677	607	611	603	0	12233
20	576	595	599	604	610	557	677	607	611	603	416	1	12790
21	595	599	604	610	557	677	607	611	603	416	654	0	13467
22	599	604	610	557	677	607	611	603	416	654	700	0	14074
23	604	610	557	677	607	611	603	416	654	700	611	0	14685
24	610	557	677	607	611	603	416	654	700	611	627	0	15288
25	557	677	607	611	603	416	654	700	611	627	622	1	15704
26	677	607	611	603	416	654	700	611	627	622	627	0	16358
27	607	611	603	416	654	700	611	627	622	627	657	0	17058
28	611	603	416	654	700	611	627	622	627	657	662	0	17669
29	603	416	654	700	611	627	622	627	657	662	669	0	18296
30	416	654	700	611	627	622	627	657	662	669	665	0	18918
31	654	700	611	627	622	627	657	662	669	665	674	0	19545
32	700	611	627	622	627	657	662	669	665	674	688	0	20202
33	611	627	622	627	657	662	669	665	674	688	681	0	20864
34	627	622	627	657	662	669	665	674	688	681	693	0	21533
35	622	627	657	662	669	665	674	688	681	693	692	0	22198
36	627	657	662	669	665	674	688	681	693	692	697	0	22872
37	657	662	669	665	674	688	681	693	692	697	696	0	23560
38	662	669	665	674	688	681	693	692	697	696	693	0	24241
39	669	665	674	688	681	693	692	697	696	693	700	0	24934
40	665	674	688	681	693	692	697	696	693	700	685	0	25626
41	674	688	681	693	692	697	696	693	700	685	693	0	26323
42	688	681	693	692	697	696	693	700	685	693	677	0	27019
43	681	693	692	697	696	693	700	685	693	677	677	0	27712
44	693	692	697	696	693	700	685	693	677	677	673	0	28412
45	692	697	696	693	700	685	693	677	677	673	654	0	29097
46	697	696	693	700	685	693	677	677	673	654	657	0	29790
47	696	693	700	685	693	677	677	673	654	657	662	0	30467
48	693	700	685	693	677	677	673	654	657	662	661	0	31144
49	700	685	693	677	677	673	654	657	662	661	658	0	31817
50	685	693	677	677	673	654	657	662	661	658	646	0	32471
51	693	677	677	673	654	657	662	661	658	646	654	0	33128
52	677	677	673	654	657	662	661	658	646	654	680	0	33790
53	677	673	654	657	662	661	658	646	654	680	685	0	34451
54	673	654	657	662	661	658	646	654	680	685	673	0	35109
55	654	657	662	661	658	646	654	680	685	673	689	0	35755
56	657	662	661	658	646	654	680	685	673	689	685	0	36409
57	662	661	658	646	654	680	685	673	689	685	685	0	37089
58	661	658	646	654	680	685	673	689	685	685	685	0	37774
59	658	646	654	680	685	673	689	685	685	685	677	0	38447
60	646	654	680	685	673	689	685	685	685	677	669	0	39136
61	654	680	685	673	689	685	685	685	677	669	661	0	39821
62	680	685	673	689	685	685	685	677	669	661	674	0	40506
63	685	673	689	685	685	685	677	669	661	674	681	0	41191
64	673	689	685	685	685	677	669	661	674	681	677	0	41868
65	689	685	685	685	677	669	661	674	681	677	665	0	42537
66	685	685	685	677	669	661	674	681	677	665	665	0	43198
67	685	685	677	669	661	674	681	677	665	665	654	0	43872
68	685	677	669	661	674	681	677	665	665	654	650	0	44553
69	677	669	661	674	681	677	665	665	654	650	654	0	45230
70	669	661	674	681	677	665	665	654	650	654	638	0	45895
71	661	674	681	677	665	665	654	650	654	638	638	0	46560
72	674	681	677	665	665	654	650	654	638	638	634	0	47214
73	681	677	665	665	654	650	654	638	638	634	623	0	47864
74	677	665	665	654	650	654	638	638	634	623	638	0	48518
75	665	665	654	650	654	638	638	634	623	638	642	0	49156
76	665	654	650	654	638	638	634	623	638	642	650	0	49794
77	654	650	654	638	638	634	623	638	642	650	653	0	50428
78	650	654	638	638	634	623	638	642	650	653	631	0	51051
79	654	638	638	634	623	638	642	650	653	631	638	0	51689
80	638	638	634	623	638	642	650	653	631	638	626	0	52331
81	638	634	623	638	642	650	653	631	638	626	522	0	52981
82	634	623	638	642	650	653	631	638	626	522	521	0	53634
83	623	638	642	650	653	631	638	626	522	521	825	0	54265
84	638	642	650	653	631	638	626	522	521	825	611	0	54903
85	642	650	653	631	638	626	522	521	825	611	599	0	55529
86	650	653	631	638	626	522	521	825	611	599	607	0	56051
87	653	631	638	626	522	521	825	611	599	607	603	1	56572
88	631	638	626	522	521	825	611	599	607	603	603	0	57397
89	638	626	522	521	825	611	599	607	603	603	615	0	58008
90	626	522	521	825	611	599	607	603	603	615	603	0	58607
91	522	521	825	611	599	607	603	603	615	603	525	0	59214
92	521	825	611	599	607	603	603	615	603	525	701	0	59817
93	825	611	599	607	603	603	615	603	525	701	618	0	60420
94	611	599	607	603	603	615	603	525	701	618	518	0	61035
95	599	607	603	603	615	603	525	701	618	518	716	0	61638
