index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	257	513	790	514	661	390	770	580	572	579	421	1	3125
6	513	790	514	661	390	770	580	572	579	421	731	0	3895
7	790	514	661	390	770	580	572	579	421	731	572	0	4475
8	514	661	390	770	580	572	579	421	731	572	568	0	5047
9	661	390	770	580	572	579	421	731	572	568	568	0	5626
10	390	770	580	572	579	421	731	572	568	568	580	1	6047
11	770	580	572	579	421	731	572	568	568	580	580	0	6778
12	580	572	579	421	731	572	568	568	580	580	591	0	7350
13	572	579	421	731	572	568	568	580	580	591	603	0	7918
14	579	421	731	572	568	568	580	580	591	603	604	0	8486
15	421	731	572	568	568	580	580	591	603	604	599	0	9066
16	731	572	568	568	580	580	591	603	604	599	443	0	9646
17	572	568	568	580	580	591	603	604	599	443	747	0	10237
18	568	568	580	580	591	603	604	599	443	747	596	0	10840
19	568	580	580	591	603	604	599	443	747	596	599	0	11444
20	580	580	591	603	604	599	443	747	596	599	405	0	12043
21	580	591	603	604	599	443	747	596	599	405	801	1	12486
22	591	603	604	599	443	747	596	599	405	801	607	0	13233
23	603	604	599	443	747	596	599	405	801	607	607	0	13829
24	604	599	443	747	596	599	405	801	607	607	623	0	14428
25	599	443	747	596	599	405	801	607	607	623	618	1	14833
26	443	747	596	599	405	801	607	607	623	618	627	0	15634
27	747	596	599	405	801	607	607	623	618	627	630	0	16241
28	596	599	405	801	607	607	623	618	627	630	638	0	16848
29	599	405	801	607	607	623	618	627	630	638	530	0	17471
30	405	801	607	607	623	618	627	630	638	530	809	0	18089
31	801	607	607	623	618	627	630	638	530	809	642	0	18716
32	607	607	623	618	627	630	638	530	809	642	642	0	19346
33	607	623	618	627	630	638	530	809	642	642	634	0	19984
34	623	618	627	630	638	530	809	642	642	634	631	1	20514
35	618	627	630	638	530	809	642	642	634	631	634	0	21323
36	627	630	638	530	809	642	642	634	631	634	638	0	21965
37	630	638	530	809	642	642	634	631	634	638	623	0	22607
38	638	530	809	642	642	634	631	634	638	623	626	0	23241
39	530	809	642	642	634	631	634	638	623	626	619	0	23872
40	809	642	642	634	631	634	638	623	626	619	397	0	24506
41	642	642	634	631	634	638	623	626	619	397	867	0	25144
42	642	634	631	634	638	623	626	619	397	867	623	0	25767
43	634	631	634	638	623	626	619	397	867	623	494	0	26393
44	631	634	638	623	626	619	397	867	623	494	747	0	27012
45	634	638	623	626	619	397	867	623	494	747	510	1	27409
46	638	623	626	619	397	867	623	494	747	510	739	0	28276
47	623	626	619	397	867	623	494	747	510	739	619	0	28899
48	626	619	397	867	623	494	747	510	739	619	634	1	29393
49	619	397	867	623	494	747	510	739	619	634	634	0	30140
50	397	867	623	494	747	510	739	619	634	634	646	1	30650
51	867	623	494	747	510	739	619	634	634	646	642	0	31389
52	623	494	747	510	739	619	634	634	646	642	646	0	32008
53	494	747	510	739	619	634	634	646	642	646	646	0	32642
54	747	510	739	619	634	634	646	642	646	646	405	0	33276
55	510	739	619	634	634	646	642	646	646	405	918	0	33922
56	739	619	634	634	646	642	646	646	405	918	654	0	34564
57	619	634	634	646	642	646	646	405	918	654	657	0	35210
58	634	634	646	642	646	646	405	918	654	657	658	0	35856
59	634	646	642	646	646	405	918	654	657	658	654	1	36261
60	646	642	646	646	405	918	654	657	658	654	521	0	37179
61	642	646	646	405	918	654	657	658	654	521	432	0	37833
62	646	646	405	918	654	657	658	654	521	432	996	0	38490
