index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	634	708	522	1015	674	638	529	825	638	630	541	0	4191
6	708	522	1015	674	638	529	825	638	630	541	852	1	4720
7	522	1015	674	638	529	825	638	630	541	852	658	0	5545
8	1015	674	638	529	825	638	630	541	852	658	681	0	6183
9	674	638	529	825	638	630	541	852	658	681	587	0	6813
10	638	529	825	638	630	541	852	658	681	587	833	1	7354
11	529	825	638	630	541	852	658	681	587	833	677	0	8206
12	825	638	630	541	852	658	681	587	833	677	700	0	8864
13	638	630	541	852	658	681	587	833	677	700	483	0	9545
14	630	541	852	658	681	587	833	677	700	483	918	1	10132
15	541	852	658	681	587	833	677	700	483	918	650	0	10965
16	852	658	681	587	833	677	700	483	918	650	623	0	11642
17	658	681	587	833	677	700	483	918	650	623	614	0	12342
18	681	587	833	677	700	483	918	650	623	614	440	1	12825
19	587	833	677	700	483	918	650	623	614	440	786	0	13743
20	833	677	700	483	918	650	623	614	440	786	603	0	14393
21	677	700	483	918	650	623	614	440	786	603	634	0	15016
22	700	483	918	650	623	614	440	786	603	634	553	0	15630
23	483	918	650	623	614	440	786	603	634	553	759	1	16070
24	918	650	623	614	440	786	603	634	553	759	630	0	16856
25	650	623	614	440	786	603	634	553	759	630	658	0	17459
26	623	614	440	786	603	634	553	759	630	658	525	0	18093
27	614	440	786	603	634	553	759	630	658	525	879	1	18646
28	440	786	603	634	553	759	630	658	525	879	673	0	19405
29	786	603	634	553	759	630	658	525	879	673	681	0	20035
30	603	634	553	759	630	658	525	879	673	681	638	0	20693
31	634	553	759	630	658	525	879	673	681	638	390	1	21218
32	553	759	630	658	525	879	673	681	638	390	926	0	22097
33	759	630	658	525	879	673	681	638	390	926	634	0	22770
34	630	658	525	879	673	681	638	390	926	634	638	0	23451
35	658	525	879	673	681	638	390	926	634	638	506	0	24089
36	525	879	673	681	638	390	926	634	638	506	728	1	24479
37	879	673	681	638	390	926	634	638	506	728	599	0	25405
38	673	681	638	390	926	634	638	506	728	599	622	0	26039
39	681	638	390	926	634	638	506	728	599	622	533	0	26677
40	638	390	926	634	638	506	728	599	622	533	740	1	27183
41	390	926	634	638	506	728	599	622	533	740	591	0	27911
42	926	634	638	506	728	599	622	533	740	591	607	0	28510
43	634	638	506	728	599	622	533	740	591	607	572	0	29132
44	638	506	728	599	622	533	740	591	607	572	646	1	29665
45	506	728	599	622	533	740	591	607	572	646	584	0	30405
46	728	599	622	533	740	591	607	572	646	584	611	0	30996
47	599	622	533	740	591	607	572	646	584	611	661	0	31603
48	622	533	740	591	607	572	646	584	611	661	658	1	32175
49	533	740	591	607	572	646	584	611	661	658	673	0	32821
50	740	591	607	572	646	584	611	661	658	673	653	0	33405
51	591	607	572	646	584	611	661	658	673	653	639	0	34016
52	607	572	646	584	611	661	658	673	653	639	630	0	34677
53	572	646	584	611	661	658	673	653	639	630	611	0	35335
54	646	584	611	661	658	673	653	639	630	611	599	0	36008
55	584	611	661	658	673	653	639	630	611	599	580	0	36661
56	611	661	658	673	653	639	630	611	599	580	584	0	37300
57	661	658	673	653	639	630	611	599	580	584	591	0	37930
58	658	673	653	639	630	611	599	580	584	591	521	0	38541
59	673	653	639	630	611	599	580	584	591	521	736	0	39140
60	653	639	630	611	599	580	584	591	521	736	599	0	39720
61	639	630	611	599	580	584	591	521	736	599	611	0	40304
62	630	611	599	580	584	591	521	736	599	611	494	0	40895
63	611	599	580	584	591	521	736	599	611	494	669	1	41416
64	599	580	584	591	521	736	599	611	494	669	561	0	42152
65	580	584	591	521	736	599	611	494	669	561	556	0	42751
66	584	591	521	736	599	611	494	669	561	556	572	0	43362
67	591	521	736	599	611	494	669	561	556	572	661	1	43856
68	521	736	599	611	494	669	561	556	572	661	705	0	44525
69	736	599	611	494	669	561	556	572	661	705	720	0	45086
70	599	611	494	669	561	556	572	661	705	720	766	0	45642
71	611	494	669	561	556	572	661	705	720	766	518	0	46214
72	494	669	561	556	572	661	705	720	766	518	984	0	46875
73	669	561	556	572	661	705	720	766	518	984	642	0	47580
74	561	556	572	661	705	720	766	518	984	642	646	0	48300
