index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	712	401	933	615	413	790	626	416	767	587	592	0	3946
6	401	933	615	413	790	626	416	767	587	592	405	0	4572
7	933	615	413	790	626	416	767	587	592	405	879	1	4988
8	615	413	790	626	416	767	587	592	405	879	700	0	5755
9	413	790	626	416	767	587	592	405	879	700	424	0	6342
10	790	626	416	767	587	592	405	879	700	424	934	0	6934
11	626	416	767	587	592	405	879	700	424	934	646	1	7339
12	416	767	587	592	405	879	700	424	934	646	417	0	8218
13	767	587	592	405	879	700	424	934	646	417	844	0	8918
14	587	592	405	879	700	424	934	646	417	844	607	1	9342
15	592	405	879	700	424	934	646	417	844	607	580	0	10276
16	405	879	700	424	934	646	417	844	607	580	404	0	10922
17	879	700	424	934	646	417	844	607	580	404	736	1	11339
18	700	424	934	646	417	844	607	580	404	736	560	0	12183
19	424	934	646	417	844	607	580	404	736	560	568	0	12790
20	934	646	417	844	607	580	404	736	560	568	409	0	13370
21	646	417	844	607	580	404	736	560	568	409	727	1	13774
22	417	844	607	580	404	736	560	568	409	727	568	0	14510
23	844	607	580	404	736	560	568	409	727	568	545	0	15070
24	607	580	404	736	560	568	409	727	568	545	584	0	15638
25	580	404	736	560	568	409	727	568	545	584	416	1	16047
26	404	736	560	568	409	727	568	545	584	416	728	0	16774
27	736	560	568	409	727	568	545	584	416	728	560	0	17342
28	560	568	409	727	568	545	584	416	728	560	572	0	17887
29	568	409	727	568	545	584	416	728	560	572	405	0	18471
30	409	727	568	545	584	416	728	560	572	405	735	1	18887
31	727	568	545	584	416	728	560	572	405	735	560	0	19615
32	568	545	584	416	728	560	572	405	735	560	565	0	20175
33	545	584	416	728	560	572	405	735	560	565	564	0	20747
34	584	416	728	560	572	405	735	560	565	564	564	1	21152
35	416	728	560	572	405	735	560	565	564	564	576	0	21887
36	728	560	572	405	735	560	565	564	564	576	588	0	22447
37	560	572	405	735	560	565	564	564	576	588	603	0	23012
38	572	405	735	560	565	564	564	576	588	603	618	0	23576
39	405	735	560	565	564	564	576	588	603	618	673	0	24140
40	735	560	565	564	564	576	588	603	618	673	705	0	24716
41	560	565	564	564	576	588	603	618	673	705	782	0	25304
42	565	564	564	576	588	603	618	673	705	782	879	0	25907
43	564	564	576	588	603	618	673	705	782	879	778	0	26525
44	564	576	588	603	618	673	705	782	879	778	432	0	27198
45	576	588	603	618	673	705	782	879	778	432	1066	0	27903
46	588	603	618	673	705	782	879	778	432	1066	748	0	28685
47	603	618	673	705	782	879	778	432	1066	748	389	0	29564
48	618	673	705	782	879	778	432	1066	748	389	1062	0	30342
49	673	705	782	879	778	432	1066	748	389	1062	724	1	30774
50	705	782	879	778	432	1066	748	389	1062	724	408	0	31840
51	782	879	778	432	1066	748	389	1062	724	408	922	0	32588
52	879	778	432	1066	748	389	1062	724	408	922	600	1	32977
53	778	432	1066	748	389	1062	724	408	922	600	408	0	34039
54	432	1066	748	389	1062	724	408	922	600	408	845	0	34763
55	1066	748	389	1062	724	408	922	600	408	845	661	1	35171
56	748	389	1062	724	408	922	600	408	845	661	630	0	36093
57	389	1062	724	408	922	600	408	845	661	630	681	0	36693
58	1062	724	408	922	600	408	845	661	630	681	740	1	37101
59	724	408	922	600	408	845	661	630	681	740	793	0	37946
60	408	922	600	408	845	661	630	681	740	793	736	0	38607
61	922	600	408	845	661	630	681	740	793	736	404	0	39237
62	600	408	845	661	630	681	740	793	736	404	1012	0	39918
63	408	845	661	630	681	740	793	736	404	1012	782	0	40658
64	845	661	630	681	740	793	736	404	1012	782	716	0	41451
65	661	630	681	740	793	736	404	1012	782	716	405	0	42187
66	630	681	740	793	736	404	1012	782	716	405	922	1	42591
67	681	740	793	736	404	1012	782	716	405	922	658	0	43603
68	740	793	736	404	1012	782	716	405	922	658	420	0	44385
69	793	736	404	1012	782	716	405	922	658	420	848	0	45101
70	736	404	1012	782	716	405	922	658	420	848	638	1	45506
71	404	1012	782	716	405	922	658	420	848	638	607	0	46428
72	1012	782	716	405	922	658	420	848	638	607	428	0	47086
73	782	716	405	922	658	420	848	638	607	428	833	1	47506
74	716	405	922	658	420	848	638	607	428	833	626	0	48354
75	405	922	658	420	848	638	607	428	833	626	607	0	48992
76	922	658	420	848	638	607	428	833	626	607	405	0	49599
77	658	420	848	638	607	428	833	626	607	405	829	1	50027
78	420	848	638	607	428	833	626	607	405	829	619	0	50860
79	848	638	607	428	833	626	607	405	829	619	591	0	51486
80	638	607	428	833	626	607	405	829	619	591	412	0	52093
81	607	428	833	626	607	405	829	619	591	412	856	1	52498
82	428	833	626	607	405	829	619	591	412	856	744	0	53327
83	833	626	607	405	829	619	591	412	856	744	416	0	53946
84	626	607	405	829	619	591	412	856	744	416	1016	0	54537
85	607	405	829	619	591	412	856	744	416	1016	723	1	54949
86	405	829	619	591	412	856	744	416	1016	723	409	0	55805
87	829	619	591	412	856	744	416	1016	723	409	941	0	56549
88	619	591	412	856	744	416	1016	723	409	941	685	1	56965
89	591	412	856	744	416	1016	723	409	941	685	638	0	57981
90	412	856	744	416	1016	723	409	941	685	638	623	0	58704
91	856	744	416	1016	723	409	941	685	638	623	615	1	59113
92	744	416	1016	723	409	941	685	638	623	615	642	0	60054
93	416	1016	723	409	941	685	638	623	615	642	401	0	60739
94	1016	723	409	941	685	638	623	615	642	401	930	0	61377
95	723	409	941	685	638	623	615	642	401	930	712	0	62000
96	409	941	685	638	623	615	642	401	930	712	665	0	62615
97	941	685	638	623	615	642	401	930	712	665	646	0	63257
98	685	638	623	615	642	401	930	712	665	646	638	1	63658
99	638	623	615	642	401	930	712	665	646	638	623	0	64588
100	623	615	642	401	930	712	665	646	638	623	416	0	65300
101	615	642	401	930	712	665	646	638	623	416	918	0	65965
102	642	401	930	712	665	646	638	623	416	918	833	0	66611
103	401	930	712	665	646	638	623	416	918	833	412	0	67249
104	930	712	665	646	638	623	416	918	833	412	487	0	67872
105	712	665	646	638	623	416	918	833	412	487	595	1	68288
106	665	646	638	623	416	918	833	412	487	595	642	0	69206
