index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	685	801	848	868	876	906	922	872	872	902	887	0	5027
6	801	848	868	876	906	922	872	872	902	887	853	0	5949
7	848	868	876	906	922	872	872	902	887	853	856	0	6821
8	868	876	906	922	872	872	902	887	853	856	879	0	7693
9	876	906	922	872	872	902	887	853	856	879	876	0	8595
10	906	922	872	872	902	887	853	856	879	876	848	0	9482
11	922	872	872	902	887	853	856	879	876	848	856	0	10335
12	872	872	902	887	853	856	879	876	848	856	871	0	11191
13	872	902	887	853	856	879	876	848	856	871	849	0	12070
14	902	887	853	856	879	876	848	856	871	849	860	0	12946
15	887	853	856	879	876	848	856	871	849	860	883	0	13794
16	853	856	879	876	848	856	871	849	860	883	899	0	14650
17	856	879	876	848	856	871	849	860	883	899	867	0	15521
18	879	876	848	856	871	849	860	883	899	867	856	0	16370
19	876	848	856	871	849	860	883	899	867	856	833	0	17230
20	848	856	871	849	860	883	899	867	856	833	825	0	18113
21	856	871	849	860	883	899	867	856	833	825	829	0	19012
22	871	849	860	883	899	867	856	833	825	829	844	0	19879
23	849	860	883	899	867	856	833	825	829	844	876	0	20735
24	860	883	899	867	856	833	825	829	844	876	992	0	21568
25	883	899	867	856	833	825	829	844	876	992	1082	0	22393
26	899	867	856	833	825	829	844	876	992	1082	1093	0	23222
27	867	856	833	825	829	844	876	992	1082	1093	1070	0	24066
28	856	833	825	829	844	876	992	1082	1093	1070	1012	0	24942
29	833	825	829	844	876	992	1082	1093	1070	1012	1015	0	25934
30	825	829	844	876	992	1082	1093	1070	1012	1015	1020	0	27016
31	829	844	876	992	1082	1093	1070	1012	1015	1020	972	0	28109
32	844	876	992	1082	1093	1070	1012	1015	1020	972	969	0	29179
33	876	992	1082	1093	1070	1012	1015	1020	972	969	977	0	30191
34	992	1082	1093	1070	1012	1015	1020	972	969	977	965	0	31206
35	1082	1093	1070	1012	1015	1020	972	969	977	965	965	0	32226
36	1093	1070	1012	1015	1020	972	969	977	965	965	996	0	33198
37	1070	1012	1015	1020	972	969	977	965	965	996	996	0	34167
38	1012	1015	1020	972	969	977	965	965	996	996	930	0	35144
39	1015	1020	972	969	977	965	965	996	996	930	918	0	36109
40	1020	972	969	977	965	965	996	996	930	918	915	0	37074
41	972	969	977	965	965	996	996	930	918	915	891	0	38070
42	969	977	965	965	996	996	930	918	915	891	906	0	39066
43	977	965	965	996	996	930	918	915	891	906	934	0	39996
44	965	965	996	996	930	918	915	891	906	934	950	0	40914
45	965	996	996	930	918	915	891	906	934	950	918	0	41829
46	996	996	930	918	915	891	906	934	950	918	949	0	42720
47	996	930	918	915	891	906	934	950	918	949	1004	0	43626
48	930	918	915	891	906	934	950	918	949	1004	930	0	44560
49	918	915	891	906	934	950	918	949	1004	930	895	0	45510
50	915	891	906	934	950	918	949	1004	930	895	883	0	46428
51	891	906	934	950	918	949	1004	930	895	883	829	0	47377
52	906	934	950	918	949	1004	930	895	883	829	852	0	48381
53	934	950	918	949	1004	930	895	883	829	852	829	0	49311
54	950	918	949	1004	930	895	883	829	852	829	813	0	50206
55	918	949	1004	930	895	883	829	852	829	813	818	0	51089
56	949	1004	930	895	883	829	852	829	813	818	856	0	51918
57	1004	930	895	883	829	852	829	813	818	856	887	0	52770
58	930	895	883	829	852	829	813	818	856	887	887	0	53599
59	895	883	829	852	829	813	818	856	887	887	938	0	54412
60	883	829	852	829	813	818	856	887	887	938	1004	0	55230
61	829	852	829	813	818	856	887	887	938	1004	988	0	56086
62	852	829	813	818	856	887	887	938	1004	988	957	0	56973
63	829	813	818	856	887	887	938	1004	988	957	938	0	57860
64	813	818	856	887	887	938	1004	988	957	938	930	0	58798
65	818	856	887	887	938	1004	988	957	938	930	895	0	59802
66	856	887	887	938	1004	988	957	938	930	895	918	0	60790
67	887	887	938	1004	988	957	938	930	895	918	942	0	61747
68	887	938	1004	988	957	938	930	895	918	942	902	0	62685
69	938	1004	988	957	938	930	895	918	942	902	880	0	63615
70	1004	988	957	938	930	895	918	942	902	880	895	0	64510
71	988	957	938	930	895	918	942	902	880	895	1015	0	65428
