index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	237	747	709	696	693	688	685	673	666	646	634	0	3770
6	747	709	696	693	688	685	673	666	646	634	634	0	4455
7	709	696	693	688	685	673	666	646	634	634	483	0	5128
8	696	693	688	685	673	666	646	634	634	483	782	0	5794
9	693	688	685	673	666	646	634	634	483	782	743	0	6440
10	688	685	673	666	646	634	634	483	782	743	724	0	7074
11	685	673	666	646	634	634	483	782	743	724	720	0	7708
12	673	666	646	634	634	483	782	743	724	720	727	1	8191
13	666	646	634	634	483	782	743	724	720	727	736	0	8973
14	646	634	634	483	782	743	724	720	727	736	719	0	9716
15	634	634	483	782	743	724	720	727	736	719	724	0	10440
16	634	483	782	743	724	720	727	736	719	724	736	0	11160
17	483	782	743	724	720	727	736	719	724	736	735	0	11887
18	782	743	724	720	727	736	719	724	736	735	724	0	12623
19	743	724	720	727	736	719	724	736	735	724	727	0	13342
20	724	720	727	736	719	724	736	735	724	727	724	0	14066
21	720	727	736	719	724	736	735	724	727	724	708	0	14802
22	727	736	719	724	736	735	724	727	724	708	666	0	15537
23	736	719	724	736	735	724	727	724	708	666	649	0	16261
24	719	724	736	735	724	727	724	708	666	649	646	0	16988
25	724	736	735	724	727	724	708	666	649	646	923	0	17712
26	736	735	724	727	724	708	666	649	646	923	859	0	18420
27	735	724	727	724	708	666	649	646	923	859	748	0	19086
28	724	727	724	708	666	649	646	923	859	748	743	0	19735
29	727	724	708	666	649	646	923	859	748	743	723	0	20381
30	724	708	666	649	646	923	859	748	743	723	716	0	21304
31	708	666	649	646	923	859	748	743	723	716	709	0	22163
32	666	649	646	923	859	748	743	723	716	709	696	0	22911
33	649	646	923	859	748	743	723	716	709	696	685	0	23654
34	646	923	859	748	743	723	716	709	696	685	669	0	24377
35	923	859	748	743	723	716	709	696	685	669	658	0	25093
36	859	748	743	723	716	709	696	685	669	658	650	0	25802
37	748	743	723	716	709	696	685	669	658	650	980	0	26498
38	743	723	716	709	696	685	669	658	650	980	802	0	27183
39	723	716	709	696	685	669	658	650	980	802	700	0	27852
40	716	709	696	685	669	658	650	980	802	700	669	0	28510
41	709	696	685	669	658	650	980	802	700	669	654	0	29160
42	696	685	669	658	650	980	802	700	669	654	642	0	30140
43	685	669	658	650	980	802	700	669	654	642	638	0	30942
44	669	658	650	980	802	700	669	654	642	638	638	0	31642
45	658	650	980	802	700	669	654	642	638	638	884	0	32311
46	650	980	802	700	669	654	642	638	638	884	828	0	32965
47	980	802	700	669	654	642	638	638	884	828	732	0	33607
48	802	700	669	654	642	638	638	884	828	732	677	0	34245
49	700	669	654	642	638	638	884	828	732	677	661	0	34883
50	669	654	642	638	638	884	828	732	677	661	642	0	35767
51	654	642	638	638	884	828	732	677	661	642	639	0	36595
52	642	638	638	884	828	732	677	661	642	639	634	0	37327
53	638	638	884	828	732	677	661	642	639	634	638	0	38004
54	638	884	828	732	677	661	642	639	634	638	638	0	38665
55	884	828	732	677	661	642	639	634	638	638	891	0	39307
56	828	732	677	661	642	639	634	638	638	891	782	0	39946
57	732	677	661	642	639	634	638	638	891	782	708	0	40580
58	677	661	642	639	634	638	638	891	782	708	666	0	41218
59	661	642	639	634	638	638	891	782	708	666	634	0	41856
60	642	639	634	638	638	891	782	708	666	634	619	0	42747
61	639	634	638	638	891	782	708	666	634	619	926	0	43529
62	634	638	638	891	782	708	666	634	619	926	844	0	44237
63	638	638	891	782	708	666	634	619	926	844	790	0	44903
64	638	891	782	708	666	634	619	926	844	790	782	0	45537
65	891	782	708	666	634	619	926	844	790	782	755	0	46156
66	782	708	666	634	619	926	844	790	782	755	739	0	47082
