index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	222	957	965	981	1003	1012	1012	1011	1008	977	988	0	5140
6	957	965	981	1003	1012	1012	1011	1008	977	988	1000	0	6152
7	965	981	1003	1012	1012	1011	1008	977	988	1000	981	0	7163
8	981	1003	1012	1012	1011	1008	977	988	1000	981	1031	0	8171
9	1003	1012	1012	1011	1008	977	988	1000	981	1031	1023	0	9148
10	1012	1012	1011	1008	977	988	1000	981	1031	1023	1043	0	10136
11	1012	1011	1008	977	988	1000	981	1031	1023	1043	1047	0	11136
12	1011	1008	977	988	1000	981	1031	1023	1043	1047	1046	0	12117
13	1008	977	988	1000	981	1031	1023	1043	1047	1046	1051	0	13148
14	977	988	1000	981	1031	1023	1043	1047	1046	1051	1054	0	14171
15	988	1000	981	1031	1023	1043	1047	1046	1051	1054	1055	0	15214
16	1000	981	1031	1023	1043	1047	1046	1051	1054	1055	1012	0	16261
17	981	1031	1023	1043	1047	1046	1051	1054	1055	1012	984	0	17307
18	1031	1023	1043	1047	1046	1051	1054	1055	1012	984	961	0	18358
19	1023	1043	1047	1046	1051	1054	1055	1012	984	961	973	0	19412
20	1043	1047	1046	1051	1054	1055	1012	984	961	973	973	0	20467
21	1047	1046	1051	1054	1055	1012	984	961	973	973	976	0	21479
22	1046	1051	1054	1055	1012	984	961	973	973	976	973	0	22463
23	1051	1054	1055	1012	984	961	973	973	976	973	977	0	23424
24	1054	1055	1012	984	961	973	973	976	973	977	969	0	24397
25	1055	1012	984	961	973	973	976	973	977	969	968	0	25370
26	1012	984	961	973	973	976	973	977	969	968	981	0	26346
27	984	961	973	973	976	973	977	969	968	981	977	0	27319
28	961	973	973	976	973	977	969	968	981	977	976	0	28296
29	973	973	976	973	977	969	968	981	977	976	977	0	29265
30	973	976	973	977	969	968	981	977	976	977	977	0	30233
31	976	973	977	969	968	981	977	976	977	977	961	0	31214
32	973	977	969	968	981	977	976	977	977	961	969	0	32191
33	977	969	968	981	977	976	977	977	961	969	968	0	33167
34	969	968	981	977	976	977	977	961	969	968	981	0	34144
35	968	981	977	976	977	977	961	969	968	981	1004	0	35121
36	981	977	976	977	977	961	969	968	981	1004	988	0	36082
37	977	976	977	977	961	969	968	981	1004	988	996	0	37051
38	976	977	977	961	969	968	981	1004	988	996	1000	0	38019
39	977	977	961	969	968	981	1004	988	996	1000	985	0	39000
40	977	961	969	968	981	1004	988	996	1000	985	984	0	40004
41	961	969	968	981	1004	988	996	1000	985	984	973	0	40992
42	969	968	981	1004	988	996	1000	985	984	973	969	0	41988
43	968	981	1004	988	996	1000	985	984	973	969	973	0	42988
44	981	1004	988	996	1000	985	984	973	969	973	961	0	43973
45	1004	988	996	1000	985	984	973	969	973	961	922	0	44957
46	988	996	1000	985	984	973	969	973	961	922	918	0	45930
47	996	1000	985	984	973	969	973	961	922	918	907	0	46899
48	1000	985	984	973	969	973	961	922	918	907	883	0	47872
49	985	984	973	969	973	961	922	918	907	883	891	0	48833
50	984	973	969	973	961	922	918	907	883	891	872	0	49755
51	973	969	973	961	922	918	907	883	891	872	879	0	50673
52	969	973	961	922	918	907	883	891	872	879	895	0	51580
53	973	961	922	918	907	883	891	872	879	895	911	0	52463
54	961	922	918	907	883	891	872	879	895	911	945	0	53354
55	922	918	907	883	891	872	879	895	911	945	973	0	54226
56	918	907	883	891	872	879	895	911	945	973	984	0	55105
57	907	883	891	872	879	895	911	945	973	984	1004	0	56000
58	883	891	872	879	895	911	945	973	984	1004	1000	0	56911
59	891	872	879	895	911	945	973	984	1004	1000	996	0	57856
60	872	879	895	911	945	973	984	1004	1000	996	996	0	58829
61	879	895	911	945	973	984	1004	1000	996	996	977	0	59813
62	895	911	945	973	984	1004	1000	996	996	977	977	0	60817
63	911	945	973	984	1004	1000	996	996	977	977	965	0	61817
64	945	973	984	1004	1000	996	996	977	977	965	965	0	62813
65	973	984	1004	1000	996	996	977	977	965	965	949	0	63809
66	984	1004	1000	996	996	977	977	965	965	949	973	0	64786
67	1004	1000	996	996	977	977	965	965	949	973	996	0	65763
68	1000	996	996	977	977	965	965	949	973	996	1027	0	66728
69	996	996	977	977	965	965	949	973	996	1027	1031	0	67693
70	996	977	977	965	965	949	973	996	1027	1031	1016	0	68642
71	977	977	965	965	949	973	996	1027	1031	1016	1035	0	69615
72	977	965	965	949	973	996	1027	1031	1016	1035	1027	0	70611
73	965	965	949	973	996	1027	1031	1016	1035	1027	1031	0	71638
74	965	949	973	996	1027	1031	1016	1035	1027	1031	1039	0	72669
75	949	973	996	1027	1031	1016	1035	1027	1031	1039	1027	0	73685
76	973	996	1027	1031	1016	1035	1027	1031	1039	1027	1043	0	74720
77	996	1027	1031	1016	1035	1027	1031	1039	1027	1043	1039	0	75747
78	1027	1031	1016	1035	1027	1031	1039	1027	1043	1039	1062	0	76778
79	1031	1016	1035	1027	1031	1039	1027	1043	1039	1062	1066	0	77817
80	1016	1035	1027	1031	1039	1027	1043	1039	1062	1066	1086	0	78844
81	1035	1027	1031	1039	1027	1043	1039	1062	1066	1086	1082	0	79887
82	1027	1031	1039	1027	1043	1039	1062	1066	1086	1082	1066	0	80926
83	1031	1039	1027	1043	1039	1062	1066	1086	1082	1066	1062	0	81988
84	1039	1027	1043	1039	1062	1066	1086	1082	1066	1062	557	0	83054
85	1027	1043	1039	1062	1066	1086	1082	1066	1062	557	490	0	84140
86	1043	1039	1062	1066	1086	1082	1066	1062	557	490	1031	0	85222
87	1039	1062	1066	1086	1082	1066	1062	557	490	1031	1027	0	86288
88	1062	1066	1086	1082	1066	1062	557	490	1031	1027	510	0	87350
89	1066	1086	1082	1066	1062	557	490	1031	1027	510	502	1	87907
90	1086	1082	1066	1062	557	490	1031	1027	510	502	1027	0	88397
91	1082	1066	1062	557	490	1031	1027	510	502	1027	514	0	89428
92	1066	1062	557	490	1031	1027	510	502	1027	514	498	0	90455
93	1062	557	490	1031	1027	510	502	1027	514	498	1062	1	90965
94	557	490	1031	1027	510	502	1027	514	498	1062	557	0	91467
95	490	1031	1027	510	502	1027	514	498	1062	557	498	0	92494
96	1031	1027	510	502	1027	514	498	1062	557	498	1120	1	93008
97	1027	510	502	1027	514	498	1062	557	498	1120	553	0	93506
98	510	502	1027	514	498	1062	557	498	1120	553	509	0	94568
99	502	1027	514	498	1062	557	498	1120	553	509	1164	1	95125
100	1027	514	498	1062	557	498	1120	553	509	1164	525	0	95623
101	514	498	1062	557	498	1120	553	509	1164	525	506	0	96743
102	498	1062	557	498	1120	553	509	1164	525	506	1152	1	97296
103	1062	557	498	1120	553	509	1164	525	506	1152	525	0	97805
104	557	498	1120	553	509	1164	525	506	1152	525	498	0	98969
105	498	1120	553	509	1164	525	506	1152	525	498	1097	1	99494
106	1120	553	509	1164	525	506	1152	525	498	1097	522	0	100000
107	553	509	1164	525	506	1152	525	498	1097	522	502	0	101152
108	509	1164	525	506	1152	525	498	1097	522	502	1070	1	101677
109	1164	525	506	1152	525	498	1097	522	502	1070	517	0	102175
110	525	506	1152	525	498	1097	522	502	1070	517	502	0	103272
111	506	1152	525	498	1097	522	502	1070	517	502	1066	1	103794
112	1152	525	498	1097	522	502	1070	517	502	1066	541	0	104296
113	525	498	1097	522	502	1070	517	502	1066	541	498	0	105366
114	498	1097	522	502	1070	517	502	1066	541	498	1086	1	105883
115	1097	522	502	1070	517	502	1066	541	498	1086	1058	0	106385
116	522	502	1070	517	502	1066	541	498	1086	1058	522	0	107451
117	502	1070	517	502	1066	541	498	1086	1058	522	509	1	107992
118	1070	517	502	1066	541	498	1086	1058	522	509	1086	0	108490
119	517	502	1066	541	498	1086	1058	522	509	1086	1035	0	109576
120	502	1066	541	498	1086	1058	522	509	1086	1035	521	0	110634
121	1066	541	498	1086	1058	522	509	1086	1035	521	498	1	111156
122	541	498	1086	1058	522	509	1086	1035	521	498	1028	0	111665
123	498	1086	1058	522	509	1086	1035	521	498	1028	537	0	112751
124	1086	1058	522	509	1086	1035	521	498	1028	537	490	0	113786
125	1058	522	509	1086	1035	521	498	1028	537	490	992	1	114307
126	522	509	1086	1035	521	498	1028	537	490	992	518	0	114805
127	509	1086	1035	521	498	1028	537	490	992	518	490	0	115833
128	1086	1035	521	498	1028	537	490	992	518	490	1035	1	116370
129	1035	521	498	1028	537	490	992	518	490	1035	510	0	116860
130	521	498	1028	537	490	992	518	490	1035	510	498	0	117852
131	498	1028	537	490	992	518	490	1035	510	498	1066	1	118370
132	1028	537	490	992	518	490	1035	510	498	1066	1015	0	118860
133	537	490	992	518	490	1035	510	498	1066	1015	440	0	119895
134	490	992	518	490	1035	510	498	1066	1015	440	525	1	120405
135	992	518	490	1035	510	498	1066	1015	440	525	1012	0	120903
136	518	490	1035	510	498	1066	1015	440	525	1012	985	0	121969
137	490	1035	510	498	1066	1015	440	525	1012	985	521	0	122984
138	1035	510	498	1066	1015	440	525	1012	985	521	498	1	123424
139	510	498	1066	1015	440	525	1012	985	521	498	949	0	123949
140	498	1066	1015	440	525	1012	985	521	498	949	506	0	124961
141	1066	1015	440	525	1012	985	521	498	949	506	498	0	125946
142	1015	440	525	1012	985	521	498	949	506	498	899	1	126467
143	440	525	1012	985	521	498	949	506	498	899	957	0	126965
144	525	1012	985	521	498	949	506	498	899	957	1020	0	127914
145	1012	985	521	498	949	506	498	899	957	1020	1078	1	128420
146	985	521	498	949	506	498	899	957	1020	1078	1046	0	128918
147	521	498	949	506	498	899	957	1020	1078	1046	1028	0	129817
148	498	949	506	498	899	957	1020	1078	1046	1028	1011	0	130774
149	949	506	498	899	957	1020	1078	1046	1028	1011	992	0	131794
150	506	498	899	957	1020	1078	1046	1028	1011	992	981	0	132872
151	498	899	957	1020	1078	1046	1028	1011	992	981	949	0	133918
152	899	957	1020	1078	1046	1028	1011	992	981	949	911	0	134946
153	957	1020	1078	1046	1028	1011	992	981	949	911	903	0	135957
154	1020	1078	1046	1028	1011	992	981	949	911	903	895	0	136949
155	1078	1046	1028	1011	992	981	949	911	903	895	898	0	137930
156	1046	1028	1011	992	981	949	911	903	895	898	895	0	138879
157	1028	1011	992	981	949	911	903	895	898	895	911	0	139790
158	1011	992	981	949	911	903	895	898	895	911	945	0	140693
159	992	981	949	911	903	895	898	895	911	945	961	0	141588
160	981	949	911	903	895	898	895	911	945	961	985	0	142486
161	949	911	903	895	898	895	911	945	961	985	1012	0	143381
162	911	903	895	898	895	911	945	961	985	1012	1027	0	144292
163	903	895	898	895	911	945	961	985	1012	1027	1043	0	145237
164	895	898	895	911	945	961	985	1012	1027	1043	1046	0	146198
165	898	895	911	945	961	985	1012	1027	1043	1046	1012	0	147183
166	895	911	945	961	985	1012	1027	1043	1046	1012	981	0	148195
167	911	945	961	985	1012	1027	1043	1046	1012	981	1003	0	149222
168	945	961	985	1012	1027	1043	1046	1012	981	1003	1016	0	150265
169	961	985	1012	1027	1043	1046	1012	981	1003	1016	992	0	151311
170	985	1012	1027	1043	1046	1012	981	1003	1016	992	1016	0	152323
171	1012	1027	1043	1046	1012	981	1003	1016	992	1016	1050	0	153304
172	1027	1043	1046	1012	981	1003	1016	992	1016	1050	1070	0	154307
173	1043	1046	1012	981	1003	1016	992	1016	1050	1070	1078	0	155323
174	1046	1012	981	1003	1016	992	1016	1050	1070	1078	1094	0	156315
175	1012	981	1003	1016	992	1016	1050	1070	1078	1094	1073	0	157331
176	981	1003	1016	992	1016	1050	1070	1078	1094	1073	1078	0	158381
177	1003	1016	992	1016	1050	1070	1078	1094	1073	1078	1078	0	159451
178	1016	992	1016	1050	1070	1078	1094	1073	1078	1078	1070	0	160529
179	992	1016	1050	1070	1078	1094	1073	1078	1078	1070	1043	0	161623
180	1016	1050	1070	1078	1094	1073	1078	1078	1070	1043	1043	0	162696
181	1050	1070	1078	1094	1073	1078	1078	1070	1043	1043	1046	0	163774
182	1070	1078	1094	1073	1078	1078	1070	1043	1043	1046	1043	0	164852
