index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	455	631	1303	700	670	677	677	689	735	790	864	0	4436
6	631	1303	700	670	677	677	689	735	790	864	801	0	5113
7	1303	700	670	677	677	689	735	790	864	801	1008	0	5802
8	700	670	677	677	689	735	790	864	801	1008	1004	0	6537
9	670	677	677	689	735	790	864	801	1008	1004	1008	0	7327
10	677	677	689	735	790	864	801	1008	1004	1008	821	0	8191
11	677	689	735	790	864	801	1008	1004	1008	821	949	0	8992
12	689	735	790	864	801	1008	1004	1008	821	949	1160	0	10000
13	735	790	864	801	1008	1004	1008	821	949	1160	972	0	11004
14	790	864	801	1008	1004	1008	821	949	1160	972	1063	0	12012
15	864	801	1008	1004	1008	821	949	1160	972	1063	821	0	12833
16	801	1008	1004	1008	821	949	1160	972	1063	821	969	0	13782
17	1008	1004	1008	821	949	1160	972	1063	821	969	1159	0	14942
18	1004	1008	821	949	1160	972	1063	821	969	1159	953	0	15914
19	1008	821	949	1160	972	1063	821	969	1159	953	864	0	16977
20	821	949	1160	972	1063	821	969	1159	953	864	1062	0	17798
21	949	1160	972	1063	821	969	1159	953	864	1062	771	0	18767
22	1160	972	1063	821	969	1159	953	864	1062	771	809	0	19926
23	972	1063	821	969	1159	953	864	1062	771	809	1133	0	20879
24	1063	821	969	1159	953	864	1062	771	809	1133	1000	0	21743
25	821	969	1159	953	864	1062	771	809	1133	1000	560	0	22805
26	969	1159	953	864	1062	771	809	1133	1000	560	1233	0	23576
27	1159	953	864	1062	771	809	1133	1000	560	1233	864	0	24385
28	953	864	1062	771	809	1133	1000	560	1233	864	844	0	25518
29	864	1062	771	809	1133	1000	560	1233	864	844	829	0	26518
30	1062	771	809	1133	1000	560	1233	864	844	829	782	1	27078
31	771	809	1133	1000	560	1233	864	844	829	782	806	0	28311
32	809	1133	1000	560	1233	864	844	829	782	806	797	0	29175
33	1133	1000	560	1233	864	844	829	782	806	797	794	0	30019
34	1000	560	1233	864	844	829	782	806	797	794	798	0	30848
35	560	1233	864	844	829	782	806	797	794	798	801	0	31630
36	1233	864	844	829	782	806	797	794	798	801	798	0	32436
37	864	844	829	782	806	797	794	798	801	798	829	0	33233
38	844	829	782	806	797	794	798	801	798	829	821	0	34027
39	829	782	806	797	794	798	801	798	829	821	813	0	34825
40	782	806	797	794	798	801	798	829	821	813	856	0	35626
41	806	797	794	798	801	798	829	821	813	856	860	0	36424
42	797	794	798	801	798	829	821	813	856	860	844	0	37253
43	794	798	801	798	829	821	813	856	860	844	1098	0	38074
44	798	801	798	829	821	813	856	860	844	1098	805	0	38887
45	801	798	829	821	813	856	860	844	1098	805	1241	0	39743
46	798	829	821	813	856	860	844	1098	805	1241	934	0	40603
47	829	821	813	856	860	844	1098	805	1241	934	856	0	41447
48	821	813	856	860	844	1098	805	1241	934	856	919	0	42545
49	813	856	860	844	1098	805	1241	934	856	919	926	0	43350
50	856	860	844	1098	805	1241	934	856	919	926	883	0	44591
51	860	844	1098	805	1241	934	856	919	926	883	934	0	45525
52	844	1098	805	1241	934	856	919	926	883	934	1210	0	46381
53	1098	805	1241	934	856	919	926	883	934	1210	1300	0	47300
54	805	1241	934	856	919	926	883	934	1210	1300	1101	0	48226
55	1241	934	856	919	926	883	934	1210	1300	1101	972	0	49109
56	934	856	919	926	883	934	1210	1300	1101	972	950	0	50043
57	856	919	926	883	934	1210	1300	1101	972	950	580	0	51253
58	919	926	883	934	1210	1300	1101	972	950	580	1288	0	52553
59	926	883	934	1210	1300	1101	972	950	580	1288	926	0	53654
60	883	934	1210	1300	1101	972	950	580	1288	926	945	0	54626
61	934	1210	1300	1101	972	950	580	1288	926	945	903	0	55576
62	1210	1300	1101	972	950	580	1288	926	945	903	891	1	56156
63	1300	1101	972	950	580	1288	926	945	903	891	953	0	57444
64	1101	972	950	580	1288	926	945	903	891	953	938	0	58370
65	972	950	580	1288	926	945	903	891	953	938	914	0	59315
66	950	580	1288	926	945	903	891	953	938	914	1148	0	60218
67	580	1288	926	945	903	891	953	938	914	1148	852	0	61109
68	1288	926	945	903	891	953	938	914	1148	852	934	0	62062
69	926	945	903	891	953	938	914	1148	852	934	1300	0	63000
70	945	903	891	953	938	914	1148	852	934	1300	980	0	63914
71	903	891	953	938	914	1148	852	934	1300	980	954	0	65062
72	891	953	938	914	1148	852	934	1300	980	954	945	0	65914
73	953	938	914	1148	852	934	1300	980	954	945	915	0	66848
74	938	914	1148	852	934	1300	980	954	945	915	1144	0	68148
75	914	1148	852	934	1300	980	954	945	915	1144	533	0	69128
76	1148	852	934	1300	980	954	945	915	1144	533	509	0	70082
77	852	934	1300	980	954	945	915	1144	533	509	506	0	71027
78	934	1300	980	954	945	915	1144	533	509	506	654	0	71942
79	1300	980	954	945	915	1144	533	509	506	654	545	0	73086
80	980	954	945	915	1144	533	509	506	654	545	506	1	73619
