index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	611	743	751	751	747	759	755	743	743	747	743	0	4362
6	743	751	751	747	759	755	743	743	747	743	751	0	5117
7	751	751	747	759	755	743	743	747	743	751	759	0	5860
8	751	747	759	755	743	743	747	743	751	759	763	0	6603
9	747	759	755	743	743	747	743	751	759	763	786	0	7350
10	759	755	743	743	747	743	751	759	763	786	778	0	8093
11	755	743	743	747	743	751	759	763	786	778	778	0	8844
12	743	743	747	743	751	759	763	786	778	778	778	0	9603
13	743	747	743	751	759	763	786	778	778	778	775	0	10366
14	747	743	751	759	763	786	778	778	778	775	778	0	11152
15	743	751	759	763	786	778	778	778	775	778	774	0	11930
16	751	759	763	786	778	778	778	775	778	774	775	0	12708
17	759	763	786	778	778	778	775	778	774	775	758	0	13486
18	763	786	778	778	778	775	778	774	775	758	755	0	14261
19	786	778	778	778	775	778	774	775	758	755	759	0	15039
20	778	778	778	775	778	774	775	758	755	759	739	0	15813
21	778	778	775	778	774	775	758	755	759	739	740	0	16588
22	778	775	778	774	775	758	755	759	739	740	731	0	17346
23	775	778	774	775	758	755	759	739	740	731	728	0	18101
24	778	774	775	758	755	759	739	740	731	728	731	0	18860
25	774	775	758	755	759	739	740	731	728	731	736	0	19599
26	775	758	755	759	739	740	731	728	731	736	731	0	20339
27	758	755	759	739	740	731	728	731	736	731	743	0	21070
28	755	759	739	740	731	728	731	736	731	743	743	0	21798
29	759	739	740	731	728	731	736	731	743	743	748	0	22529
30	739	740	731	728	731	736	731	743	743	748	778	0	23265
31	740	731	728	731	736	731	743	743	748	778	751	0	23996
32	731	728	731	736	731	743	743	748	778	751	755	0	24739
33	728	731	736	731	743	743	748	778	751	755	758	0	25482
34	731	736	731	743	743	748	778	751	755	758	759	0	26230
35	736	731	743	743	748	778	751	755	758	759	771	0	27008
36	731	743	743	748	778	751	755	758	759	771	758	0	27759
37	743	743	748	778	751	755	758	759	771	758	767	0	28514
38	743	748	778	751	755	758	759	771	758	767	762	0	29272
39	748	778	751	755	758	759	771	758	767	762	767	0	30031
40	778	751	755	758	759	771	758	767	762	767	770	0	30802
41	751	755	758	759	771	758	767	762	767	770	771	0	31560
42	755	758	759	771	758	767	762	767	770	771	778	0	32327
43	758	759	771	758	767	762	767	770	771	778	767	0	33089
44	759	771	758	767	762	767	770	771	778	767	770	0	33856
45	771	758	767	762	767	770	771	778	767	770	759	0	34626
46	758	767	762	767	770	771	778	767	770	759	774	0	35397
47	767	762	767	770	771	778	767	770	759	774	774	0	36175
48	762	767	770	771	778	767	770	759	774	774	763	0	36942
49	767	770	771	778	767	770	759	774	774	763	771	0	37712
50	770	771	778	767	770	759	774	774	763	771	766	0	38471
51	771	778	767	770	759	774	774	763	771	766	763	0	39245
52	778	767	770	759	774	774	763	771	766	763	762	0	40019
53	767	770	759	774	774	763	771	766	763	762	775	0	40782
54	770	759	774	774	763	771	766	763	762	775	766	0	41553
55	759	774	774	763	771	766	763	762	775	766	763	0	42319
56	774	774	763	771	766	763	762	775	766	763	770	0	43082
57	774	763	771	766	763	762	775	766	763	770	771	0	43844
58	763	771	766	763	762	775	766	763	770	771	762	0	44619
59	771	766	763	762	775	766	763	770	771	762	763	0	45385
60	766	763	762	775	766	763	770	771	762	763	763	0	46148
61	763	762	775	766	763	770	771	762	763	763	770	0	46918
62	762	775	766	763	770	771	762	763	763	770	755	0	47689
63	775	766	763	770	771	762	763	763	770	755	763	0	48451
64	766	763	770	771	762	763	763	770	755	763	766	0	49214
65	763	770	771	762	763	763	770	755	763	766	767	0	49977
66	770	771	762	763	763	770	755	763	766	767	774	0	50747
67	771	762	763	763	770	755	763	766	767	774	763	0	51502
68	762	763	763	770	755	763	766	767	774	763	758	0	52265
69	763	763	770	755	763	766	767	774	763	758	767	0	53031
70	763	770	755	763	766	767	774	763	758	767	774	0	53798
71	770	755	763	766	767	774	763	758	767	774	767	0	54572
72	755	763	766	767	774	763	758	767	774	767	770	0	55335
73	763	766	767	774	763	758	767	774	767	770	775	0	56093
74	766	767	774	763	758	767	774	767	770	775	793	0	56860
75	767	774	763	758	767	774	767	770	775	793	779	0	57634
76	774	763	758	767	774	767	770	775	793	779	782	0	58401
77	763	758	767	774	767	770	775	793	779	782	793	0	59171
78	758	767	774	767	770	775	793	779	782	793	779	0	59946
79	767	774	767	770	775	793	779	782	793	779	789	0	60739
80	774	767	770	775	793	779	782	793	779	789	786	0	61518
81	767	770	775	793	779	782	793	779	789	786	783	0	62300
82	770	775	793	779	782	793	779	789	786	783	770	0	63093
83	775	793	779	782	793	779	789	786	783	770	774	0	63872
84	793	779	782	793	779	789	786	783	770	774	763	0	64661
85	779	782	793	779	789	786	783	770	774	763	763	0	65447
86	782	793	779	789	786	783	770	774	763	763	758	0	66230
87	793	779	789	786	783	770	774	763	763	758	763	0	67000
88	779	789	786	783	770	774	763	763	758	763	763	0	67774
89	789	786	783	770	774	763	763	758	763	763	762	0	68537
90	786	783	770	774	763	763	758	763	763	762	767	0	69300
91	783	770	774	763	763	758	763	763	762	767	762	0	70058
92	770	774	763	763	758	763	763	762	767	762	771	0	70821
93	774	763	763	758	763	763	762	767	762	771	763	0	71584
94	763	763	758	763	763	762	767	762	771	763	751	0	72346
95	763	758	763	763	762	767	762	771	763	751	758	0	73113
96	758	763	763	762	767	762	771	763	751	758	763	0	73875
97	763	763	762	767	762	771	763	751	758	763	766	0	74646
98	763	762	767	762	771	763	751	758	763	766	763	0	75409
99	762	767	762	771	763	751	758	763	766	763	786	0	76160
100	767	762	771	763	751	758	763	766	763	786	774	0	76918
101	762	771	763	751	758	763	766	763	786	774	771	0	77681
102	771	763	751	758	763	766	763	786	774	771	778	0	78447
103	763	751	758	763	766	763	786	774	771	778	782	0	79210
104	751	758	763	766	763	786	774	771	778	782	767	0	79996
105	758	763	766	763	786	774	771	778	782	767	766	0	80770
106	763	766	763	786	774	771	778	782	767	766	767	0	81541
107	766	763	786	774	771	778	782	767	766	767	759	0	82319
108	763	786	774	771	778	782	767	766	767	759	762	0	83101
109	786	774	771	778	782	767	766	767	759	762	763	0	83868
110	774	771	778	782	767	766	767	759	762	763	759	0	84634
111	771	778	782	767	766	767	759	762	763	759	754	0	85401
112	778	782	767	766	767	759	762	763	759	754	759	0	86160
113	782	767	766	767	759	762	763	759	754	759	755	0	86922
114	767	766	767	759	762	763	759	754	759	755	770	0	87685
115	766	767	759	762	763	759	754	759	755	770	767	0	88444
116	767	759	762	763	759	754	759	755	770	767	774	0	89198
117	759	762	763	759	754	759	755	770	767	774	775	0	89957
118	762	763	759	754	759	755	770	767	774	775	762	0	90712
