index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	455	1171	459	1168	459	1144	455	1082	463	1046	463	0	4903
6	1171	459	1168	459	1144	455	1082	463	1046	463	1032	1	5358
7	459	1168	459	1144	455	1082	463	1046	463	1032	463	0	6440
8	1168	459	1144	455	1082	463	1046	463	1032	463	1112	1	6903
9	459	1144	455	1082	463	1046	463	1032	463	1112	456	0	7949
10	1144	455	1082	463	1046	463	1032	463	1112	456	1163	1	8412
11	455	1082	463	1046	463	1032	463	1112	456	1163	455	0	9444
12	1082	463	1046	463	1032	463	1112	456	1163	455	1164	1	9907
13	463	1046	463	1032	463	1112	456	1163	455	1164	459	0	11019
14	1046	463	1032	463	1112	456	1163	455	1164	459	1237	1	11475
15	463	1032	463	1112	456	1163	455	1164	459	1237	456	0	12638
16	1032	463	1112	456	1163	455	1164	459	1237	456	1194	1	13093
17	463	1112	456	1163	455	1164	459	1237	456	1194	459	0	14257
18	1112	456	1163	455	1164	459	1237	456	1194	459	1222	1	14716
19	456	1163	455	1164	459	1237	456	1194	459	1222	455	0	15953
20	1163	455	1164	459	1237	456	1194	459	1222	455	1207	1	16409
21	455	1164	459	1237	456	1194	459	1222	455	1207	455	0	17603
22	1164	459	1237	456	1194	459	1222	455	1207	455	1194	1	18062
23	459	1237	456	1194	459	1222	455	1207	455	1194	459	0	19284
24	1237	456	1194	459	1222	455	1207	455	1194	459	1234	1	19739
25	456	1194	459	1222	455	1207	455	1194	459	1234	455	0	20946
26	1194	459	1222	455	1207	455	1194	459	1234	455	1179	1	21401
27	459	1222	455	1207	455	1194	459	1234	455	1179	459	0	22595
28	1222	455	1207	455	1194	459	1234	455	1179	459	1226	1	23054
29	455	1207	455	1194	459	1234	455	1179	459	1226	455	0	24288
30	1207	455	1194	459	1234	455	1179	459	1226	455	1203	1	24743
31	455	1194	459	1234	455	1179	459	1226	455	1203	455	0	25922
32	1194	459	1234	455	1179	459	1226	455	1203	455	1128	1	26381
33	459	1234	455	1179	459	1226	455	1203	455	1128	459	0	27607
34	1234	455	1179	459	1226	455	1203	455	1128	459	1105	1	28062
35	455	1179	459	1226	455	1203	455	1128	459	1105	460	0	29265
36	1179	459	1226	455	1203	455	1128	459	1105	460	1062	1	29720
37	459	1226	455	1203	455	1128	459	1105	460	1062	463	0	30848
38	1226	455	1203	455	1128	459	1105	460	1062	463	1097	1	31307
39	455	1203	455	1128	459	1105	460	1062	463	1097	459	0	32412
40	1203	455	1128	459	1105	460	1062	463	1097	459	1070	1	32872
41	455	1128	459	1105	460	1062	463	1097	459	1070	463	0	33934
42	1128	459	1105	460	1062	463	1097	459	1070	463	1098	1	34397
43	459	1105	460	1062	463	1097	459	1070	463	1098	459	0	35494
44	1105	460	1062	463	1097	459	1070	463	1098	459	1070	1	35953
45	460	1062	463	1097	459	1070	463	1098	459	1070	459	0	37023
46	1062	463	1097	459	1070	463	1098	459	1070	459	1058	1	37486
47	463	1097	459	1070	463	1098	459	1070	459	1058	467	0	38584
48	1097	459	1070	463	1098	459	1070	459	1058	467	1047	1	39043
49	459	1070	463	1098	459	1070	459	1058	467	1047	463	0	40113
50	1070	463	1098	459	1070	459	1058	467	1047	463	1023	1	40572
51	463	1098	459	1070	459	1058	467	1047	463	1023	467	0	41630
52	1098	459	1070	459	1058	467	1047	463	1023	467	1070	1	42097
53	459	1070	459	1058	467	1047	463	1023	467	1070	459	0	43144
54	1070	459	1058	467	1047	463	1023	467	1070	459	1032	1	43607
55	459	1058	467	1047	463	1023	467	1070	459	1032	463	0	44630
56	1058	467	1047	463	1023	467	1070	459	1032	463	1070	1	45097
57	467	1047	463	1023	467	1070	459	1032	463	1070	459	0	46167
58	1047	463	1023	467	1070	459	1032	463	1070	459	1082	1	46626
59	463	1023	467	1070	459	1032	463	1070	459	1082	459	0	47658
60	1023	467	1070	459	1032	463	1070	459	1082	459	1194	1	48121
61	467	1070	459	1032	463	1070	459	1082	459	1194	455	0	49191
62	1070	459	1032	463	1070	459	1082	459	1194	455	1191	1	49650
63	459	1032	463	1070	459	1082	459	1194	455	1191	455	0	50732
64	1032	463	1070	459	1082	459	1194	455	1191	455	1214	1	51191
65	463	1070	459	1082	459	1194	455	1191	455	1214	456	0	52385
66	1070	459	1082	459	1194	455	1191	455	1214	456	1190	1	52840
67	459	1082	459	1194	455	1191	455	1214	456	1190	456	0	54031
68	1082	459	1194	455	1191	455	1214	456	1190	456	1159	1	54486
69	459	1194	455	1191	455	1214	456	1190	456	1159	459	0	55700
70	1194	455	1191	455	1214	456	1190	456	1159	459	1269	1	56156
71	455	1191	455	1214	456	1190	456	1159	459	1269	451	0	57346
72	1191	455	1214	456	1190	456	1159	459	1269	451	1257	1	57802
73	455	1214	456	1190	456	1159	459	1269	451	1257	455	0	58961
74	1214	456	1190	456	1159	459	1269	451	1257	455	1335	1	59420
75	456	1190	456	1159	459	1269	451	1257	455	1335	451	0	60689
76	1190	456	1159	459	1269	451	1257	455	1335	451	1265	1	61140
77	456	1159	459	1269	451	1257	455	1335	451	1265	451	0	62397
78	1159	459	1269	451	1257	455	1335	451	1265	451	1210	1	62852
79	459	1269	451	1257	455	1335	451	1265	451	1210	452	0	64187
80	1269	451	1257	455	1335	451	1265	451	1210	452	1241	1	64638
81	451	1257	455	1335	451	1265	451	1210	452	1241	451	0	65903
82	1257	455	1335	451	1265	451	1210	452	1241	451	1238	1	66354
83	455	1335	451	1265	451	1210	452	1241	451	1238	455	0	67564
84	1335	451	1265	451	1210	452	1241	451	1238	455	1295	1	68016
85	451	1265	451	1210	452	1241	451	1238	455	1295	452	0	69257
86	1265	451	1210	452	1241	451	1238	455	1295	452	1292	1	69708
87	451	1210	452	1241	451	1238	455	1295	452	1292	455	0	70946
88	1210	452	1241	451	1238	455	1295	452	1292	455	1381	1	71401
89	452	1241	451	1238	455	1295	452	1292	455	1381	452	0	72696
90	1241	451	1238	455	1295	452	1292	455	1381	452	1249	1	73148
91	451	1238	455	1295	452	1292	455	1381	452	1249	451	0	74440
92	1238	455	1295	452	1292	455	1381	452	1249	451	1097	1	74895
93	455	1295	452	1292	455	1381	452	1249	451	1097	459	0	76276
94	1295	452	1292	455	1381	452	1249	451	1097	459	1141	1	76728
95	452	1292	455	1381	452	1249	451	1097	459	1141	455	0	77977
96	1292	455	1381	452	1249	451	1097	459	1141	455	1163	1	78428
97	455	1381	452	1249	451	1097	459	1141	455	1163	455	0	79525
98	1381	452	1249	451	1097	459	1141	455	1163	455	1257	1	79984
99	452	1249	451	1097	459	1141	455	1163	455	1257	452	0	81125
100	1249	451	1097	459	1141	455	1163	455	1257	452	1229	1	81580
101	451	1097	459	1141	455	1163	455	1257	452	1229	455	0	82743
102	1097	459	1141	455	1163	455	1257	452	1229	455	1137	1	83198
103	459	1141	455	1163	455	1257	452	1229	455	1137	451	0	84455
104	1141	455	1163	455	1257	452	1229	455	1137	451	996	1	84907
105	455	1163	455	1257	452	1229	455	1137	451	996	459	0	86136
106	1163	455	1257	452	1229	455	1137	451	996	459	1000	1	86591
107	455	1257	452	1229	455	1137	451	996	459	1000	455	0	87728
108	1257	452	1229	455	1137	451	996	459	1000	455	1016	1	88179
109	452	1229	455	1137	451	996	459	1000	455	1016	455	0	89175
110	1229	455	1137	451	996	459	1000	455	1016	455	1164	1	89634
111	455	1137	451	996	459	1000	455	1016	455	1164	447	0	90634
112	1137	451	996	459	1000	455	1016	455	1164	447	1226	1	91089
113	451	996	459	1000	455	1016	455	1164	447	1226	447	0	92105
114	996	459	1000	455	1016	455	1164	447	1226	447	1273	1	92560
115	459	1000	455	1016	455	1164	447	1226	447	1273	451	0	93724
116	1000	455	1016	455	1164	447	1226	447	1273	451	1187	1	94171
117	455	1016	455	1164	447	1226	447	1273	451	1187	451	0	95397
118	1016	455	1164	447	1226	447	1273	451	1187	451	1098	1	95844
119	455	1164	447	1226	447	1273	451	1187	451	1098	451	0	97117
120	1164	447	1226	447	1273	451	1187	451	1098	451	1132	1	97568
121	447	1226	447	1273	451	1187	451	1098	451	1132	452	0	98755
122	1226	447	1273	451	1187	451	1098	451	1132	452	1073	1	99206
123	447	1273	451	1187	451	1098	451	1132	452	1073	452	0	100304
124	1273	451	1187	451	1098	451	1132	452	1073	452	401	1	100755
125	451	1187	451	1098	451	1132	452	1073	452	401	439	0	101887
126	1187	451	1098	451	1132	452	1073	452	401	439	942	1	102339
127	451	1098	451	1132	452	1073	452	401	439	942	447	0	103412
128	1098	451	1132	452	1073	452	401	439	942	447	1187	1	103864
129	451	1132	452	1073	452	401	439	942	447	1187	448	1	104265
130	1132	452	1073	452	401	439	942	447	1187	448	1159	0	104704
131	452	1073	452	401	439	942	447	1187	448	1159	448	0	105646
132	1073	452	401	439	942	447	1187	448	1159	448	1085	1	106093
133	452	401	439	942	447	1187	448	1159	448	1085	452	0	107280
134	401	439	942	447	1187	448	1159	448	1085	452	1206	1	107728
135	439	942	447	1187	448	1159	448	1085	452	1206	447	0	108887
136	942	447	1187	448	1159	448	1085	452	1206	447	1195	1	109335
137	447	1187	448	1159	448	1085	452	1206	447	1195	451	0	110420
138	1187	448	1159	448	1085	452	1206	447	1195	451	1245	1	110872
139	448	1159	448	1085	452	1206	447	1195	451	1245	452	0	112078
140	1159	448	1085	452	1206	447	1195	451	1245	452	1210	1	112525
141	448	1085	452	1206	447	1195	451	1245	452	1210	447	0	113720
142	1085	452	1206	447	1195	451	1245	452	1210	447	1113	1	114171
143	452	1206	447	1195	451	1245	452	1210	447	1113	451	0	115416
144	1206	447	1195	451	1245	452	1210	447	1113	451	343	1	115868
145	447	1195	451	1245	452	1210	447	1113	451	343	510	0	117078
146	1195	451	1245	452	1210	447	1113	451	343	510	478	1	117525
147	451	1245	452	1210	447	1113	451	343	510	478	1175	0	118638
148	1245	452	1210	447	1113	451	343	510	478	1175	448	1	119089
149	452	1210	447	1113	451	343	510	478	1175	448	1233	1	119432
150	1210	447	1113	451	343	510	478	1175	448	1233	452	0	119942
151	447	1113	451	343	510	478	1175	448	1233	452	1221	1	120420
152	1113	451	343	510	478	1175	448	1233	452	1221	448	0	121595
153	451	343	510	478	1175	448	1233	452	1221	448	1171	1	122043
154	343	510	478	1175	448	1233	452	1221	448	1171	455	0	123276
155	510	478	1175	448	1233	452	1221	448	1171	455	1175	1	123728
156	478	1175	448	1233	452	1221	448	1171	455	1175	452	0	124949
157	1175	448	1233	452	1221	448	1171	455	1175	452	1155	1	125397
158	448	1233	452	1221	448	1171	455	1175	452	1155	456	0	126568
159	1233	452	1221	448	1171	455	1175	452	1155	456	1221	1	127023
160	452	1221	448	1171	455	1175	452	1155	456	1221	452	0	128198
161	1221	448	1171	455	1175	452	1155	456	1221	452	1191	1	128650
162	448	1171	455	1175	452	1155	456	1221	452	1191	455	0	129805
163	1171	455	1175	452	1155	456	1221	452	1191	455	1144	1	130261
164	455	1175	452	1155	456	1221	452	1191	455	1144	455	0	131482
165	1175	452	1155	456	1221	452	1191	455	1144	455	1035	1	131934
166	452	1155	456	1221	452	1191	455	1144	455	1035	459	0	133125
167	1155	456	1221	452	1191	455	1144	455	1035	459	1070	1	133580
168	456	1221	452	1191	455	1144	455	1035	459	1070	455	0	134724
169	1221	452	1191	455	1144	455	1035	459	1070	455	1156	1	135179
170	452	1191	455	1144	455	1035	459	1070	455	1156	455	0	136214
171	1191	455	1144	455	1035	459	1070	455	1156	455	1152	1	136673
172	455	1144	455	1035	459	1070	455	1156	455	1152	459	0	137743
173	1144	455	1035	459	1070	455	1156	455	1152	459	1273	1	138198
174	455	1035	459	1070	455	1156	455	1152	459	1273	455	0	139354
175	1035	459	1070	455	1156	455	1152	459	1273	455	1253	1	139809
176	459	1070	455	1156	455	1152	459	1273	455	1253	451	0	140961
177	1070	455	1156	455	1152	459	1273	455	1253	451	1210	1	141420
178	455	1156	455	1152	459	1273	455	1253	451	1210	459	0	142693
179	1156	455	1152	459	1273	455	1253	451	1210	459	347	1	143148
180	455	1152	459	1273	455	1253	451	1210	459	347	513	0	144401
181	1152	459	1273	455	1253	451	1210	459	347	513	483	1	144852
182	459	1273	455	1253	451	1210	459	347	513	483	1249	0	146062
183	1273	455	1253	451	1210	459	347	513	483	1249	451	1	146521
184	455	1253	451	1210	459	347	513	483	1249	451	1175	1	146868
185	1253	451	1210	459	347	513	483	1249	451	1175	456	0	147381
186	451	1210	459	347	513	483	1249	451	1175	456	1124	1	147864
187	1210	459	347	513	483	1249	451	1175	456	1124	459	0	149113
188	459	347	513	483	1249	451	1175	456	1124	459	1160	1	149564
189	347	513	483	1249	451	1175	456	1124	459	1160	455	0	150739
190	513	483	1249	451	1175	456	1124	459	1160	455	1152	1	151195
191	483	1249	451	1175	456	1124	459	1160	455	1152	451	0	152319
192	1249	451	1175	456	1124	459	1160	455	1152	451	1210	1	152778
193	451	1175	456	1124	459	1160	455	1152	451	1210	455	0	153938
194	1175	456	1124	459	1160	455	1152	451	1210	455	405	1	154393
195	456	1124	459	1160	455	1152	451	1210	455	405	845	0	155545
196	1124	459	1160	455	1152	451	1210	455	405	845	466	1	155996
197	459	1160	455	1152	451	1210	455	405	845	466	1292	0	157206
198	1160	455	1152	451	1210	455	405	845	466	1292	456	1	157661
199	455	1152	451	1210	455	405	845	466	1292	456	1315	1	158066
200	1152	451	1210	455	405	845	466	1292	456	1315	455	0	158911
201	451	1210	455	405	845	466	1292	456	1315	455	1268	1	159377
202	1210	455	405	845	466	1292	456	1315	455	1268	460	0	160669
203	455	405	845	466	1292	456	1315	455	1268	460	1206	1	161125
204	405	845	466	1292	456	1315	455	1268	460	1206	455	0	162440
205	845	466	1292	456	1315	455	1268	460	1206	455	1043	1	162895
206	466	1292	456	1315	455	1268	460	1206	455	1043	463	0	164163
