index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	1513	919	871	829	837	564	568	891	798	864	1564	1	5681
6	919	871	829	837	564	568	891	798	864	1564	980	1	6249
7	871	829	837	564	568	891	798	864	1564	980	895	0	7140
8	829	837	564	568	891	798	864	1564	980	895	919	0	7938
9	837	564	568	891	798	864	1564	980	895	919	922	0	8802
10	564	568	891	798	864	1564	980	895	919	922	902	0	10366
11	568	891	798	864	1564	980	895	919	922	902	895	0	11346
12	891	798	864	1564	980	895	919	922	902	895	872	0	12241
13	798	864	1564	980	895	919	922	902	895	872	1510	0	13160
14	864	1564	980	895	919	922	902	895	872	1510	922	0	14082
15	1564	980	895	919	922	902	895	872	1510	922	860	0	14984
16	980	895	919	922	902	895	872	1510	922	860	832	0	15879
17	895	919	922	902	895	872	1510	922	860	832	810	0	16751
18	919	922	902	895	872	1510	922	860	832	810	1471	0	18261
19	922	902	895	872	1510	922	860	832	810	1471	887	0	19183
20	902	895	872	1510	922	860	832	810	1471	887	560	0	20043
21	895	872	1510	922	860	832	810	1471	887	560	915	0	20875
22	872	1510	922	860	832	810	1471	887	560	915	871	0	21685
23	1510	922	860	832	810	1471	887	560	915	871	790	0	23156
24	922	860	832	810	1471	887	560	915	871	790	794	0	24043
25	860	832	810	1471	887	560	915	871	790	794	797	0	24603
26	832	810	1471	887	560	915	871	790	794	797	584	0	25518
27	810	1471	887	560	915	871	790	794	797	584	992	0	26389
28	1471	887	560	915	871	790	794	797	584	992	821	0	27179
29	887	560	915	871	790	794	797	584	992	821	1522	0	27973
30	560	915	871	790	794	797	584	992	821	1522	856	0	28770
31	915	871	790	794	797	584	992	821	1522	856	560	1	29354
32	871	790	794	797	584	992	821	1522	856	560	930	0	30346
33	790	794	797	584	992	821	1522	856	560	930	626	0	31167
34	794	797	584	992	821	1522	856	560	930	626	888	0	32689
35	797	584	992	821	1522	856	560	930	626	888	891	0	33545
36	584	992	821	1522	856	560	930	626	888	891	856	0	34105
37	992	821	1522	856	560	930	626	888	891	856	809	0	35035
38	821	1522	856	560	930	626	888	891	856	809	821	1	35661
39	1522	856	560	930	626	888	891	856	809	821	809	0	36549
40	856	560	930	626	888	891	856	809	821	809	541	0	37440
41	560	930	626	888	891	856	809	821	809	541	584	0	38296
42	930	626	888	891	856	809	821	809	541	584	992	0	39105
43	626	888	891	856	809	821	809	541	584	992	950	0	39926
44	888	891	856	809	821	809	541	584	992	950	879	0	40735
45	891	856	809	821	809	541	584	992	950	879	840	1	41276
46	856	809	821	809	541	584	992	950	879	840	841	1	41860
47	809	821	809	541	584	992	950	879	840	841	829	0	42852
48	821	809	541	584	992	950	879	840	841	829	805	0	43802
49	809	541	584	992	950	879	840	841	829	805	841	0	44681
50	541	584	992	950	879	840	841	829	805	841	828	0	45521
51	584	992	950	879	840	841	829	805	841	828	829	0	46362
52	992	950	879	840	841	829	805	841	828	829	1525	0	47191
53	950	879	840	841	829	805	841	828	829	1525	880	0	47996
54	879	840	841	829	805	841	828	829	1525	880	560	0	48837
55	840	841	829	805	841	828	829	1525	880	560	911	0	49665
56	841	829	805	841	828	829	1525	880	560	911	848	0	50494
57	829	805	841	828	829	1525	880	560	911	848	611	0	52019
58	805	841	828	829	1525	880	560	911	848	611	949	0	52899
59	841	828	829	1525	880	560	911	848	611	949	786	1	53459
60	828	829	1525	880	560	911	848	611	949	786	798	0	54370
61	829	1525	880	560	911	848	611	949	786	798	782	0	55218
62	1525	880	560	911	848	611	949	786	798	782	798	1	55829
63	880	560	911	848	611	949	786	798	782	798	813	0	56778
64	560	911	848	611	949	786	798	782	798	813	829	0	57564
65	911	848	611	949	786	798	782	798	813	829	825	0	58362
66	848	611	949	786	798	782	798	813	829	825	836	0	59144
67	611	949	786	798	782	798	813	829	825	836	837	0	59942
68	949	786	798	782	798	813	829	825	836	837	836	0	60755
69	786	798	782	798	813	829	825	836	837	836	849	0	61584
70	798	782	798	813	829	825	836	837	836	849	844	0	62409
71	782	798	813	829	825	836	837	836	849	844	844	0	63245
72	798	813	829	825	836	837	836	849	844	844	1623	0	64082
