index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	377	864	596	1089	841	813	809	825	868	891	883	0	4580
6	864	596	1089	841	813	809	825	868	891	883	895	0	5389
7	596	1089	841	813	809	825	868	891	883	895	918	0	6214
8	1089	841	813	809	825	868	891	883	895	918	930	0	7082
9	841	813	809	825	868	891	883	895	918	930	926	0	7973
10	813	809	825	868	891	883	895	918	930	926	934	0	8856
11	809	825	868	891	883	895	918	930	926	934	926	0	9751
12	825	868	891	883	895	918	930	926	934	926	907	0	10669
13	868	891	883	895	918	930	926	934	926	907	895	0	11599
14	891	883	895	918	930	926	934	926	907	895	879	0	12525
15	883	895	918	930	926	934	926	907	895	879	876	0	13459
16	895	918	930	926	934	926	907	895	879	876	646	0	14385
17	918	930	926	934	926	907	895	879	876	646	1027	0	15292
18	930	926	934	926	907	895	879	876	646	1027	832	0	16187
19	926	934	926	907	895	879	876	646	1027	832	833	0	17066
20	934	926	907	895	879	876	646	1027	832	833	837	0	17942
21	926	907	895	879	876	646	1027	832	833	837	829	1	18588
22	907	895	879	876	646	1027	832	833	837	829	758	0	19615
23	895	879	876	646	1027	832	833	837	829	758	716	0	20447
24	879	876	646	1027	832	833	837	829	758	716	728	0	21280
25	876	646	1027	832	833	837	829	758	716	728	673	0	22117
26	646	1027	832	833	837	829	758	716	728	673	1319	0	22946
27	1027	832	833	837	829	758	716	728	673	1319	829	1	23704
28	832	833	837	829	758	716	728	673	1319	829	821	1	24420
29	833	837	829	758	716	728	673	1319	829	821	786	1	25148
30	837	829	758	716	728	673	1319	829	821	786	786	1	25821
31	829	758	716	728	673	1319	829	821	786	786	770	0	27140
32	758	716	728	673	1319	829	821	786	786	770	685	0	27969
33	716	728	673	1319	829	821	786	786	770	685	662	0	28790
34	728	673	1319	829	821	786	786	770	685	662	825	0	29576
35	673	1319	829	821	786	786	770	685	662	825	731	0	30362
36	1319	829	821	786	786	770	685	662	825	731	615	0	31132
37	829	821	786	786	770	685	662	825	731	615	813	0	31817
38	821	786	786	770	685	662	825	731	615	813	712	0	32479
39	786	786	770	685	662	825	731	615	813	712	704	0	33304
40	786	770	685	662	825	731	615	813	712	704	697	0	34035
41	770	685	662	825	731	615	813	712	704	697	700	1	34650
42	685	662	825	731	615	813	712	704	697	700	708	0	35463
43	662	825	731	615	813	712	704	697	700	708	701	0	36175
44	825	731	615	813	712	704	697	700	708	701	677	0	36879
45	731	615	813	712	704	697	700	708	701	677	700	0	37576
46	615	813	712	704	697	700	708	701	677	700	693	0	38276
47	813	712	704	697	700	708	701	677	700	693	685	0	38984
48	712	704	697	700	708	701	677	700	693	685	677	0	39685
49	704	697	700	708	701	677	700	693	685	677	688	0	40362
50	697	700	708	701	677	700	693	685	677	688	697	0	41062
51	700	708	701	677	700	693	685	677	688	697	696	0	41755
52	708	701	677	700	693	685	677	688	697	696	697	0	42440
53	701	677	700	693	685	677	688	697	696	697	739	0	43117
54	677	700	693	685	677	688	697	696	697	739	880	0	43805
55	700	693	685	677	688	697	696	697	739	880	793	0	44502
56	693	685	677	688	697	696	697	739	880	793	810	0	45198
57	685	677	688	697	696	697	739	880	793	810	867	0	45895
58	677	688	697	696	697	739	880	793	810	867	845	0	46634
59	688	697	696	697	739	880	793	810	867	845	852	0	47514
60	697	696	697	739	880	793	810	867	845	852	926	0	48307
61	696	697	739	880	793	810	867	845	852	926	961	0	49117
62	697	739	880	793	810	867	845	852	926	961	914	0	49984
63	739	880	793	810	867	845	852	926	961	914	985	0	50829
64	880	793	810	867	845	852	926	961	914	985	1004	0	51681
65	793	810	867	845	852	926	961	914	985	1004	1008	0	52607
66	810	867	845	852	926	961	914	985	1004	1008	945	0	53568
67	867	845	852	926	961	914	985	1004	1008	945	911	0	54482
68	845	852	926	961	914	985	1004	1008	945	911	1011	0	55467
69	852	926	961	914	985	1004	1008	945	911	1011	919	0	56471
70	926	961	914	985	1004	1008	945	911	1011	919	898	0	57479
71	961	914	985	1004	1008	945	911	1011	919	898	907	0	58424
72	914	985	1004	1008	945	911	1011	919	898	907	934	1	59335
73	985	1004	1008	945	911	1011	919	898	907	934	945	0	60346
74	1004	1008	945	911	1011	919	898	907	934	945	942	0	61265
75	1008	945	911	1011	919	898	907	934	945	942	926	0	62163
76	945	911	1011	919	898	907	934	945	942	926	950	0	63070
77	911	1011	919	898	907	934	945	942	926	950	968	0	64004
78	1011	919	898	907	934	945	942	926	950	968	977	0	64949
79	919	898	907	934	945	942	926	950	968	977	942	0	65891
80	898	907	934	945	942	926	950	968	977	942	965	0	66817
81	907	934	945	942	926	950	968	977	942	965	969	0	67767
82	934	945	942	926	950	968	977	942	965	969	961	0	68735
83	945	942	926	950	968	977	942	965	969	961	933	0	69712
84	942	926	950	968	977	942	965	969	961	933	923	0	70654
85	926	950	968	977	942	965	969	961	933	923	918	0	71619
86	950	968	977	942	965	969	961	933	923	918	926	0	72588
87	968	977	942	965	969	961	933	923	918	926	911	0	73549
88	977	942	965	969	961	933	923	918	926	911	891	0	74482
89	942	965	969	961	933	923	918	926	911	891	906	0	75405
90	965	969	961	933	923	918	926	911	891	906	915	0	76323
91	969	961	933	923	918	926	911	891	906	915	895	0	77249
92	961	933	923	918	926	911	891	906	915	895	875	0	78160
93	933	923	918	926	911	891	906	915	895	875	895	0	79051
94	923	918	926	911	891	906	915	895	875	895	887	0	79957
95	918	926	911	891	906	915	895	875	895	887	883	0	80872
96	926	911	891	906	915	895	875	895	887	883	864	0	81767
97	911	891	906	915	895	875	895	887	883	864	864	0	82642
98	891	906	915	895	875	895	887	883	864	864	872	0	83537
99	906	915	895	875	895	887	883	864	864	872	879	0	84424
100	915	895	875	895	887	883	864	864	872	879	864	0	85307
101	895	875	895	887	883	864	864	872	879	864	868	0	86171
102	875	895	887	883	864	864	872	879	864	868	894	0	87035
103	895	887	883	864	864	872	879	864	868	894	662	0	87907
104	887	883	864	864	872	879	864	868	894	662	1148	0	88786
105	883	864	864	872	879	864	868	894	662	1148	864	0	89650
106	864	864	872	879	864	868	894	662	1148	864	879	0	90518
107	864	872	879	864	868	894	662	1148	864	879	879	0	91412
108	872	879	864	868	894	662	1148	864	879	879	891	1	92074
109	879	864	868	894	662	1148	864	879	879	891	872	0	93222
110	864	868	894	662	1148	864	879	879	891	872	868	0	94086
111	868	894	662	1148	864	879	879	891	872	868	891	0	94965
112	894	662	1148	864	879	879	891	872	868	891	895	0	95844
113	662	1148	864	879	879	891	872	868	891	895	891	0	96735
114	1148	864	879	879	891	872	868	891	895	891	875	0	97607
115	864	879	879	891	872	868	891	895	891	875	907	0	98475
116	879	879	891	872	868	891	895	891	875	907	910	0	99366
117	879	891	872	868	891	895	891	875	907	910	915	0	100261
118	891	872	868	891	895	891	875	907	910	915	902	0	101152
119	872	868	891	895	891	875	907	910	915	902	888	0	102027
120	868	891	895	891	875	907	910	915	902	888	902	0	102934
121	891	895	891	875	907	910	915	902	888	902	903	0	103844
122	895	891	875	907	910	915	902	888	902	903	887	0	104759
123	891	875	907	910	915	902	888	902	903	887	755	0	105661
124	875	907	910	915	902	888	902	903	887	755	977	0	106549
125	907	910	915	902	888	902	903	887	755	977	871	0	107451
126	910	915	902	888	902	903	887	755	977	871	880	0	108354
127	915	902	888	902	903	887	755	977	871	880	867	0	109241
128	902	888	902	903	887	755	977	871	880	867	868	1	109996
129	888	902	903	887	755	977	871	880	867	868	887	0	110973
130	902	903	887	755	977	871	880	867	868	887	635	0	111844
131	903	887	755	977	871	880	867	868	887	635	1190	0	112724
132	887	755	977	871	880	867	868	887	635	1190	891	0	113591
133	755	977	871	880	867	868	887	635	1190	891	876	0	114459
134	977	871	880	867	868	887	635	1190	891	876	891	0	115346
135	871	880	867	868	887	635	1190	891	876	891	883	1	115981
136	880	867	868	887	635	1190	891	876	891	883	876	0	117171
137	867	868	887	635	1190	891	876	891	883	876	867	0	118062
138	868	887	635	1190	891	876	891	883	876	867	887	0	118938
139	887	635	1190	891	876	891	883	876	867	887	888	0	119829
140	635	1190	891	876	891	883	876	867	887	888	883	0	120712
141	1190	891	876	891	883	876	867	887	888	883	864	0	121588
142	891	876	891	883	876	867	887	888	883	864	860	0	122455
143	876	891	883	876	867	887	888	883	864	860	867	0	123342
144	891	883	876	867	887	888	883	864	860	867	852	0	124230
145	883	876	867	887	888	883	864	860	867	852	829	0	125113
146	876	867	887	888	883	864	860	867	852	829	794	0	125977
147	867	887	888	883	864	860	867	852	829	794	704	0	126837
148	887	888	883	864	860	867	852	829	794	704	825	0	127704
149	888	883	864	860	867	852	829	794	704	825	798	0	128556
150	883	864	860	867	852	829	794	704	825	798	762	0	129385
151	864	860	867	852	829	794	704	825	798	762	755	0	130179
152	860	867	852	829	794	704	825	798	762	755	744	0	130883
153	867	852	829	794	704	825	798	762	755	744	770	0	131708
154	852	829	794	704	825	798	762	755	744	770	794	0	132506
155	829	794	704	825	798	762	755	744	770	794	809	0	133268
156	794	704	825	798	762	755	744	770	794	809	802	0	134023
157	704	825	798	762	755	744	770	794	809	802	809	0	134767
158	825	798	762	755	744	770	794	809	802	809	844	0	135537
159	798	762	755	744	770	794	809	802	809	844	876	0	136331
160	762	755	744	770	794	809	802	809	844	876	848	0	137140
161	755	744	770	794	809	802	809	844	876	848	821	0	137942
162	744	770	794	809	802	809	844	876	848	821	876	0	138751
163	770	794	809	802	809	844	876	848	821	876	895	0	139595
164	794	809	802	809	844	876	848	821	876	895	894	0	140471
165	809	802	809	844	876	848	821	876	895	894	868	0	141319
166	802	809	844	876	848	821	876	895	894	868	845	0	142140
167	809	844	876	848	821	876	895	894	868	845	906	0	143016
168	844	876	848	821	876	895	894	868	845	906	887	0	143911
169	876	848	821	876	895	894	868	845	906	887	856	0	144805
170	848	821	876	895	894	868	845	906	887	856	872	0	145673
171	821	876	895	894	868	845	906	887	856	872	907	0	146518
