index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	167	424	670	541	544	421	373	385	922	401	716	1	2767
6	424	670	541	544	421	373	385	922	401	716	413	1	3140
7	670	541	544	421	373	385	922	401	716	413	653	1	3525
8	541	544	421	373	385	922	401	716	413	653	530	0	4447
9	544	421	373	385	922	401	716	413	653	530	529	1	4848
10	421	373	385	922	401	716	413	653	530	529	408	0	5564
11	373	385	922	401	716	413	653	530	529	408	374	1	5977
12	385	922	401	716	413	653	530	529	408	374	875	0	6630
13	922	401	716	413	653	530	529	408	374	875	541	0	7160
14	401	716	413	653	530	529	408	374	875	541	541	0	7689
15	716	413	653	530	529	408	374	875	541	541	412	1	8097
16	413	653	530	529	408	374	875	541	541	412	386	1	8471
17	653	530	529	408	374	875	541	541	412	386	902	0	9346
18	530	529	408	374	875	541	541	412	386	902	409	0	9887
19	529	408	374	875	541	541	412	386	902	409	720	0	10428
20	408	374	875	541	541	412	386	902	409	720	548	1	10840
21	374	875	541	541	412	386	902	409	720	548	549	1	11226
22	875	541	541	412	386	902	409	720	548	549	409	0	12128
23	541	541	412	386	902	409	720	548	549	409	362	1	12537
24	541	412	386	902	409	720	548	549	409	362	894	0	13257
25	412	386	902	409	720	548	549	409	362	894	428	0	13805
26	386	902	409	720	548	549	409	362	894	428	646	0	14354
27	902	409	720	548	549	409	362	894	428	646	545	1	14763
28	409	720	548	549	409	362	894	428	646	545	537	1	15125
29	720	548	549	409	362	894	428	646	545	537	420	0	16019
30	548	549	409	362	894	428	646	545	537	420	673	1	16447
31	549	409	362	894	428	646	545	537	420	673	534	0	17093
32	409	362	894	428	646	545	537	420	673	534	548	0	17638
33	362	894	428	646	545	537	420	673	534	548	444	0	18175
34	894	428	646	545	537	420	673	534	548	444	346	1	18595
35	428	646	545	537	420	673	534	548	444	346	953	0	19268
36	646	545	537	420	673	534	548	444	346	953	440	0	19802
37	545	537	420	673	534	548	444	346	953	440	704	0	20350
38	537	420	673	534	548	444	346	953	440	704	572	1	20794
39	420	673	534	548	444	346	953	440	704	572	549	1	21140
40	673	534	548	444	346	953	440	704	572	549	424	0	22093
41	534	548	444	346	953	440	704	572	549	424	782	1	22533
42	548	444	346	953	440	704	572	549	424	782	409	0	23237
43	444	346	953	440	704	572	549	424	782	409	727	0	23809
44	346	953	440	704	572	549	424	782	409	727	592	0	24358
45	953	440	704	572	549	424	782	409	727	592	552	1	24782
46	440	704	572	549	424	782	409	727	592	552	397	0	25564
47	704	572	549	424	782	409	727	592	552	397	366	1	25973
48	572	549	424	782	409	727	592	552	397	366	852	0	26700
49	549	424	782	409	727	592	552	397	366	852	576	0	27292
50	424	782	409	727	592	552	397	366	852	576	514	0	27844
51	782	409	727	592	552	397	366	852	576	514	529	1	28241
52	409	727	592	552	397	366	852	576	514	529	525	1	28607
53	727	592	552	397	366	852	576	514	529	525	518	0	29459
54	592	552	397	366	852	576	514	529	525	518	525	0	30035
55	552	397	366	852	576	514	529	525	518	525	514	0	30549
56	397	366	852	576	514	529	525	518	525	514	517	0	31078
57	366	852	576	514	529	525	518	525	514	517	529	0	31603
58	852	576	514	529	525	518	525	514	517	529	545	0	32121
59	576	514	529	525	518	525	514	517	529	545	440	0	32646
60	514	529	525	518	525	514	517	529	545	440	346	0	33160
61	529	525	518	525	514	517	529	545	440	346	856	0	33677
62	525	518	525	514	517	529	545	440	346	856	545	0	34206
63	518	525	514	517	529	545	440	346	856	545	544	0	34751
64	525	514	517	529	545	440	346	856	545	544	417	1	35191
65	514	517	529	545	440	346	856	545	544	417	677	1	35537
66	517	529	545	440	346	856	545	544	417	677	412	0	36393
67	529	545	440	346	856	545	544	417	677	412	670	0	36938
68	545	440	346	856	545	544	417	677	412	670	521	0	37482
69	440	346	856	545	544	417	677	412	670	521	529	1	37899
70	346	856	545	544	417	677	412	670	521	529	405	0	38576
71	856	545	544	417	677	412	670	521	529	405	350	1	38988
72	545	544	417	677	412	670	521	529	405	350	817	0	39658
73	544	417	677	412	670	521	529	405	350	817	455	0	40179
74	417	677	412	670	521	529	405	350	817	455	588	0	40708
75	677	412	670	521	529	405	350	817	455	588	517	1	41113
76	412	670	521	529	405	350	817	455	588	517	518	1	41463
77	670	521	529	405	350	817	455	588	517	518	377	0	42280
78	521	529	405	350	817	455	588	517	518	377	685	1	42735
79	529	405	350	817	455	588	517	518	377	685	409	0	43323
80	405	350	817	455	588	517	518	377	685	409	650	0	43840
81	350	817	455	588	517	518	377	685	409	650	432	0	44358
82	817	455	588	517	518	377	685	409	650	432	630	1	44735
83	455	588	517	518	377	685	409	650	432	630	424	0	45420
84	588	517	518	377	685	409	650	432	630	424	642	1	45829
85	517	518	377	685	409	650	432	630	424	642	428	0	46479
86	518	377	685	409	650	432	630	424	642	428	654	1	46911
87	377	685	409	650	432	630	424	642	428	654	397	0	47541
88	685	409	650	432	630	424	642	428	654	397	681	1	47965
89	409	650	432	630	424	642	428	654	397	681	431	0	48607
90	650	432	630	424	642	428	654	397	681	431	658	1	49035
91	432	630	424	642	428	654	397	681	431	658	397	0	49689
92	630	424	642	428	654	397	681	431	658	397	681	1	50086
93	424	642	428	654	397	681	431	658	397	681	377	0	50767
94	642	428	654	397	681	431	658	397	681	377	681	1	51198
95	428	654	397	681	431	658	397	681	377	681	420	0	51856
96	654	397	681	431	658	397	681	377	681	420	619	1	52253
97	397	681	431	658	397	681	377	681	420	619	518	0	52934
98	681	431	658	397	681	377	681	420	619	518	389	1	53311
99	431	658	397	681	377	681	420	619	518	389	362	0	53992
100	658	397	681	377	681	420	619	518	389	362	817	1	54412
101	397	681	377	681	420	619	518	389	362	817	471	0	55031
102	681	377	681	420	619	518	389	362	817	471	560	0	55549
103	377	681	420	619	518	389	362	817	471	560	373	1	55938
104	681	420	619	518	389	362	817	471	560	373	343	1	56300
105	420	619	518	389	362	817	471	560	373	343	821	0	57117
106	619	518	389	362	817	471	560	373	343	821	404	1	57588
107	518	389	362	817	471	560	373	343	821	404	627	0	58148
108	389	362	817	471	560	373	343	821	404	627	510	1	58521
109	362	817	471	560	373	343	821	404	627	510	498	1	58864
110	817	471	560	373	343	821	404	627	510	498	498	0	59685
111	471	560	373	343	821	404	627	510	498	498	498	1	60089
112	560	373	343	821	404	627	510	498	498	498	494	0	60716
113	373	343	821	404	627	510	498	498	498	494	498	0	61226
114	343	821	404	627	510	498	498	498	494	498	486	0	61724
115	821	404	627	510	498	498	498	494	498	486	491	0	62222
116	404	627	510	498	498	498	494	498	486	491	397	0	62720
117	627	510	498	498	498	494	498	486	491	397	338	0	63214
118	510	498	498	498	494	498	486	491	397	338	759	0	63712
119	498	498	498	494	498	486	491	397	338	759	393	0	64198
120	498	498	494	498	486	491	397	338	759	393	603	0	64689
121	498	494	498	486	491	397	338	759	393	603	486	1	65086
122	494	498	486	491	397	338	759	393	603	486	483	1	65424
123	498	486	491	397	338	759	393	603	486	483	486	0	66183
124	486	491	397	338	759	393	603	486	483	486	479	1	66576
125	491	397	338	759	393	603	486	483	486	479	455	0	67179
126	397	338	759	393	603	486	483	486	479	455	510	0	67665
127	338	759	393	603	486	483	486	479	455	510	385	0	68148
128	759	393	603	486	483	486	479	455	510	385	584	0	68634
129	393	603	486	483	486	479	455	510	385	584	459	0	69113
130	603	486	483	486	479	455	510	385	584	459	517	0	69568
131	486	483	486	479	455	510	385	584	459	517	370	0	70078
132	483	486	479	455	510	385	584	459	517	370	335	1	70463
133	486	479	455	510	385	584	459	517	370	335	774	0	71047
134	479	455	510	385	584	459	517	370	335	774	486	1	71506
135	455	510	385	584	459	517	370	335	774	486	487	0	72023
136	510	385	584	459	517	370	335	774	486	487	474	1	72393
137	385	584	459	517	370	335	774	486	487	474	483	1	72728
138	584	459	517	370	335	774	486	487	474	483	479	0	73502
139	459	517	370	335	774	486	487	474	483	479	470	0	73988
140	517	370	335	774	486	487	474	483	479	470	397	0	74475
141	370	335	774	486	487	474	483	479	470	397	564	0	74949
142	335	774	486	487	474	483	479	470	397	564	475	0	75432
143	774	486	487	474	483	479	470	397	564	475	479	0	75911
144	486	487	474	483	479	470	397	564	475	479	471	0	76381
145	487	474	483	479	470	397	564	475	479	471	474	1	76778
146	474	483	479	470	397	564	475	479	471	474	382	0	77342
147	483	479	470	397	564	475	479	471	474	382	334	0	77817
148	479	470	397	564	475	479	471	474	382	334	739	0	78296
149	470	397	564	475	479	471	474	382	334	739	374	0	78767
150	397	564	475	479	471	474	382	334	739	374	607	0	79241
151	564	475	479	471	474	382	334	739	374	607	393	1	79623
152	475	479	471	474	382	334	739	374	607	393	572	1	79957
153	479	471	474	382	334	739	374	607	393	572	444	0	80696
154	471	474	382	334	739	374	607	393	572	444	517	1	81070
155	474	382	334	739	374	607	393	572	444	517	432	0	81677
156	382	334	739	374	607	393	572	444	517	432	506	1	82070
157	334	739	374	607	393	572	444	517	432	506	467	0	82642
158	739	374	607	393	572	444	517	432	506	467	463	1	83086
159	374	607	393	572	444	517	432	506	467	463	459	0	83603
160	607	393	572	444	517	432	506	467	463	459	479	1	84035
161	393	572	444	517	432	506	467	463	459	479	482	0	84541
162	572	444	517	432	506	467	463	459	479	482	467	0	85008
163	444	517	432	506	467	463	459	479	482	467	471	0	85471
164	517	432	506	467	463	459	479	482	467	471	471	0	85930
165	432	506	467	463	459	479	482	467	471	471	474	0	86409
166	506	467	463	459	479	482	467	471	471	474	479	0	86891
167	467	463	459	479	482	467	471	471	474	479	381	0	87358
