index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	241	327	697	700	696	697	700	689	693	696	697	0	3358
6	327	697	700	696	697	700	689	693	696	697	696	0	4058
7	697	700	696	697	700	689	693	696	697	696	708	0	4747
8	700	696	697	700	689	693	696	697	696	708	697	0	5440
9	696	697	700	689	693	696	697	696	708	697	700	0	6136
10	697	700	689	693	696	697	696	708	697	700	705	0	6833
11	700	689	693	696	697	696	708	697	700	705	700	0	7529
12	689	693	696	697	696	708	697	700	705	700	716	0	8237
13	693	696	697	696	708	697	700	705	700	716	708	0	8934
14	696	697	696	708	697	700	705	700	716	708	720	0	9634
15	697	696	708	697	700	705	700	716	708	720	735	0	10339
16	696	708	697	700	705	700	716	708	720	735	728	0	11039
17	708	697	700	705	700	716	708	720	735	728	735	0	11755
18	697	700	705	700	716	708	720	735	728	735	724	0	12463
19	700	705	700	716	708	720	735	728	735	724	732	0	13183
20	705	700	716	708	720	735	728	735	724	732	719	0	13918
21	700	716	708	720	735	728	735	724	732	719	716	0	14646
22	716	708	720	735	728	735	724	732	719	716	712	0	15381
23	708	720	735	728	735	724	732	719	716	712	712	0	16105
24	720	735	728	735	724	732	719	716	712	712	720	0	16837
25	735	728	735	724	732	719	716	712	712	720	720	0	17556
26	728	735	724	732	719	716	712	712	720	720	716	0	18272
27	735	724	732	719	716	712	712	720	720	716	708	0	18984
28	724	732	719	716	712	712	720	720	716	708	708	0	19696
29	732	719	716	712	712	720	720	716	708	708	701	0	20416
30	719	716	712	712	720	720	716	708	708	701	704	0	21136
31	716	712	712	720	720	716	708	708	701	704	689	0	21852
32	712	712	720	720	716	708	708	701	704	689	685	0	22560
33	712	720	720	716	708	708	701	704	689	685	688	0	23268
34	720	720	716	708	708	701	704	689	685	688	506	0	23969
35	720	716	708	708	701	704	689	685	688	506	876	0	24673
36	716	708	708	701	704	689	685	688	506	876	681	0	25362
37	708	708	701	704	689	685	688	506	876	681	681	0	26047
38	708	701	704	689	685	688	506	876	681	681	681	0	26735
39	701	704	689	685	688	506	876	681	681	681	677	1	27241
40	704	689	685	688	506	876	681	681	681	677	677	0	28117
41	689	685	688	506	876	681	681	681	677	677	681	0	28798
42	685	688	506	876	681	681	681	677	677	681	680	0	29479
43	688	506	876	681	681	681	677	677	681	680	681	0	30160
44	506	876	681	681	681	677	677	681	680	681	685	0	30837
45	876	681	681	681	677	677	681	680	681	685	693	0	31514
46	681	681	681	677	677	681	680	681	685	693	708	0	32195
47	681	681	677	677	681	680	681	685	693	708	498	0	32875
48	681	677	677	681	680	681	685	693	708	498	942	0	33556
49	677	677	681	680	681	685	693	708	498	942	708	0	34241
50	677	681	680	681	685	693	708	498	942	708	704	0	34934
51	681	680	681	685	693	708	498	942	708	704	701	0	35642
52	680	681	685	693	708	498	942	708	704	701	696	1	36140
53	681	685	693	708	498	942	708	704	701	696	697	0	37082
54	685	693	708	498	942	708	704	701	696	697	700	0	37790
55	693	708	498	942	708	704	701	696	697	700	708	0	38494
56	708	498	942	708	704	701	696	697	700	708	708	0	39195
57	498	942	708	704	701	696	697	700	708	708	697	0	39891
58	942	708	704	701	696	697	700	708	708	697	708	0	40588
59	708	704	701	696	697	700	708	708	697	708	704	0	41288
60	704	701	696	697	700	708	708	697	708	704	708	0	41996
61	701	696	697	700	708	708	697	708	704	708	709	0	42704
62	696	697	700	708	708	697	708	704	708	709	700	0	43401
63	697	700	708	708	697	708	704	708	709	700	700	0	44109
64	700	708	708	697	708	704	708	709	700	700	693	0	44813
65	708	708	697	708	704	708	709	700	700	693	704	0	45521
66	708	697	708	704	708	709	700	700	693	704	693	0	46230
67	697	708	704	708	709	700	700	693	704	693	696	0	46930
68	708	704	708	709	700	700	693	704	693	696	697	0	47630
69	704	708	709	700	700	693	704	693	696	697	696	0	48323
70	708	709	700	700	693	704	693	696	697	696	689	0	49027
71	709	700	700	693	704	693	696	697	696	689	498	0	49720
72	700	700	693	704	693	696	697	696	689	498	883	0	50416
73	700	693	704	693	696	697	696	689	498	883	689	0	51113
74	693	704	693	696	697	696	689	498	883	689	685	0	51809
75	704	693	696	697	696	689	498	883	689	685	689	0	52498
76	693	696	697	696	689	498	883	689	685	689	684	1	52996
77	696	697	696	689	498	883	689	685	689	684	685	0	53879
78	697	696	689	498	883	689	685	689	684	685	689	0	54568
79	696	689	498	883	689	685	689	684	685	689	685	0	55253
80	689	498	883	689	685	689	684	685	689	685	685	0	55942
81	498	883	689	685	689	684	685	689	685	685	688	0	56626
82	883	689	685	689	684	685	689	685	685	688	693	0	57311
