index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	214	253	868	863	888	852	864	867	852	837	767	0	3938
6	253	868	863	888	852	864	867	852	837	767	801	0	4802
7	868	863	888	852	864	867	852	837	767	801	782	0	5669
8	863	888	852	864	867	852	837	767	801	782	1043	0	6521
9	888	852	864	867	852	837	767	801	782	1043	763	0	7358
10	852	864	867	852	837	767	801	782	1043	763	848	0	8125
11	864	867	852	837	767	801	782	1043	763	848	860	0	8926
12	867	852	837	767	801	782	1043	763	848	860	871	0	9708
13	852	837	767	801	782	1043	763	848	860	871	860	0	10751
14	837	767	801	782	1043	763	848	860	871	860	884	0	11514
15	767	801	782	1043	763	848	860	871	860	884	863	0	12362
16	801	782	1043	763	848	860	871	860	884	863	845	0	13222
17	782	1043	763	848	860	871	860	884	863	845	883	0	14093
18	1043	763	848	860	871	860	884	863	845	883	844	0	14953
19	763	848	860	871	860	884	863	845	883	844	853	0	15837
20	848	860	871	860	884	863	845	883	844	853	879	0	16700
21	860	871	860	884	863	845	883	844	853	879	875	0	17545
22	871	860	884	863	845	883	844	853	879	875	837	0	18428
23	860	884	863	845	883	844	853	879	875	837	872	0	19272
24	884	863	845	883	844	853	879	875	837	872	766	0	20125
25	863	845	883	844	853	879	875	837	872	766	1257	0	21004
26	845	883	844	853	879	875	837	872	766	1257	704	0	21879
27	883	844	853	879	875	837	872	766	1257	704	782	0	22716
28	844	853	879	875	837	872	766	1257	704	782	841	0	23588
29	853	879	875	837	872	766	1257	704	782	841	755	0	24354
30	879	875	837	872	766	1257	704	782	841	755	1280	0	25611
31	875	837	872	766	1257	704	782	841	755	1280	790	0	26315
32	837	872	766	1257	704	782	841	755	1280	790	657	0	27097
33	872	766	1257	704	782	841	755	1280	790	657	693	0	27938
34	766	1257	704	782	841	755	1280	790	657	693	681	0	28693
35	1257	704	782	841	755	1280	790	657	693	681	782	0	29973
36	704	782	841	755	1280	790	657	693	681	782	844	0	30763
37	782	841	755	1280	790	657	693	681	782	844	864	0	31420
38	841	755	1280	790	657	693	681	782	844	864	856	0	32113
39	755	1280	790	657	693	681	782	844	864	856	852	0	32794
40	1280	790	657	693	681	782	844	864	856	852	883	0	33576
41	790	657	693	681	782	844	864	856	852	883	872	0	34420
42	657	693	681	782	844	864	856	852	883	872	876	0	35284
43	693	681	782	844	864	856	852	883	872	876	840	0	36140
44	681	782	844	864	856	852	883	872	876	840	720	0	36992
45	782	844	864	856	852	883	872	876	840	720	665	0	37875
46	844	864	856	852	883	872	876	840	720	665	689	0	38747
47	864	856	852	883	872	876	840	720	665	689	767	0	39623
48	856	852	883	872	876	840	720	665	689	767	828	0	40463
49	852	883	872	876	840	720	665	689	767	828	891	0	41183
50	883	872	876	840	720	665	689	767	828	891	817	0	41848
51	872	876	840	720	665	689	767	828	891	817	938	0	42537
52	876	840	720	665	689	767	828	891	817	938	813	0	43304
53	840	720	665	689	767	828	891	817	938	813	860	0	44132
54	720	665	689	767	828	891	817	938	813	860	888	0	45023
55	665	689	767	828	891	817	938	813	860	888	821	0	45840
56	689	767	828	891	817	938	813	860	888	821	801	0	46778
57	767	828	891	817	938	813	860	888	821	801	821	0	47591
58	828	891	817	938	813	860	888	821	801	821	813	0	48451
59	891	817	938	813	860	888	821	801	821	813	868	0	49339
60	817	938	813	860	888	821	801	821	813	868	860	0	50160
61	938	813	860	888	821	801	821	813	868	860	840	0	50961
62	813	860	888	821	801	821	813	868	860	840	919	0	51782
63	860	888	821	801	821	813	868	860	840	919	860	0	52595
64	888	821	801	821	813	868	860	840	919	860	708	0	53463
65	821	801	821	813	868	860	840	919	860	708	801	0	54323
66	801	821	813	868	860	840	919	860	708	801	853	0	55163
67	821	813	868	860	840	919	860	708	801	853	891	0	56082
68	813	868	860	840	919	860	708	801	853	891	836	0	56942
