index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	770	790	833	871	872	868	860	867	884	891	883	0	5012
6	790	833	871	872	868	860	867	884	891	883	875	0	5872
7	833	871	872	868	860	867	884	891	883	875	856	0	6739
8	871	872	868	860	867	884	891	883	875	856	856	0	7623
9	872	868	860	867	884	891	883	875	856	856	876	0	8514
10	868	860	867	884	891	883	875	856	856	876	899	0	9397
11	860	867	884	891	883	875	856	856	876	899	860	0	10272
12	867	884	891	883	875	856	856	876	899	860	863	0	11128
13	884	891	883	875	856	856	876	899	860	863	860	0	11984
14	891	883	875	856	856	876	899	860	863	860	864	0	12860
15	883	875	856	856	876	899	860	863	860	864	848	0	13759
16	875	856	856	876	899	860	863	860	864	848	845	0	14619
17	856	856	876	899	860	863	860	864	848	845	840	0	15482
18	856	876	899	860	863	860	864	848	845	840	829	0	16342
19	876	899	860	863	860	864	848	845	840	829	463	0	17206
20	899	860	863	860	864	848	845	840	829	463	1206	0	18054
21	860	863	860	864	848	845	840	829	463	1206	794	0	18899
22	863	860	864	848	845	840	829	463	1206	794	778	0	19739
23	860	864	848	845	840	829	463	1206	794	778	526	0	20568
24	864	848	845	840	829	463	1206	794	778	526	1031	1	21031
25	848	845	840	829	463	1206	794	778	526	1031	774	0	22237
26	845	840	829	463	1206	794	778	526	1031	774	545	0	23031
27	840	829	463	1206	794	778	526	1031	774	545	1008	0	23809
28	829	463	1206	794	778	526	1031	774	545	1008	743	1	24335
29	463	1206	794	778	526	1031	774	545	1008	743	770	0	25366
30	1206	794	778	526	1031	774	545	1008	743	770	771	0	26140
31	794	778	526	1031	774	545	1008	743	770	771	805	1	26685
32	778	526	1031	774	545	1008	743	770	771	805	829	0	27693
33	526	1031	774	545	1008	743	770	771	805	829	871	0	28436
34	1031	774	545	1008	743	770	771	805	829	871	868	0	29206
35	774	545	1008	743	770	771	805	829	871	868	880	0	29977
36	545	1008	743	770	771	805	829	871	868	880	856	0	30782
37	1008	743	770	771	805	829	871	868	880	856	856	0	31611
38	743	770	771	805	829	871	868	880	856	856	887	0	32482
39	770	771	805	829	871	868	880	856	856	887	883	0	33350
40	771	805	829	871	868	880	856	856	887	883	879	0	34230
41	805	829	871	868	880	856	856	887	883	879	849	0	35086
42	829	871	868	880	856	856	887	883	879	849	852	0	35942
43	871	868	880	856	856	887	883	879	849	852	860	0	36829
44	868	880	856	856	887	883	879	849	852	860	817	0	37712
45	880	856	856	887	883	879	849	852	860	817	533	0	38591
46	856	856	887	883	879	849	852	860	817	533	1124	0	39440
47	856	887	883	879	849	852	860	817	533	1124	779	0	40292
48	887	883	879	849	852	860	817	533	1124	779	782	0	41152
49	883	879	849	852	860	817	533	1124	779	782	766	0	41969
50	879	849	852	860	817	533	1124	779	782	766	518	1	42502
51	849	852	860	817	533	1124	779	782	766	518	1066	0	43626
52	852	860	817	533	1124	779	782	766	518	1066	763	0	44405
53	860	817	533	1124	779	782	766	518	1066	763	758	0	45187
54	817	533	1124	779	782	766	518	1066	763	758	751	0	45953
55	533	1124	779	782	766	518	1066	763	758	751	744	1	46471
56	1124	779	782	766	518	1066	763	758	751	744	766	0	47537
57	779	782	766	518	1066	763	758	751	744	766	770	0	48300
58	782	766	518	1066	763	758	751	744	766	770	802	0	49058
59	766	518	1066	763	758	751	744	766	770	802	556	0	49809
60	518	1066	763	758	751	744	766	770	802	556	1152	0	50553
61	1066	763	758	751	744	766	770	802	556	1152	848	0	51319
62	763	758	751	744	766	770	802	556	1152	848	537	0	52089
63	758	751	744	766	770	802	556	1152	848	537	1176	0	52891
64	751	744	766	770	802	556	1152	848	537	1176	521	1	53447
