index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	191	708	689	696	708	708	697	669	677	658	661	0	3700
6	708	689	696	708	708	697	669	677	658	661	642	0	4397
7	689	696	708	708	697	669	677	658	661	642	646	0	5066
8	696	708	708	697	669	677	658	661	642	646	646	0	5743
9	708	708	697	669	677	658	661	642	646	646	673	0	6401
10	708	697	669	677	658	661	642	646	646	673	666	0	7062
11	697	669	677	658	661	642	646	646	673	666	704	0	7704
12	669	677	658	661	642	646	646	673	666	704	731	0	8350
13	677	658	661	642	646	646	673	666	704	731	763	0	8996
14	658	661	642	646	646	673	666	704	731	763	774	0	9669
15	661	642	646	646	673	666	704	731	763	774	782	0	10335
16	642	646	646	673	666	704	731	763	774	782	751	0	11039
17	646	646	673	666	704	731	763	774	782	751	751	0	11770
18	646	673	666	704	731	763	774	782	751	751	744	0	12533
19	673	666	704	731	763	774	782	751	751	744	735	0	13307
20	666	704	731	763	774	782	751	751	744	735	700	0	14089
21	704	731	763	774	782	751	751	744	735	700	677	0	14840
22	731	763	774	782	751	751	744	735	700	677	654	0	15591
23	763	774	782	751	751	744	735	700	677	654	646	0	16335
24	774	782	751	751	744	735	700	677	654	646	634	0	17070
25	782	751	751	744	735	700	677	654	646	634	611	0	17770
26	751	751	744	735	700	677	654	646	634	611	619	0	18447
27	751	744	735	700	677	654	646	634	611	619	650	0	19101
28	744	735	700	677	654	646	634	611	619	650	692	0	19747
29	735	700	677	654	646	634	611	619	650	692	681	0	20381
30	700	677	654	646	634	611	619	650	692	681	681	0	20992
31	677	654	646	634	611	619	650	692	681	681	677	0	21611
32	654	646	634	611	619	650	692	681	681	677	697	0	22261
33	646	634	611	619	650	692	681	681	677	697	700	0	22953
34	634	611	619	650	692	681	681	677	697	700	673	0	23634
35	611	619	650	692	681	681	677	697	700	673	670	0	24315
36	619	650	692	681	681	677	697	700	673	670	669	0	24992
37	650	692	681	681	677	697	700	673	670	669	669	0	25689
38	692	681	681	677	697	700	673	670	669	669	669	0	26389
39	681	681	677	697	700	673	670	669	669	669	662	0	27062
40	681	677	697	700	673	670	669	669	669	662	665	0	27732
41	677	697	700	673	670	669	669	669	662	665	677	0	28401
42	697	700	673	670	669	669	669	662	665	677	689	0	29070
43	700	673	670	669	669	669	662	665	677	689	689	0	29739
44	673	670	669	669	669	662	665	677	689	689	692	0	30401
45	670	669	669	669	662	665	677	689	689	692	705	0	31066
46	669	669	669	662	665	677	689	689	692	705	712	0	31743
47	669	669	662	665	677	689	689	692	705	712	700	0	32432
48	669	662	665	677	689	689	692	705	712	700	681	0	33121
49	662	665	677	689	689	692	705	712	700	681	673	0	33813
50	665	677	689	689	692	705	712	700	681	673	681	0	34518
51	677	689	689	692	705	712	700	681	673	681	693	0	35230
