index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	868	852	845	832	1269	1194	1187	1109	907	867	864	0	5953
6	852	845	832	1269	1194	1187	1109	907	867	864	864	0	7140
7	845	832	1269	1194	1187	1109	907	867	864	864	840	0	8249
8	832	1269	1194	1187	1109	907	867	864	864	840	849	0	9156
9	1269	1194	1187	1109	907	867	864	864	840	849	891	0	10023
10	1194	1187	1109	907	867	864	864	840	849	891	899	0	10887
11	1187	1109	907	867	864	864	840	849	891	899	863	0	11751
12	1109	907	867	864	864	840	849	891	899	863	841	0	12591
13	907	867	864	864	840	849	891	899	863	841	1074	0	13440
14	867	864	864	840	849	891	899	863	841	1074	1152	0	14331
15	864	864	840	849	891	899	863	841	1074	1152	1089	0	15230
16	864	840	849	891	899	863	841	1074	1152	1089	961	0	16093
17	840	849	891	899	863	841	1074	1152	1089	961	903	0	16934
18	849	891	899	863	841	1074	1152	1089	961	903	879	0	18008
19	891	899	863	841	1074	1152	1089	961	903	879	845	0	19160
20	899	863	841	1074	1152	1089	961	903	879	845	1011	0	20249
21	863	841	1074	1152	1089	961	903	879	845	1011	1136	0	21210
22	841	1074	1152	1089	961	903	879	845	1011	1136	1105	0	22113
23	1074	1152	1089	961	903	879	845	1011	1136	1105	1008	0	22992
24	1152	1089	961	903	879	845	1011	1136	1105	1008	1020	0	23837
25	1089	961	903	879	845	1011	1136	1105	1008	1020	972	0	24848
26	961	903	879	845	1011	1136	1105	1008	1020	972	911	0	25984
27	903	879	845	1011	1136	1105	1008	1020	972	911	879	0	27089
28	879	845	1011	1136	1105	1008	1020	972	911	879	841	0	28097
29	845	1011	1136	1105	1008	1020	972	911	879	841	817	0	29117
30	1011	1136	1105	1008	1020	972	911	879	841	817	856	0	30089
31	1136	1105	1008	1020	972	911	879	841	817	856	875	0	31000
32	1105	1008	1020	972	911	879	841	817	856	875	884	0	31879
33	1008	1020	972	911	879	841	817	856	875	884	860	0	32720
34	1020	972	911	879	841	817	856	875	884	860	863	0	33537
35	972	911	879	841	817	856	875	884	860	863	845	0	34393
36	911	879	841	817	856	875	884	860	863	845	821	0	35268
37	879	841	817	856	875	884	860	863	845	821	801	0	36152
38	841	817	856	875	884	860	863	845	821	801	794	0	37012
39	817	856	875	884	860	863	845	821	801	794	790	0	37875
40	856	875	884	860	863	845	821	801	794	790	774	0	38720
41	875	884	860	863	845	821	801	794	790	774	763	0	39541
42	884	860	863	845	821	801	794	790	774	763	770	0	40342
43	860	863	845	821	801	794	790	774	763	770	775	0	41136
44	863	845	821	801	794	790	774	763	770	775	759	0	41926
45	845	821	801	794	790	774	763	770	775	759	782	0	42700
46	821	801	794	790	774	763	770	775	759	782	1054	0	43463
47	801	794	790	774	763	770	775	759	782	1054	1000	0	44233
48	794	790	774	763	770	775	759	782	1054	1000	996	0	45008
49	790	774	763	770	775	759	782	1054	1000	996	922	0	45767
50	774	763	770	775	759	782	1054	1000	996	922	845	0	46549
51	763	770	775	759	782	1054	1000	996	922	845	817	0	47603
52	770	775	759	782	1054	1000	996	922	845	817	798	0	48603
53	775	759	782	1054	1000	996	922	845	817	798	778	0	49599
54	759	782	1054	1000	996	922	845	817	798	778	805	0	50521
55	782	1054	1000	996	922	845	817	798	778	805	810	0	51366
56	1054	1000	996	922	845	817	798	778	805	810	821	0	52183
57	1000	996	922	845	817	798	778	805	810	821	813	0	52981
58	996	922	845	817	798	778	805	810	821	813	809	0	53759
59	922	845	817	798	778	805	810	821	813	809	813	0	54564
60	845	817	798	778	805	810	821	813	809	813	856	0	55374
61	817	798	778	805	810	821	813	809	813	856	860	0	56195
62	798	778	805	810	821	813	809	813	856	860	856	0	57008
63	778	805	810	821	813	809	813	856	860	856	845	0	57817
64	805	810	821	813	809	813	856	860	856	845	817	0	58630
65	810	821	813	809	813	856	860	856	845	817	848	0	59486
66	821	813	809	813	856	860	856	845	817	848	1004	0	60346
67	813	809	813	856	860	856	845	817	848	1004	1047	0	61202
68	809	813	856	860	856	845	817	848	1004	1047	1000	0	62047
69	813	856	860	856	845	817	848	1004	1047	1000	945	0	62864
70	856	860	856	845	817	848	1004	1047	1000	945	891	0	63712
71	860	856	845	817	848	1004	1047	1000	945	891	856	0	64716
72	856	845	817	848	1004	1047	1000	945	891	856	817	0	65763
73	845	817	848	1004	1047	1000	945	891	856	817	794	0	66763
74	817	848	1004	1047	1000	945	891	856	817	794	778	0	67708
75	848	1004	1047	1000	945	891	856	817	794	778	759	0	68599
76	1004	1047	1000	945	891	856	817	794	778	759	771	0	69455
77	1047	1000	945	891	856	817	794	778	759	771	789	0	70272
78	1000	945	891	856	817	794	778	759	771	789	833	0	71066
79	945	891	856	817	794	778	759	771	789	833	829	0	71844
80	891	856	817	794	778	759	771	789	833	829	821	0	72603
81	856	817	794	778	759	771	789	833	829	821	1144	0	73374
82	817	794	778	759	771	789	833	829	821	1144	1136	0	74163
83	794	778	759	771	789	833	829	821	1144	1136	1082	0	74996
84	778	759	771	789	833	829	821	1144	1136	1082	1004	0	75825
85	759	771	789	833	829	821	1144	1136	1082	1004	906	0	76646
86	771	789	833	829	821	1144	1136	1082	1004	906	833	0	77790
87	789	833	829	821	1144	1136	1082	1004	906	833	829	0	78926
88	833	829	821	1144	1136	1082	1004	906	833	829	809	0	80008
89	829	821	1144	1136	1082	1004	906	833	829	809	829	0	81012
90	821	1144	1136	1082	1004	906	833	829	809	829	883	0	81918
91	1144	1136	1082	1004	906	833	829	809	829	883	887	0	82751
92	1136	1082	1004	906	833	829	809	829	883	887	872	0	83580
93	1082	1004	906	833	829	809	829	883	887	872	852	0	84389
94	1004	906	833	829	809	829	883	887	872	852	1183	0	85218
95	906	833	829	809	829	883	887	872	852	1183	1159	0	86101
96	833	829	809	829	883	887	872	852	1183	1159	1168	0	86988
97	829	809	829	883	887	872	852	1183	1159	1168	1132	0	87860
98	809	829	883	887	872	852	1183	1159	1168	1132	1055	0	88712
99	829	883	887	872	852	1183	1159	1168	1132	1055	941	0	89895
100	883	887	872	852	1183	1159	1168	1132	1055	941	852	0	91054
101	887	872	852	1183	1159	1168	1132	1055	941	852	821	0	92222
102	872	852	1183	1159	1168	1132	1055	941	852	821	798	0	93354
103	852	1183	1159	1168	1132	1055	941	852	821	798	786	0	94409
104	1183	1159	1168	1132	1055	941	852	821	798	786	778	0	95350
105	1159	1168	1132	1055	941	852	821	798	786	778	794	0	96202
106	1168	1132	1055	941	852	821	798	786	778	794	829	0	97023
107	1132	1055	941	852	821	798	786	778	794	829	844	0	97821
108	1055	941	852	821	798	786	778	794	829	844	837	0	98607
109	941	852	821	798	786	778	794	829	844	837	852	0	99385
110	852	821	798	786	778	794	829	844	837	852	1284	0	100179
111	821	798	786	778	794	829	844	837	852	1284	1152	0	101008
112	798	786	778	794	829	844	837	852	1284	1152	1132	0	101852
113	786	778	794	829	844	837	852	1284	1152	1132	1109	0	102689
114	778	794	829	844	837	852	1284	1152	1132	1109	1082	0	103541
115	794	829	844	837	852	1284	1152	1132	1109	1082	941	0	104825
116	829	844	837	852	1284	1152	1132	1109	1082	941	852	0	105977
117	844	837	852	1284	1152	1132	1109	1082	941	852	810	0	107109
118	837	852	1284	1152	1132	1109	1082	941	852	810	790	0	108218
119	852	1284	1152	1132	1109	1082	941	852	810	790	813	0	109300
120	1284	1152	1132	1109	1082	941	852	810	790	813	836	0	110241
121	1152	1132	1109	1082	941	852	810	790	813	836	856	0	111093
122	1132	1109	1082	941	852	810	790	813	836	856	849	0	111903
123	1109	1082	941	852	810	790	813	836	856	849	836	0	112693
124	1082	941	852	810	790	813	836	856	849	836	1222	0	113506
125	941	852	810	790	813	836	856	849	836	1222	1047	0	114342
126	852	810	790	813	836	856	849	836	1222	1047	1062	0	115198
127	810	790	813	836	856	849	836	1222	1047	1062	1027	0	116047
128	790	813	836	856	849	836	1222	1047	1062	1027	1043	0	116883
129	813	836	856	849	836	1222	1047	1062	1027	1043	1012	0	118105
130	836	856	849	836	1222	1047	1062	1027	1043	1012	887	0	119152
131	856	849	836	1222	1047	1062	1027	1043	1012	887	891	0	120214
132	849	836	1222	1047	1062	1027	1043	1012	887	891	1206	0	121241
133	836	1222	1047	1062	1027	1043	1012	887	891	1206	1086	0	122284
134	1222	1047	1062	1027	1043	1012	887	891	1206	1086	1085	0	123296
135	1047	1062	1027	1043	1012	887	891	1206	1086	1085	1055	0	124183
136	1062	1027	1043	1012	887	891	1206	1086	1085	1055	922	0	125074
137	1027	1043	1012	887	891	1206	1086	1085	1055	922	860	0	126280
138	1043	1012	887	891	1206	1086	1085	1055	922	860	825	0	127366
139	1012	887	891	1206	1086	1085	1055	922	860	825	809	0	128451
140	887	891	1206	1086	1085	1055	922	860	825	809	981	0	129506
