index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	677	463	1097	759	743	739	743	740	510	972	732	0	4525
6	463	1097	759	743	739	743	740	510	972	732	739	0	5268
7	1097	759	743	739	743	740	510	972	732	739	592	0	6008
8	759	743	739	743	740	510	972	732	739	592	879	1	6518
9	743	739	743	740	510	972	732	739	592	879	607	0	7490
10	739	743	740	510	972	732	739	592	879	607	872	0	8222
11	743	740	510	972	732	739	592	879	607	872	428	0	8961
12	740	510	972	732	739	592	879	607	872	428	1042	1	9553
13	510	972	732	739	592	879	607	872	428	1042	728	0	10432
14	972	732	739	592	879	607	872	428	1042	728	728	1	11039
15	732	739	592	879	607	872	428	1042	728	728	723	0	11911
16	739	592	879	607	872	428	1042	728	728	723	736	1	12339
17	592	879	607	872	428	1042	728	728	723	736	471	0	13381
18	879	607	872	428	1042	728	728	723	736	471	1031	0	14109
19	607	872	428	1042	728	728	723	736	471	1031	751	0	14837
20	872	428	1042	728	728	723	736	471	1031	751	758	0	15560
21	428	1042	728	728	723	736	471	1031	751	758	767	0	16296
22	1042	728	728	723	736	471	1031	751	758	767	770	1	16767
23	728	728	723	736	471	1031	751	758	767	770	790	0	17798
24	728	723	736	471	1031	751	758	767	770	790	794	0	18549
25	723	736	471	1031	751	758	767	770	790	794	798	0	19307
26	736	471	1031	751	758	767	770	790	794	798	498	0	20074
27	471	1031	751	758	767	770	790	794	798	498	1109	0	20844
28	1031	751	758	767	770	790	794	798	498	1109	778	0	21634
29	751	758	767	770	790	794	798	498	1109	778	786	0	22428
30	758	767	770	790	794	798	498	1109	778	786	782	0	23226
31	767	770	790	794	798	498	1109	778	786	782	794	1	23724
32	770	790	794	798	498	1109	778	786	782	794	463	0	24833
33	790	794	798	498	1109	778	786	782	794	463	1148	0	25611
34	794	798	498	1109	778	786	782	794	463	1148	801	0	26397
35	798	498	1109	778	786	782	794	463	1148	801	802	0	27179
36	498	1109	778	786	782	794	463	1148	801	802	794	0	27973
37	1109	778	786	782	794	463	1148	801	802	794	801	1	28436
38	778	786	782	794	463	1148	801	802	794	801	798	0	29584
39	786	782	794	463	1148	801	802	794	801	798	790	0	30385
40	782	794	463	1148	801	802	794	801	798	790	478	0	31187
41	794	463	1148	801	802	794	801	798	790	478	1113	0	31981
42	463	1148	801	802	794	801	798	790	478	1113	782	0	32782
43	1148	801	802	794	801	798	790	478	1113	782	778	0	33580
44	801	802	794	801	798	790	478	1113	782	778	786	0	34370
45	802	794	801	798	790	478	1113	782	778	786	798	1	34848
46	794	801	798	790	478	1113	782	778	786	798	521	0	35961
47	801	798	790	478	1113	782	778	786	798	521	1086	0	36743
48	798	790	478	1113	782	778	786	798	521	1086	778	0	37521
49	790	478	1113	782	778	786	798	521	1086	778	782	0	38307
50	478	1113	782	778	786	798	521	1086	778	782	779	0	39105
51	1113	782	778	786	798	521	1086	778	782	779	770	1	39626
52	782	778	786	798	521	1086	778	782	779	770	494	0	40712
53	778	786	798	521	1086	778	782	779	770	494	1066	0	41490
54	786	798	521	1086	778	782	779	770	494	1066	779	0	42272
55	798	521	1086	778	782	779	770	494	1066	779	789	0	43051
56	521	1086	778	782	779	770	494	1066	779	789	798	0	43821
57	1086	778	782	779	770	494	1066	779	789	798	809	1	44315
58	778	782	779	770	494	1066	779	789	798	809	475	0	45381
59	782	779	770	494	1066	779	789	798	809	475	1164	0	46160
60	779	770	494	1066	779	789	798	809	475	1164	797	0	46949
61	770	494	1066	779	789	798	809	475	1164	797	802	0	47747
62	494	1066	779	789	798	809	475	1164	797	802	805	0	48556
63	1066	779	789	798	809	475	1164	797	802	805	794	1	49031
64	779	789	798	809	475	1164	797	802	805	794	798	0	50195
65	789	798	809	475	1164	797	802	805	794	798	801	0	50992
66	798	809	475	1164	797	802	805	794	798	801	436	0	51794
67	809	475	1164	797	802	805	794	798	801	436	1167	0	52599
68	475	1164	797	802	805	794	798	801	436	1167	786	0	53393
69	1164	797	802	805	794	798	801	436	1167	786	790	0	54191
70	797	802	805	794	798	801	436	1167	786	790	778	0	54992
71	802	805	794	798	801	436	1167	786	790	778	783	1	55428
72	805	794	798	801	436	1167	786	790	778	783	789	0	56595
73	794	798	801	436	1167	786	790	778	783	789	646	0	57381
74	798	801	436	1167	786	790	778	783	789	646	926	0	58171
75	801	436	1167	786	790	778	783	789	646	926	779	0	58949
76	436	1167	786	790	778	783	789	646	926	779	778	0	59732
77	1167	786	790	778	783	789	646	926	779	778	560	0	60521
78	786	790	778	783	789	646	926	779	778	560	969	1	61167
79	790	778	783	789	646	926	779	778	560	969	763	0	62093
80	778	783	789	646	926	779	778	560	969	763	766	0	62872
81	783	789	646	926	779	778	560	969	763	766	763	0	63650
82	789	646	926	779	778	560	969	763	766	763	762	1	64210
83	646	926	779	778	560	969	763	766	763	762	491	0	65179
84	926	779	778	560	969	763	766	763	762	491	1046	0	65942
85	779	778	560	969	763	766	763	762	491	1046	751	0	66708
86	778	560	969	763	766	763	762	491	1046	751	755	0	67471
87	560	969	763	766	763	762	491	1046	751	755	755	0	68233
