index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	444	634	642	646	397	898	643	634	646	626	623	0	3661
6	634	642	646	397	898	643	634	646	626	623	614	0	4304
7	642	646	397	898	643	634	646	626	623	614	631	0	4938
8	646	397	898	643	634	646	626	623	614	631	626	0	5584
9	397	898	643	634	646	626	623	614	631	626	607	0	6210
10	898	643	634	646	626	623	614	631	626	607	638	0	6833
11	643	634	646	626	623	614	631	626	607	638	386	0	7447
12	634	646	626	623	614	631	626	607	638	386	891	0	8078
13	646	626	623	614	631	626	607	638	386	891	611	0	8704
14	626	623	614	631	626	607	638	386	891	611	626	0	9311
15	623	614	631	626	607	638	386	891	611	626	623	0	9949
16	614	631	626	607	638	386	891	611	626	623	614	1	10335
17	631	626	607	638	386	891	611	626	623	614	623	0	11226
18	626	607	638	386	891	611	626	623	614	623	615	0	11837
19	607	638	386	891	611	626	623	614	623	615	618	0	12463
20	638	386	891	611	626	623	614	623	615	618	619	0	13086
21	386	891	611	626	623	614	623	615	618	619	630	0	13700
22	891	611	626	623	614	623	615	618	619	630	642	0	14323
23	611	626	623	614	623	615	618	619	630	642	650	0	14938
24	626	623	614	623	615	618	619	630	642	650	654	0	15556
25	623	614	623	615	618	619	630	642	650	654	650	0	16175
26	614	623	615	618	619	630	642	650	654	650	661	0	16805
27	623	615	618	619	630	642	650	654	650	661	417	0	17447
28	615	618	619	630	642	650	654	650	661	417	930	0	18097
29	618	619	630	642	650	654	650	661	417	930	657	0	18751
30	619	630	642	650	654	650	661	417	930	657	654	0	19401
31	630	642	650	654	650	661	417	930	657	654	665	0	20062
32	642	650	654	650	661	417	930	657	654	665	638	1	20479
33	650	654	650	661	417	930	657	654	665	638	646	0	21409
34	654	650	661	417	930	657	654	665	638	646	642	0	22066
35	650	661	417	930	657	654	665	638	646	642	638	0	22720
36	661	417	930	657	654	665	638	646	642	638	646	0	23385
37	417	930	657	654	665	638	646	642	638	646	631	0	24023
38	930	657	654	665	638	646	642	638	646	631	630	0	24669
39	657	654	665	638	646	642	638	646	631	630	626	0	25311
40	654	665	638	646	642	638	646	631	630	626	631	0	25949
41	665	638	646	642	638	646	631	630	626	631	634	0	26595
42	638	646	642	638	646	631	630	626	631	634	630	0	27226
43	646	642	638	646	631	630	626	631	634	630	623	0	27856
44	642	638	646	631	630	626	631	634	630	623	611	0	28482
45	638	646	631	630	626	631	634	630	623	611	615	0	29113
46	646	631	630	626	631	634	630	623	611	615	626	0	29747
47	631	630	626	631	634	630	623	611	615	626	381	0	30377
48	630	626	631	634	630	623	611	615	626	381	880	0	31000
49	626	631	634	630	623	611	615	626	381	880	615	0	31611
50	631	634	630	623	611	615	626	381	880	615	607	0	32226
51	634	630	623	611	615	626	381	880	615	607	626	0	32852
52	630	623	611	615	626	381	880	615	607	626	588	1	33233
53	623	611	615	626	381	880	615	607	626	588	614	0	34113
54	611	615	626	381	880	615	607	626	588	614	600	0	34728
55	615	626	381	880	615	607	626	588	614	600	607	0	35335
56	626	381	880	615	607	626	588	614	600	607	603	0	35961
57	381	880	615	607	626	588	614	600	607	603	607	0	36549
58	880	615	607	626	588	614	600	607	603	607	607	0	37163
59	615	607	626	588	614	600	607	603	607	607	603	0	37763
60	607	626	588	614	600	607	603	607	607	603	607	0	38370
61	626	588	614	600	607	603	607	607	603	607	615	0	38973
62	588	614	600	607	603	607	607	603	607	615	381	0	39580
63	614	600	607	603	607	607	603	607	615	381	864	0	40187
64	600	607	603	607	607	603	607	615	381	864	611	0	40790
65	607	603	607	607	603	607	615	381	864	611	622	0	41397
66	603	607	607	603	607	615	381	864	611	622	607	0	42012
67	607	607	603	607	615	381	864	611	622	607	603	1	42393
68	607	603	607	615	381	864	611	622	607	603	596	0	43257
69	603	607	615	381	864	611	622	607	603	596	599	0	43868
70	607	615	381	864	611	622	607	603	596	599	603	0	44490
71	615	381	864	611	622	607	603	596	599	603	603	0	45097
72	381	864	611	622	607	603	596	599	603	603	607	0	45700
73	864	611	622	607	603	596	599	603	603	607	599	0	46296
74	611	622	607	603	596	599	603	603	607	599	607	0	46895
75	622	607	603	596	599	603	603	607	599	607	607	0	47498
76	607	603	596	599	603	603	607	599	607	607	611	0	48101
77	603	596	599	603	603	607	599	607	607	611	607	0	48708
78	596	599	603	603	607	599	607	607	611	607	603	0	49307
79	599	603	603	607	599	607	607	611	607	603	619	0	49914
80	603	603	607	599	607	607	611	607	603	619	595	0	50521
81	603	607	599	607	607	611	607	603	619	595	611	0	51132
82	607	599	607	607	611	607	603	619	595	611	611	0	51739
83	599	607	607	611	607	603	619	595	611	611	599	0	52342
84	607	607	611	607	603	619	595	611	611	599	604	0	52961
85	607	611	607	603	619	595	611	611	599	604	610	0	53556
86	611	607	603	619	595	611	611	599	604	610	611	0	54167
87	607	603	619	595	611	611	599	604	610	611	615	0	54778
88	603	619	595	611	611	599	604	610	611	615	611	0	55377
89	619	595	611	611	599	604	610	611	615	611	607	0	55981
90	595	611	611	599	604	610	611	615	611	607	607	0	56591
91	611	611	599	604	610	611	615	611	607	607	615	0	57202
92	611	599	604	610	611	615	611	607	607	615	618	0	57817
93	599	604	610	611	615	611	607	607	615	618	592	0	58428
94	604	610	611	615	611	607	607	615	618	592	615	0	59035
95	610	611	615	611	607	607	615	618	592	615	381	0	59642
96	611	615	611	607	607	615	618	592	615	381	848	0	60257
97	615	611	607	607	615	618	592	615	381	848	603	0	60875
98	611	607	607	615	618	592	615	381	848	603	619	0	61467
99	607	607	615	618	592	615	381	848	603	619	615	0	62082
100	607	615	618	592	615	381	848	603	619	615	607	1	62463
101	615	618	592	615	381	848	603	619	615	607	615	0	63311
102	618	592	615	381	848	603	619	615	607	615	626	0	63914
103	592	615	381	848	603	619	615	607	615	626	428	0	64533
104	615	381	848	603	619	615	607	615	626	428	833	0	65148
105	381	848	603	619	615	607	615	626	428	833	630	0	65755
106	848	603	619	615	607	615	626	428	833	630	627	0	66370
107	603	619	615	607	615	626	428	833	630	627	626	0	66996
108	619	615	607	615	626	428	833	630	627	626	405	1	67424
109	615	607	615	626	428	833	630	627	626	405	856	0	68257
110	607	615	626	428	833	630	627	626	405	856	622	0	68887
111	615	626	428	833	630	627	626	405	856	622	627	0	69514
112	626	428	833	630	627	626	405	856	622	627	618	0	70140
113	428	833	630	627	626	405	856	622	627	618	405	1	70545
114	833	630	627	626	405	856	622	627	618	405	860	0	71401
115	630	627	626	405	856	622	627	618	405	860	615	0	72023
116	627	626	405	856	622	627	618	405	860	615	626	0	72650
117	626	405	856	622	627	618	405	860	615	626	607	0	73268
118	405	856	622	627	618	405	860	615	626	607	615	1	73673
119	856	622	627	618	405	860	615	626	607	615	599	0	74533
120	622	627	618	405	860	615	626	607	615	599	611	0	75148
121	627	618	405	860	615	626	607	615	599	611	603	0	75774
122	618	405	860	615	626	607	615	599	611	603	603	0	76381
123	405	860	615	626	607	615	599	611	603	603	623	0	76996
124	860	615	626	607	615	599	611	603	603	623	603	0	77595
125	615	626	607	615	599	611	603	603	623	603	615	0	78206
126	626	607	615	599	611	603	603	623	603	615	619	0	78809
127	607	615	599	611	603	603	623	603	615	619	618	0	79412
128	615	599	611	603	603	623	603	615	619	618	627	0	80035
129	599	611	603	603	623	603	615	619	618	627	626	0	80638
130	611	603	603	623	603	615	619	618	627	626	627	0	81253
131	603	603	623	603	615	619	618	627	626	627	630	0	81872
132	603	623	603	615	619	618	627	626	627	630	634	0	82490
133	623	603	615	619	618	627	626	627	630	634	634	0	83117
134	603	615	619	618	627	626	627	630	634	634	405	0	83743
135	615	619	618	627	626	627	630	634	634	405	883	0	84370
136	619	618	627	626	627	630	634	634	405	883	658	0	85000
137	618	627	626	627	630	634	634	405	883	658	646	0	85634
138	627	626	627	630	634	634	405	883	658	646	650	0	86268
139	626	627	630	634	634	405	883	658	646	650	389	1	86673
140	627	630	634	634	405	883	658	646	650	389	922	0	87556
141	630	634	634	405	883	658	646	650	389	922	459	0	88214
142	634	634	405	883	658	646	650	389	922	459	837	0	88860
143	634	405	883	658	646	650	389	922	459	837	646	0	89510
144	405	883	658	646	650	389	922	459	837	646	642	1	89899
145	883	658	646	650	389	922	459	837	646	642	397	0	90821
146	658	646	650	389	922	459	837	646	642	397	894	1	91280
147	646	650	389	922	459	837	646	642	397	894	662	0	92117
148	650	389	922	459	837	646	642	397	894	662	658	0	92763
149	389	922	459	837	646	642	397	894	662	658	389	0	93405
150	922	459	837	646	642	397	894	662	658	389	953	1	93802
151	459	837	646	642	397	894	662	658	389	953	447	0	94696
152	837	646	642	397	894	662	658	389	953	447	903	0	95358
153	646	642	397	894	662	658	389	953	447	903	681	0	96016
154	642	397	894	662	658	389	953	447	903	681	669	1	96405
155	397	894	662	658	389	953	447	903	681	669	666	0	97358
156	894	662	658	389	953	447	903	681	669	666	673	1	97805
157	662	658	389	953	447	903	681	669	666	673	416	0	98708
158	658	389	953	447	903	681	669	666	673	416	930	0	99389
159	389	953	447	903	681	669	666	673	416	930	669	0	100058
160	953	447	903	681	669	666	673	416	930	669	650	0	100724
161	447	903	681	669	666	673	416	930	669	650	658	0	101397
162	903	681	669	666	673	416	930	669	650	658	385	1	101813
163	681	669	666	673	416	930	669	650	658	385	938	0	102743
164	669	666	673	416	930	669	650	658	385	938	661	0	103412
165	666	673	416	930	669	650	658	385	938	661	662	0	104062
166	673	416	930	669	650	658	385	938	661	662	673	0	104720
167	416	930	669	650	658	385	938	661	662	673	385	1	105105
168	930	669	650	658	385	938	661	662	673	385	973	0	106043
169	669	650	658	385	938	661	662	673	385	973	685	0	106704
170	650	658	385	938	661	662	673	385	973	685	673	0	107366
171	658	385	938	661	662	673	385	973	685	673	677	0	108039
172	385	938	661	662	673	385	973	685	673	677	385	1	108424
173	938	661	662	673	385	973	685	673	677	385	992	0	109397
174	661	662	673	385	973	685	673	677	385	992	456	0	110082
175	662	673	385	973	685	673	677	385	992	456	937	0	110755
176	673	385	973	685	673	677	385	992	456	937	693	0	111432
177	385	973	685	673	677	385	992	456	937	693	681	1	111817
178	973	685	673	677	385	992	456	937	693	681	389	0	112809
