index	i-5	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	i+5	Filter	Time
5	848	502	638	981	1089	1105	514	634	946	1078	1077	0	5163
6	502	638	981	1089	1105	514	634	946	1078	1077	522	1	5677
7	638	981	1089	1105	514	634	946	1078	1077	522	642	0	6311
8	981	1089	1105	514	634	946	1078	1077	522	642	938	0	7257
9	1089	1105	514	634	946	1078	1077	522	642	938	1070	0	8335
10	1105	514	634	946	1078	1077	522	642	938	1070	521	0	9412
11	514	634	946	1078	1077	522	642	938	1070	521	638	1	9934
12	634	946	1078	1077	522	642	938	1070	521	638	961	0	10576
13	946	1078	1077	522	642	938	1070	521	638	961	1082	0	11514
14	1078	1077	522	642	938	1070	521	638	961	1082	506	0	12584
15	1077	522	642	938	1070	521	638	961	1082	506	661	1	13105
16	522	642	938	1070	521	638	961	1082	506	661	1016	0	13743
17	642	938	1070	521	638	961	1082	506	661	1016	1054	0	14704
18	938	1070	521	638	961	1082	506	661	1016	1054	1074	0	15786
19	1070	521	638	961	1082	506	661	1016	1054	1074	1066	1	16292
20	521	638	961	1082	506	661	1016	1054	1074	1066	498	0	16953
21	638	961	1082	506	661	1016	1054	1074	1066	498	627	0	17969
22	961	1082	506	661	1016	1054	1074	1066	498	627	922	0	19023
23	1082	506	661	1016	1054	1074	1066	498	627	922	1031	0	20097
24	506	661	1016	1054	1074	1066	498	627	922	1031	1059	0	21163
25	661	1016	1054	1074	1066	498	627	922	1031	1059	1042	1	21661
26	1016	1054	1074	1066	498	627	922	1031	1059	1042	495	0	22288
27	1054	1074	1066	498	627	922	1031	1059	1042	495	649	0	23210
28	1074	1066	498	627	922	1031	1059	1042	495	649	954	0	24241
29	1066	498	627	922	1031	1059	1042	495	649	954	1097	0	25300
30	498	627	922	1031	1059	1042	495	649	954	1097	1078	0	26342
31	627	922	1031	1059	1042	495	649	954	1097	1078	1078	1	26837
32	922	1031	1059	1042	495	649	954	1097	1078	1078	1089	0	27486
33	1031	1059	1042	495	649	954	1097	1078	1078	1089	1093	0	28440
34	1059	1042	495	649	954	1097	1078	1078	1089	1093	1039	0	29537
35	1042	495	649	954	1097	1078	1078	1089	1093	1039	491	0	30615
36	495	649	954	1097	1078	1078	1089	1093	1039	491	634	0	31693
37	649	954	1097	1078	1078	1089	1093	1039	491	634	965	0	32782
38	954	1097	1078	1078	1089	1093	1039	491	634	965	1050	0	33875
39	1097	1078	1078	1089	1093	1039	491	634	965	1050	495	0	34914
40	1078	1078	1089	1093	1039	491	634	965	1050	495	642	1	35405
41	1078	1089	1093	1039	491	634	965	1050	495	642	934	0	36039
42	1089	1093	1039	491	634	965	1050	495	642	934	1070	0	37004
43	1093	1039	491	634	965	1050	495	642	934	1070	1073	0	38054
44	1039	491	634	965	1050	495	642	934	1070	1073	491	1	38549
45	491	634	965	1050	495	642	934	1070	1073	491	642	0	39191
46	634	965	1050	495	642	934	1070	1073	491	642	941	0	40125
47	965	1050	495	642	934	1070	1073	491	642	941	1028	0	41195
48	1050	495	642	934	1070	1073	491	642	941	1028	517	0	42268
49	495	642	934	1070	1073	491	642	941	1028	517	627	1	42759
50	642	934	1070	1073	491	642	941	1028	517	627	848	0	43401
51	934	1070	1073	491	642	941	1028	517	627	848	984	0	44342
52	1070	1073	491	642	941	1028	517	627	848	984	1012	0	45370
53	1073	491	642	941	1028	517	627	848	984	1012	1062	1	45887
54	491	642	941	1028	517	627	848	984	1012	1062	1027	0	46514
55	642	941	1028	517	627	848	984	1012	1062	1027	1074	0	47362
56	941	1028	517	627	848	984	1012	1062	1027	1074	1102	0	48346
57	1028	517	627	848	984	1012	1062	1027	1074	1102	1085	0	49358
