i-1	i+0	i+1	Filter
591	670	541	2
670	541	544	0
541	544	421	0
544	421	373	1
421	373	385	3
373	385	922	3
385	922	401	2
922	401	716	1
401	716	413	2
716	413	653	1
413	653	530	2
653	530	529	0
530	529	408	0
529	408	374	1
408	374	875	3
374	875	541	2
875	541	541	0
541	541	412	0
541	412	386	1
412	386	902	3
386	902	409	2
902	409	720	1
409	720	548	2
720	548	549	0
548	549	409	0
549	409	362	1
409	362	894	3
362	894	428	2
894	428	646	1
428	646	545	2
646	545	537	0
545	537	420	0
537	420	673	1
420	673	534	2
673	534	548	0
534	548	444	0
548	444	346	1
444	346	953	3
346	953	440	2
953	440	704	1
440	704	572	2
704	572	549	0
572	549	424	0
549	424	782	1
424	782	409	2
782	409	727	1
409	727	592	2
727	592	552	0
592	552	397	0
552	397	366	1
397	366	852	3
366	852	576	2
852	576	514	0
576	514	529	0
514	529	525	0
529	525	518	0
525	518	525	0
518	525	514	0
525	514	517	0
514	517	529	0
517	529	545	0
529	545	440	0
545	440	346	1
440	346	856	3
346	856	545	2
856	545	544	0
545	544	417	0
544	417	677	1
417	677	412	2
677	412	670	1
412	670	521	2
670	521	529	0
521	529	405	0
529	405	350	1
405	350	817	3
350	817	455	2
817	455	588	1
455	588	517	2
588	517	518	0
517	518	377	0
518	377	685	1
377	685	409	2
685	409	650	1
409	650	432	2
650	432	630	1
432	630	424	2
630	424	642	1
424	642	428	2
642	428	654	1
428	654	397	2
654	397	681	1
397	681	431	2
681	431	658	1
431	658	397	2
658	397	681	1
397	681	377	2
681	377	681	1
377	681	420	2
681	420	619	1
420	619	518	2
619	518	389	0
518	389	362	1
389	362	817	3
362	817	471	2
817	471	560	1
471	560	373	2
560	373	343	1
373	343	821	3
343	821	404	2
821	404	627	1
404	627	510	2
627	510	498	0
510	498	498	0
498	498	498	0
498	498	494	0
498	494	498	0
494	498	486	0
498	486	491	0
486	491	397	0
491	397	338	1
397	338	759	3
338	759	393	2
759	393	603	1
393	603	486	2
603	486	483	0
486	483	486	0
483	486	479	0
486	479	455	0
479	455	510	0
455	510	385	0
510	385	584	1
385	584	459	2
584	459	517	1
459	517	370	2
517	370	335	1
370	335	774	3
335	774	486	2
774	486	487	0
486	487	474	0
487	474	483	0
474	483	479	0
483	479	470	0
479	470	397	0
470	397	564	1
397	564	475	2
564	475	479	0
475	479	471	0
479	471	474	0
471	474	382	0
474	382	334	1
382	334	739	3
334	739	374	2
739	374	607	1
374	607	393	2
607	393	572	1
393	572	444	2
572	444	517	1
444	517	432	2
517	432	506	1
432	506	467	2
506	467	463	0
467	463	459	0
463	459	479	0
459	479	482	0
479	482	467	0
482	467	471	0
467	471	471	0
471	471	474	0
471	474	479	0
474	479	381	0
479	381	549	1
381	549	366	2
549	366	607	1
366	607	354	2
607	354	576	1
354	576	400	2
576	400	541	1
400	541	362	2
541	362	572	1
362	572	451	2
572	451	456	0
451	456	420	0
456	420	486	1
420	486	409	2
486	409	490	1
409	490	393	2
490	393	510	1
393	510	401	2
510	401	470	1
401	470	444	2
470	444	440	0
444	440	358	0
440	358	311	1
358	311	661	3
311	661	343	2
661	343	525	1
343	525	432	2
525	432	436	0
432	436	428	0
436	428	432	0
428	432	377	0
432	377	494	1
377	494	390	2
494	390	470	1
390	470	436	2
470	436	432	0
436	432	432	0
432	432	432	0
432	432	362	0
432	362	311	1
362	311	623	3
311	623	393	2
623	393	478	1
393	478	432	2
478	432	432	0
432	432	377	0
432	377	483	1
377	483	443	2
483	443	413	0
443	413	389	0
413	389	471	1
389	471	432	2
471	432	428	0
432	428	439	0
428	439	405	0
439	405	424	0
405	424	424	0
424	424	347	0
424	347	498	1
347	498	420	2
498	420	424	0
420	424	420	0
424	420	424	0
420	424	366	0
424	366	483	1
366	483	420	2
483	420	416	0
420	416	421	0
416	421	428	0
421	428	330	0
428	330	522	1
330	522	424	2
522	424	428	0
424	428	424	0
428	424	428	0
424	428	319	0
428	319	533	1
319	533	428	2
533	428	428	0
428	428	428	0
428	428	428	0
428	428	428	0
428	428	428	0
428	428	432	0
428	432	428	0
432	428	432	0
428	432	432	0
432	432	432	0
432	432	440	0
432	440	428	0
440	428	443	0
428	443	428	0
443	428	428	0
428	428	432	0
428	432	436	0
432	436	432	0
436	432	432	0
432	432	346	0
432	346	521	1
346	521	432	2
521	432	432	0
432	432	339	0
432	339	529	1
339	529	432	2
529	432	432	0
432	432	338	0
432	338	529	1
338	529	428	2
529	428	432	0
428	432	436	0
432	436	432	0
436	432	346	0
432	346	537	1
346	537	397	2
537	397	479	1
397	479	447	2
479	447	444	0
447	444	342	0
