i-1	i+0	i+1	Filter
860	1008	467	2
1008	467	1019	1
467	1019	463	2
1019	463	1008	1
463	1008	467	2
1008	467	1023	1
467	1023	463	2
1023	463	1024	1
463	1024	455	2
1024	455	1011	1
455	1011	467	2
1011	467	1028	1
467	1028	463	2
1028	463	957	1
463	957	463	2
957	463	914	1
463	914	475	2
914	475	992	1
475	992	467	2
992	467	1070	1
467	1070	463	2
1070	463	1156	1
463	1156	455	2
1156	455	1160	1
455	1160	459	2
1160	459	1113	1
459	1113	459	2
1113	459	1050	1
459	1050	460	2
1050	460	1054	1
460	1054	459	2
1054	459	1066	1
459	1066	452	2
1066	452	1004	1
452	1004	459	2
1004	459	980	1
459	980	459	2
980	459	973	1
459	973	463	2
973	463	1059	1
463	1059	455	2
1059	455	1089	1
455	1089	452	2
1089	452	1120	1
452	1120	459	2
1120	459	1140	1
459	1140	452	2
1140	452	1070	1
452	1070	455	2
1070	455	1051	1
455	1051	455	2
1051	455	1051	1
455	1051	451	2
1051	451	1035	1
451	1035	459	2
1035	459	1020	1
459	1020	455	2
1020	455	965	1
455	965	463	2
965	463	941	1
463	941	460	2
941	460	914	1
460	914	463	2
914	463	973	1
463	973	463	2
973	463	1000	1
463	1000	455	2
1000	455	981	1
455	981	463	2
981	463	949	1
463	949	459	2
949	459	915	1
459	915	463	2
915	463	910	1
463	910	459	2
910	459	864	1
459	864	467	2
864	467	802	1
467	802	478	2
802	478	771	1
478	771	470	2
771	470	755	1
470	755	479	2
755	479	766	1
479	766	471	2
766	471	778	1
471	778	471	2
778	471	814	1
471	814	466	2
814	466	880	1
466	880	459	2
880	459	887	1
459	887	463	2
887	463	887	1
463	887	463	2
887	463	860	1
463	860	467	2
860	467	880	1
467	880	463	2
880	463	902	1
463	902	463	2
902	463	934	1
463	934	467	2
934	467	988	1
467	988	460	2
988	460	1000	1
460	1000	463	2
1000	463	1023	1
463	1023	459	2
1023	459	1023	1
459	1023	460	2
1023	460	988	1
460	988	471	2
988	471	965	1
471	965	471	2
965	471	933	1
471	933	467	2
933	467	923	1
467	923	474	2
923	474	911	1
474	911	471	2
911	471	926	1
471	926	478	2
926	478	992	1
478	992	467	2
992	467	996	1
467	996	471	2
996	471	1004	1
471	1004	467	2
1004	467	996	1
467	996	467	2
996	467	988	1
467	988	471	2
988	471	985	1
471	985	463	2
985	463	969	1
463	969	470	2
969	470	981	1
470	981	467	2
981	467	992	1
467	992	463	2
992	463	969	1
463	969	471	2
969	471	1004	1
471	1004	463	2
1004	463	1035	1
463	1035	467	2
1035	467	1066	1
467	1066	459	2
1066	459	1008	1
459	1008	459	2
1008	459	942	1
459	942	470	2
942	470	965	1
470	965	460	2
965	460	988	1
460	988	463	2
988	463	1039	1
463	1039	459	2
1039	459	1035	1
459	1035	455	2
1035	455	1020	1
455	1020	455	2
1020	455	1008	1
455	1008	455	2
1008	455	1008	1
455	1008	459	2
1008	459	1062	1
459	1062	455	2
1062	455	1067	1
455	1067	455	2
1067	455	1078	1
455	1078	455	2
1078	455	1062	1
455	1062	451	2
1062	451	1032	1
451	1032	455	2
1032	455	1015	1
455	1015	456	2
1015	456	1004	1
456	1004	455	2
1004	455	1019	1
455	1019	456	2
1019	456	1015	1
456	1015	451	2
1015	451	1004	1
451	1004	460	2
1004	460	1007	1
460	1007	452	2
1007	452	1004	1
452	1004	459	2
1004	459	1015	1
459	1015	456	2
1015	456	1015	1
456	1015	455	2
1015	455	1059	1
455	1059	455	2
1059	455	1093	1
455	1093	452	2
1093	452	1109	1
452	1109	451	2
1109	451	1039	1
451	1039	455	2
1039	455	1004	1
455	1004	463	2
1004	463	1055	1
463	1055	455	2
1055	455	1101	1
455	1101	455	2
1101	455	1140	1
455	1140	452	2
1140	452	1085	1
452	1085	459	2
1085	459	1117	1
459	1117	455	2
1117	455	1070	1
455	1070	452	2
1070	452	1043	1
452	1043	459	2
1043	459	1043	1
459	1043	455	2
1043	455	1062	1
455	1062	463	2
1062	463	1035	1
463	1035	455	2
1035	455	981	1
455	981	471	2
981	471	992	1
471	992	459	2
992	459	981	1
459	981	463	2
981	463	1023	1
463	1023	459	2
1023	459	1027	1
459	1027	463	2
1027	463	1070	1
463	1070	460	2
1070	460	1132	1
460	1132	451	2
1132	451	1063	1
451	1063	463	2
1063	463	1019	1
463	1019	459	2
1019	459	1004	1
459	1004	467	2
1004	467	1058	1
467	1058	456	2
1058	456	1085	1
456	1085	459	2
1085	459	1074	1
459	1074	459	2
1074	459	1028	1
459	1028	459	2
1028	459	1023	1
459	1023	463	2
1023	463	1039	1
463	1039	459	2
1039	459	1000	1
459	1000	467	2
1000	467	1016	1
467	1016	459	2
1016	459	1031	1
459	1031	463	2
1031	463	1051	1
463	1051	463	2
1051	463	1031	1
463	1031	463	2
1031	463	1050	1
463	1050	463	2
1050	463	1055	1
463	1055	455	2
1055	455	1016	1
455	1016	463	2
1016	463	1015	1
463	1015	463	2
1015	463	985	1
463	985	463	2
985	463	996	1
463	996	463	2
996	463	1012	1
463	1012	455	2
1012	455	980	1
455	980	463	2
980	463	1012	1
463	1012	459	2
1012	459	981	1
459	981	459	2
981	459	1004	1
459	1004	459	2
1004	459	1027	1
459	1027	452	2
1027	452	1062	1
452	1062	455	2
1062	455	1129	1
455	1129	451	2
1129	451	1101	1
451	1101	451	2
1101	451	1137	1
451	1137	447	2
1137	447	1093	1
447	1093	452	2
1093	452	1113	1
452	1113	447	2
1113	447	1086	1
447	1086	443	2
1086	443	1035	1
443	1035	456	2
1035	456	1046	1
456	1046	452	2
1046	452	1050	1
452	1050	452	2
1050	452	1070	1
452	1070	451	2
1070	451	1070	1
451	1070	448	2
1070	448	1050	1
448	1050	451	2
1050	451	1109	1
451	1109	448	2
1109	448	1105	1
448	1105	451	2
1105	451	1125	1
451	1125	447	2
1125	447	1109	1
447	1109	444	2
1109	444	1082	1
444	1082	451	2
1082	451	1074	1
451	1074	443	2
1074	443	1051	1
443	1051	447	2
1051	447	1035	1
447	1035	448	2
1035	448	1016	1
448	1016	443	2
1016	443	1008	1
443	1008	451	2
1008	451	1055	1
451	1055	447	2
1055	447	1090	1
447	1090	443	2
1090	443	1047	1
443	1047	451	2
1047	451	1035	1
451	1035	452	2
1035	452	1004	1
452	1004	455	2
1004	455	1039	1
455	1039	447	2
1039	447	1039	1
447	1039	451	2
1039	451	1109	1
451	1109	444	2
1109	444	1113	1
444	1113	443	2
1113	443	1098	1
443	1098	443	2
1098	443	1086	1
443	1086	447	2
1086	447	1125	1
447	1125	443	2
1125	443	1121	1
443	1121	440	2
1121	440	389	1
440	389	727	2
389	727	464	0
727	464	1151	1
464	1151	444	2
1151	444	1163	1
444	1163	444	2
1163	444	334	1
444	334	810	3
334	810	447	2
810	447	1074	1
447	1074	452	2
1074	452	1101	1
452	1101	447	2
1101	447	1113	1
447	1113	444	2
1113	444	1089	1
444	1089	452	2
1089	452	1136	1
452	1136	447	2
1136	447	1101	1
447	1101	448	2
1101	448	1093	1
448	1093	452	2
1093	452	1062	1
452	1062	447	2
1062	447	1059	1
447	1059	455	2
1059	455	1202	1
455	1202	448	2
1202	448	338	1
448	338	786	3
338	786	455	2
786	455	1129	1
455	1129	447	2
1129	447	1121	1
447	1121	444	2
1121	444	1144	1
444	1144	451	2
1144	451	1167	1
451	1167	444	2
1167	444	1136	1
444	1136	447	2
1136	447	1125	1
447	1125	451	2
1125	451	1028	1
451	1028	455	2
1028	455	1035	1
455	1035	455	2
1035	455	1058	1
455	1058	452	2
1058	452	1113	1
452	1113	447	2
1113	447	1097	1
447	1097	448	2
1097	448	1089	1
448	1089	452	2
1089	452	1155	1
452	1155	448	2
1155	448	1105	1
448	1105	451	2
1105	451	1082	1
451	1082	451	2
1082	451	1086	1
451	1086	447	2
1086	447	1094	1
447	1094	451	2
1094	451	1125	1
451	1125	447	2
1125	447	1078	1
447	1078	451	2
1078	451	1074	1
451	1074	455	2
1074	455	1051	1
455	1051	448	2
1051	448	1058	1
448	1058	455	2
1058	455	1074	1
455	1074	448	2
1074	448	1058	1
448	1058	455	2
1058	455	1078	1
455	1078	451	2
1078	451	1047	1
451	1047	448	2
1047	448	1027	1
448	1027	455	2
1027	455	1054	1
455	1054	448	2
1054	448	1054	1
448	1054	456	2
1054	456	1066	1
456	1066	447	2
1066	447	1055	1
447	1055	451	2
1055	451	1047	1
451	1047	451	2
1047	451	985	1
451	985	451	2
985	451	949	1
451	949	456	2
949	456	961	1
456	961	455	2
961	455	1027	1
455	1027	448	2
1027	448	1066	1
448	1066	451	2
1066	451	1101	1
451	1101	448	2
1101	448	335	1
448	335	770	3
335	770	455	2
770	455	1245	1
455	1245	444	2
1245	444	1222	1
444	1222	443	2
1222	443	1230	1
443	1230	443	2
1230	443	1152	1
443	1152	444	2
1152	444	1105	1
444	1105	443	2
1105	443	1059	1
443	1059	451	2
1059	451	1074	1
451	1074	444	2
1074	444	1046	1
444	1046	448	2
1046	448	1043	1
448	1043	447	2
1043	447	1023	1
447	1023	448	2
1023	448	1000	1
448	1000	451	2
1000	451	1051	1
451	1051	447	2
1051	447	1039	1
447	1039	448	2
1039	448	1007	1
448	1007	452	2
1007	452	1015	1
452	1015	452	2
1015	452	980	1
452	980	452	2
980	452	996	1
452	996	455	2
996	455	1051	1
455	1051	447	2
1051	447	1035	1
447	1035	448	2
1035	448	1046	1
448	1046	452	2
1046	452	1066	1
452	1066	443	2
1066	443	1031	1
443	1031	452	2
1031	452	1043	1
452	1043	451	2
1043	451	1047	1
451	1047	447	2
1047	447	1024	1
447	1024	451	2
1024	451	1039	1
451	1039	455	2
1039	455	988	1
455	988	452	2
988	452	930	1
452	930	459	2
930	459	1078	1
459	1078	447	2
1078	447	1074	1
447	1074	451	2
1074	451	1195	1
451	1195	447	2
1195	447	1164	1
447	1164	443	2
1164	443	1078	1
443	1078	456	2
1078	456	1116	1
456	1116	448	2
1116	448	1167	1
448	1167	444	2
1167	444	1101	1
444	1101	451	2
1101	451	1144	1
451	1144	448	2
1144	448	1109	1
448	1109	447	2
1109	447	1160	1
447	1160	447	2
1160	447	1167	1
447	1167	444	2
1167	444	1140	1
444	1140	447	2
1140	447	1156	1
447	1156	444	2
1156	444	1136	1
444	1136	440	2
1136	440	1066	1
440	1066	451	2
1066	451	1051	1
451	1051	447	2
1051	447	1012	1
447	1012	451	2
1012	451	1031	1
451	1031	452	2
1031	452	1050	1
452	1050	452	2
1050	452	1003	1
452	1003	456	2
1003	456	1000	1
456	1000	451	2
1000	451	930	1
451	930	448	2
930	448	758	1
448	758	459	2
758	459	670	1
459	670	470	2
670	470	670	1
470	670	463	2
670	463	782	1
463	782	447	2
782	447	779	1
447	779	431	2
779	431	740	1
431	740	432	2
740	432	692	1
432	692	428	2
692	428	658	1
428	658	432	2
658	432	630	1
432	630	428	2
630	428	611	1
428	611	420	2
611	420	607	1
420	607	417	2
607	417	595	1
417	595	416	2
595	416	588	1
416	588	541	2
588	541	436	0
541	436	505	0
436	505	487	0
505	487	463	0
487	463	509	1
463	509	405	2
509	405	560	1
405	560	483	2
560	483	459	0
483	459	483	0
459	483	400	0
483	400	533	1
400	533	409	2
533	409	514	1
409	514	408	2
514	408	510	1
408	510	405	2
510	405	502	1
405	502	455	2
502	455	447	0
455	447	420	0
447	420	471	1
420	471	444	2
471	444	443	0
444	443	405	0
443	405	471	1
405	471	440	2
471	440	435	0
440	435	401	0
435	401	479	1
401	479	440	2
479	440	443	0
440	443	401	0
443	401	486	1
401	486	452	2
486	452	451	0
452	451	409	0
451	409	505	1
409	505	463	2
505	463	463	0
463	463	456	0
463	456	397	0
456	397	529	1
397	529	463	2
529	463	443	0
463	443	479	0
443	479	397	0
479	397	521	1
397	521	459	2
521	459	460	0
459	460	455	0
460	455	393	0
455	393	377	1
393	377	378	3
377	378	381	3
378	381	377	3
381	377	386	3
377	386	381	3
386	381	385	3
381	385	381	3
385	381	382	3
381	382	389	3
382	389	385	3
389	385	381	3
385	381	386	3
381	386	389	3
386	389	377	3
389	377	382	3
377	382	385	3
382	385	381	3
385	381	381	3
381	381	378	3
381	378	381	3
378	381	378	3
381	378	373	3
378	373	374	3
373	374	369	3
374	369	370	3
369	370	370	3
370	370	361	3
370	361	366	3
361	366	366	3
366	366	358	3
366	358	366	3
358	366	350	3
366	350	354	3
350	354	354	3
354	354	350	3
354	350	350	3
350	350	351	3
350	351	346	3
351	346	350	3
346	350	350	3
350	350	343	3
350	343	346	3
343	346	339	3
346	339	342	3
339	342	339	3
342	339	346	3
339	346	338	3
346	338	339	3
338	339	338	3
339	338	331	3
338	331	335	3
331	335	334	3
335	334	339	3
334	339	338	3
339	338	335	3
338	335	331	3
335	331	338	3
331	338	331	3
338	331	331	3
331	331	338	3
331	338	335	3
338	335	338	3
335	338	331	3
338	331	339	3
331	339	330	3
339	330	335	3
330	335	331	3
335	331	334	3
331	334	331	3
334	331	335	3
331	335	331	3
335	331	330	3
331	330	331	3
330	331	331	3
331	331	334	3
331	334	327	3
334	327	327	3
327	327	331	3
327	331	327	3
331	327	323	3
327	323	323	3
323	323	330	3
323	330	331	3
330	331	315	3
331	315	327	3
315	327	327	3
327	327	331	3
327	331	327	3
331	327	323	3
327	323	326	3
323	326	323	3
326	323	327	3
323	327	319	3
327	319	327	3
319	327	327	3
327	327	327	3
327	327	327	3
327	327	327	3
327	327	326	3
327	326	331	3
326	331	323	3
331	323	331	3
323	331	323	3
331	323	323	3
323	323	323	3
323	323	319	3
323	319	327	3
319	327	323	3
327	323	322	3
323	322	327	3
322	327	323	3
327	323	327	3
323	327	323	3
327	323	327	3
323	327	331	3
327	331	330	3
331	330	327	3
330	327	327	3
327	327	331	3
327	331	323	3
331	323	327	3
323	327	327	3
327	327	334	3
327	334	327	3
334	327	323	3
327	323	331	3
323	331	327	3
331	327	330	3
327	330	327	3
330	327	331	3
327	331	331	3
331	331	330	3
331	330	331	3
330	331	335	3
331	335	327	3
335	327	334	3
327	334	331	3
334	331	335	3
331	335	334	3
335	334	335	3
334	335	334	3
335	334	335	3
334	335	339	3
335	339	334	3
339	334	339	3
334	339	342	3
339	342	343	3
342	343	334	3
343	334	335	3
334	335	338	3
335	338	335	3
338	335	339	3
335	339	338	3
339	338	342	3
338	342	339	3
342	339	342	3
339	342	343	3
342	343	338	3
343	338	343	3
338	343	346	3
343	346	339	3
346	339	338	3
339	338	339	3
338	339	342	3
339	342	339	3
342	339	342	3
339	342	350	3
342	350	343	3
350	343	342	3
343	342	350	3
342	350	343	3
350	343	342	3
343	342	335	3
342	335	595	3
335	595	366	2
595	366	502	1
366	502	369	2
502	369	421	0
369	421	389	0
421	389	428	0
389	428	389	0
428	389	552	1
389	552	374	2
552	374	650	1
374	650	362	2
650	362	603	1
362	603	361	2
603	361	576	1
361	576	362	2
576	362	561	1
362	561	365	2
561	365	553	1
365	553	366	2
553	366	529	1
366	529	377	2
529	377	510	1
377	510	385	2
510	385	490	1
385	490	409	2
490	409	463	1
409	463	405	2
463	405	467	1
405	467	428	2
467	428	428	0
428	428	439	0
428	439	471	0
439	471	416	0
471	416	744	1
416	744	400	2
744	400	794	1
400	794	397	2
794	397	673	1
397	673	424	2
673	424	580	1
424	580	490	2
580	490	495	0
490	495	509	0
495	509	530	0
509	530	564	0
530	564	638	0
564	638	657	0
638	657	584	0
657	584	545	0
584	545	556	0
545	556	576	0
556	576	436	0
576	436	930	1
436	930	599	2
930	599	413	0
599	413	747	1
413	747	537	2
747	537	533	0
537	533	420	0
533	420	619	1
420	619	505	2
619	505	510	0
505	510	522	0
510	522	548	0
522	548	611	0
548	611	432	0
611	432	953	1
432	953	448	2
953	448	681	1
448	681	525	2
681	525	556	0
525	556	584	0
556	584	716	0
584	716	420	0
716	420	1004	1
420	1004	416	2
1004	416	724	1
416	724	537	2
724	537	498	0
537	498	607	1
498	607	568	2
607	568	642	0
568	642	728	0
642	728	424	0
728	424	907	1
424	907	548	2
907	548	545	0
548	545	471	0
545	471	634	1
471	634	541	2
634	541	451	0
541	451	662	1
451	662	517	2
662	517	522	0
517	522	517	0
522	517	518	0
517	518	513	0
518	513	533	0
513	533	534	0
533	534	474	0
534	474	572	1
474	572	510	2
572	510	518	0
510	518	455	0
518	455	576	1
455	576	513	2
576	513	526	0
513	526	482	0
526	482	366	1
482	366	307	3
366	307	872	3
307	872	420	2
872	420	638	1
420	638	506	2
638	506	498	0
506	498	510	0
498	510	545	0
510	545	470	0
545	470	814	1
470	814	439	2
814	439	755	1
439	755	440	2
755	440	677	1
440	677	443	2
677	443	639	1
443	639	443	2
639	443	611	1
443	611	451	2
611	451	588	1
451	588	517	2
588	517	522	0
517	522	455	0
522	455	646	1
455	646	529	2
646	529	553	0
529	553	455	0
553	455	891	1
455	891	459	2
891	459	880	1
459	880	447	2
880	447	813	1
447	813	448	2
813	448	720	1
448	720	459	2
720	459	653	1
459	653	533	2
653	533	537	0
533	537	487	0
537	487	548	1
487	548	522	2
548	522	556	0
522	556	716	0
556	716	424	0
716	424	1051	1
424	1051	432	2
1051	432	813	1
432	813	428	2
813	428	720	1
428	720	440	2
720	440	669	1
440	669	451	2
669	451	627	1
451	627	502	2
627	502	568	1
502	568	533	2
568	533	541	0
533	541	451	0
541	451	619	1
451	619	529	2
619	529	479	0
529	479	599	1
479	599	537	2
599	537	486	0
537	486	592	1
486	592	536	2
592	536	537	0
536	537	541	0
537	541	467	0
541	467	669	1
467	669	580	2
669	580	592	0
580	592	432	0
592	432	778	1
432	778	494	2
778	494	681	1
494	681	502	2
681	502	611	1
502	611	533	2
611	533	533	0
533	533	541	0
533	541	463	0
541	463	700	1
463	700	553	2
700	553	552	0
553	552	440	0
552	440	731	1
440	731	557	2
731	557	436	0
557	436	684	1
436	684	553	2
684	553	556	0
553	556	549	0
