index	i-1	i+0	i+1	Filter	Time
1	1513	919	871	0	2580
2	919	871	829	0	3451
3	871	829	837	0	4280
4	829	837	564	0	5117
5	837	564	568	1	5681
6	564	568	891	1	6249
7	568	891	798	0	7140
8	891	798	864	0	7938
9	798	864	1564	0	8802
10	864	1564	980	0	10366
11	1564	980	895	0	11346
12	980	895	919	0	12241
13	895	919	922	0	13160
14	919	922	902	0	14082
15	922	902	895	0	14984
16	902	895	872	0	15879
17	895	872	1510	0	16751
18	872	1510	922	0	18261
19	1510	922	860	0	19183
20	922	860	832	0	20043
21	860	832	810	0	20875
22	832	810	1471	0	21685
23	810	1471	887	0	23156
24	1471	887	560	0	24043
25	887	560	915	0	24603
26	560	915	871	0	25518
27	915	871	790	0	26389
28	871	790	794	0	27179
29	790	794	797	0	27973
30	794	797	584	0	28770
31	797	584	992	1	29354
32	584	992	821	0	30346
33	992	821	1522	0	31167
34	821	1522	856	0	32689
35	1522	856	560	0	33545
36	856	560	930	0	34105
37	560	930	626	0	35035
38	930	626	888	1	35661
39	626	888	891	0	36549
40	888	891	856	0	37440
41	891	856	809	0	38296
42	856	809	821	0	39105
43	809	821	809	0	39926
44	821	809	541	0	40735
45	809	541	584	1	41276
46	541	584	992	1	41860
47	584	992	950	0	42852
48	992	950	879	0	43802
49	950	879	840	0	44681
50	879	840	841	0	45521
51	840	841	829	0	46362
52	841	829	805	0	47191
53	829	805	841	0	47996
54	805	841	828	0	48837
55	841	828	829	0	49665
56	828	829	1525	0	50494
57	829	1525	880	0	52019
58	1525	880	560	0	52899
59	880	560	911	1	53459
60	560	911	848	0	54370
61	911	848	611	0	55218
62	848	611	949	1	55829
63	611	949	786	0	56778
64	949	786	798	0	57564
65	786	798	782	0	58362
66	798	782	798	0	59144
67	782	798	813	0	59942
68	798	813	829	0	60755
69	813	829	825	0	61584
70	829	825	836	0	62409
71	825	836	837	0	63245
72	836	837	836	0	64082
73	837	836	849	0	64918
74	836	849	844	0	65767
75	849	844	844	0	66611
76	844	844	1623	0	67455
77	844	1623	883	0	69078
78	1623	883	848	0	69961
79	883	848	825	0	70809
80	848	825	829	0	71634
81	825	829	794	0	72463
82	829	794	813	0	73257
83	794	813	813	0	74070
84	813	813	813	0	74883
85	813	813	802	0	75696
86	813	802	798	0	76498
87	802	798	790	0	77296
88	798	790	789	0	78086
89	790	789	775	0	78875
90	789	775	774	0	79650
91	775	774	553	0	80424
92	774	553	552	1	80977
93	553	552	821	1	81529
94	552	821	794	0	82350
95	821	794	782	0	83144
96	794	782	790	0	83926
97	782	790	564	0	84716
98	790	564	603	1	85280
99	564	603	584	1	85883
100	603	584	837	1	86467
101	584	837	579	0	87304
102	837	579	584	1	87883
103	579	584	580	1	88467
104	584	580	587	1	89047
105	580	587	599	1	89634
106	587	599	592	1	90233
107	599	592	595	1	90825
108	592	595	599	1	91420
109	595	599	619	1	92019
110	599	619	634	1	92638
111	619	634	642	1	93272
112	634	642	650	1	93914
113	642	650	654	1	94564
114	650	654	650	1	95218
115	654	650	638	1	95868
116	650	638	630	1	96506
117	638	630	631	1	97136
118	630	631	626	1	97767
119	631	626	619	1	98393
120	626	619	603	1	99012
121	619	603	599	1	99615
122	603	599	588	1	100214
123	599	588	595	1	100802
124	588	595	599	1	101397
125	595	599	1035	1	101996
126	599	1035	946	0	103031
127	1035	946	930	0	103977
128	946	930	953	0	104907
129	930	953	907	0	105860
130	953	907	926	0	106767
131	907	926	918	0	107693
132	926	918	1556	0	108611
133	918	1556	946	0	110167
134	1556	946	864	0	111113
135	946	864	871	0	111977
136	864	871	884	0	112848
137	871	884	1478	0	113732
138	884	1478	837	0	115210
139	1478	837	509	0	116047
140	837	509	1004	1	116556
141	509	1004	849	0	117560
142	1004	849	1470	0	118409
143	849	1470	864	0	119879
144	1470	864	821	0	120743
145	864	821	965	0	121564
146	821	965	969	0	122529
147	965	969	973	0	123498
148	969	973	980	0	124471
149	973	980	985	0	125451
150	980	985	1622	0	126436
151	985	1622	1020	0	128058
152	1622	1020	1603	0	129078
153	1020	1603	1015	0	130681
154	1603	1015	930	0	131696
155	1015	930	537	0	132626
156	930	537	1032	1	133163
157	537	1032	599	0	134195
158	1032	599	1229	1	134794
159	599	1229	825	0	136023
160	1229	825	829	0	136848
