index	i-1	i+0	i+1	Filter	Time
1	280	704	701	0	984
2	704	701	681	0	1685
3	701	681	692	0	2366
4	681	692	697	0	3058
5	692	697	704	0	3755
6	697	704	681	0	4459
7	704	681	704	0	5140
8	681	704	720	0	5844
9	704	720	728	0	6564
10	720	728	704	0	7292
11	728	704	720	0	7996
12	704	720	724	0	8716
13	720	724	727	0	9440
14	724	727	728	0	10167
15	727	728	696	0	10895
16	728	696	697	0	11591
17	696	697	704	0	12288
18	697	704	720	0	12992
19	704	720	720	0	13712
20	720	720	693	0	14432
21	720	693	712	0	15125
22	693	712	712	0	15837
23	712	712	731	0	16549
24	712	731	724	0	17280
25	731	724	692	0	18004
26	724	692	705	0	18696
27	692	705	700	0	19401
28	705	700	704	0	20101
29	700	704	689	0	20805
30	704	689	685	0	21494
31	689	685	696	0	22179
32	685	696	709	0	22875
33	696	709	716	0	23584
34	709	716	704	0	24300
35	716	704	689	0	25004
36	704	689	692	0	25693
37	689	692	704	0	26385
38	692	704	713	0	27089
39	704	713	712	0	27802
40	713	712	684	0	28514
41	712	684	701	0	29198
42	684	701	700	0	29899
43	701	700	712	0	30599
44	700	712	689	0	31311
45	712	689	704	0	32000
46	689	704	705	0	32704
47	704	705	716	0	33409
48	705	716	712	0	34125
49	716	712	700	0	34837
50	712	700	704	0	35537
51	700	704	712	0	36241
52	704	712	728	0	36953
53	712	728	712	0	37681
54	728	712	704	0	38393
55	712	704	712	0	39097
56	704	712	720	0	39809
57	712	720	728	0	40529
58	720	728	700	0	41257
59	728	700	720	0	41957
60	700	720	728	0	42677
61	720	728	743	0	43405
62	728	743	720	0	44148
63	743	720	716	0	44868
64	720	716	723	0	45584
65	716	723	751	0	46307
66	723	751	775	0	47058
67	751	775	751	0	47833
68	775	751	723	0	48584
69	751	723	736	0	49307
70	723	736	735	0	50043
71	736	735	740	0	50778
72	735	740	700	0	51518
73	740	700	731	0	52218
74	700	731	728	0	52949
75	731	728	739	0	53677
76	728	739	740	0	54416
77	739	740	712	0	55156
78	740	712	731	0	55868
79	712	731	740	0	56599
80	731	740	735	0	57339
81	740	735	704	0	58074
82	735	704	704	0	58778
83	704	704	709	0	59482
84	704	709	704	0	60191
85	709	704	693	0	60895
86	704	693	677	0	61588
87	693	677	681	0	62265
88	677	681	684	0	62946
89	681	684	662	0	63630
90	684	662	669	0	64292
91	662	669	677	0	64961
92	669	677	693	0	65638
93	677	693	720	0	66331
94	693	720	688	0	67051
95	720	688	677	0	67739
96	688	677	681	0	68416
97	677	681	701	0	69097
98	681	701	739	0	69798
