i-1	i+0	i+1	Filter
1350	638	981	2
638	981	1089	0
981	1089	1105	0
1089	1105	514	0
1105	514	634	1
514	634	946	2
634	946	1078	0
946	1078	1077	0
1078	1077	522	0
1077	522	642	1
522	642	938	2
642	938	1070	0
938	1070	521	0
1070	521	638	1
521	638	961	2
638	961	1082	0
961	1082	506	0
1082	506	661	1
506	661	1016	2
661	1016	1054	0
1016	1054	1074	0
1054	1074	1066	0
1074	1066	498	0
1066	498	627	1
498	627	922	2
627	922	1031	0
922	1031	1059	0
1031	1059	1042	0
1059	1042	495	0
1042	495	649	1
495	649	954	2
649	954	1097	0
954	1097	1078	0
1097	1078	1078	0
1078	1078	1089	0
1078	1089	1093	0
1089	1093	1039	0
1093	1039	491	0
1039	491	634	1
491	634	965	2
634	965	1050	0
965	1050	495	0
1050	495	642	1
495	642	934	2
642	934	1070	0
934	1070	1073	0
1070	1073	491	0
1073	491	642	1
491	642	941	2
642	941	1028	0
941	1028	517	0
1028	517	627	1
517	627	848	2
627	848	984	0
848	984	1012	0
984	1012	1062	0
1012	1062	1027	0
1062	1027	1074	0
1027	1074	1102	0
1074	1102	1085	0
1102	1085	1082	0
1085	1082	1109	0
1082	1109	1109	0
1109	1109	1039	0
1109	1039	1062	0
1039	1062	1070	0
1062	1070	1070	0
1070	1070	1043	0
1070	1043	1089	0
1043	1089	1125	0
1089	1125	1128	0
1125	1128	1074	0
1128	1074	1078	0
1074	1078	1089	0
1078	1089	1074	0
1089	1074	1047	0
1074	1047	1031	0
1047	1031	1039	0
1031	1039	1047	0
1039	1047	1019	0
1047	1019	1039	0
1019	1039	1039	0
1039	1039	1023	0
1039	1023	965	0
1023	965	506	0
965	506	619	1
506	619	837	2
619	837	1007	0
837	1007	981	0
1007	981	502	0
981	502	626	1
502	626	872	2
626	872	1054	0
872	1054	1078	0
1054	1078	1047	0
1078	1047	1082	0
1047	1082	1109	0
1082	1109	1101	0
1109	1101	1074	0
1101	1074	1116	0
1074	1116	1113	0
1116	1113	1109	0
1113	1109	1055	0
1109	1055	1062	0
1055	1062	1074	0
1062	1074	1058	0
1074	1058	1059	0
1058	1059	1077	0
1059	1077	1098	0
1077	1098	1046	0
1098	1046	1055	0
1046	1055	1050	0
1055	1050	1067	0
1050	1067	1050	0
1067	1050	494	0
1050	494	638	1
494	638	942	2
638	942	1082	0
942	1082	1074	0
1082	1074	1027	0
1074	1027	510	0
1027	510	638	1
510	638	930	2
638	930	1027	0
930	1027	1035	0
1027	1035	1078	0
1035	1078	1097	0
1078	1097	1078	0
1097	1078	494	0
1078	494	646	1
494	646	965	2
646	965	1105	0
965	1105	1101	0
1105	1101	498	0
1101	498	642	1
498	642	1008	2
642	1008	1097	0
1008	1097	506	0
1097	506	650	1
506	650	988	2
650	988	1094	0
988	1094	525	0
1094	525	650	1
525	650	996	2
650	996	1089	0
996	1089	514	0
1089	514	642	1
514	642	988	2
642	988	1059	0
988	1059	1074	0
1059	1074	1054	0
1074	1054	506	0
1054	506	630	1
506	630	961	2
630	961	1016	0
961	1016	1035	0
1016	1035	1054	0
1035	1054	1078	0
1054	1078	1047	0
1078	1047	494	0
1047	494	634	1
494	634	934	2
634	934	1059	0
934	1059	498	0
1059	498	630	1
498	630	942	2
630	942	1054	0
942	1054	1066	0
1054	1066	1027	0
1066	1027	499	0
1027	499	657	1
499	657	973	2
657	973	1089	0
973	1089	1074	0
1089	1074	1125	0
1074	1125	1132	0
1125	1132	1109	0
1132	1109	1097	0
1109	1097	1129	0
1097	1129	1140	0
1129	1140	1128	0
1140	1128	1086	0
1128	1086	1105	0
1086	1105	1113	0
1105	1113	1085	0
1113	1085	1051	0
1085	1051	1062	0
1051	1062	1059	0
1062	1059	1015	0
1059	1015	494	0
1015	494	635	1
494	635	902	2
635	902	1035	0
902	1035	1028	0
1035	1028	498	0
1028	498	630	1
498	630	907	2
630	907	1035	0
907	1035	1035	0
1035	1035	494	0
1035	494	630	1
494	630	895	2
630	895	1047	0
895	1047	1074	0
1047	1074	1027	0
1074	1027	498	0
1027	498	634	1
498	634	957	2
634	957	1047	0
957	1047	996	0
1047	996	506	0
