index	i-1	i+0	i+1	Filter	Time
1	868	852	845	0	1813
2	852	845	832	0	2658
3	845	832	1269	0	3490
4	832	1269	1194	0	4759
5	1269	1194	1187	0	5953
6	1194	1187	1109	0	7140
7	1187	1109	907	0	8249
8	1109	907	867	0	9156
9	907	867	864	0	10023
10	867	864	864	0	10887
11	864	864	840	0	11751
12	864	840	849	0	12591
13	840	849	891	0	13440
14	849	891	899	0	14331
15	891	899	863	0	15230
16	899	863	841	0	16093
17	863	841	1074	0	16934
18	841	1074	1152	0	18008
19	1074	1152	1089	0	19160
20	1152	1089	961	0	20249
21	1089	961	903	0	21210
22	961	903	879	0	22113
23	903	879	845	0	22992
24	879	845	1011	0	23837
25	845	1011	1136	0	24848
26	1011	1136	1105	0	25984
27	1136	1105	1008	0	27089
28	1105	1008	1020	0	28097
29	1008	1020	972	0	29117
30	1020	972	911	0	30089
31	972	911	879	0	31000
32	911	879	841	0	31879
33	879	841	817	0	32720
34	841	817	856	0	33537
35	817	856	875	0	34393
36	856	875	884	0	35268
37	875	884	860	0	36152
38	884	860	863	0	37012
39	860	863	845	0	37875
40	863	845	821	0	38720
41	845	821	801	0	39541
42	821	801	794	0	40342
43	801	794	790	0	41136
44	794	790	774	0	41926
45	790	774	763	0	42700
46	774	763	770	0	43463
47	763	770	775	0	44233
48	770	775	759	0	45008
49	775	759	782	0	45767
50	759	782	1054	0	46549
51	782	1054	1000	0	47603
52	1054	1000	996	0	48603
53	1000	996	922	0	49599
54	996	922	845	0	50521
55	922	845	817	0	51366
56	845	817	798	0	52183
57	817	798	778	0	52981
58	798	778	805	0	53759
59	778	805	810	0	54564
60	805	810	821	0	55374
61	810	821	813	0	56195
62	821	813	809	0	57008
63	813	809	813	0	57817
64	809	813	856	0	58630
65	813	856	860	0	59486
66	856	860	856	0	60346
67	860	856	845	0	61202
68	856	845	817	0	62047
69	845	817	848	0	62864
70	817	848	1004	0	63712
71	848	1004	1047	0	64716
72	1004	1047	1000	0	65763
73	1047	1000	945	0	66763
74	1000	945	891	0	67708
75	945	891	856	0	68599
76	891	856	817	0	69455
77	856	817	794	0	70272
78	817	794	778	0	71066
79	794	778	759	0	71844
80	778	759	771	0	72603
81	759	771	789	0	73374
82	771	789	833	0	74163
83	789	833	829	0	74996
84	833	829	821	0	75825
85	829	821	1144	0	76646
86	821	1144	1136	0	77790
87	1144	1136	1082	0	78926
88	1136	1082	1004	0	80008
89	1082	1004	906	0	81012
90	1004	906	833	0	81918
91	906	833	829	0	82751
92	833	829	809	0	83580
93	829	809	829	0	84389
94	809	829	883	0	85218
95	829	883	887	0	86101
96	883	887	872	0	86988
97	887	872	852	0	87860
98	872	852	1183	0	88712
99	852	1183	1159	0	89895
100	1183	1159	1168	0	91054
101	1159	1168	1132	0	92222
102	1168	1132	1055	0	93354
103	1132	1055	941	0	94409
104	1055	941	852	0	95350
105	941	852	821	0	96202
106	852	821	798	0	97023
107	821	798	786	0	97821
108	798	786	778	0	98607
109	786	778	794	0	99385
110	778	794	829	0	100179
111	794	829	844	0	101008
112	829	844	837	0	101852
113	844	837	852	0	102689
114	837	852	1284	0	103541
115	852	1284	1152	0	104825
116	1284	1152	1132	0	105977
117	1152	1132	1109	0	107109
118	1132	1109	1082	0	108218
119	1109	1082	941	0	109300
120	1082	941	852	0	110241
121	941	852	810	0	111093
122	852	810	790	0	111903
123	810	790	813	0	112693
124	790	813	836	0	113506
125	813	836	856	0	114342
126	836	856	849	0	115198
127	856	849	836	0	116047
128	849	836	1222	0	116883
129	836	1222	1047	0	118105
130	1222	1047	1062	0	119152
131	1047	1062	1027	0	120214
132	1062	1027	1043	0	121241
133	1027	1043	1012	0	122284
134	1043	1012	887	0	123296
135	1012	887	891	0	124183
136	887	891	1206	0	125074
137	891	1206	1086	0	126280
138	1206	1086	1085	0	127366
139	1086	1085	1055	0	128451
140	1085	1055	922	0	129506
141	1055	922	860	0	130428
142	922	860	825	0	131288
143	860	825	809	0	132113
144	825	809	981	0	132922
145	809	981	957	0	133903
146	981	957	934	0	134860
147	957	934	910	0	135794
148	934	910	860	0	136704
149	910	860	848	0	137564
150	860	848	841	0	138412
151	848	841	844	0	139253
152	841	844	825	0	140097
153	844	825	798	0	140922
154	825	798	805	0	141720
155	798	805	814	0	142525
156	805	814	801	0	143339
157	814	801	786	0	144140
