index	i-1	i+0	i+1	Filter	Time
1	455	631	1303	1	1086
2	631	1303	700	0	2389
3	1303	700	670	0	3089
4	700	670	677	0	3759
5	670	677	677	0	4436
6	677	677	689	0	5113
7	677	689	735	0	5802
8	689	735	790	0	6537
9	735	790	864	0	7327
10	790	864	801	0	8191
11	864	801	1008	0	8992
12	801	1008	1004	0	10000
13	1008	1004	1008	0	11004
14	1004	1008	821	0	12012
15	1008	821	949	0	12833
16	821	949	1160	0	13782
17	949	1160	972	0	14942
18	1160	972	1063	0	15914
19	972	1063	821	0	16977
20	1063	821	969	0	17798
21	821	969	1159	0	18767
22	969	1159	953	0	19926
23	1159	953	864	0	20879
24	953	864	1062	0	21743
25	864	1062	771	0	22805
26	1062	771	809	0	23576
27	771	809	1133	0	24385
28	809	1133	1000	0	25518
29	1133	1000	560	0	26518
30	1000	560	1233	1	27078
31	560	1233	864	0	28311
32	1233	864	844	0	29175
33	864	844	829	0	30019
34	844	829	782	0	30848
35	829	782	806	0	31630
36	782	806	797	0	32436
37	806	797	794	0	33233
38	797	794	798	0	34027
39	794	798	801	0	34825
40	798	801	798	0	35626
41	801	798	829	0	36424
42	798	829	821	0	37253
43	829	821	813	0	38074
44	821	813	856	0	38887
45	813	856	860	0	39743
46	856	860	844	0	40603
47	860	844	1098	0	41447
48	844	1098	805	0	42545
49	1098	805	1241	0	43350
50	805	1241	934	0	44591
51	1241	934	856	0	45525
52	934	856	919	0	46381
53	856	919	926	0	47300
54	919	926	883	0	48226
55	926	883	934	0	49109
56	883	934	1210	0	50043
57	934	1210	1300	0	51253
58	1210	1300	1101	0	52553
59	1300	1101	972	0	53654
60	1101	972	950	0	54626
61	972	950	580	0	55576
62	950	580	1288	1	56156
63	580	1288	926	0	57444
64	1288	926	945	0	58370
65	926	945	903	0	59315
66	945	903	891	0	60218
67	903	891	953	0	61109
68	891	953	938	0	62062
69	953	938	914	0	63000
70	938	914	1148	0	63914
71	914	1148	852	0	65062
72	1148	852	934	0	65914
73	852	934	1300	0	66848
74	934	1300	980	0	68148
75	1300	980	954	0	69128
76	980	954	945	0	70082
77	954	945	915	0	71027
78	945	915	1144	0	71942
79	915	1144	533	0	73086
80	1144	533	509	1	73619
81	533	509	506	0	74128
82	509	506	654	1	74634
83	506	654	545	0	75288
84	654	545	506	1	75833
85	545	506	902	0	76339
86	506	902	954	0	77241
87	902	954	957	0	78195
88	954	957	976	0	79152
89	957	976	942	0	80128
90	976	942	949	0	81070
91	942	949	1043	0	82019
92	949	1043	1039	0	83062
93	1043	1039	992	0	84101
94	1039	992	977	0	85093
95	992	977	1047	0	86070
96	977	1047	1023	0	87117
97	1047	1023	1004	0	88140
98	1023	1004	981	0	89144
99	1004	981	961	0	90125
100	981	961	1027	0	91086
101	961	1027	1035	0	92113
102	1027	1035	973	0	93148
103	1035	973	957	0	94121
104	973	957	1027	0	95078
105	957	1027	996	0	96105
106	1027	996	969	0	97101
107	996	969	977	0	98070
108	969	977	949	0	99047
109	977	949	992	0	99996
110	949	992	1043	0	100988
111	992	1043	992	0	102031
112	1043	992	958	0	103023
113	992	958	1027	0	103981
114	958	1027	1043	0	105008
115	1027	1043	980	0	106051
116	1043	980	985	0	107031
117	980	985	968	0	108016
118	985	968	946	0	108984
119	968	946	1019	0	109930
120	946	1019	1012	0	110949
121	1019	1012	965	0	111961
122	1012	965	973	0	112926
123	965	973	988	0	113899
124	973	988	992	0	114887
125	988	992	1032	0	115879
126	992	1032	992	0	116911
127	1032	992	953	0	117903
128	992	953	1035	0	118856
129	953	1035	1039	0	119891
130	1035	1039	545	0	120930
131	1039	545	506	1	121475
132	545	506	533	0	121981
133	506	533	494	1	122514
134	533	494	903	0	123008
135	494	903	945	0	123911
136	903	945	949	0	124856
137	945	949	950	0	125805
138	949	950	961	0	126755
139	950	961	980	0	127716
140	961	980	1051	0	128696
141	980	1051	553	0	129747
142	1051	553	513	1	130300
143	553	513	911	0	130813
144	513	911	1008	0	131724
145	911	1008	996	0	132732
146	1008	996	980	0	133728
147	996	980	934	0	134708
148	980	934	953	0	135642
149	934	953	1028	0	136595
150	953	1028	992	0	137623
151	1028	992	992	0	138615
152	992	992	965	0	139607
153	992	965	1004	0	140572
154	965	1004	1012	0	141576
155	1004	1012	996	0	142588
156	1012	996	941	0	143584
157	996	941	1008	0	144525
158	941	1008	1039	0	145533
159	1008	1039	977	0	146572
160	1039	977	941	0	147549
161	977	941	1055	0	148490
162	941	1055	1027	0	149545
163	1055	1027	969	0	150572
164	1027	969	977	0	151541
165	969	977	1054	0	152518
166	977	1054	514	0	153572
167	1054	514	560	1	154086
168	514	560	961	0	154646
169	560	961	973	0	155607
170	961	973	988	0	156580
171	973	988	1023	0	157568
172	988	1023	1098	0	158591
173	1023	1098	1039	0	159689
174	1098	1039	988	0	160728
175	1039	988	1019	0	161716
176	988	1019	1102	0	162735
177	1019	1102	1070	0	163837
178	1102	1070	1023	0	164907
179	1070	1023	1027	0	165930
180	1023	1027	996	0	166957
181	1027	996	981	0	167953
182	996	981	1105	0	168934
183	981	1105	1082	0	170039
184	1105	1082	1004	0	171121
185	1082	1004	1000	0	172125
186	1004	1000	992	0	173125
187	1000	992	1027	0	174117
188	992	1027	1023	0	175144
189	1027	1023	1028	0	176167
190	1023	1028	1015	0	177195
191	1028	1015	977	0	178210
192	1015	977	996	0	179187
193	977	996	1050	0	180183
194	996	1050	1055	0	181233
195	1050	1055	1051	0	182288
196	1055	1051	1011	0	183339
197	1051	1011	977	0	184350
198	1011	977	1047	0	185327
199	977	1047	1038	0	186374
200	1047	1038	1051	0	187412
201	1038	1051	992	0	188463
202	1051	992	1004	0	189455
203	992	1004	1000	0	190459
204	1004	1000	1031	0	191459
205	1000	1031	1086	0	192490
206	1031	1086	1047	0	193576
207	1086	1047	992	0	194623
208	1047	992	988	0	195615
209	992	988	1082	0	196603
210	988	1082	1070	0	197685
211	1082	1070	1008	0	198755
212	1070	1008	1019	0	199763
213	1008	1019	1020	0	200782
214	1019	1020	1058	0	201802
215	1020	1058	1047	0	202860
216	1058	1047	1031	0	203907
217	1047	1031	973	0	204938
218	1031	973	603	0	205911
219	973	603	502	1	206514
220	603	502	941	0	207016
221	502	941	553	0	207957
222	941	553	509	1	208510
223	553	509	899	0	209019
224	509	899	915	0	209918
225	899	915	634	0	210833
226	915	634	1229	1	211467
227	634	1229	927	0	212696
228	1229	927	926	0	213623
229	927	926	906	0	214549
230	926	906	899	0	215455
231	906	899	899	0	216354
232	899	899	910	0	217253
233	899	910	549	0	218163
234	910	549	506	1	218712
235	549	506	891	0	219218
236	506	891	942	0	220109
237	891	942	595	0	221051
238	942	595	514	1	221646
239	595	514	871	0	222160
240	514	871	977	0	223031
241	871	977	992	0	224008
242	977	992	996	0	225000
243	992	996	969	0	225996
244	996	969	1004	0	226965
245	969	1004	1050	0	227969
246	1004	1050	1020	0	229019
247	1050	1020	973	0	230039
248	1020	973	992	0	231012
249	973	992	1066	0	232004
250	992	1066	1039	0	233070
251	1066	1039	1000	0	234109
252	1039	1000	988	0	235109
253	1000	988	977	0	236097
254	988	977	1019	0	237074
255	977	1019	1082	0	238093
256	1019	1082	1027	0	239175
257	1082	1027	989	0	240202
258	1027	989	1101	0	241191
259	989	1101	1117	0	242292
260	1101	1117	1023	0	243409
261	1117	1023	1008	0	244432
262	1023	1008	1031	0	245440
263	1008	1031	1047	0	246471
264	1031	1047	1085	0	247518
265	1047	1085	1043	0	248603
266	1085	1043	1000	0	249646
267	1043	1000	1000	0	250646
268	1000	1000	1109	0	251646
269	1000	1109	1101	0	252755
270	1109	1101	1016	0	253856
271	1101	1016	1007	0	254872
272	1016	1007	1008	0	255879
273	1007	1008	1047	0	256887
274	1008	1047	1031	0	257934
275	1047	1031	1047	0	258965
276	1031	1047	1004	0	260012
277	1047	1004	968	0	261016
278	1004	968	1000	0	261984
279	968	1000	1090	0	262984
280	1000	1090	1051	0	264074
281	1090	1051	1003	0	265125
282	1051	1003	1008	0	266128
283	1003	1008	977	0	267136
284	1008	977	965	0	268113
285	977	965	1093	0	269078
286	965	1093	1105	0	270171
287	1093	1105	1051	0	271276
288	1105	1051	525	0	272327
289	1051	525	529	1	272852
290	525	529	993	0	273381
291	529	993	572	0	274374
292	993	572	556	1	274946
293	572	556	1019	0	275502
294	556	1019	522	0	276521
295	1019	522	548	1	277043
296	522	548	541	0	277591
297	548	541	518	1	278132
298	541	518	864	0	278650
299	518	864	1128	1	279514
300	864	1128	1070	0	280642
301	1128	1070	1043	0	281712
302	1070	1043	1004	0	282755
303	1043	1004	1023	0	283759
304	1004	1023	1020	0	284782
305	1023	1020	1070	0	285802
306	1020	1070	1058	0	286872
307	1070	1058	1051	0	287930
308	1058	1051	1015	0	288981
309	1051	1015	965	0	289996
310	1015	965	1051	0	290961
311	965	1051	1039	0	292012
312	1051	1039	988	0	293051
313	1039	988	1023	0	294039
314	988	1023	989	0	295062
315	1023	989	1003	0	296051
316	989	1003	1000	0	297054
317	1003	1000	1008	0	298054
318	1000	1008	1043	0	299062
319	1008	1043	1020	0	300105
320	1043	1020	1031	0	301125
321	1020	1031	972	0	302156
322	1031	972	961	0	303128
323	972	961	934	0	304089
324	961	934	946	0	305023
325	934	946	903	0	305969
326	946	903	965	0	306872
327	903	965	910	0	307837
328	965	910	911	0	308747
329	910	911	930	0	309658
330	911	930	883	0	310588
331	930	883	887	0	311471
332	883	887	934	0	312358
333	887	934	906	0	313292
334	934	906	930	0	314198
335	906	930	903	0	315128
336	930	903	891	0	316031
337	903	891	953	0	316922
338	891	953	962	0	317875
339	953	962	930	0	318837
340	962	930	1159	0	319767
341	930	1159	848	0	320926
342	1159	848	989	0	321774
343	848	989	906	0	322763
344	989	906	1203	0	323669
345	906	1203	1011	0	324872
346	1203	1011	891	0	325883
347	1011	891	934	0	326774
348	891	934	895	0	327708
349	934	895	883	0	328603
350	895	883	868	0	329486
351	883	868	844	0	330354
352	868	844	868	0	331198
353	844	868	852	0	332066
354	868	852	864	0	332918
355	852	864	833	0	333782
356	864	833	832	0	334615
357	833	832	884	0	335447
358	832	884	875	0	336331
359	884	875	868	0	337206
360	875	868	1082	0	338074
361	868	1082	805	0	339156
362	1082	805	1249	0	339961
363	805	1249	584	0	341210
364	1249	584	1412	1	341794
365	584	1412	926	0	343206
366	1412	926	1148	0	344132
367	926	1148	930	0	345280
368	1148	930	1272	0	346210
369	930	1272	1036	0	347482
370	1272	1036	984	0	348518
371	1036	984	980	0	349502
372	984	980	942	0	350482
373	980	942	1230	0	351424
374	942	1230	1338	0	352654
375	1230	1338	1191	0	353992
376	1338	1191	1117	0	355183
377	1191	1117	1011	0	356300
378	1117	1011	934	0	357311
379	1011	934	934	0	358245
380	934	934	946	0	359179
381	934	946	949	0	360125
382	946	949	918	0	361074
383	949	918	942	0	361992
384	918	942	918	0	362934
385	942	918	1140	0	363852
386	918	1140	1012	0	364992
387	1140	1012	1288	0	366004
388	1012	1288	1085	0	367292
389	1288	1085	1129	0	368377
390	1085	1129	852	0	369506
391	1129	852	1012	0	370358
392	852	1012	1291	0	371370
393	1012	1291	1117	0	372661
394	1291	1117	1129	0	373778
395	1117	1129	976	0	374907
396	1129	976	1012	0	375883
397	976	1012	1335	0	376895
398	1012	1335	1128	0	378230
399	1335	1128	953	0	379358
400	1128	953	1016	0	380311
401	953	1016	1047	0	381327
402	1016	1047	1019	0	382374
403	1047	1019	981	0	383393
404	1019	981	984	0	384374
405	981	984	965	0	385358
406	984	965	591	0	386323
407	965	591	518	1	386914
408	591	518	938	0	387432
409	518	938	953	0	388370
410	938	953	591	0	389323
411	953	591	1335	1	389914
412	591	1335	949	0	391249
413	1335	949	981	0	392198
414	949	981	973	0	393179
415	981	973	949	0	394152
416	973	949	1125	0	395101
417	949	1125	871	0	396226
418	1125	871	1366	0	397097
419	871	1366	1101	0	398463
420	1366	1101	969	0	399564
421	1101	969	1023	0	400533
422	969	1023	1000	0	401556
423	1023	1000	985	0	402556
424	1000	985	969	0	403541
425	985	969	961	0	404510
426	969	961	1023	0	405471
427	961	1023	1035	0	406494
428	1023	1035	1000	0	407529
429	1035	1000	981	0	408529
430	1000	981	976	0	409510
431	981	976	1039	0	410486
432	976	1039	1024	0	411525
433	1039	1024	1019	0	412549
434	1024	1019	973	0	413568
435	1019	973	953	0	414541
436	973	953	1035	0	415494
437	953	1035	1020	0	416529
438	1035	1020	996	0	417549
439	1020	996	980	0	418545
440	996	980	969	0	419525
441	980	969	996	0	420494
442	969	996	1028	0	421490
443	996	1028	1003	0	422518
444	1028	1003	954	0	423521
445	1003	954	957	0	424475
446	954	957	1000	0	425432
447	957	1000	1008	0	426432
448	1000	1008	976	0	427440
449	1008	976	981	0	428416
450	976	981	957	0	429397
451	981	957	1004	0	430354
452	957	1004	1023	0	431358
453	1004	1023	1008	0	432381
454	1023	1008	977	0	433389
455	1008	977	965	0	434366
456	977	965	1035	0	435331
457	965	1035	1031	0	436366
458	1035	1031	980	0	437397
459	1031	980	973	0	438377
460	980	973	954	0	439350
461	973	954	1003	0	440304
462	954	1003	1020	0	441307
463	1003	1020	996	0	442327
464	1020	996	965	0	443323
465	996	965	961	0	444288
466	965	961	1000	0	445249
467	961	1000	1008	0	446249
468	1000	1008	1015	0	447257
469	1008	1015	985	0	448272
470	1015	985	1054	0	449257
471	985	1054	1051	0	450311
472	1054	1051	992	0	451362
473	1051	992	992	0	452354
474	992	992	973	0	453346
475	992	973	953	0	454319
476	973	953	996	0	455272
477	953	996	1004	0	456268
478	996	1004	996	0	457272
479	1004	996	977	0	458268
480	996	977	977	0	459245
481	977	977	1043	0	460222
482	977	1043	1007	0	461265
483	1043	1007	1004	0	462272
484	1007	1004	965	0	463276
485	1004	965	1020	0	464241
486	965	1020	1023	0	465261
487	1020	1023	1012	0	466284
488	1023	1012	992	0	467296
489	1012	992	1051	0	468288
490	992	1051	1054	0	469339
491	1051	1054	988	0	470393
492	1054	988	965	0	471381
493	988	965	1020	0	472346
494	965	1020	533	0	473366
495	1020	533	517	1	473899
496	533	517	907	0	474416
497	517	907	560	0	475323
498	907	560	1273	1	475883
499	560	1273	906	0	477156
500	1273	906	907	0	478062
501	906	907	922	0	478969
502	907	922	914	0	479891
503	922	914	927	0	480805
504	914	927	957	0	481732
505	927	957	945	0	482689
506	957	945	950	0	483634
507	945	950	941	0	484584
508	950	941	930	0	485525
509	941	930	1195	0	486455
510	930	1195	1105	0	487650
511	1195	1105	1327	0	488755
512	1105	1327	1120	0	490082
513	1327	1120	996	0	491202
514	1120	996	1004	0	492198
515	996	1004	1016	0	493202
516	1004	1016	992	0	494218
517	1016	992	977	0	495210
518	992	977	961	0	496187
519	977	961	980	0	497148
520	961	980	1028	0	498128
521	980	1028	1015	0	499156
522	1028	1015	1035	0	500171
523	1015	1035	1012	0	501206
524	1035	1012	1004	0	502218
525	1012	1004	1039	0	503222
526	1004	1039	1070	0	504261
527	1039	1070	1046	0	505331
528	1070	1046	1016	0	506377
529	1046	1016	996	0	507393
530	1016	996	1082	0	508389
531	996	1082	1089	0	509471
532	1082	1089	1012	0	510560
533	1089	1012	1008	0	511572
534	1012	1008	1105	0	512580
535	1008	1105	1074	0	513685
536	1105	1074	1019	0	514759
537	1074	1019	1027	0	515778
538	1019	1027	1028	0	516805
539	1027	1028	1054	0	517833
540	1028	1054	1078	0	518887
541	1054	1078	1031	0	519965
542	1078	1031	996	0	520996
543	1031	996	1000	0	521992
544	996	1000	1086	0	522992
545	1000	1086	1050	0	524078
546	1086	1050	1000	0	525128
547	1050	1000	1008	0	526128
548	1000	1008	1082	0	527136
549	1008	1082	1062	0	528218
550	1082	1062	1012	0	529280
551	1062	1012	1035	0	530292
552	1012	1035	1085	0	531327
553	1035	1085	1070	0	532412
554	1085	1070	1036	0	533482
555	1070	1036	1035	0	534518
556	1036	1035	1093	0	535553
557	1035	1093	1058	0	536646
558	1093	1058	1031	0	537704
559	1058	1031	1032	0	538735
560	1031	1032	1042	0	539767
561	1032	1042	1039	0	540809
562	1042	1039	996	0	541848
563	1039	996	615	0	542844
564	996	615	1370	1	543459
565	615	1370	949	0	544829
566	1370	949	930	0	545778
567	949	930	918	0	546708
568	930	918	907	0	547626
569	918	907	926	0	548533
570	907	926	942	0	549459
571	926	942	938	0	550401
572	942	938	1140	0	551339
573	938	1140	789	0	552479
574	1140	789	857	0	553268
575	789	857	961	0	554125
576	857	961	548	0	555086
577	961	548	1580	1	555634
578	548	1580	1027	0	557214
579	1580	1027	926	0	558241
580	1027	926	958	0	559167
581	926	958	933	0	560125
582	958	933	1098	0	561058
583	933	1098	747	0	562156
584	1098	747	832	0	562903
585	747	832	926	0	563735
586	832	926	942	0	564661
587	926	942	1276	0	565603
588	942	1276	611	0	566879
589	1276	611	529	1	567490
590	611	529	973	0	568019
591	529	973	1164	0	568992
592	973	1164	848	0	570156
593	1164	848	1331	0	571004
594	848	1331	1077	0	572335
595	1331	1077	965	0	573412
596	1077	965	993	0	574377
597	965	993	961	0	575370
598	993	961	961	0	576331
599	961	961	910	0	577292
600	961	910	934	0	578202
601	910	934	950	0	579136
602	934	950	930	0	580086
603	950	930	1112	0	581016
604	930	1112	763	0	582128
605	1112	763	790	0	582891
606	763	790	988	0	583681
607	790	988	1273	0	584669
608	988	1273	1031	0	585942
609	1273	1031	1011	0	586973
610	1031	1011	981	0	587984
611	1011	981	1191	0	588965
612	981	1191	1000	0	590156
613	1191	1000	1373	0	591156
614	1000	1373	1066	0	592529
615	1373	1066	1028	0	593595
616	1066	1028	1000	0	594623
617	1028	1000	984	0	595623
618	1000	984	965	0	596607
