i-1	i+0	i+1	Filter
794	401	933	1
401	933	615	2
933	615	413	0
615	413	790	1
413	790	626	2
790	626	416	0
626	416	767	1
416	767	587	2
767	587	592	0
587	592	405	0
592	405	879	1
405	879	700	2
879	700	424	0
700	424	934	1
424	934	646	2
934	646	417	0
646	417	844	1
417	844	607	2
844	607	580	0
607	580	404	0
580	404	736	1
404	736	560	2
736	560	568	0
560	568	409	0
568	409	727	1
409	727	568	2
727	568	545	0
568	545	584	0
545	584	416	0
584	416	728	1
416	728	560	2
728	560	572	0
560	572	405	0
572	405	735	1
405	735	560	2
735	560	565	0
560	565	564	0
565	564	564	0
564	564	576	0
564	576	588	0
576	588	603	0
588	603	618	0
603	618	673	0
618	673	705	0
673	705	782	0
705	782	879	0
782	879	778	0
879	778	432	0
778	432	1066	1
432	1066	748	2
1066	748	389	0
748	389	1062	1
389	1062	724	2
1062	724	408	0
724	408	922	1
408	922	600	2
922	600	408	0
600	408	845	1
408	845	661	2
845	661	630	0
661	630	681	0
630	681	740	0
681	740	793	0
740	793	736	0
793	736	404	0
736	404	1012	1
404	1012	782	2
1012	782	716	0
782	716	405	0
716	405	922	1
405	922	658	2
922	658	420	0
658	420	848	1
420	848	638	2
848	638	607	0
638	607	428	0
607	428	833	1
428	833	626	2
833	626	607	0
626	607	405	0
607	405	829	1
405	829	619	2
829	619	591	0
619	591	412	0
591	412	856	1
412	856	744	2
856	744	416	0
744	416	1016	1
416	1016	723	2
1016	723	409	0
723	409	941	1
409	941	685	2
941	685	638	0
685	638	623	0
638	623	615	0
623	615	642	0
615	642	401	0
642	401	930	1
401	930	712	2
930	712	665	0
712	665	646	0
665	646	638	0
646	638	623	0
638	623	416	0
623	416	918	1
416	918	833	2
918	833	412	0
833	412	487	1
412	487	595	2
487	595	642	0
595	642	416	0
642	416	818	1
416	818	591	2
818	591	580	0
591	580	576	0
580	576	572	0
576	572	579	0
572	579	576	0
579	576	405	0
576	405	790	1
405	790	638	2
790	638	560	0
638	560	389	0
560	389	779	1
389	779	575	2
779	575	565	0
575	565	412	0
565	412	739	1
412	739	569	2
739	569	556	0
569	556	572	0
556	572	587	0
572	587	600	0
587	600	599	0
600	599	619	0
599	619	649	0
619	649	654	0
649	654	665	0
654	665	658	0
665	658	623	0
658	623	614	0
623	614	611	0
614	611	405	0
611	405	805	1
405	805	604	2
805	604	587	0
604	587	592	0
587	592	595	0
592	595	583	0
595	583	596	0
583	596	599	0
596	599	627	0
599	627	634	0
627	634	618	0
634	618	405	0
618	405	821	1
405	821	619	2
821	619	420	0
619	420	759	1
420	759	580	2
759	580	579	0
580	579	413	0
579	413	743	1
413	743	584	2
743	584	575	0
584	575	409	0
575	409	790	1
409	790	622	2
790	622	413	0
622	413	829	1
413	829	630	2
829	630	584	0
630	584	412	0
584	412	751	1
412	751	576	2
751	576	556	0
576	556	561	0
556	561	587	0
561	587	580	0
587	580	603	0
580	603	413	0
603	413	832	1
413	832	600	2
832	600	583	0
600	583	420	0
583	420	755	1
420	755	572	2
755	572	572	0
572	572	401	0
572	401	763	1
401	763	572	2
763	572	568	0
572	568	397	0
568	397	747	1
397	747	572	2
747	572	564	0
572	564	560	0
564	560	405	0
560	405	700	1
405	700	553	2
700	553	572	0
553	572	583	0
572	583	600	0
583	600	650	0
600	650	626	0
650	626	623	0
626	623	400	0
623	400	802	1
400	802	599	2
802	599	588	0
599	588	435	0
588	435	763	1
435	763	599	2
763	599	576	0
599	576	592	0
576	592	435	0
592	435	775	1
435	775	615	2
775	615	595	0
615	595	603	0
595	603	611	0
603	611	599	0
611	599	619	0
599	619	657	0
619	657	701	0
657	701	922	0
701	922	412	0
922	412	475	1
412	475	669	2
475	669	744	0
669	744	739	0
744	739	393	0
739	393	1093	1
393	1093	740	2
1093	740	408	0
740	408	1039	1
408	1039	685	2
1039	685	626	0
685	626	401	0
626	401	852	1
401	852	631	2
852	631	428	0
631	428	766	1
428	766	599	2
766	599	600	0
599	600	404	0
600	404	1129	1
404	1129	739	2
1129	739	412	0
739	412	1051	1
412	1051	712	2
1051	712	412	0
712	412	674	1
412	674	902	2
674	902	705	0
902	705	396	0
705	396	810	1
396	810	583	2
810	583	557	0
583	557	408	0
557	408	732	1
408	732	568	2
732	568	553	0
568	553	560	0
553	560	401	0
560	401	731	1
401	731	572	2
731	572	580	0
572	580	584	0
580	584	603	0
584	603	603	0
603	603	607	0
603	607	626	0
607	626	393	0
626	393	880	1
393	880	634	2
880	634	611	0
634	611	615	0
611	615	595	0
615	595	615	0
595	615	615	0
615	615	618	0
615	618	619	0
618	619	591	0
619	591	401	0
591	401	806	1
401	806	603	2
806	603	599	0
603	599	408	0
599	408	895	1
408	895	701	2
895	701	646	0
701	646	397	0
646	397	945	1
397	945	681	2
945	681	623	0
681	623	420	0
623	420	825	1
420	825	634	2
825	634	424	0
634	424	755	1
424	755	580	2
755	580	587	0
580	587	572	0
587	572	584	0
572	584	584	0
584	584	587	0
584	587	428	0
587	428	743	1
428	743	533	2
743	533	623	0
533	623	412	0
623	412	794	1
412	794	607	2
794	607	588	0
607	588	599	0
588	599	588	0
599	588	575	0
588	575	607	0
575	607	405	0
607	405	926	1
405	926	778	2
926	778	759	0
778	759	774	0
759	774	740	0
774	740	723	0
740	723	736	0
723	736	716	0
736	716	401	0
716	401	1062	1
401	1062	685	2
1062	685	404	0
685	404	829	1
404	829	619	2
829	619	556	0
619	556	424	0
556	424	747	1
424	747	576	2
747	576	565	0
576	565	408	0
565	408	735	1
408	735	565	2
735	565	579	0
565	579	584	0
579	584	428	0
584	428	778	1
428	778	584	2
778	584	588	0
584	588	408	0
588	408	817	1
408	817	619	2
817	619	599	0
619	599	405	0
599	405	860	1
405	860	653	2
860	653	611	0
653	611	393	0
611	393	845	1
393	845	618	2
845	618	592	0
618	592	603	0
592	603	584	0
603	584	564	0
584	564	580	0
564	580	400	0
580	400	779	1
400	779	583	2
779	583	568	0
583	568	405	0
568	405	759	1
405	759	576	2
759	576	575	0
576	575	576	0
575	576	393	0
576	393	798	1
393	798	654	2
798	654	630	0
654	630	401	0
630	401	965	1
401	965	801	2
965	801	424	0
801	424	479	1
424	479	642	2
479	642	735	0
642	735	428	0
735	428	1055	1
428	1055	735	2
1055	735	405	0
735	405	1062	1
405	1062	701	2
1062	701	404	0
701	404	891	1
404	891	677	2
891	677	428	0
677	428	829	1
428	829	619	2
829	619	580	0
619	580	404	0
580	404	806	1
404	806	626	2
806	626	588	0
626	588	599	0
588	599	599	0
599	599	596	0
599	596	622	0
596	622	631	0
622	631	630	0
631	630	622	0
630	622	631	0
622	631	412	0
631	412	852	1
