index	i-1	i+0	i+1	Filter	Time
1	226	338	829	0	564
2	338	829	899	0	1393
3	829	899	821	0	2292
4	899	821	914	0	3113
5	821	914	767	0	4027
6	914	767	910	0	4794
7	767	910	786	0	5704
8	910	786	895	0	6490
9	786	895	798	0	7385
10	895	798	1214	0	8183
11	798	1214	1047	0	9397
12	1214	1047	797	0	10444
13	1047	797	662	0	11241
14	797	662	638	0	11903
15	662	638	638	0	12541
16	638	638	630	0	13179
17	638	630	623	0	13809
18	630	623	630	0	14432
19	623	630	627	0	15062
20	630	627	700	0	15689
21	627	700	634	0	16389
22	700	634	689	0	17023
23	634	689	611	0	17712
24	689	611	829	0	18323
25	611	829	821	0	19152
26	829	821	871	0	19973
27	821	871	825	0	20844
28	871	825	868	0	21669
29	825	868	821	0	22537
30	868	821	922	0	23358
31	821	922	798	0	24280
32	922	798	891	0	25078
33	798	891	840	0	25969
34	891	840	856	0	26809
35	840	856	872	0	27665
36	856	872	844	0	28537
37	872	844	849	0	29381
38	844	849	859	0	30230
39	849	859	806	0	31089
40	859	806	1249	0	31895
41	806	1249	751	0	33144
42	1249	751	673	0	33895
43	751	673	603	0	34568
44	673	603	623	0	35171
45	603	623	622	0	35794
46	623	622	646	0	36416
47	622	646	689	0	37062
48	646	689	677	0	37751
49	689	677	611	0	38428
50	677	611	665	0	39039
51	611	665	619	0	39704
52	665	619	658	0	40323
53	619	658	622	0	40981
54	658	622	654	0	41603
55	622	654	626	0	42257
56	654	626	666	0	42883
57	626	666	622	0	43549
58	666	622	654	0	44171
59	622	654	622	0	44825
60	654	622	635	0	45447
61	622	635	642	0	46082
62	635	642	650	0	46724
63	642	650	638	0	47374
64	650	638	657	0	48012
65	638	657	635	0	48669
66	657	635	649	0	49304
67	635	649	627	0	49953
68	649	627	669	0	50580
69	627	669	619	0	51249
70	669	619	669	0	51868
71	619	669	626	0	52537
72	669	626	666	0	53163
73	626	666	618	0	53829
74	666	618	650	0	54447
75	618	650	607	0	55097
76	650	607	693	0	55704
77	607	693	626	0	56397
78	693	626	662	0	57023
79	626	662	607	0	57685
80	662	607	646	0	58292
81	607	646	615	0	58938
82	646	615	669	0	59553
83	615	669	653	0	60222
84	669	653	666	0	60875
85	653	666	603	0	61541
86	666	603	650	0	62144
87	603	650	642	0	62794
88	650	642	700	0	63436
89	642	700	619	0	64136
90	700	619	677	0	64755
91	619	677	607	0	65432
92	677	607	646	0	66039
93	607	646	607	0	66685
94	646	607	685	0	67292
95	607	685	638	0	67977
96	685	638	657	0	68615
97	638	657	607	0	69272
98	657	607	639	0	69879
99	607	639	665	0	70518
100	639	665	677	0	71183
101	665	677	619	0	71860
102	677	619	630	0	72479
103	619	630	642	0	73109
104	630	642	696	0	73751
105	642	696	631	0	74447
106	696	631	638	0	75078
107	631	638	599	0	75716
108	638	599	658	0	76315
109	599	658	685	0	76973
110	658	685	883	0	77658
111	685	883	794	0	78541
112	883	794	887	0	79335
113	794	887	840	0	80222
114	887	840	887	0	81062
115	840	887	856	0	81949
116	887	856	895	0	82805
117	856	895	806	0	83700
118	895	806	1222	0	84506
119	806	1222	801	0	85728
120	1222	801	771	0	86529
121	801	771	965	0	87300
122	771	965	774	0	88265
123	965	774	953	0	89039
124	774	953	782	0	89992
125	953	782	1245	0	90774
126	782	1245	1070	0	92019
127	1245	1070	705	0	93089
128	1070	705	704	0	93794
129	705	704	611	0	94498
130	704	611	607	0	95109
131	611	607	623	0	95716
132	607	623	642	0	96339
133	623	642	704	0	96981
134	642	704	615	0	97685
135	704	615	611	0	98300
136	615	611	622	0	98911
137	611	622	700	0	99533
138	622	700	658	0	100233
139	700	658	611	0	100891
140	658	611	603	0	101502
141	611	603	634	0	102105
142	603	634	673	0	102739
143	634	673	697	0	103412
144	673	697	595	0	104109
145	697	595	615	0	104704
146	595	615	619	0	105319
147	615	619	708	0	105938
148	619	708	669	0	106646
149	708	669	592	0	107315
150	669	592	595	0	107907
151	592	595	638	0	108502
152	595	638	681	0	109140
153	638	681	650	0	109821
154	681	650	599	0	110471
155	650	599	669	0	111070
156	599	669	685	0	111739
157	669	685	646	0	112424
158	685	646	603	0	113070
159	646	603	673	0	113673
160	603	673	658	0	114346
161	673	658	665	0	115004
162	658	665	650	0	115669
163	665	650	662	0	116319
164	650	662	642	0	116981
165	662	642	704	0	117623
166	642	704	619	0	118327
167	704	619	630	0	118946
168	619	630	607	0	119576
169	630	607	603	0	120183
170	607	603	541	0	120786
171	603	541	615	0	121327
172	541	615	583	0	121942
173	615	583	545	0	122525
174	583	545	626	0	123070
175	545	626	580	0	123696
176	626	580	533	0	124276
177	580	533	635	0	124809
178	533	635	591	0	125444
179	635	591	525	0	126035
180	591	525	627	0	126560
181	525	627	537	0	127187
182	627	537	560	0	127724
183	537	560	549	0	128284
184	560	549	541	0	128833
185	549	541	572	0	129374
186	541	572	529	0	129946
187	572	529	583	0	130475
188	529	583	530	0	131058
189	583	530	642	0	131588
190	530	642	509	0	132230
191	642	509	580	0	132739
192	509	580	564	0	133319
193	580	564	549	0	133883
194	564	549	576	0	134432
195	549	576	517	0	135008
196	576	517	572	0	135525
197	517	572	533	0	136097
198	572	533	623	0	136630
199	533	623	498	0	137253
200	623	498	615	0	137751
201	498	615	521	0	138366
202	615	521	588	0	138887
203	521	588	541	0	139475
204	588	541	560	0	140016
205	541	560	549	0	140576
206	560	549	548	0	141125
207	549	548	549	0	141673
208	548	549	552	0	142222
209	549	552	580	0	142774
210	552	580	529	0	143354
211	580	529	553	0	143883
212	529	553	545	0	144436
213	553	545	556	0	144981
214	545	556	541	0	145537
215	556	541	568	0	146078
216	541	568	529	0	146646
217	568	529	568	0	147175
218	529	568	541	0	147743
219	568	541	556	0	148284
220	541	556	545	0	148840
221	556	545	553	0	149385
222	545	553	544	0	149938
223	553	544	592	0	150482
224	544	592	545	0	151074
225	592	545	537	0	151619
226	545	537	533	0	152156
227	537	533	638	0	152689
228	533	638	533	0	153327
229	638	533	591	0	153860
230	533	591	568	0	154451
231	591	568	534	0	155019
232	568	534	548	0	155553
233	534	548	553	0	156101
234	548	553	564	0	156654
235	553	564	545	0	157218
236	564	545	556	0	157763
237	545	556	545	0	158319
238	556	545	650	0	158864
239	545	650	509	0	159514
240	650	509	592	0	160023
241	509	592	580	0	160615
242	592	580	529	0	161195
243	580	529	541	0	161724
244	529	541	552	0	162265
245	541	552	623	0	162817
246	552	623	513	0	163440
247	623	513	588	0	163953
248	513	588	510	0	164541
249	588	510	610	0	165051
250	510	610	518	0	165661
251	610	518	591	0	166179
252	518	591	537	0	166770
253	591	537	561	0	167307
254	537	561	537	0	167868
255	561	537	560	0	168405
256	537	560	576	0	168965
257	560	576	548	0	169541
258	576	548	530	0	170089
259	548	530	552	0	170619
260	530	552	541	0	171171
261	552	541	564	0	171712
262	541	564	545	0	172276
263	564	545	553	0	172821
264	545	553	544	0	173374
265	553	544	549	0	173918
266	544	549	545	0	174467
267	549	545	560	0	175012
268	545	560	545	0	175572
269	560	545	556	0	176117
270	545	556	568	0	176673
271	556	568	533	0	177241
272	568	533	545	0	177774
273	533	545	560	0	178319
274	545	560	565	0	178879
275	560	565	537	0	179444
276	565	537	544	0	179981
277	537	544	549	0	180525
278	544	549	576	0	181074
279	549	576	541	0	181650
280	576	541	544	0	182191
281	541	544	553	0	182735
282	544	553	599	0	183288
283	553	599	525	0	183887
284	599	525	600	0	184412
285	525	600	529	0	185012
286	600	529	599	0	185541
287	529	599	525	0	186140
288	599	525	565	0	186665
289	525	565	564	0	187230
290	565	564	556	0	187794
291	564	556	545	0	188350
292	556	545	549	0	188895
293	545	549	564	0	189444
