index	i-1	i+0	i+1	Filter	Time
1	268	802	813	0	1070
2	802	813	837	0	1883
3	813	837	836	0	2720
4	837	836	825	0	3556
5	836	825	837	0	4381
6	825	837	844	0	5218
7	837	844	845	0	6062
8	844	845	832	0	6907
9	845	832	841	0	7739
10	832	841	832	0	8580
11	841	832	818	0	9412
12	832	818	809	0	10230
13	818	809	813	0	11039
14	809	813	813	0	11852
15	813	813	794	0	12665
16	813	794	813	0	13459
17	794	813	806	0	14272
18	813	806	782	0	15078
19	806	782	794	0	15860
20	782	794	813	0	16654
21	794	813	829	0	17467
22	813	829	805	0	18296
23	829	805	813	0	19101
24	805	813	818	0	19914
25	813	818	821	0	20732
26	818	821	801	0	21553
27	821	801	809	0	22354
28	801	809	798	0	23163
29	809	798	778	0	23961
30	798	778	759	0	24739
31	778	759	595	0	25498
32	759	595	370	1	26093
33	595	370	502	1	26463
34	370	502	821	0	26965
35	502	821	763	0	27786
36	821	763	778	0	28549
37	763	778	790	0	29327
38	778	790	797	0	30117
39	790	797	794	0	30914
40	797	794	806	0	31708
41	794	806	825	0	32514
42	806	825	809	0	33339
43	825	809	790	0	34148
44	809	790	794	0	34938
45	790	794	801	0	35732
46	794	801	825	0	36533
47	801	825	829	0	37358
48	825	829	829	0	38187
49	829	829	836	0	39016
50	829	836	852	0	39852
51	836	852	837	0	40704
52	852	837	825	0	41541
53	837	825	832	0	42366
54	825	832	853	0	43198
55	832	853	856	0	44051
56	853	856	844	0	44907
57	856	844	852	0	45751
58	844	852	856	0	46603
59	852	856	845	0	47459
60	856	845	832	0	48304
61	845	832	833	0	49136
62	832	833	840	0	49969
63	833	840	814	0	50809
64	840	814	797	0	51623
65	814	797	813	0	52420
66	797	813	821	0	53233
67	813	821	825	0	54054
68	821	825	841	0	54879
69	825	841	840	0	55720
70	841	840	841	0	56560
71	840	841	813	0	57401
72	841	813	813	0	58214
73	813	813	813	0	59027
74	813	813	794	0	59840
75	813	794	794	0	60634
76	794	794	798	0	61428
77	794	798	793	0	62226
78	798	793	786	0	63019
79	793	786	802	0	63805
80	786	802	813	0	64607
81	802	813	810	0	65420
82	813	810	813	0	66230
83	810	813	817	0	67043
84	813	817	817	0	67860
85	817	817	809	0	68677
86	817	809	821	0	69486
87	809	821	818	0	70307
88	821	818	805	0	71125
89	818	805	817	0	71930
90	805	817	833	0	72747
91	817	833	809	0	73580
92	833	809	825	0	74389
93	809	825	833	0	75214
94	825	833	832	0	76047
95	833	832	829	0	76879
96	832	829	845	0	77708
97	829	845	817	0	78553
98	845	817	828	0	79370
99	817	828	829	0	80198
100	828	829	813	0	81027
101	829	813	806	0	81840
102	813	806	809	0	82646
103	806	809	821	0	83455
104	809	821	806	0	84276
105	821	806	821	0	85082
106	806	821	836	0	85903
107	821	836	841	0	86739
108	836	841	821	0	87580
109	841	821	848	0	88401
110	821	848	848	0	89249
111	848	848	845	0	90097
112	848	845	825	0	90942
113	845	825	828	0	91767
114	825	828	833	0	92595
115	828	833	813	0	93428
116	833	813	798	0	94241
117	813	798	615	0	95039
118	798	615	1035	1	95654
119	615	1035	829	0	96689
120	1035	829	817	0	97518
121	829	817	817	0	98335
122	817	817	821	0	99152
123	817	821	813	0	99973
124	821	813	794	0	100786
125	813	794	809	0	101580
126	794	809	821	0	102389
127	809	821	798	0	103210
128	821	798	797	0	104008
129	798	797	786	0	104805
130	797	786	771	0	105591
131	786	771	770	0	106362
132	771	770	794	0	107132
133	770	794	786	0	107926
134	794	786	817	0	108712
135	786	817	802	0	109529
136	817	802	825	0	110331
137	802	825	817	0	111156
138	825	817	797	0	111973
139	817	797	790	0	112770
140	797	790	790	0	113560
141	790	790	767	0	114350
142	790	767	758	0	115117
143	767	758	767	0	115875
144	758	767	778	0	116642
145	767	778	767	0	117420
146	778	767	770	0	118187
147	767	770	790	0	118957
148	770	790	837	0	119747
149	790	837	840	0	120584
150	837	840	833	0	121424
151	840	833	844	0	122257
152	833	844	810	0	123101
153	844	810	809	0	123911
154	810	809	801	0	124720
155	809	801	806	0	125521
156	801	806	782	0	126327
157	806	782	778	0	127109
158	782	778	782	0	127887
159	778	782	786	0	128669
160	782	786	767	0	129455
161	786	767	770	0	130222
162	767	770	782	0	130992
163	770	782	794	0	131774
