index	i-1	i+0	i+1	Filter	Time
1	257	513	790	1	770
2	513	790	514	0	1560
3	790	514	661	1	2074
4	514	661	390	0	2735
5	661	390	770	1	3125
6	390	770	580	0	3895
7	770	580	572	0	4475
8	580	572	579	0	5047
9	572	579	421	0	5626
10	579	421	731	1	6047
11	421	731	572	0	6778
12	731	572	568	0	7350
13	572	568	568	0	7918
14	568	568	580	0	8486
15	568	580	580	0	9066
16	580	580	591	0	9646
17	580	591	603	0	10237
18	591	603	604	0	10840
19	603	604	599	0	11444
20	604	599	443	0	12043
21	599	443	747	1	12486
22	443	747	596	0	13233
23	747	596	599	0	13829
24	596	599	405	0	14428
25	599	405	801	1	14833
26	405	801	607	0	15634
27	801	607	607	0	16241
28	607	607	623	0	16848
29	607	623	618	0	17471
30	623	618	627	0	18089
31	618	627	630	0	18716
32	627	630	638	0	19346
33	630	638	530	0	19984
34	638	530	809	1	20514
35	530	809	642	0	21323
36	809	642	642	0	21965
37	642	642	634	0	22607
38	642	634	631	0	23241
39	634	631	634	0	23872
40	631	634	638	0	24506
41	634	638	623	0	25144
42	638	623	626	0	25767
43	623	626	619	0	26393
44	626	619	397	0	27012
45	619	397	867	1	27409
46	397	867	623	0	28276
47	867	623	494	0	28899
48	623	494	747	1	29393
49	494	747	510	0	30140
50	747	510	739	1	30650
51	510	739	619	0	31389
52	739	619	634	0	32008
53	619	634	634	0	32642
54	634	634	646	0	33276
55	634	646	642	0	33922
56	646	642	646	0	34564
57	642	646	646	0	35210
58	646	646	405	0	35856
59	646	405	918	1	36261
60	405	918	654	0	37179
61	918	654	657	0	37833
62	654	657	658	0	38490
63	657	658	654	0	39148
64	658	654	521	0	39802
65	654	521	432	1	40323
66	521	432	996	1	40755
67	432	996	482	0	41751
68	996	482	802	1	42233
69	482	802	630	0	43035
70	802	630	631	0	43665
71	630	631	400	0	44296
72	631	400	892	1	44696
73	400	892	525	0	45588
74	892	525	762	1	46113
75	525	762	506	0	46875
76	762	506	775	1	47381
77	506	775	634	0	48156
78	775	634	630	0	48790
79	634	630	634	0	49420
80	630	634	639	0	50054
81	634	639	638	0	50693
82	639	638	650	0	51331
83	638	650	645	0	51981
84	650	645	421	0	52626
85	645	421	875	1	53047
86	421	875	634	0	53922
87	875	634	639	0	54556
88	634	639	638	0	55195
89	639	638	642	0	55833
90	638	642	653	0	56475
91	642	653	650	0	57128
92	653	650	397	0	57778
93	650	397	907	1	58175
94	397	907	642	0	59082
95	907	642	517	0	59724
96	642	517	436	1	60241
97	517	436	949	1	60677
98	436	949	514	0	61626
99	949	514	728	1	62140
100	514	728	611	0	62868
101	728	611	502	0	63479
102	611	502	727	1	63981
103	502	727	607	0	64708
104	727	607	506	0	65315
105	607	506	743	1	65821
106	506	743	619	0	66564
107	743	619	502	0	67183
108	619	502	762	1	67685
109	502	762	623	0	68447
110	762	623	502	0	69070
111	623	502	529	1	69572
112	502	529	899	1	70101
113	529	899	482	0	71000
114	899	482	775	1	71482
115	482	775	611	0	72257
116	775	611	618	0	72868
117	611	618	611	0	73486
118	618	611	424	0	74097
119	611	424	790	1	74521
120	424	790	611	0	75311
121	790	611	494	0	75922
122	611	494	728	1	76416
123	494	728	607	0	77144
124	728	607	611	0	77751
125	607	611	603	0	78362
126	611	603	611	0	78965
127	603	611	619	0	79576
128	611	619	463	0	80195
129	619	463	762	1	80658
130	463	762	607	0	81420
131	762	607	619	0	82027
132	607	619	619	0	82646
133	619	619	614	0	83265
134	619	614	425	0	83879
135	614	425	828	1	84304
136	425	828	619	0	85132
137	828	619	619	0	85751
138	619	619	385	0	86370
139	619	385	852	1	86755
140	385	852	607	0	87607
141	852	607	533	0	88214
142	607	533	685	1	88747
143	533	685	611	0	89432
144	685	611	486	0	90043
145	611	486	743	1	90529
146	486	743	611	0	91272
147	743	611	526	0	91883
148	611	526	751	1	92409
149	526	751	630	0	93160
150	751	630	506	0	93790
151	630	506	790	1	94296
152	506	790	630	0	95086
153	790	630	658	0	95716
154	630	658	673	0	96374
155	658	673	758	0	97047
156	673	758	421	0	97805
157	758	421	1120	1	98226
158	421	1120	553	0	99346
159	1120	553	478	1	99899
160	553	478	1098	1	100377
161	478	1098	471	0	101475
162	1098	471	867	1	101946
163	471	867	658	0	102813
164	867	658	654	0	103471
165	658	654	657	0	104125
166	654	657	689	0	104782
167	657	689	696	0	105471
168	689	696	463	0	106167
169	696	463	382	1	106630
170	463	382	1175	1	107012
171	382	1175	525	0	108187
172	1175	525	817	1	108712
173	525	817	650	0	109529
174	817	650	521	0	110179
175	650	521	833	1	110700
176	521	833	662	0	111533
177	833	662	513	0	112195
178	662	513	463	1	112708
179	513	463	1059	1	113171
180	463	1059	486	0	114230
181	1059	486	852	1	114716
182	486	852	533	0	115568
183	852	533	767	1	116101
184	533	767	541	0	116868
185	767	541	735	1	117409
186	541	735	642	0	118144
187	735	642	638	0	118786
188	642	638	642	0	119424
189	638	642	654	0	120066
190	642	654	661	0	120720
191	654	661	654	0	121381
192	661	654	654	0	122035
193	654	654	650	0	122689
194	654	650	653	0	123339
195	650	653	646	0	123992
196	653	646	638	0	124638
197	646	638	642	0	125276
198	638	642	413	0	125918
199	642	413	848	1	126331
200	413	848	630	0	127179
201	848	630	514	0	127809
202	630	514	739	1	128323
203	514	739	611	0	129062
204	739	611	452	0	129673
205	611	452	805	1	130125
206	452	805	619	0	130930
207	805	619	618	0	131549
208	619	618	615	0	132167
209	618	615	623	0	132782
210	615	623	630	0	133405
211	623	630	638	0	134035
212	630	638	416	0	134673
213	638	416	857	1	135089
214	416	857	622	0	135946
215	857	622	627	0	136568
216	622	627	618	0	137195
217	627	618	627	0	137813
218	618	627	630	0	138440
219	627	630	634	0	139070
220	630	634	646	0	139704
221	634	646	646	0	140350
222	646	646	665	0	140996
223	646	665	662	0	141661
224	665	662	661	0	142323
225	662	661	658	0	142984
226	661	658	669	0	143642
227	658	669	409	0	144311
228	669	409	914	1	144720
229	409	914	658	0	145634
230	914	658	510	0	146292
231	658	510	517	1	146802
232	510	517	444	1	147319
233	517	444	1066	1	147763
234	444	1066	467	0	148829
235	1066	467	770	1	149296
236	467	770	393	0	150066
237	770	393	845	1	150459
238	393	845	618	0	151304
239	845	618	619	0	151922
240	618	619	626	0	152541
241	619	626	642	0	153167
242	626	642	662	0	153809
243	642	662	665	0	154471
244	662	665	673	0	155136
245	665	673	677	0	155809
246	673	677	498	0	156486
247	677	498	841	1	156984
248	498	841	642	0	157825
249	841	642	646	0	158467
250	642	646	650	0	159113
251	646	650	649	0	159763
252	650	649	452	0	160412
253	649	452	871	1	160864
254	452	871	646	0	161735
255	871	646	576	0	162381
256	646	576	420	1	162957
257	576	420	958	1	163377
258	420	958	591	0	164335
259	958	591	708	1	164926
260	591	708	642	0	165634
261	708	642	662	0	166276
262	642	662	665	0	166938
263	662	665	665	0	167603
264	665	665	678	0	168268
265	665	678	404	0	168946
266	678	404	942	1	169350
267	404	942	661	0	170292
268	942	661	424	0	170953
269	661	424	891	1	171377
270	424	891	643	0	172268
271	891	643	653	0	172911
272	643	653	662	0	173564
273	653	662	665	0	174226
274	662	665	669	0	174891
275	665	669	677	0	175560
276	669	677	677	0	176237
277	677	677	670	0	176914
278	677	670	665	0	177584
279	670	665	658	0	178249
280	665	658	646	0	178907
281	658	646	634	0	179553
282	646	634	638	0	180187
283	634	638	654	0	180825
284	638	654	646	0	181479
285	654	646	653	0	182125
286	646	653	669	0	182778
287	653	669	670	0	183447
288	669	670	673	0	184117
289	670	673	677	0	184790
290	673	677	669	0	185467
291	677	669	553	0	186136
292	669	553	428	1	186689
293	553	428	1027	1	187117
294	428	1027	646	0	188144
295	1027	646	447	0	188790
296	646	447	845	1	189237
297	447	845	638	0	190082
298	845	638	642	0	190720
299	638	642	657	0	191362
300	642	657	409	0	192019
301	657	409	946	1	192428
302	409	946	653	0	193374
303	946	653	673	0	194027
304	653	673	674	0	194700
305	673	674	688	0	195374
306	674	688	506	0	196062
307	688	506	895	1	196568
308	506	895	681	0	197463
309	895	681	685	0	198144
310	681	685	681	0	198829
311	685	681	685	0	199510
312	681	685	684	0	200195
313	685	684	697	0	200879
314	684	697	692	0	201576
315	697	692	436	0	202268
316	692	436	919	1	202704
317	436	919	653	0	203623
318	919	653	658	0	204276
319	653	658	646	0	204934
320	658	646	657	0	205580
321	646	657	670	0	206237
322	657	670	677	0	206907
323	670	677	459	0	207584
324	677	459	903	1	208043
325	459	903	684	0	208946
326	903	684	674	0	209630
327	684	674	669	0	210304
328	674	669	657	0	210973
329	669	657	670	0	211630
330	657	670	661	0	212300
331	670	661	673	0	212961
332	661	673	677	0	213634
333	673	677	685	0	214311
334	677	685	599	0	214996
335	685	599	759	1	215595
336	599	759	662	0	216354
337	759	662	661	0	217016
338	662	661	650	0	217677
339	661	650	638	0	218327
340	650	638	646	0	218965
341	638	646	646	0	219611
342	646	646	634	0	220257
343	646	634	642	0	220891
344	634	642	638	0	221533
345	642	638	638	0	222171
346	638	638	642	0	222809
347	638	642	646	0	223451
348	642	646	654	0	224097
349	646	654	665	0	224751
350	654	665	670	0	225416
351	665	670	657	0	226086
352	670	657	658	0	226743
353	657	658	510	0	227401
354	658	510	785	1	227911
355	510	785	639	0	228696
356	785	639	494	0	229335
357	639	494	790	1	229829
358	494	790	638	0	230619
359	790	638	654	0	231257
360	638	654	653	0	231911
361	654	653	673	0	232564
362	653	673	689	0	233237
363	673	689	700	0	233926
364	689	700	390	0	234626
365	700	390	1011	1	235016
366	390	1011	689	0	236027
367	1011	689	416	0	236716
368	689	416	950	1	237132
369	416	950	677	0	238082
370	950	677	459	0	238759
371	677	459	895	1	239218
372	459	895	657	0	240113
373	895	657	502	0	240770
374	657	502	463	1	241272
375	502	463	997	1	241735
376	463	997	474	0	242732
377	997	474	813	1	243206
378	474	813	627	0	244019
379	813	627	630	0	244646
380	627	630	627	0	245276
381	630	627	638	0	245903
382	627	638	443	0	246541
383	638	443	923	1	246984
384	443	923	673	0	247907
385	923	673	490	0	248580
386	673	490	864	1	249070
387	490	864	506	0	249934
388	864	506	817	1	250440
389	506	817	416	0	251257
390	817	416	891	1	251673
391	416	891	650	0	252564
392	891	650	502	0	253214
393	650	502	825	1	253716
394	502	825	661	0	254541
395	825	661	459	0	255202
396	661	459	942	1	255661
397	459	942	693	0	256603
398	942	693	436	0	257296
399	693	436	992	1	257732
400	436	992	700	0	258724
401	992	700	428	0	259424
402	700	428	969	1	259852
403	428	969	689	0	260821
404	969	689	436	0	261510
405	689	436	968	1	261946
406	436	968	693	0	262914
407	968	693	451	0	263607
408	693	451	926	1	264058
409	451	926	674	0	264984
410	926	674	521	0	265658
411	674	521	817	1	266179
412	521	817	424	0	266996
413	817	424	911	1	267420
414	424	911	661	0	268331
415	911	661	522	0	268992
416	661	522	821	1	269514
417	522	821	661	0	270335
418	821	661	506	0	270996
419	661	506	817	1	271502
420	506	817	654	0	272319
421	817	654	521	0	272973
422	654	521	786	1	273494
423	521	786	642	0	274280
424	786	642	518	0	274922
425	642	518	770	1	275440
426	518	770	638	0	276210
427	770	638	514	0	276848
428	638	514	821	1	277362
429	514	821	654	0	278183
430	821	654	684	0	278837
431	654	684	689	0	279521
432	684	689	704	0	280210
433	689	704	701	0	280914
434	704	701	716	0	281615
435	701	716	404	0	282331
436	716	404	1063	1	282735
437	404	1063	720	0	283798
438	1063	720	420	0	284518
439	720	420	1011	1	284938
440	420	1011	724	0	285949
441	1011	724	413	0	286673
442	724	413	1031	1	287086
443	413	1031	704	0	288117
444	1031	704	424	0	288821
445	704	424	946	1	289245
446	424	946	669	0	290191
447	946	669	479	0	290860
448	669	479	821	1	291339
449	479	821	642	0	292160
450	821	642	626	0	292802
451	642	626	623	0	293428
452	626	623	618	0	294051
453	623	618	619	0	294669
454	618	619	630	0	295288
455	619	630	424	0	295918
456	630	424	849	1	296342
457	424	849	634	0	297191
458	849	634	642	0	297825
459	634	642	638	0	298467
460	642	638	646	0	299105
461	638	646	634	0	299751
462	646	634	634	0	300385
463	634	634	623	0	301019
464	634	623	630	0	301642
465	623	630	631	0	302272
466	630	631	607	0	302903
467	631	607	618	0	303510
468	607	618	611	0	304128
469	618	611	463	0	304739
470	611	463	817	1	305202
471	463	817	639	0	306019
472	817	639	646	0	306658
473	639	646	404	0	307304
474	646	404	911	1	307708
475	404	911	657	0	308619
476	911	657	654	0	309276
477	657	654	665	0	309930
478	654	665	670	0	310595
479	665	670	529	0	311265
480	670	529	852	1	311794
481	529	852	665	0	312646
482	852	665	681	0	313311
483	665	681	677	0	313992
484	681	677	689	0	314669
485	677	689	685	0	315358
486	689	685	689	0	316043
487	685	689	494	0	316732
488	689	494	930	1	317226
489	494	930	688	0	318156
490	930	688	475	0	318844
491	688	475	926	1	319319
492	475	926	685	0	320245
493	926	685	514	0	320930
494	685	514	871	1	321444
495	514	871	681	0	322315
496	871	681	424	0	322996
497	681	424	965	1	323420
498	424	965	669	0	324385
499	965	669	510	0	325054
500	669	510	806	1	325564
501	510	806	649	0	326370
502	806	649	510	0	327019
503	649	510	794	1	327529
504	510	794	642	0	328323
505	794	642	510	0	328965
506	642	510	758	1	329475
507	510	758	627	0	330233
508	758	627	525	0	330860
509	627	525	743	1	331385
510	525	743	623	0	332128
511	743	623	626	0	332751
512	623	626	623	0	333377
513	626	623	409	0	334000
514	623	409	844	1	334409
515	409	844	626	0	335253
516	844	626	631	0	335879
517	626	631	626	0	336510
518	631	626	627	0	337136
519	626	627	630	0	337763
520	627	630	638	0	338393
521	630	638	634	0	339031
522	638	634	635	0	339665
523	634	635	634	0	340300
524	635	634	634	0	340934
525	634	634	627	0	341568
526	634	627	634	0	342195
527	627	634	626	0	342829
528	634	626	634	0	343455
529	626	634	635	0	344089
530	634	635	646	0	344724
531	635	646	630	0	345370
532	646	630	638	0	346000
533	630	638	638	0	346638
534	638	638	638	0	347276
535	638	638	627	0	347914
536	638	627	630	0	348541
537	627	630	627	0	349171
538	630	627	638	0	349798
539	627	638	630	0	350436
540	638	630	630	0	351066
541	630	630	631	0	351696
542	630	631	626	0	352327
543	631	626	635	0	352953
544	626	635	645	0	353588
545	635	645	425	0	354233
546	645	425	891	1	354658
547	425	891	649	0	355549
548	891	649	646	0	356198
549	649	646	650	0	356844
550	646	650	650	0	357494
551	650	650	658	0	358144
552	650	658	673	0	358802
553	658	673	673	0	359475
554	673	673	490	0	360148
555	673	490	891	1	360638
556	490	891	666	0	361529
557	891	666	673	0	362195
558	666	673	665	0	362868
559	673	665	662	0	363533
560	665	662	416	0	364195
561	662	416	926	1	364611
562	416	926	658	0	365537
563	926	658	665	0	366195
564	658	665	658	0	366860
565	665	658	653	0	367518
566	658	653	545	0	368171
567	653	545	809	1	368716
568	545	809	405	0	369525
569	809	405	914	1	369930
570	405	914	654	0	370844
571	914	654	650	0	371498
572	654	650	657	0	372148
573	650	657	666	0	372805
574	657	666	673	0	373471
575	666	673	689	0	374144
576	673	689	700	0	374833
577	689	700	708	0	375533
578	700	708	514	0	376241
579	708	514	887	1	376755
580	514	887	681	0	377642
581	887	681	405	0	378323
582	681	405	945	1	378728
583	405	945	666	0	379673
584	945	666	533	0	380339
585	666	533	443	1	380872
586	533	443	1031	1	381315
587	443	1031	483	0	382346
588	1031	483	844	1	382829
589	483	844	654	0	383673
590	844	654	646	0	384327
591	654	646	657	0	384973
592	646	657	666	0	385630
593	657	666	653	0	386296
594	666	653	666	0	386949
595	653	666	650	0	387615
596	666	650	657	0	388265
597	650	657	666	0	388922
598	657	666	665	0	389588
