i-1	i+0	i+1	Filter
1179	965	981	0
965	981	1003	0
981	1003	1012	0
1003	1012	1012	0
1012	1012	1011	0
1012	1011	1008	0
1011	1008	977	0
1008	977	988	0
977	988	1000	0
988	1000	981	0
1000	981	1031	0
981	1031	1023	0
1031	1023	1043	0
1023	1043	1047	0
1043	1047	1046	0
1047	1046	1051	0
1046	1051	1054	0
1051	1054	1055	0
1054	1055	1012	0
1055	1012	984	0
1012	984	961	0
984	961	973	0
961	973	973	0
973	973	976	0
973	976	973	0
976	973	977	0
973	977	969	0
977	969	968	0
969	968	981	0
968	981	977	0
981	977	976	0
977	976	977	0
976	977	977	0
977	977	961	0
977	961	969	0
961	969	968	0
969	968	981	0
968	981	1004	0
981	1004	988	0
1004	988	996	0
988	996	1000	0
996	1000	985	0
1000	985	984	0
985	984	973	0
984	973	969	0
973	969	973	0
969	973	961	0
973	961	922	0
961	922	918	0
922	918	907	0
918	907	883	0
907	883	891	0
883	891	872	0
891	872	879	0
872	879	895	0
879	895	911	0
895	911	945	0
911	945	973	0
945	973	984	0
973	984	1004	0
984	1004	1000	0
1004	1000	996	0
1000	996	996	0
996	996	977	0
996	977	977	0
977	977	965	0
977	965	965	0
965	965	949	0
965	949	973	0
949	973	996	0
973	996	1027	0
996	1027	1031	0
1027	1031	1016	0
1031	1016	1035	0
1016	1035	1027	0
1035	1027	1031	0
1027	1031	1039	0
1031	1039	1027	0
1039	1027	1043	0
1027	1043	1039	0
1043	1039	1062	0
1039	1062	1066	0
1062	1066	1086	0
1066	1086	1082	0
1086	1082	1066	0
1082	1066	1062	0
1066	1062	557	0
1062	557	490	1
557	490	1031	2
490	1031	1027	0
1031	1027	510	0
1027	510	502	1
510	502	1027	2
502	1027	514	0
1027	514	498	1
514	498	1062	2
498	1062	557	0
1062	557	498	1
557	498	1120	2
498	1120	553	0
1120	553	509	1
553	509	1164	2
509	1164	525	0
1164	525	506	1
525	506	1152	2
506	1152	525	0
1152	525	498	1
525	498	1097	2
498	1097	522	0
1097	522	502	1
522	502	1070	2
502	1070	517	0
1070	517	502	1
517	502	1066	2
502	1066	541	0
1066	541	498	1
541	498	1086	2
498	1086	1058	0
1086	1058	522	0
1058	522	509	1
522	509	1086	2
509	1086	1035	0
1086	1035	521	0
1035	521	498	1
521	498	1028	2
498	1028	537	0
1028	537	490	1
537	490	992	2
490	992	518	0
992	518	490	1
518	490	1035	2
490	1035	510	0
1035	510	498	1
510	498	1066	2
498	1066	1015	0
1066	1015	440	0
1015	440	525	1
440	525	1012	2
525	1012	985	0
1012	985	521	0
985	521	498	1
521	498	949	2
498	949	506	0
949	506	498	1
506	498	899	2
498	899	957	0
899	957	1020	0
957	1020	1078	0
1020	1078	1046	0
1078	1046	1028	0
1046	1028	1011	0
1028	1011	992	0
1011	992	981	0
992	981	949	0
981	949	911	0
949	911	903	0
911	903	895	0
903	895	898	0
895	898	895	0
898	895	911	0
895	911	945	0
911	945	961	0
945	961	985	0
961	985	1012	0
985	1012	1027	0
1012	1027	1043	0
1027	1043	1046	0
1043	1046	1012	0
1046	1012	981	0
1012	981	1003	0
981	1003	1016	0
1003	1016	992	0
1016	992	1016	0
992	1016	1050	0
1016	1050	1070	0
1050	1070	1078	0
1070	1078	1094	0
1078	1094	1073	0
1094	1073	1078	0
1073	1078	1078	0
1078	1078	1070	0
1078	1070	1043	0
1070	1043	1043	0
1043	1043	1046	0
1043	1046	1043	0
1046	1043	1035	0
1043	1035	1016	0
1035	1016	1008	0
1016	1008	984	0
1008	984	977	0
984	977	988	0
977	988	1004	0
988	1004	1004	0
1004	1004	984	0
1004	984	989	0
984	989	988	0
989	988	992	0
988	992	981	0
992	981	965	0
981	965	972	0
965	972	985	0
972	985	969	0
985	969	988	0
969	988	1008	0
988	1008	1000	0
1008	1000	1015	0
1000	1015	1008	0
1015	1008	1012	0
1008	1012	1008	0
1012	1008	988	0
1008	988	984	0
988	984	993	0
984	993	980	0
993	980	1000	0
980	1000	1008	0
1000	1008	1008	0
1008	1008	965	0
1008	965	541	0
965	541	498	1
541	498	848	2
498	848	521	0
848	521	1327	1
521	1327	560	2
1327	560	1257	1
560	1257	880	2
1257	880	544	0
880	544	1222	1
544	1222	514	2
1222	514	533	1
514	533	786	2
533	786	918	0
786	918	957	0
918	957	1035	0
957	1035	1070	0
1035	1070	1094	0
1070	1094	1097	0
1094	1097	1066	0
1097	1066	1047	0
1066	1047	1027	0
1047	1027	988	0
1027	988	977	0
988	977	981	0
977	981	980	0
981	980	992	0
980	992	522	0
992	522	525	1
522	525	915	2
525	915	536	0
915	536	1401	1
536	1401	957	2
1401	957	969	0
957	969	530	0
969	530	490	1
530	490	926	2
490	926	984	0
926	984	1047	0
984	1047	1058	0
