index	i-1	i+0	i+1	Filter	Time
1	385	385	385	0	821
2	385	385	382	0	1206
3	385	382	381	0	1588
4	382	381	377	0	1969
5	381	377	386	0	2346
6	377	386	377	0	2732
7	386	377	385	0	3109
8	377	385	378	0	3494
9	385	378	381	0	3872
10	378	381	377	0	4253
11	381	377	382	0	4630
12	377	382	373	0	5012
13	382	373	382	0	5385
14	373	382	377	0	5767
15	382	377	374	0	6144
16	377	374	381	0	6518
17	374	381	369	0	6899
18	381	369	378	0	7268
19	369	378	377	0	7646
20	378	377	374	0	8023
21	377	374	373	0	8397
22	374	373	378	0	8770
23	373	378	373	0	9148
24	378	373	374	0	9521
25	373	374	385	0	9895
26	374	385	381	0	10280
27	385	381	382	0	10661
28	381	382	377	0	11043
29	382	377	385	0	11420
30	377	385	382	0	11805
31	385	382	381	0	12187
32	382	381	381	0	12568
33	381	381	386	0	12949
34	381	386	381	0	13335
35	386	381	389	0	13716
36	381	389	385	0	14105
37	389	385	389	0	14490
38	385	389	393	0	14879
39	389	393	386	0	15272
40	393	386	396	0	15658
41	386	396	393	0	16054
42	396	393	393	0	16447
43	393	393	397	0	16840
44	393	397	393	0	17237
45	397	393	397	0	17630
46	393	397	389	0	18027
47	397	389	397	0	18416
48	389	397	393	0	18813
49	397	393	393	0	19206
50	393	393	393	0	19599
51	393	393	393	0	19992
52	393	393	397	0	20385
53	393	397	389	0	20782
54	397	389	389	0	21171
55	389	389	401	0	21560
56	389	401	385	0	21961
57	401	385	393	0	22346
58	385	393	389	0	22739
59	393	389	382	0	23128
60	389	382	401	1	23510
61	382	401	393	0	23911
62	401	393	392	0	24304
63	393	392	393	0	24696
64	392	393	405	0	25089
65	393	405	381	0	25494
66	405	381	393	0	25875
67	381	393	397	0	26268
68	393	397	393	0	26665
69	397	393	393	1	27058
70	393	393	389	0	27451
71	393	389	393	0	27840
72	389	393	393	0	28233
73	393	393	393	0	28626
74	393	393	390	0	29019
75	393	390	385	0	29409
76	390	385	385	0	29794
77	385	385	389	0	30179
78	385	389	381	0	30568
79	389	381	382	0	30949
80	381	382	385	0	31331
81	382	385	385	0	31716
82	385	385	378	0	32101
83	385	378	385	0	32479
84	378	385	385	0	32864
85	385	385	377	0	33249
86	385	377	390	0	33626
87	377	390	377	0	34016
88	390	377	389	0	34393
89	377	389	385	0	34782
90	389	385	401	0	35167
91	385	401	350	0	35568
92	401	350	428	1	35918
93	350	428	389	0	36346
94	428	389	390	0	36735
95	389	390	393	0	37125
96	390	393	393	0	37518
97	393	393	385	0	37911
98	393	385	385	0	38296
99	385	385	393	0	38681
100	385	393	381	0	39074
101	393	381	389	0	39455
102	381	389	386	0	39844
103	389	386	385	0	40230
104	386	385	385	0	40615
105	385	385	381	0	41000
106	385	381	378	0	41381
107	381	378	393	1	41759
108	378	393	389	0	42152
109	393	389	385	0	42541
110	389	385	381	0	42926
111	385	381	389	0	43307
112	381	389	382	0	43696
113	389	382	389	0	44078
114	382	389	377	0	44467
115	389	377	386	0	44844
116	377	386	381	0	45230
117	386	381	377	0	45611
118	381	377	382	0	45988
119	377	382	385	0	46370
120	382	385	373	0	46755
121	385	373	374	0	47128
122	373	374	385	0	47502
123	374	385	362	0	47887
124	385	362	374	0	48249
125	362	374	369	0	48623
126	374	369	374	0	48992
127	369	374	373	0	49366
128	374	373	374	0	49739
129	373	374	369	0	50113
130	374	369	362	0	50482
131	369	362	366	0	50844
132	362	366	366	0	51210
133	366	366	370	0	51576
134	366	370	361	0	51946
135	370	361	374	0	52307
136	361	374	350	0	52681
137	374	350	362	0	53031
138	350	362	362	0	53393
139	362	362	350	0	53755
140	362	350	370	1	54105
141	350	370	354	0	54475
142	370	354	362	0	54829
143	354	362	354	0	55191
144	362	354	354	0	55545
145	354	354	358	0	55899
146	354	358	354	0	56257
147	358	354	354	0	56611
148	354	354	358	0	56965
149	354	358	350	0	57323
150	358	350	354	0	57673
151	350	354	350	0	58027
152	354	350	351	0	58377
153	350	351	354	0	58728
154	351	354	346	0	59082
155	354	346	346	0	59428
156	346	346	347	0	59774
157	346	347	354	0	60121
158	347	354	346	0	60475
159	354	346	342	0	60821
160	346	342	335	0	61163
161	342	335	362	0	61498
162	335	362	342	0	61860
163	362	342	347	0	62202
164	342	347	350	0	62549
165	347	350	342	0	62899
166	350	342	343	0	63241
167	342	343	342	0	63584
168	343	342	346	0	63926
169	342	346	327	0	64272
170	346	327	354	0	64599
171	327	354	343	0	64953
172	354	343	342	0	65296
173	343	342	346	0	65638
174	342	346	339	0	65984
175	346	339	338	0	66323
176	339	338	343	0	66661
177	338	343	342	0	67004
178	343	342	343	0	67346
179	342	343	338	0	67689
180	343	338	343	0	68027
181	338	343	334	0	68370
182	343	334	343	0	68704
183	334	343	342	0	69047
184	343	342	339	0	69389
185	342	339	338	0	69728
186	339	338	346	0	70066
187	338	346	343	0	70412
188	346	343	342	0	70755
189	343	342	343	0	71097
190	342	343	342	0	71440
191	343	342	339	0	71782
192	342	339	346	0	72121
193	339	346	342	0	72467
194	346	342	343	0	72809
195	342	343	346	0	73152
196	343	346	342	0	73498
197	346	342	327	0	73840
198	342	327	362	0	74167
199	327	362	346	0	74529
200	362	346	351	0	74875
201	346	351	338	0	75226
202	351	338	350	0	75564
203	338	350	335	0	75914
204	350	335	358	0	76249
205	335	358	339	0	76607
206	358	339	350	0	76946
207	339	350	346	0	77296
208	350	346	346	0	77642
209	346	346	351	0	77988
210	346	351	342	0	78339
211	351	342	350	0	78681
212	342	350	323	0	79031
213	350	323	366	0	79354
214	323	366	350	0	79720
215	366	350	346	0	80070
216	350	346	351	0	80416
217	346	351	350	0	80767
218	351	350	350	0	81117
219	350	350	350	0	81467
220	350	350	346	0	81817
221	350	346	355	0	82163
222	346	355	350	0	82518
223	355	350	346	0	82868
224	350	346	358	0	83214
225	346	358	346	0	83572
226	358	346	358	0	83918
227	346	358	350	0	84276
228	358	350	362	0	84626
229	350	362	354	0	84988
230	362	354	362	0	85342
231	354	362	354	0	85704
232	362	354	354	0	86058
233	354	354	362	0	86412
234	354	362	362	0	86774
235	362	362	358	0	87136
236	362	358	362	0	87494
237	358	362	362	0	87856
238	362	362	362	0	88218
239	362	362	362	0	88580
240	362	362	362	0	88942
241	362	362	365	0	89304
242	362	365	362	0	89669
243	365	362	366	0	90031
244	362	366	370	0	90397
245	366	370	361	0	90767
246	370	361	370	0	91128
247	361	370	366	0	91498
248	370	366	373	0	91864
249	366	373	366	0	92237
250	373	366	374	0	92603
251	366	374	369	0	92977
252	374	369	374	0	93346
253	369	374	373	0	93720
254	374	373	374	0	94093
255	373	374	370	0	94467
256	374	370	373	0	94837
257	370	373	374	0	95210
258	373	374	365	0	95584
259	374	365	374	0	95949
260	365	374	373	0	96323
261	374	373	370	0	96696
262	373	370	378	0	97066
263	370	378	377	0	97444
264	378	377	377	0	97821
265	377	377	382	0	98198
266	377	382	354	0	98580
267	382	354	420	1	98934
268	354	420	385	0	99354
269	420	385	378	0	99739
270	385	378	393	0	100117
271	378	393	381	0	100510
272	393	381	389	0	100891
273	381	389	381	0	101280
274	389	381	390	0	101661
275	381	390	381	0	102051
276	390	381	389	0	102432
277	381	389	385	0	102821
278	389	385	389	0	103206
279	385	389	393	0	103595
280	389	393	389	0	103988
281	393	389	393	0	104377
282	389	393	393	0	104770
283	393	393	393	0	105163
284	393	393	397	0	105556
285	393	397	397	0	105953
286	397	397	397	0	106350
287	397	397	413	0	106747
288	397	413	354	0	107160
289	413	354	451	1	107514
290	354	451	401	0	107965
291	451	401	404	0	108366
292	401	404	405	0	108770
293	404	405	409	0	109175
294	405	409	404	0	109584
295	409	404	405	0	109988
296	404	405	409	0	110393
297	405	409	400	0	110802
298	409	400	409	0	111202
299	400	409	405	0	111611
300	409	405	404	0	112016
301	405	404	405	0	112420
302	404	405	405	0	112825
303	405	405	408	0	113230
304	405	408	409	0	113638
305	408	409	404	0	114047
306	409	404	417	0	114451
307	404	417	408	0	114868
308	417	408	417	0	115276
309	408	417	416	0	115693
310	417	416	409	0	116109
311	416	409	412	0	116518
312	409	412	416	0	116930
313	412	416	413	0	117346
314	416	413	416	0	117759
315	413	416	409	0	118175
316	416	409	412	0	118584
317	409	412	409	0	118996
318	412	409	412	0	119405
319	409	412	413	0	119817
320	412	413	412	0	120230
321	413	412	412	0	120642
322	412	412	413	0	121054
323	412	413	397	0	121467
324	413	397	416	1	121864
325	397	416	409	0	122280
326	416	409	404	0	122689
327	409	404	401	0	123093
328	404	401	405	0	123494
329	401	405	408	0	123899
330	405	408	401	0	124307
331	408	401	424	1	124708
332	401	424	424	0	125132
333	424	424	421	0	125556
334	424	421	428	0	125977
335	421	428	432	0	126405
336	428	432	431	0	126837
337	432	431	428	0	127268
338	431	428	432	0	127696
339	428	432	374	0	128128
340	432	374	327	1	128502
341	374	327	576	1	128829
342	327	576	299	0	129405
343	576	299	537	1	129704
344	299	537	417	0	130241
345	537	417	408	0	130658
346	417	408	409	0	131066
347	408	409	408	0	131475
348	409	408	401	0	131883
349	408	401	350	1	132284
350	401	350	526	1	132634
351	350	526	424	0	133160
352	526	424	424	0	133584
353	424	424	467	1	134008
354	424	467	451	0	134475
355	467	451	455	0	134926
356	451	455	448	0	135381
357	455	448	373	0	135829
358	448	373	389	1	136202
359	373	389	541	1	136591
360	389	541	421	0	137132
361	541	421	404	0	137553
362	421	404	440	1	137957
363	404	440	420	0	138397
364	440	420	413	0	138817
365	420	413	361	0	139230
366	413	361	475	1	139591
367	361	475	393	0	140066
368	475	393	350	1	140459
369	393	350	502	1	140809
370	350	502	382	0	141311
371	502	382	358	1	141693
372	382	358	502	1	142051
373	358	502	385	0	142553
374	502	385	354	1	142938
375	385	354	510	1	143292
