i-1	i+0	i+1	Filter
1031	467	1202	1
467	1202	833	2
1202	833	825	0
833	825	817	0
825	817	825	0
817	825	486	0
825	486	1187	1
486	1187	829	2
1187	829	809	0
829	809	817	0
809	817	825	0
817	825	829	0
825	829	428	0
829	428	525	1
428	525	724	2
525	724	794	0
724	794	817	0
794	817	829	0
817	829	829	0
829	829	470	0
829	470	1199	1
470	1199	809	2
1199	809	436	0
809	436	1175	1
436	1175	813	2
1175	813	794	0
813	794	790	0
794	790	794	0
790	794	794	0
794	794	424	0
794	424	537	1
424	537	653	2
537	653	790	0
653	790	424	0
790	424	526	1
424	526	688	2
526	688	786	0
688	786	436	0
786	436	1202	1
436	1202	814	2
1202	814	416	0
814	416	533	1
416	533	732	2
533	732	817	0
732	817	447	0
817	447	1241	1
447	1241	833	2
1241	833	817	0
833	817	798	0
817	798	794	0
798	794	813	0
794	813	440	0
813	440	1233	1
440	1233	829	2
1233	829	833	0
829	833	821	0
833	821	821	0
821	821	474	0
821	474	1210	1
474	1210	814	2
1210	814	424	0
814	424	521	1
424	521	701	2
521	701	801	0
701	801	420	0
801	420	526	1
420	526	739	2
526	739	825	0
739	825	420	0
825	420	537	1
420	537	728	2
537	728	809	0
728	809	833	0
809	833	817	0
833	817	809	0
817	809	786	0
809	786	436	0
786	436	1152	1
436	1152	797	2
1152	797	425	0
797	425	501	1
425	501	677	2
501	677	790	0
677	790	463	0
790	463	1140	1
463	1140	806	2
1140	806	416	0
806	416	518	1
416	518	708	2
518	708	798	0
708	798	416	0
798	416	525	1
416	525	720	2
525	720	813	0
720	813	833	0
813	833	837	0
833	837	451	0
837	451	1198	1
451	1198	779	2
1198	779	424	0
779	424	1151	1
424	1151	759	2
1151	759	420	0
759	420	1102	1
420	1102	758	2
1102	758	755	0
758	755	755	0
755	755	767	0
755	767	790	0
767	790	447	0
790	447	1210	1
447	1210	821	2
1210	821	817	0
821	817	837	0
817	837	833	0
837	833	416	0
833	416	517	1
416	517	728	2
517	728	817	0
728	817	817	0
817	817	786	0
817	786	794	0
786	794	479	0
794	479	1116	1
479	1116	790	2
1116	790	417	0
790	417	1132	1
417	1132	774	2
1132	774	424	0
774	424	1086	1
424	1086	735	2
1086	735	779	0
735	779	766	0
779	766	767	0
766	767	789	0
767	789	802	0
789	802	802	0
802	802	813	0
802	813	817	0
813	817	809	0
817	809	821	0
809	821	814	0
821	814	809	0
814	809	801	0
809	801	802	0
801	802	802	0
802	802	782	0
802	782	786	0
782	786	470	0
786	470	1082	1
470	1082	759	2
1082	759	440	0
759	440	1081	1
440	1081	747	2
1081	747	740	0
747	740	735	0
740	735	724	0
735	724	751	0
724	751	475	0
751	475	1108	1
475	1108	763	2
1108	763	798	0
763	798	786	0
798	786	797	0
786	797	779	0
797	779	766	0
779	766	778	0
766	778	471	0
778	471	1117	1
471	1117	790	2
1117	790	797	0
790	797	790	0
797	790	790	0
790	790	786	0
790	786	767	0
786	767	755	0
767	755	494	0
755	494	1019	1
494	1019	736	2
